	C21D00958	C21D00961	C21D00964	D21D00987T	M21D00956	M21D01001	M21D01009	N21D00959	P21D00955	P21D00957M	P21D00966	P21D00968M	P21D00969M	P21D00970	P21D00971	P21D00973M	P21D00974M	P21D00979M	P21D00981M	P21D00983	P21D00984	P21D00985	P21D00991M	P21D00994M	P21D00995M	P21D00996M	P21D00998	P21D01005	P21D01016M	P21D01019	X21D00967
BRCA2_E7_STA100525	9409.0	8167.0	7343.0	10786.0	18838.0	3834.0	10262.0	10894.0	1493.0	4891.0	3634.0	4407.0	8735.0	6926.0	5206.0	5382.0	5900.0	6591.0	11692.0	5295.0	13034.0	3513.0	6221.0	9711.0	10487.0	2773.0	5424.0	1098.0	7112.0	5354.0	8522.0
BRCA2_E8_STA100526	3299.0	4053.0	3049.0	3197.0	7819.0	1306.0	4499.0	3529.0	574.0	1825.0	981.0	1456.0	3494.0	2042.0	1946.0	1804.0	2102.0	2268.0	5825.0	2071.0	5469.0	1513.0	2245.0	4118.0	4143.0	1150.0	1549.0	338.0	3152.0	2254.0	3223.0
BRCA2_E9_STA100527	3851.0	3893.0	3139.0	4706.0	8252.0	1824.0	3785.0	4745.0	406.0	2497.0	1203.0	2008.0	4210.0	2100.0	1604.0	2204.0	2789.0	3805.0	4859.0	2092.0	7830.0	2229.0	2679.0	3629.0	4006.0	1788.0	3612.0	611.0	3995.0	2359.0	4456.0
BRCA2_E9_STA100528	16965.0	17602.0	16843.0	20512.0	39759.0	6027.0	16254.0	18914.0	2209.0	11146.0	6448.0	10609.0	17846.0	7298.0	9032.0	10437.0	13352.0	15714.0	20700.0	8809.0	30157.0	7992.0	9821.0	15897.0	14051.0	7554.0	12774.0	2026.0	14889.0	11347.0	15966.0
BRCA2_E9_STA100529	16976.0	17184.0	14495.0	21923.0	33729.0	5320.0	17431.0	22066.0	2053.0	10847.0	7892.0	8362.0	16732.0	9375.0	7610.0	12745.0	13029.0	14997.0	18115.0	7873.0	25692.0	6127.0	10684.0	14723.0	18268.0	6967.0	10850.0	2165.0	12422.0	11324.0	16803.0
BRCA2_E10_STA100530	5833.0	6119.0	4796.0	7060.0	13808.0	2568.0	6148.0	5822.0	742.0	3317.0	2119.0	3168.0	6978.0	3537.0	2863.0	2486.0	3615.0	5335.0	8071.0	3093.0	9506.0	2583.0	3377.0	5892.0	6241.0	1975.0	3908.0	686.0	5525.0	3569.0	5698.0
BRCA2_E10_STA100531	10119.0	8843.0	7883.0	11514.0	23828.0	4029.0	10918.0	10429.0	1474.0	5653.0	3403.0	5179.0	10740.0	4943.0	5517.0	4973.0	6808.0	7777.0	13481.0	5352.0	15681.0	4760.0	4685.0	10096.0	11974.0	2803.0	6051.0	1001.0	7770.0	5801.0	9741.0
BRCA2_E10_STA100532	2964.0	3699.0	2553.0	3758.0	6333.0	1585.0	3477.0	3566.0	395.0	1653.0	962.0	1475.0	2806.0	1966.0	1620.0	1235.0	1650.0	2036.0	4542.0	1861.0	4503.0	1768.0	2158.0	3904.0	3532.0	1164.0	2032.0	384.0	2709.0	2145.0	2348.0
BRCA2_E10_STA100533	19576.0	19162.0	16953.0	21787.0	46660.0	8709.0	18433.0	22216.0	2503.0	11412.0	6766.0	9312.0	21386.0	10315.0	9934.0	10807.0	13775.0	15221.0	27741.0	11599.0	28873.0	9390.0	10365.0	18516.0	23456.0	6802.0	12545.0	1822.0	17954.0	12240.0	19223.0
BRCA2_E10_STA100534	9315.0	7686.0	5776.0	10659.0	19701.0	3974.0	7727.0	9532.0	1253.0	4922.0	2404.0	4178.0	8661.0	4777.0	3643.0	4716.0	5489.0	6697.0	10222.0	5323.0	14805.0	3962.0	4240.0	6852.0	10320.0	3141.0	6316.0	842.0	8060.0	5298.0	9306.0
BRCA2_E10_STA100535	10442.0	13479.0	9911.0	11195.0	25704.0	4917.0	12235.0	13250.0	1892.0	6724.0	2808.0	5509.0	12285.0	7779.0	7595.0	4009.0	7522.0	7785.0	17394.0	7325.0	18447.0	4687.0	6849.0	11492.0	15214.0	4567.0	6924.0	1429.0	11363.0	7664.0	10341.0
BRCA2_E10_STA100536	13371.0	14172.0	12674.0	14646.0	29006.0	5682.0	13724.0	16107.0	1783.0	7792.0	4259.0	6528.0	14140.0	9221.0	7675.0	7206.0	8274.0	8563.0	20825.0	8188.0	19067.0	6118.0	7405.0	14184.0	16938.0	3924.0	8517.0	1669.0	11313.0	8590.0	13423.0
BRCA2_E10_STA100537	10407.0	12339.0	8108.0	12555.0	23210.0	4414.0	10829.0	13728.0	1553.0	5897.0	3515.0	5085.0	10333.0	6482.0	4884.0	5451.0	6178.0	6481.0	14360.0	6286.0	15643.0	4340.0	6531.0	10956.0	13362.0	3171.0	6854.0	1249.0	8611.0	6101.0	9193.0
BRCA2_E10_STA100538	8180.0	7354.0	7043.0	8590.0	19702.0	3506.0	8452.0	7829.0	1228.0	5133.0	2889.0	3888.0	9210.0	4731.0	4495.0	4324.0	5782.0	6187.0	12204.0	4892.0	12696.0	4381.0	3520.0	8516.0	10415.0	2777.0	6003.0	992.0	7676.0	5328.0	7638.0
BRCA2_E10_STA100539	7164.0	5336.0	4656.0	9224.0	13699.0	2879.0	6474.0	6445.0	669.0	3943.0	2547.0	3412.0	6153.0	4084.0	2872.0	3756.0	4454.0	4806.0	7935.0	3726.0	10785.0	3179.0	3533.0	5520.0	7584.0	1757.0	5269.0	638.0	5850.0	3876.0	6646.0
BRCA2_E10_STA100540	16453.0	14764.0	12584.0	20039.0	33804.0	7520.0	15767.0	16978.0	1834.0	9926.0	5120.0	8392.0	15726.0	8554.0	7670.0	8943.0	10605.0	12955.0	20742.0	9102.0	26348.0	7570.0	8288.0	13712.0	17938.0	5411.0	12568.0	1681.0	16657.0	10062.0	17213.0
BRCA2_E10_STA100541	22907.0	20515.0	19100.0	28606.0	49757.0	9148.0	23474.0	24395.0	3357.0	13793.0	9814.0	10886.0	21619.0	12767.0	11449.0	13626.0	15451.0	18414.0	30820.0	12301.0	33621.0	9940.0	12307.0	20923.0	26369.0	8204.0	15379.0	2340.0	18456.0	13384.0	22224.0
BRCA2_E10_STA100542	8715.0	10551.0	8509.0	11173.0	19407.0	4037.0	11468.0	11458.0	1496.0	5177.0	3452.0	4601.0	9321.0	6508.0	4792.0	4929.0	6504.0	7745.0	15411.0	5858.0	14264.0	4246.0	6766.0	10561.0	10648.0	3546.0	6159.0	1098.0	7976.0	5458.0	9214.0
BRCA2_E10_STA100543	4206.0	4611.0	4039.0	5226.0	8586.0	1904.0	5464.0	5617.0	613.0	2746.0	1770.0	1839.0	4360.0	3115.0	2404.0	2519.0	3294.0	3773.0	6973.0	3087.0	6511.0	1858.0	3208.0	5338.0	4747.0	1905.0	2742.0	485.0	3868.0	2434.0	4374.0
BRCA2_E11_STA100544	9822.0	11331.0	8928.0	12173.0	19787.0	3599.0	11523.0	12760.0	1733.0	5840.0	4310.0	5446.0	10877.0	6375.0	4470.0	6424.0	8047.0	8588.0	13189.0	6049.0	17213.0	4577.0	7220.0	11412.0	11711.0	3798.0	6992.0	1359.0	7625.0	6529.0	10591.0
BRCA2_E11_STA100545	10225.0	9508.0	8430.0	12291.0	21201.0	3758.0	11585.0	11176.0	1227.0	5887.0	3792.0	5718.0	10304.0	4999.0	4488.0	5704.0	7482.0	8915.0	13542.0	5325.0	17333.0	4670.0	5968.0	8868.0	10824.0	3835.0	7237.0	1198.0	8176.0	6442.0	10284.0
BRCA2_E11_STA100546	10786.0	9331.0	7655.0	11061.0	23786.0	4283.0	12032.0	10107.0	973.0	6481.0	3268.0	5687.0	10149.0	4847.0	5170.0	5809.0	8119.0	8937.0	12940.0	4930.0	18299.0	4442.0	5245.0	8105.0	11085.0	4390.0	7033.0	1023.0	9615.0	7397.0	10344.0
BRCA2_E11_STA100547	12989.0	14266.0	12521.0	16410.0	29783.0	5060.0	14207.0	15477.0	1709.0	8191.0	3651.0	6134.0	13137.0	9758.0	7641.0	7226.0	8143.0	9331.0	19424.0	7905.0	20830.0	5640.0	8338.0	14000.0	16731.0	3845.0	8590.0	1511.0	9185.0	8259.0	12633.0
BRCA2_E11_STA100548	13138.0	13147.0	10141.0	14822.0	29854.0	5060.0	12084.0	16715.0	1542.0	6406.0	4290.0	4570.0	12818.0	8547.0	6278.0	7337.0	8077.0	8146.0	17023.0	7167.0	17732.0	5102.0	7724.0	12987.0	14196.0	4021.0	8877.0	1513.0	9923.0	7071.0	11502.0
BRCA2_E11_STA100549	7436.0	8682.0	5694.0	8868.0	17804.0	3437.0	7547.0	9746.0	1226.0	4033.0	2493.0	3512.0	8204.0	5287.0	4070.0	3946.0	4909.0	5610.0	11069.0	4405.0	11176.0	3560.0	4682.0	8292.0	9505.0	2683.0	4219.0	920.0	6162.0	5089.0	7128.0
BRCA2_E11_STA100550	17180.0	14223.0	10416.0	18804.0	34878.0	7223.0	15613.0	17102.0	2101.0	9116.0	5975.0	8196.0	16024.0	8311.0	7918.0	8435.0	10867.0	13534.0	21443.0	8547.0	25065.0	8093.0	7948.0	14617.0	17104.0	5857.0	11420.0	2094.0	12096.0	9787.0	16196.0
BRCA2_E11_STA100551	19524.0	14410.0	13542.0	21724.0	44620.0	8380.0	19458.0	20673.0	2485.0	10839.0	6542.0	7710.0	19382.0	9384.0	9757.0	9726.0	12766.0	13499.0	23579.0	10855.0	27131.0	7540.0	10017.0	17135.0	23059.0	6479.0	11739.0	1911.0	16118.0	10310.0	16847.0
BRCA2_E11_STA100552	8283.0	8253.0	6715.0	9279.0	20081.0	3546.0	9176.0	9447.0	1194.0	4647.0	2728.0	3717.0	8875.0	5729.0	4356.0	3783.0	5726.0	5553.0	12322.0	5369.0	11959.0	3213.0	5017.0	9596.0	10586.0	3048.0	4201.0	1234.0	7284.0	4573.0	6917.0
BRCA2_E11_STA100553	22686.0	20446.0	17002.0	24593.0	51824.0	9477.0	23489.0	25838.0	2923.0	11639.0	7983.0	9499.0	22494.0	15530.0	10361.0	12597.0	13541.0	15223.0	31100.0	11294.0	30753.0	8381.0	13540.0	20508.0	25576.0	6175.0	13320.0	2405.0	17328.0	13586.0	19975.0
BRCA2_E11_STA100554	12088.0	10209.0	8986.0	13193.0	28914.0	5036.0	11561.0	6347.0	1727.0	6312.0	3863.0	5817.0	11711.0	5601.0	5158.0	5905.0	8627.0	9319.0	16472.0	6465.0	17016.0	4645.0	6173.0	11890.0	13923.0	4146.0	7802.0	1153.0	9606.0	6504.0	12159.0
BRCA2_E11_STA100555	13807.0	13942.0	10967.0	15480.0	33565.0	6702.0	15618.0	16541.0	1819.0	7623.0	4792.0	6298.0	14528.0	9306.0	7199.0	7535.0	8453.0	8955.0	18562.0	7488.0	20329.0	5525.0	8563.0	14115.0	16957.0	4195.0	8520.0	1827.0	12091.0	8742.0	12167.0
BRCA2_E11_STA100556	6240.0	5019.0	4696.0	6673.0	14938.0	2700.0	6358.0	6355.0	745.0	3318.0	2071.0	2590.0	6193.0	3066.0	2789.0	3106.0	4059.0	4186.0	8774.0	3574.0	9790.0	2066.0	3081.0	5702.0	6962.0	2009.0	4296.0	666.0	5356.0	3567.0	5582.0
BRCA2_E11_STA100557	6307.0	5942.0	3955.0	7649.0	14536.0	2682.0	7243.0	6844.0	771.0	3211.0	2169.0	3072.0	6987.0	3780.0	2884.0	3110.0	3821.0	4303.0	8854.0	3009.0	9487.0	2263.0	3402.0	5865.0	6752.0	2111.0	4318.0	607.0	5059.0	3143.0	6119.0
BRCA2_E11_STA100558	12551.0	13609.0	10714.0	14073.0	29335.0	5043.0	14620.0	14561.0	1797.0	6842.0	3956.0	5836.0	14455.0	8747.0	7818.0	6463.0	7657.0	8773.0	20754.0	8639.0	17337.0	4996.0	7874.0	13793.0	17162.0	3611.0	7986.0	1389.0	9940.0	6877.0	12245.0
BRCA2_E11_STA100559	7098.0	9181.0	6727.0	7844.0	18782.0	3076.0	9007.0	10159.0	738.0	3965.0	1903.0	3534.0	8506.0	5476.0	4760.0	3564.0	5630.0	5460.0	12291.0	4173.0	10380.0	3037.0	4853.0	9011.0	10165.0	2537.0	3957.0	784.0	6435.0	4786.0	6599.0
BRCA2_E11_STA100560	16108.0	15538.0	12506.0	17641.0	36926.0	7180.0	15867.0	19305.0	1888.0	8503.0	4582.0	7683.0	16899.0	9481.0	8692.0	8815.0	8968.0	9732.0	21297.0	9273.0	24366.0	6261.0	9838.0	16072.0	20507.0	4719.0	10125.0	2079.0	13440.0	9887.0	14747.0
BRCA2_E11_STA100561	8231.0	5708.0	7316.0	17610.0	35117.0	3173.0	1109.0	1120.0	1218.0	4446.0	4848.0	6336.0	8383.0	3751.0	6775.0	7823.0	10331.0	9868.0	22045.0	8691.0	26168.0	7375.0	1101.0	1100.0	9403.0	5095.0	11904.0	767.0	6954.0	8208.0	14510.0
BRCA2_E11_STA100562	33994.0	28929.0	27201.0	37672.0	77340.0	14877.0	29994.0	33671.0	3764.0	21053.0	10916.0	15907.0	33847.0	17492.0	17857.0	18748.0	23762.0	21513.0	43794.0	17581.0	49559.0	13410.0	16481.0	29350.0	41413.0	11088.0	22338.0	4687.0	29712.0	17957.0	30553.0
BRCA2_E11_STA100563	15768.0	14457.0	10411.0	18538.0	35763.0	7599.0	15596.0	17396.0	2150.0	6664.0	5194.0	4264.0	11798.0	9772.0	7019.0	8281.0	7395.0	10686.0	21718.0	9263.0	22872.0	6866.0	8637.0	14644.0	18394.0	5071.0	11411.0	1808.0	13328.0	9269.0	15115.0
BRCA2_E11_STA100564	16420.0	12408.0	9518.0	18019.0	36911.0	7398.0	15605.0	16167.0	1827.0	5241.0	5855.0	2103.0	8156.0	8371.0	5120.0	7823.0	5430.0	10795.0	18531.0	7711.0	22662.0	6957.0	7361.0	12486.0	16877.0	4551.0	10596.0	1684.0	12313.0	9258.0	14918.0
BRCA2_E11_STA100565	10854.0	13672.0	11220.0	11951.0	29591.0	5008.0	14063.0	14216.0	1562.0	6483.0	3574.0	5580.0	12416.0	8233.0	7759.0	6417.0	7656.0	8449.0	19712.0	7113.0	16674.0	4490.0	7980.0	13535.0	15323.0	3595.0	7514.0	1691.0	10090.0	6859.0	10544.0
BRCA2_E11_STA100566	9905.0	8868.0	7701.0	13101.0	23989.0	5229.0	10997.0	8797.0	1176.0	6472.0	3746.0	5221.0	11262.0	5680.0	6157.0	4065.0	6825.0	8277.0	16162.0	5205.0	17179.0	4748.0	6335.0	9521.0	11177.0	3449.0	7017.0	1224.0	9949.0	7693.0	8600.0
BRCA2_E11_STA100567	15161.0	16002.0	13272.0	19019.0	39802.0	7713.0	19143.0	16456.0	2100.0	9277.0	4863.0	6931.0	16089.0	9475.0	10066.0	7266.0	11181.0	12099.0	26852.0	9537.0	24429.0	7084.0	9898.0	17294.0	21048.0	5797.0	10097.0	2027.0	14631.0	9654.0	14568.0
BRCA2_E11_STA100568	11816.0	14144.0	10320.0	14740.0	30413.0	6085.0	15022.0	14086.0	1745.0	6997.0	3667.0	5147.0	12257.0	8470.0	8121.0	5767.0	8766.0	9185.0	20720.0	7310.0	18305.0	5508.0	8417.0	13723.0	16542.0	4431.0	7682.0	1614.0	11236.0	7541.0	11309.0
BRCA2_E11_STA100569	23945.0	27149.0	19681.0	27065.0	58246.0	12022.0	25722.0	31021.0	2993.0	15234.0	7239.0	11485.0	26302.0	16076.0	12941.0	13346.0	14763.0	17236.0	36142.0	13174.0	35490.0	9654.0	15145.0	26817.0	30774.0	8807.0	13537.0	3130.0	20930.0	14581.0	21719.0
BRCA2_E11_STA100570	24358.0	21761.0	17797.0	24407.0	53443.0	9445.0	22267.0	25220.0	2827.0	12321.0	6574.0	9597.0	21497.0	15942.0	14057.0	11881.0	14002.0	14489.0	32827.0	11259.0	30251.0	8578.0	11996.0	23395.0	27882.0	7765.0	13276.0	2662.0	17871.0	12037.0	20519.0
BRCA2_E11_STA100571	29241.0	25272.0	28056.0	28551.0	76119.0	12678.0	31779.0	32639.0	4294.0	20172.0	9797.0	15412.0	33892.0	15615.0	17821.0	15836.0	21272.0	22664.0	42622.0	16585.0	45470.0	11396.0	12985.0	29637.0	40230.0	10402.0	18290.0	3080.0	26892.0	18261.0	29302.0
BRCA2_E11_STA100572	9216.0	9692.0	7645.0	11864.0	21947.0	4238.0	11252.0	11703.0	1354.0	5337.0	3233.0	4305.0	9582.0	6884.0	5297.0	5472.0	6213.0	6646.0	13042.0	5724.0	13925.0	3966.0	6766.0	9059.0	11731.0	3412.0	6515.0	1096.0	7385.0	5751.0	8646.0
BRCA2_E11_STA100573	15773.0	13191.0	11293.0	19175.0	38272.0	7879.0	14555.0	16591.0	1937.0	10535.0	4590.0	7509.0	15752.0	8060.0	8392.0	8196.0	11234.0	12046.0	21859.0	8667.0	24764.0	6665.0	8628.0	14244.0	19390.0	5416.0	10800.0	1897.0	15896.0	9733.0	15500.0
BRCA2_E11_STA100574	21899.0	18347.0	15462.0	26913.0	53513.0	11136.0	20501.0	23106.0	2681.0	14844.0	6370.0	10342.0	22049.0	11385.0	11724.0	11438.0	15460.0	16845.0	29461.0	11758.0	34559.0	9274.0	12013.0	19421.0	26955.0	7491.0	15546.0	2667.0	22658.0	13619.0	21306.0
BRCA2_E11_STA100575	19537.0	17375.0	14446.0	22882.0	45210.0	11514.0	19109.0	21721.0	2355.0	13652.0	5511.0	10338.0	20983.0	10211.0	10717.0	10960.0	13692.0	15665.0	26949.0	10410.0	32847.0	9339.0	8964.0	18722.0	22907.0	7555.0	15395.0	2408.0	20937.0	13247.0	20775.0
BRCA2_E11_STA100576	22396.0	25318.0	18177.0	24221.0	56365.0	10350.0	22586.0	29691.0	2806.0	13594.0	6626.0	10926.0	24157.0	15526.0	13919.0	13433.0	14428.0	15440.0	33911.0	13322.0	34189.0	9447.0	13288.0	25668.0	29032.0	7282.0	15857.0	3102.0	19474.0	14065.0	20534.0
BRCA2_E11_STA100577	7814.0	7479.0	5958.0	8328.0	17843.0	3450.0	6997.0	9192.0	1052.0	4126.0	2486.0	3594.0	8222.0	4769.0	3907.0	4329.0	4773.0	6169.0	10557.0	4423.0	10326.0	3546.0	4443.0	7611.0	8748.0	2523.0	5371.0	799.0	6490.0	4364.0	6927.0
BRCA2_E11_STA100578	5762.0	5256.0	4341.0	6607.0	14213.0	2861.0	6229.0	6591.0	830.0	3736.0	2051.0	2889.0	6221.0	3295.0	2727.0	2850.0	4047.0	5136.0	8589.0	3370.0	9220.0	2841.0	3330.0	5990.0	6851.0	2070.0	4371.0	529.0	5249.0	3857.0	5730.0
BRCA2_E11_STA100579	10478.0	12773.0	9271.0	11910.0	28645.0	5255.0	12049.0	14807.0	1585.0	5422.0	3927.0	4587.0	12100.0	7532.0	6404.0	5732.0	7483.0	7669.0	15688.0	6639.0	15469.0	4981.0	7540.0	11647.0	14463.0	3044.0	7121.0	1700.0	9105.0	5944.0	11312.0
BRCA2_E11_STA101754	4172.0	4988.0	3385.0	4824.0	10965.0	1836.0	5036.0	5381.0	447.0	2427.0	1694.0	2052.0	5117.0	2523.0	2031.0	2253.0	2938.0	3101.0	6678.0	2770.0	6920.0	2209.0	2899.0	5108.0	5649.0	1458.0	2839.0	443.0	4471.0	2575.0	4560.0
BRCA2_E11_STA100581	4924.0	5525.0	3658.0	5396.0	12678.0	2080.0	5548.0	5662.0	553.0	2863.0	1742.0	2625.0	5543.0	2786.0	2503.0	2244.0	3417.0	3495.0	7733.0	2848.0	8033.0	2398.0	3132.0	5054.0	6007.0	1594.0	3276.0	483.0	5420.0	3043.0	5295.0
BRCA2_E11_STA100582	17051.0	16753.0	12863.0	18458.0	42110.0	8087.0	18566.0	19010.0	1944.0	9985.0	5074.0	9365.0	19498.0	9685.0	9028.0	7260.0	11406.0	13274.0	25394.0	9258.0	27483.0	7492.0	8743.0	14862.0	20146.0	5902.0	11606.0	2046.0	17237.0	10879.0	18121.0
BRCA2_E11_STA100583	18238.0	18003.0	15013.0	20142.0	44981.0	8613.0	20638.0	21640.0	2369.0	10316.0	5289.0	9684.0	20935.0	10857.0	10449.0	8284.0	12036.0	14138.0	27807.0	10405.0	28924.0	7714.0	9886.0	17504.0	22511.0	6508.0	11931.0	2586.0	17237.0	11868.0	18734.0
BRCA2_E11_STA100584	20701.0	19373.0	17116.0	23419.0	53449.0	9172.0	23024.0	20866.0	3157.0	14903.0	8168.0	11987.0	23806.0	10702.0	11969.0	11489.0	17366.0	15422.0	31558.0	11863.0	31354.0	9004.0	10494.0	22221.0	25554.0	7258.0	13389.0	2218.0	20124.0	11902.0	20609.0
BRCA2_E11_STA100585	12931.0	11061.0	11264.0	14135.0	31800.0	5979.0	13035.0	13837.0	1654.0	8375.0	3552.0	7151.0	13884.0	7246.0	7757.0	5943.0	8434.0	8409.0	19004.0	7257.0	19143.0	5936.0	6084.0	11773.0	15875.0	3962.0	8252.0	1073.0	11857.0	8077.0	12527.0
BRCA2_E11_STA100586	9128.0	8818.0	7479.0	9427.0	19883.0	4332.0	9451.0	9750.0	1328.0	4961.0	2267.0	3689.0	8162.0	5602.0	4764.0	4197.0	6391.0	5382.0	13609.0	5389.0	11271.0	3442.0	5516.0	8876.0	11394.0	2816.0	5160.0	1275.0	7806.0	4778.0	7438.0
BRCA2_E11_STA100587	12769.0	15542.0	12169.0	16470.0	33946.0	6794.0	15579.0	18341.0	2129.0	8393.0	5139.0	6813.0	14374.0	10500.0	8124.0	7397.0	9932.0	10403.0	23209.0	8810.0	19105.0	5923.0	9080.0	15901.0	18121.0	4656.0	9594.0	1561.0	12078.0	8062.0	13411.0
BRCA2_E11_STA100588	18139.0	18665.0	13768.0	21440.0	45688.0	9413.0	19157.0	23263.0	2540.0	11606.0	6726.0	9465.0	19419.0	11351.0	9643.0	10280.0	12452.0	14874.0	28316.0	10403.0	26843.0	8335.0	10455.0	18286.0	22059.0	6702.0	13647.0	1973.0	16863.0	11161.0	19131.0
BRCA2_E11_STA100589	28967.0	30373.0	22513.0	29085.0	68133.0	12988.0	29904.0	37785.0	3332.0	16128.0	9853.0	14826.0	30976.0	18878.0	17108.0	16199.0	18720.0	18639.0	37504.0	13809.0	40348.0	8759.0	16461.0	25752.0	36330.0	9524.0	17818.0	4024.0	22132.0	16513.0	24776.0
BRCA2_E11_STA100590	11459.0	9675.0	6995.0	10909.0	26118.0	4739.0	11114.0	11177.0	1202.0	6919.0	2943.0	5919.0	10293.0	5868.0	4541.0	5049.0	7358.0	6302.0	13133.0	5397.0	17234.0	4960.0	5449.0	7963.0	11697.0	3366.0	7684.0	1024.0	10620.0	6506.0	11012.0
BRCA2_E11_STA100591	15954.0	16660.0	13507.0	16182.0	33697.0	6632.0	15946.0	19260.0	2134.0	8708.0	4370.0	6346.0	14786.0	9879.0	8461.0	8387.0	9208.0	10861.0	22566.0	8783.0	22972.0	6036.0	9076.0	14884.0	18894.0	5488.0	9369.0	1845.0	14428.0	9571.0	13573.0
BRCA2_E11_STA100592	15543.0	14083.0	11790.0	15211.0	35855.0	7163.0	14729.0	15359.0	1924.0	8653.0	5122.0	7694.0	15107.0	7786.0	7899.0	7763.0	10491.0	12723.0	19928.0	8994.0	21704.0	6766.0	7227.0	14468.0	16290.0	4764.0	8622.0	1612.0	13022.0	8263.0	14409.0
BRCA2_E11_STA100593	22702.0	24583.0	19310.0	24221.0	53846.0	9269.0	23421.0	26108.0	2809.0	12523.0	7072.0	9640.0	23720.0	15125.0	11562.0	12337.0	16006.0	17870.0	31681.0	12718.0	31384.0	9251.0	13196.0	24171.0	27817.0	6956.0	14132.0	2125.0	19277.0	12126.0	20654.0
BRCA2_E11_STA100594	5234.0	4770.0	4091.0	6224.0	12446.0	2125.0	5055.0	5538.0	642.0	2975.0	1771.0	2319.0	5686.0	3076.0	2749.0	2709.0	3385.0	4253.0	6613.0	2487.0	7535.0	2305.0	2854.0	4601.0	5112.0	1652.0	3096.0	366.0	4027.0	2941.0	4822.0
BRCA2_E11_STA100595	8635.0	10598.0	7124.0	9773.0	21423.0	4346.0	9908.0	10906.0	1198.0	5766.0	2850.0	4124.0	10078.0	5924.0	5662.0	4816.0	5934.0	7258.0	14530.0	5605.0	12417.0	3710.0	5591.0	9868.0	11532.0	2854.0	5447.0	855.0	7689.0	5312.0	8603.0
BRCA2_E11_STA100596	14307.0	15334.0	11726.0	16170.0	32783.0	6027.0	15995.0	17837.0	2308.0	8107.0	4352.0	6411.0	14421.0	9308.0	7416.0	7780.0	9433.0	10923.0	20800.0	7330.0	20933.0	6098.0	9397.0	15695.0	18615.0	5094.0	8710.0	1607.0	11835.0	9256.0	13073.0
BRCA2_E11_STA100597	8279.0	9019.0	6181.0	11176.0	17411.0	3878.0	9572.0	9453.0	1186.0	3718.0	2869.0	3324.0	8135.0	5928.0	3563.0	4254.0	5419.0	6378.0	11162.0	4657.0	12151.0	3284.0	5827.0	8675.0	9809.0	2846.0	5325.0	710.0	6497.0	5217.0	7662.0
BRCA2_E11_STA100598	4227.0	4486.0	3398.0	5330.0	9816.0	2121.0	4562.0	4911.0	612.0	2649.0	1183.0	2195.0	5018.0	2309.0	2098.0	2120.0	3081.0	4274.0	7768.0	2580.0	7150.0	2141.0	2090.0	4268.0	4589.0	1541.0	3106.0	396.0	4574.0	2807.0	4370.0
BRCA2_E11_STA100599	26769.0	22816.0	21981.0	26652.0	59338.0	10164.0	27023.0	29350.0	4019.0	14859.0	10004.0	11067.0	26803.0	13322.0	13401.0	13777.0	18334.0	17932.0	33309.0	13504.0	37444.0	10803.0	12243.0	23521.0	29155.0	9287.0	17135.0	2817.0	20704.0	14444.0	24561.0
BRCA2_E11_STA100600	19553.0	17032.0	12123.0	23558.0	40156.0	7763.0	19305.0	21458.0	2288.0	10246.0	7231.0	7824.0	17993.0	11482.0	8240.0	10302.0	12221.0	13942.0	22334.0	10425.0	26533.0	7793.0	11499.0	17513.0	21490.0	6348.0	12783.0	2130.0	14784.0	9735.0	17721.0
BRCA2_E11_STA100601	9405.0	6760.0	5662.0	11971.0	19635.0	3968.0	9313.0	9074.0	1228.0	5419.0	3805.0	3865.0	8767.0	5037.0	3816.0	5095.0	6494.0	6510.0	10049.0	4745.0	13803.0	4072.0	5508.0	7635.0	10105.0	3391.0	7136.0	1028.0	7322.0	4649.0	8256.0
BRCA2_E12_STA101760	3250.0	3312.0	2766.0	5199.0	8562.0	1687.0	4543.0	3686.0	567.0	1899.0	1484.0	1708.0	3881.0	2068.0	1505.0	1633.0	2449.0	3592.0	5495.0	2023.0	5761.0	1822.0	2332.0	3113.0	3770.0	1592.0	2628.0	388.0	3530.0	2256.0	3725.0
BRCA2_E12_STA100603	7955.0	11300.0	8197.0	10967.0	20857.0	3910.0	11328.0	11240.0	1318.0	5638.0	3216.0	4542.0	9663.0	5797.0	5109.0	4650.0	5656.0	7617.0	13215.0	4808.0	13560.0	3770.0	6492.0	9633.0	11337.0	3430.0	4802.0	1196.0	8305.0	6065.0	8616.0
BRCA2_E13_STA103257	7717.0	8022.0	6660.0	10130.0	22009.0	4249.0	11078.0	8000.0	1286.0	4838.0	3159.0	3886.0	8379.0	5377.0	4609.0	3866.0	5612.0	6394.0	12672.0	4550.0	11349.0	3562.0	5611.0	9705.0	10578.0	2672.0	5255.0	848.0	7032.0	4404.0	7508.0
BRCA2_E13_STA100605	6137.0	6632.0	5519.0	8096.0	17490.0	3044.0	9065.0	7489.0	987.0	3869.0	2781.0	2717.0	6983.0	4821.0	3913.0	3384.0	4572.0	4867.0	11112.0	3756.0	9079.0	2464.0	4527.0	8009.0	8662.0	1872.0	3832.0	681.0	5342.0	3650.0	5723.0
