	C21D00633	D21D00614T	D21D00615T	D21D00631T	D21D00632T	D21D00635	D21D00644T	D21D00647T	D21D00654T	M21D00642	M21D00670	M21D00671	M21D00673	M21D00676	N21D00620	N21D00643	N21D00645	N21D00657	N21D00675	P21D00617	P21D00634	P21D00636	P21D00639	P21D00640	P21D00641	P21D00646	P21D00651	P21D00661	P21D00669	P21D00674	P21D00678	P21D00679
BRCA2_E11_STA100561	2330.0	8498.0	18068.0	143.0	12813.0	12418.0	11387.0	20039.0	8996.0	6504.0	8301.0	3876.0	854.0	7873.0	27936.0	5178.0	970.0	22527.0	7620.0	554.0	2130.0	22911.0	5522.0	11887.0	1820.0	2340.0	14252.0	11140.0	8654.0	20372.0	17241.0	7257.0
BRCA2_E11_STA100562	8593.0	42428.0	43106.0	4480.0	47275.0	28156.0	67356.0	41079.0	35617.0	29723.0	15572.0	10364.0	3089.0	32297.0	57947.0	20815.0	26532.0	46266.0	30960.0	14255.0	7502.0	51191.0	12169.0	25185.0	19117.0	10449.0	30612.0	26308.0	19058.0	41634.0	35467.0	21184.0
BRCA2_E11_STA100563	3995.0	15073.0	16057.0	2196.0	25939.0	14535.0	27158.0	17973.0	15963.0	11306.0	6358.0	5269.0	1838.0	12686.0	26662.0	6500.0	12936.0	16668.0	13279.0	5860.0	3004.0	22407.0	5396.0	10302.0	6656.0	3897.0	10074.0	11667.0	8119.0	17116.0	11632.0	9576.0
BRCA2_E11_STA100564	4255.0	8166.0	12062.0	2465.0	23402.0	16222.0	27438.0	19097.0	15987.0	11011.0	4164.0	5664.0	2330.0	12167.0	24484.0	3812.0	11984.0	9127.0	12117.0	5313.0	2791.0	21231.0	5103.0	5275.0	4800.0	3423.0	7333.0	10312.0	7694.0	10756.0	6334.0	9884.0
BRCA2_E11_STA100565	3104.0	13731.0	13082.0	1530.0	18393.0	7721.0	19889.0	12490.0	11811.0	9209.0	5751.0	3102.0	782.0	8566.0	19215.0	5586.0	10241.0	16999.0	10375.0	3961.0	2022.0	15617.0	3487.0	9701.0	5491.0	2986.0	8902.0	8616.0	6290.0	15421.0	10874.0	5865.0
BRCA2_E11_STA100566	1894.0	7820.0	8987.0	1344.0	10219.0	8766.0	18128.0	10056.0	9243.0	6076.0	3612.0	2991.0	657.0	7162.0	16218.0	4834.0	7151.0	11003.0	6832.0	2997.0	1604.0	13083.0	2879.0	6715.0	3289.0	1897.0	7276.0	5260.0	4106.0	9504.0	9414.0	5084.0
BRCA2_E11_STA100567	3742.0	15407.0	16984.0	2330.0	20775.0	12126.0	25053.0	16756.0	14348.0	11315.0	6501.0	4492.0	1170.0	12573.0	25109.0	7944.0	12130.0	21751.0	12373.0	5024.0	2890.0	20266.0	4966.0	12392.0	6204.0	3889.0	12232.0	9788.0	7975.0	17786.0	14282.0	7579.0
BRCA2_E11_STA100568	3306.0	12413.0	13259.0	1786.0	18167.0	9285.0	19302.0	12791.0	10732.0	8908.0	4834.0	3248.0	840.0	9737.0	19272.0	6123.0	9407.0	17471.0	9352.0	3815.0	2270.0	15523.0	3926.0	10139.0	5699.0	3016.0	9143.0	8555.0	6240.0	13917.0	10846.0	5824.0
BRCA2_E11_STA100569	5782.0	28612.0	28181.0	3217.0	40954.0	18147.0	42010.0	28093.0	24738.0	19984.0	10878.0	7382.0	2121.0	20675.0	42736.0	12787.0	21810.0	43107.0	23581.0	7942.0	5306.0	32007.0	8879.0	22891.0	12301.0	7086.0	18189.0	19692.0	13530.0	35017.0	21072.0	14409.0
BRCA2_E11_STA100570	6753.0	27532.0	29929.0	3263.0	40701.0	18665.0	42397.0	25562.0	25964.0	18819.0	10890.0	7691.0	2238.0	20057.0	40126.0	12643.0	19791.0	35858.0	20974.0	8293.0	4369.0	30695.0	7863.0	21264.0	11864.0	6725.0	17971.0	18560.0	13230.0	31857.0	21610.0	14186.0
BRCA2_E11_STA100571	7183.0	37318.0	34947.0	3620.0	39336.0	25042.0	62121.0	36908.0	34543.0	24752.0	16796.0	9139.0	1876.0	31441.0	56203.0	18810.0	23810.0	40139.0	32477.0	12035.0	5810.0	47139.0	10561.0	22059.0	15509.0	9439.0	27081.0	24875.0	17196.0	35905.0	33447.0	17527.0
BRCA2_E11_STA100572	3200.0	9753.0	9156.0	1934.0	16815.0	9097.0	14502.0	9384.0	7781.0	6469.0	3590.0	2743.0	1486.0	6915.0	14195.0	4850.0	7898.0	11914.0	7349.0	2520.0	1581.0	10513.0	2952.0	7578.0	3798.0	2365.0	6292.0	6044.0	4630.0	12774.0	7577.0	4932.0
BRCA2_E11_STA100573	2816.0	17670.0	18287.0	1785.0	23089.0	13470.0	30099.0	19478.0	17525.0	12974.0	7400.0	5733.0	1430.0	13654.0	26178.0	8958.0	12647.0	21492.0	13902.0	5602.0	3103.0	23516.0	5746.0	11707.0	7491.0	4075.0	13945.0	11134.0	8477.0	18489.0	15971.0	9196.0
BRCA2_E11_STA100574	3930.0	24036.0	25306.0	2490.0	32312.0	19488.0	42535.0	28439.0	24229.0	18022.0	10351.0	8180.0	2070.0	19240.0	36801.0	12350.0	17635.0	29555.0	19207.0	8217.0	4237.0	32874.0	8158.0	16371.0	10138.0	5603.0	19881.0	15746.0	11662.0	26215.0	22830.0	13250.0
BRCA2_E11_STA100575	2817.0	20830.0	24283.0	2002.0	25170.0	16302.0	43994.0	27225.0	22822.0	16867.0	11049.0	6354.0	1407.0	18824.0	38359.0	13586.0	16960.0	29352.0	18912.0	8248.0	3944.0	31268.0	7380.0	15869.0	9548.0	6299.0	19154.0	16352.0	11298.0	22036.0	23438.0	13498.0
BRCA2_E11_STA100576	5297.0	29083.0	29152.0	3072.0	41180.0	16032.0	41854.0	26987.0	24399.0	21715.0	12095.0	7509.0	1864.0	20214.0	38927.0	13122.0	20148.0	38145.0	22608.0	8254.0	4800.0	30955.0	8948.0	21287.0	13582.0	6940.0	19425.0	19443.0	14102.0	32340.0	22536.0	13724.0
BRCA2_E11_STA100577	2130.0	8495.0	9725.0	1097.0	13124.0	6351.0	14016.0	8428.0	7750.0	5757.0	3577.0	2678.0	1335.0	6436.0	12968.0	4315.0	6641.0	11474.0	6668.0	2495.0	1333.0	9534.0	2385.0	6486.0	3815.0	2030.0	6293.0	5632.0	4334.0	12626.0	7334.0	4370.0
BRCA2_E11_STA100578	1355.0	5962.0	6554.0	855.0	8158.0	5337.0	10265.0	6392.0	6307.0	4300.0	2825.0	2145.0	755.0	4563.0	9561.0	3117.0	4574.0	7623.0	4421.0	1807.0	1141.0	7697.0	1859.0	4404.0	2645.0	1709.0	5439.0	3492.0	3023.0	8042.0	5630.0	3244.0
BRCA2_E11_STA100579	3536.0	14036.0	13499.0	1746.0	24479.0	10241.0	21021.0	11702.0	12078.0	10182.0	5841.0	4123.0	1982.0	10261.0	21290.0	6592.0	9667.0	19087.0	9834.0	4307.0	2099.0	15579.0	3689.0	11134.0	4990.0	2944.0	9232.0	8645.0	6273.0	17869.0	11098.0	6540.0
BRCA2_E11_STA101754	1298.0	4818.0	4969.0	644.0	8675.0	3875.0	8273.0	4925.0	4838.0	2969.0	2333.0	1535.0	710.0	3923.0	7902.0	2340.0	4072.0	7823.0	3518.0	1627.0	665.0	6150.0	1455.0	3779.0	1552.0	935.0	3886.0	2881.0	2443.0	7341.0	4610.0	2631.0
BRCA2_E11_STA100581	1101.0	4802.0	5322.0	632.0	8187.0	4236.0	9377.0	5540.0	5456.0	3425.0	2543.0	1586.0	534.0	4281.0	8847.0	2568.0	4199.0	8132.0	3734.0	1837.0	758.0	7239.0	1784.0	3898.0	1577.0	959.0	4206.0	2823.0	2648.0	6785.0	5158.0	2697.0
BRCA2_E11_STA100582	2781.0	15847.0	17254.0	1950.0	22211.0	14631.0	34443.0	20663.0	11123.0	12584.0	9011.0	5526.0	1250.0	15962.0	32194.0	9408.0	13921.0	24930.0	14679.0	5700.0	3052.0	24968.0	5559.0	12409.0	5704.0	4309.0	15293.0	11015.0	8560.0	20464.0	19114.0	9769.0
BRCA2_E11_STA100583	3589.0	17857.0	18616.0	2261.0	25734.0	15209.0	36068.0	21679.0	12421.0	14126.0	9711.0	5998.0	1608.0	17197.0	34152.0	9886.0	15896.0	27592.0	16755.0	5885.0	3479.0	25032.0	5716.0	14489.0	6769.0	5086.0	16012.0	12952.0	9499.0	23797.0	19470.0	10860.0
BRCA2_E11_STA100584	4969.0	25990.0	26792.0	2765.0	31791.0	17060.0	42168.0	26773.0	23491.0	19719.0	10419.0	7148.0	1761.0	19855.0	36925.0	13325.0	17057.0	29271.0	20218.0	8463.0	4332.0	33762.0	7714.0	16834.0	11216.0	6357.0	20202.0	16102.0	12813.0	26173.0	22767.0	12189.0
BRCA2_E11_STA100585	2529.0	15164.0	15274.0	1250.0	15227.0	8906.0	25028.0	14768.0	13532.0	11010.0	6745.0	4019.0	996.0	11880.0	22279.0	7688.0	10441.0	17194.0	11545.0	4770.0	2150.0	19242.0	4628.0	9767.0	6510.0	3611.0	9994.0	8875.0	6477.0	13069.0	14331.0	7621.0
BRCA2_E11_STA100586	2020.0	9714.0	10859.0	1247.0	12324.0	5324.0	15190.0	8870.0	8322.0	7461.0	4025.0	2474.0	648.0	7394.0	14931.0	5252.0	6710.0	14671.0	7632.0	2771.0	1813.0	11650.0	2865.0	8041.0	4082.0	2484.0	6677.0	6203.0	4722.0	11236.0	7958.0	4108.0
BRCA2_E11_STA100587	4077.0	16567.0	17119.0	2190.0	25338.0	10895.0	24502.0	15076.0	13826.0	12019.0	6834.0	4685.0	1860.0	12667.0	24187.0	8294.0	12772.0	22084.0	11867.0	3196.0	2589.0	18047.0	4765.0	13316.0	6884.0	4186.0	11441.0	10254.0	7307.0	20269.0	13037.0	8426.0
BRCA2_E11_STA100588	4327.0	19567.0	21663.0	2966.0	31321.0	16568.0	35668.0	21916.0	20599.0	14186.0	9452.0	7324.0	3472.0	16945.0	33822.0	10196.0	17087.0	28290.0	16030.0	5858.0	3375.0	26442.0	6436.0	14321.0	7394.0	4878.0	17744.0	13375.0	11302.0	28497.0	20391.0	12338.0
BRCA2_E11_STA100589	8313.0	31183.0	29768.0	4585.0	51076.0	21767.0	51035.0	31981.0	28654.0	23639.0	14757.0	9680.0	3690.0	24388.0	47427.0	14458.0	25302.0	43967.0	26331.0	8679.0	5208.0	35170.0	8896.0	25261.0	13081.0	7758.0	19762.0	22272.0	17771.0	41531.0	25036.0	17336.0
BRCA2_E11_STA100590	1736.0	10260.0	12069.0	1174.0	15509.0	9057.0	20462.0	13826.0	11708.0	8010.0	5196.0	3869.0	903.0	9811.0	19175.0	5863.0	7598.0	14792.0	8628.0	4661.0	1945.0	17751.0	4096.0	7724.0	3955.0	2399.0	9784.0	6852.0	5628.0	13543.0	11408.0	6622.0
BRCA2_E11_STA100591	3761.0	19862.0	19238.0	2139.0	25272.0	10164.0	27011.0	16891.0	15457.0	12961.0	7006.0	4366.0	1113.0	13279.0	25184.0	8912.0	12565.0	24146.0	13543.0	5648.0	2674.0	21201.0	5197.0	14562.0	8648.0	4341.0	10984.0	12756.0	8890.0	20335.0	14417.0	9496.0
BRCA2_E11_STA100592	3631.0	14926.0	18897.0	1781.0	21394.0	11483.0	27050.0	16970.0	15993.0	11342.0	7253.0	4136.0	1347.0	12488.0	24968.0	8273.0	11668.0	21102.0	12644.0	5452.0	2884.0	21713.0	4855.0	11891.0	6640.0	3482.0	12495.0	10033.0	8534.0	18060.0	14883.0	8530.0
BRCA2_E11_STA100593	6470.0	26345.0	26350.0	3303.0	37308.0	18680.0	41021.0	23536.0	23011.0	18592.0	10975.0	6290.0	2220.0	18541.0	40510.0	12912.0	17190.0	37233.0	19039.0	8025.0	4207.0	31484.0	7770.0	19737.0	10846.0	6288.0	17844.0	17026.0	12242.0	30567.0	20499.0	12836.0
BRCA2_E11_STA100594	1291.0	4937.0	5181.0	680.0	6980.0	4769.0	8509.0	4973.0	4615.0	3491.0	2029.0	1710.0	611.0	3303.0	7972.0	2538.0	3739.0	6376.0	3839.0	1361.0	895.0	6255.0	1375.0	3753.0	2078.0	1299.0	3729.0	3053.0	2330.0	6561.0	4252.0	2829.0
BRCA2_E11_STA100595	2411.0	9045.0	9963.0	887.0	13825.0	6063.0	14374.0	7986.0	8565.0	6690.0	3827.0	2076.0	606.0	6081.0	14281.0	4187.0	7168.0	13505.0	7759.0	2730.0	1526.0	11400.0	2739.0	7210.0	3628.0	2396.0	6291.0	6370.0	4602.0	11119.0	8761.0	4109.0
BRCA2_E11_STA100596	3680.0	14947.0	16435.0	1858.0	24498.0	10428.0	23911.0	14074.0	13795.0	11049.0	6580.0	3836.0	1205.0	11335.0	24388.0	6757.0	11162.0	23693.0	12379.0	4327.0	2738.0	17492.0	4542.0	13494.0	6986.0	3985.0	11309.0	10982.0	7989.0	20295.0	12786.0	7883.0
BRCA2_E11_STA100597	2764.0	8406.0	8539.0	1655.0	16064.0	7542.0	12624.0	7236.0	7712.0	5435.0	3176.0	2698.0	1107.0	5849.0	13851.0	3926.0	6799.0	11387.0	5786.0	2287.0	1355.0	9244.0	2355.0	6926.0	3506.0	1881.0	5757.0	5590.0	4120.0	12508.0	6483.0	3956.0
BRCA2_E11_STA100598	532.0	3977.0	4677.0	461.0	5192.0	3284.0	9115.0	5101.0	4955.0	2855.0	2088.0	1320.0	322.0	3820.0	8300.0	2301.0	2799.0	6839.0	3772.0	1606.0	881.0	7035.0	1305.0	3537.0	1535.0	1006.0	4156.0	2730.0	1813.0	5418.0	5205.0	2573.0
BRCA2_E11_STA100599	5872.0	28132.0	29874.0	3222.0	39773.0	22573.0	46791.0	29463.0	27529.0	21043.0	12131.0	9253.0	2672.0	23897.0	47211.0	13850.0	20132.0	36011.0	24377.0	9001.0	5270.0	36483.0	9051.0	20667.0	11905.0	6645.0	22557.0	18933.0	14839.0	33157.0	26924.0	15056.0
BRCA2_E11_STA100600	5278.0	19024.0	20981.0	3051.0	35794.0	19083.0	33434.0	22288.0	19293.0	14491.0	8241.0	7080.0	2808.0	15213.0	33395.0	10588.0	14412.0	28781.0	15489.0	5715.0	3258.0	25877.0	6702.0	15868.0	8101.0	4506.0	16181.0	12886.0	9528.0	30331.0	16125.0	11566.0
BRCA2_E11_STA100601	2028.0	8095.0	9398.0	1582.0	14615.0	9679.0	16103.0	10640.0	8927.0	6216.0	3304.0	3594.0	1205.0	6923.0	15082.0	4825.0	5842.0	11397.0	6817.0	2692.0	1737.0	12461.0	3051.0	6136.0	3224.0	1903.0	7919.0	5552.0	3743.0	12885.0	8028.0	5755.0
BRCA2_E12_STA101760	957.0	3154.0	3655.0	685.0	5633.0	4577.0	6906.0	3604.0	3770.0	2196.0	1568.0	1767.0	509.0	2874.0	6680.0	1772.0	2817.0	4826.0	2690.0	1025.0	639.0	4953.0	843.0	2682.0	1150.0	822.0	2978.0	1841.0	1572.0	5460.0	3341.0	2323.0
BRCA2_E12_STA100603	2457.0	9562.0	9671.0	1315.0	16706.0	7662.0	15570.0	9294.0	8880.0	6972.0	3751.0	2340.0	488.0	6799.0	17436.0	4471.0	6786.0	14564.0	8495.0	2553.0	1631.0	12120.0	2754.0	9649.0	3696.0	1956.0	6752.0	6638.0	4868.0	12762.0	8020.0	4608.0
BRCA2_E13_STA103257	2765.0	8970.0	9074.0	1600.0	12645.0	7873.0	15152.0	8317.0	8282.0	6059.0	3530.0	2901.0	754.0	7005.0	14243.0	4325.0	7413.0	11729.0	6744.0	2541.0	1483.0	11064.0	2358.0	6949.0	3684.0	1902.0	6007.0	5431.0	4218.0	11596.0	7183.0	4134.0
BRCA2_E13_STA100605	2479.0	7564.0	7667.0	1567.0	11681.0	6857.0	11954.0	6168.0	6901.0	5135.0	2810.0	2279.0	840.0	5712.0	11608.0	3212.0	6454.0	10006.0	5638.0	1792.0	1201.0	8459.0	1754.0	6067.0	3069.0	1676.0	5042.0	4563.0	3574.0	10468.0	5600.0	3596.0
BRCA2_E14_STA100606	3675.0	12744.0	11718.0	1664.0	18111.0	8874.0	19023.0	10309.0	10207.0	8835.0	4467.0	2739.0	880.0	7943.0	16900.0	5918.0	10882.0	16440.0	9038.0	3364.0	2115.0	14335.0	3389.0	10045.0	5681.0	2571.0	8290.0	7914.0	5337.0	13940.0	9311.0	5556.0
BRCA2_E14_STA100607	3484.0	13355.0	12856.0	1892.0	22174.0	10458.0	20511.0	12007.0	11256.0	10830.0	4717.0	3578.0	1537.0	8304.0	19976.0	6238.0	8593.0	18035.0	9868.0	3984.0	2273.0	15401.0	3746.0	10231.0	5695.0	2795.0	8505.0	7906.0	5815.0	16314.0	10865.0	6309.0
BRCA2_E14_STA100608	1634.0	6452.0	6315.0	976.0	9200.0	5831.0	10460.0	6497.0	5967.0	4685.0	2510.0	2395.0	699.0	4585.0	10717.0	2999.0	4464.0	8346.0	4337.0	1862.0	1266.0	7832.0	1886.0	4466.0	2781.0	1291.0	5062.0	3836.0	2840.0	8037.0	5463.0	3305.0
BRCA2_E14_STA100609	1273.0	4789.0	4809.0	626.0	6592.0	3879.0	8681.0	5518.0	4376.0	3659.0	1833.0	1649.0	530.0	3537.0	7204.0	2446.0	3052.0	6140.0	4162.0	1317.0	914.0	6173.0	1339.0	3426.0	1819.0	1221.0	3873.0	3031.0	2472.0	6040.0	4054.0	2562.0
BRCA2_E14_STA100610	972.0	3315.0	4018.0	642.0	6197.0	4500.0	6845.0	3935.0	3658.0	2411.0	1378.0	1402.0	659.0	2841.0	6296.0	2093.0	2766.0	5242.0	2845.0	1067.0	569.0	4827.0	1161.0	2982.0	1207.0	893.0	2905.0	1953.0	1472.0	5633.0	3178.0	2200.0
BRCA2_E15_STA100611	861.0	8925.0	9446.0	569.0	12635.0	7105.0	21792.0	12879.0	11980.0	7280.0	3730.0	1737.0	437.0	6769.0	18862.0	5690.0	6473.0	13213.0	9489.0	3525.0	2402.0	16115.0	3178.0	7197.0	3374.0	2640.0	9506.0	7649.0	5297.0	11517.0	11650.0	5816.0
BRCA2_E15_STA100612	4065.0	20090.0	18751.0	2333.0	34840.0	15596.0	35947.0	19727.0	18347.0	15906.0	6325.0	3536.0	1265.0	10472.0	33068.0	10578.0	11829.0	24706.0	15904.0	5854.0	3771.0	25957.0	6141.0	16313.0	7424.0	4180.0	15995.0	13906.0	10272.0	23737.0	16368.0	9464.0
BRCA2_E15_STA100613	5987.0	15860.0	14866.0	3638.0	30323.0	16560.0	23487.0	14812.0	13147.0	11883.0	4678.0	4116.0	3208.0	10062.0	22363.0	7170.0	11564.0	18969.0	11911.0	3722.0	2518.0	16804.0	4147.0	12234.0	6571.0	3339.0	10586.0	10957.0	6467.0	25959.0	11086.0	8496.0
BRCA2_E16_STA101759	1556.0	4665.0	5126.0	823.0	7900.0	5832.0	8207.0	5069.0	5163.0	3175.0	2032.0	2077.0	919.0	3743.0	7880.0	2950.0	3965.0	7543.0	3826.0	1578.0	798.0	6401.0	1326.0	3571.0	2052.0	1126.0	4144.0	3360.0	2438.0	8131.0	4624.0	2749.0
BRCA2_E16_STA100615	1479.0	6201.0	6288.0	683.0	10781.0	5252.0	10220.0	6252.0	5528.0	4625.0	2049.0	1834.0	593.0	3572.0	10495.0	2774.0	4173.0	8947.0	4538.0	1843.0	1083.0	7752.0	1696.0	5547.0	2847.0	1290.0	4081.0	4309.0	2961.0	8095.0	4892.0	3133.0
BRCA2_E16_STA100616	2091.0	7729.0	9019.0	1147.0	15876.0	9601.0	16467.0	10246.0	8775.0	6482.0	3456.0	3050.0	1421.0	6034.0	14785.0	4575.0	5772.0	11450.0	6936.0	2577.0	1636.0	12196.0	3079.0	6559.0	2936.0	2097.0	8269.0	5744.0	5054.0	13306.0	8237.0	5941.0
BRCA2_E17_STA100617	5144.0	15444.0	15213.0	2894.0	27545.0	14321.0	24639.0	14627.0	13405.0	10804.0	4426.0	4601.0	1796.0	9543.0	23223.0	7617.0	11387.0	18197.0	10825.0	3879.0	2660.0	16032.0	4479.0	12920.0	5950.0	3281.0	10603.0	10302.0	7833.0	23406.0	10524.0	8722.0
BRCA2_E17_STA100618	2072.0	9330.0	14012.0	357.0	18313.0	6144.0	10503.0	3697.0	7595.0	7413.0	6003.0	3812.0	160.0	5251.0	5578.0	6841.0	2333.0	12398.0	10499.0	1324.0	1882.0	10515.0	1165.0	7409.0	5707.0	3116.0	10043.0	6227.0	7554.0	18897.0	11699.0	5085.0
BRCA2_E17_STA100619	2091.0	12094.0	13166.0	1212.0	20093.0	9824.0	23097.0	15408.0	12888.0	9790.0	5237.0	3797.0	1840.0	9038.0	22441.0	6911.0	9499.0	17622.0	10930.0	4275.0	2354.0	17211.0	3900.0	9011.0	4577.0	2876.0	10698.0	8555.0	6848.0	17499.0	11613.0	7628.0
BRCA2_E18_STA100620	3226.0	14566.0	14463.0	1722.0	22113.0	10205.0	21397.0	13034.0	12204.0	10161.0	6252.0	3967.0	1322.0	9145.0	21772.0	6361.0	10118.0	20107.0	11067.0	3847.0	2211.0	16853.0	3897.0	11911.0	5914.0	3093.0	8923.0	9419.0	6331.0	16990.0	11549.0	7138.0
BRCA2_E18_STA100621	3986.0	20568.0	19861.0	1900.0	30348.0	11511.0	27727.0	16280.0	17122.0	14074.0	6525.0	4380.0	1750.0	11403.0	26699.0	9082.0	11995.0	25072.0	13689.0	5787.0	2728.0	22023.0	5694.0	14075.0	8011.0	4297.0	13222.0	12342.0	9565.0	22261.0	15561.0	8661.0
BRCA2_E18_STA100622	1344.0	7205.0	6045.0	760.0	9799.0	5130.0	9363.0	5821.0	5968.0	5485.0	2414.0	1814.0	1077.0	3866.0	10071.0	2744.0	4391.0	7787.0	4428.0	1768.0	968.0	6803.0	2196.0	4817.0	2506.0	1543.0	4252.0	3358.0	2892.0	8479.0	5036.0	3468.0
BRCA2_E18_STA100623	3958.0	11890.0	13569.0	2130.0	19825.0	15497.0	21907.0	15189.0	12371.0	9787.0	5734.0	4838.0	2293.0	9279.0	19537.0	6472.0	9343.0	13774.0	10045.0	4140.0	2007.0	16114.0	4097.0	8211.0	5312.0	2900.0	10601.0	8224.0	6442.0	18878.0	11116.0	8385.0
BRCA2_E19_STA100624	6062.0	15679.0	13844.0	3334.0	28589.0	16906.0	23653.0	14221.0	13413.0	11119.0	4050.0	4377.0	2130.0	9183.0	25146.0	7361.0	10176.0	20107.0	12427.0	3959.0	2700.0	16595.0	4191.0	11269.0	6518.0	3117.0	11511.0	9772.0	8059.0	23663.0	11511.0	8367.0
BRCA2_E19_STA100625	2939.0	8496.0	8473.0	1869.0	16242.0	8237.0	14300.0	7767.0	7754.0	6206.0	2575.0	2766.0	1264.0	5343.0	14291.0	3933.0	5831.0	10928.0	7173.0	2235.0	1405.0	9125.0	2657.0	7329.0	3724.0	1687.0	6150.0	6100.0	4467.0	13903.0	6607.0	5353.0
BRCA2_E19_STA100626	2570.0	12785.0	11246.0	1118.0	19965.0	10405.0	23872.0	12119.0	11099.0	9767.0	3405.0	2708.0	1485.0	7578.0	21151.0	5890.0	7946.0	14228.0	10068.0	3558.0	2337.0	16163.0	3892.0	9169.0	4140.0	2994.0	9700.0	8556.0	7442.0	15570.0	10321.0	6513.0
BRCA2_E20_STA100627	2044.0	8238.0	7558.0	1044.0	15178.0	6285.0	13112.0	7022.0	7222.0	6698.0	2507.0	1606.0	996.0	4657.0	14136.0	3680.0	4719.0	9688.0	6601.0	1927.0	1400.0	10409.0	2512.0	6288.0	3027.0	1834.0	5462.0	5294.0	4131.0	10340.0	6218.0	3821.0
BRCA2_E20_STA100628	1606.0	6636.0	6404.0	729.0	8793.0	6118.0	12517.0	7096.0	6507.0	4619.0	2405.0	1957.0	720.0	5389.0	12164.0	3194.0	4186.0	8302.0	5375.0	2107.0	1125.0	8762.0	1767.0	4942.0	2407.0	1684.0	6020.0	4507.0	3283.0	9117.0	6559.0	3954.0
BRCA2_E21_STA100629	664.0	2635.0	2983.0	492.0	4703.0	3516.0	6349.0	3704.0	2977.0	2480.0	959.0	1038.0	324.0	1860.0	5272.0	1790.0	2330.0	3642.0	2294.0	969.0	546.0	4280.0	1017.0	2414.0	1192.0	641.0	2619.0	1952.0	1434.0	3978.0	2674.0	1796.0
BRCA2_E21_STA100630	2723.0	9311.0	9104.0	1469.0	17279.0	8225.0	13664.0	8332.0	7199.0	7142.0	2895.0	2237.0	1652.0	5261.0	13286.0	5054.0	6497.0	11397.0	6638.0	2316.0	1575.0	9713.0	2515.0	6873.0	4329.0	2020.0	5935.0	6181.0	4057.0	13053.0	6659.0	4680.0
BRCA2_E22_STA100631	3126.0	15640.0	15728.0	1520.0	18479.0	10435.0	26387.0	15216.0	12480.0	10774.0	6288.0	4042.0	729.0	10072.0	21150.0	7999.0	9761.0	17257.0	11060.0	4691.0	2616.0	20444.0	4345.0	9645.0	6456.0	3625.0	10558.0	10388.0	7365.0	13767.0	12637.0	6484.0
BRCA2_E22_STA100632	8763.0	34218.0	33819.0	4533.0	50756.0	21263.0	48497.0	30081.0	28493.0	24600.0	12235.0	9371.0	3491.0	24015.0	49723.0	14694.0	25302.0	42836.0	26799.0	9217.0	6161.0	39640.0	9690.0	24962.0	15788.0	8622.0	23028.0	23646.0	16323.0	43295.0	27513.0	17209.0
BRCA2_E22_STA100633	2461.0	9170.0	8319.0	1212.0	15748.0	6661.0	13873.0	8550.0	8844.0	6915.0	3471.0	2752.0	1215.0	7053.0	13843.0	3894.0	7627.0	12627.0	7519.0	2644.0	1243.0	9839.0	2226.0	7828.0	3764.0	2060.0	6086.0	5776.0	4078.0	12565.0	7302.0	4591.0
BRCA2_E23_STA100634	1130.0	3627.0	3884.0	863.0	6196.0	4708.0	7213.0	4389.0	3602.0	2847.0	1486.0	1767.0	536.0	3105.0	6657.0	2181.0	2775.0	5108.0	3018.0	1252.0	540.0	5319.0	1276.0	2883.0	1511.0	668.0	3108.0	2047.0	1499.0	5219.0	2901.0	2493.0
BRCA2_E23_STA100635	2647.0	8745.0	9308.0	1436.0	12406.0	8435.0	14847.0	8680.0	7914.0	6368.0	3364.0	3046.0	752.0	6869.0	13763.0	4472.0	6170.0	10835.0	6557.0	2769.0	1811.0	11949.0	2691.0	6151.0	3788.0	2000.0	6570.0	5491.0	4150.0	10586.0	7521.0	4577.0
BRCA2_E23_STA100636	2335.0	7871.0	7878.0	1246.0	13610.0	6978.0	12329.0	6540.0	6442.0	5416.0	3546.0	2458.0	1266.0	5929.0	13389.0	4061.0	5956.0	12410.0	5590.0	1995.0	1264.0	9292.0	2077.0	6647.0	3037.0	1577.0	5076.0	4654.0	3452.0	11094.0	6065.0	4135.0
BRCA2_E23_STA100637	2335.0	7871.0	7878.0	1246.0	13610.0	6978.0	12329.0	6540.0	6442.0	5416.0	3546.0	2458.0	1266.0	5929.0	13389.0	4061.0	5956.0	12410.0	5590.0	1995.0	1264.0	9292.0	2077.0	6647.0	3037.0	1577.0	5076.0	4654.0	3452.0	11094.0	6065.0	4135.0
BRCA2_E24_STA100638	3813.0	12928.0	13313.0	1712.0	23347.0	10991.0	20396.0	12917.0	12590.0	9932.0	5119.0	4452.0	1525.0	9673.0	19961.0	6184.0	10058.0	19738.0	10529.0	3764.0	2381.0	15772.0	4090.0	11552.0	5240.0	3355.0	9456.0	9124.0	6931.0	18654.0	10556.0	7154.0
BRCA2_E24_STA100639	697.0	2997.0	3923.0	479.0	5642.0	3339.0	7103.0	4255.0	4096.0	2469.0	1733.0	1285.0	502.0	3060.0	6853.0	2117.0	3000.0	5481.0	3172.0	1112.0	518.0	4899.0	942.0	2641.0	1326.0	965.0	3331.0	2393.0	1724.0	5830.0	3636.0	2442.0
