	C21D00633	D21D00614T	D21D00615T	D21D00631T	D21D00632T	D21D00635	D21D00644T	D21D00647T	D21D00654T	M21D00642	M21D00670	M21D00671	M21D00673	M21D00676	N21D00620	N21D00643	N21D00645	N21D00657	N21D00675	P21D00617	P21D00634	P21D00636	P21D00639	P21D00640	P21D00641	P21D00646	P21D00651	P21D00661	P21D00669	P21D00674	P21D00678	P21D00679
FGFR3_E15_STA101417	51.0	211.0	106.0	30.0	791.0	616.0	722.0	255.0	435.0	251.0	38.0	36.0	22.0	195.0	983.0	229.0	257.0	679.0	328.0	94.0	128.0	572.0	143.0	262.0	74.0	76.0	691.0	351.0	164.0	906.0	739.0	436.0
FGFR3_E16_STA101722	344.0	1200.0	380.0	96.0	3500.0	1785.0	2192.0	1155.0	1448.0	1600.0	111.0	87.0	123.0	762.0	3602.0	759.0	752.0	2823.0	1374.0	284.0	412.0	1656.0	564.0	939.0	239.0	309.0	2509.0	1172.0	772.0	3468.0	1859.0	1821.0
FGFR3_E17_STA101418	853.0	1726.0	502.0	223.0	6406.0	2449.0	2725.0	1629.0	1858.0	2309.0	261.0	66.0	114.0	1184.0	4599.0	1131.0	1511.0	5138.0	2191.0	406.0	600.0	2522.0	885.0	1817.0	431.0	573.0	3426.0	2261.0	1546.0	4365.0	2749.0	2252.0
FGFR3_E18_STA101419	865.0	2246.0	907.0	254.0	6687.0	4261.0	4470.0	2271.0	2291.0	3131.0	278.0	159.0	238.0	1357.0	6440.0	1715.0	1418.0	4317.0	2282.0	841.0	850.0	3710.0	1359.0	1751.0	690.0	672.0	4529.0	2420.0	1339.0	5086.0	3133.0	3259.0
PDGFRA_E2_STA101420	1574.0	3295.0	3176.0	508.0	9026.0	2319.0	6107.0	4341.0	4528.0	5075.0	2500.0	973.0	569.0	5416.0	8749.0	3202.0	4539.0	8960.0	4494.0	2395.0	1417.0	8161.0	2697.0	4633.0	3243.0	1244.0	7151.0	4472.0	4025.0	6529.0	6089.0	3976.0
PDGFRA_E3_STA101421	4104.0	9114.0	7375.0	1519.0	26055.0	7268.0	15751.0	12510.0	12734.0	14789.0	5606.0	2351.0	1187.0	15067.0	23654.0	8456.0	11588.0	22377.0	13255.0	4821.0	3851.0	19243.0	6125.0	11839.0	8194.0	3889.0	21008.0	12956.0	11812.0	23212.0	16274.0	11473.0
PDGFRA_E4_STA101422	3537.0	7596.0	8440.0	1416.0	15836.0	6416.0	15977.0	11774.0	11412.0	12527.0	5944.0	2869.0	1166.0	15527.0	23102.0	7718.0	9440.0	18056.0	11586.0	5099.0	4068.0	22011.0	7382.0	8998.0	8199.0	3369.0	20178.0	9991.0	10604.0	14699.0	14133.0	10346.0
PDGFRA_E5_STA101423	943.0	3864.0	3659.0	463.0	7278.0	2151.0	7916.0	6292.0	5827.0	6795.0	3605.0	915.0	183.0	7636.0	10694.0	3954.0	4563.0	9691.0	6875.0	2738.0	2260.0	11202.0	2991.0	4259.0	4259.0	2100.0	9751.0	5966.0	5793.0	5600.0	9224.0	3912.0
PDGFRA_E6_STA101424	767.0	2746.0	2728.0	477.0	5772.0	2292.0	6436.0	5070.0	4242.0	4330.0	2067.0	889.0	360.0	5929.0	8183.0	3604.0	3681.0	7334.0	4077.0	2175.0	1169.0	8277.0	2454.0	3009.0	2394.0	1107.0	7677.0	3476.0	3193.0	5253.0	6197.0	3690.0
PDGFRA_E7_STA101425	903.0	3953.0	4352.0	543.0	9196.0	3223.0	9464.0	7531.0	7648.0	6988.0	3907.0	1264.0	636.0	8749.0	13369.0	4766.0	6531.0	12003.0	6368.0	3306.0	2118.0	13868.0	3704.0	5749.0	3591.0	1613.0	12547.0	4900.0	5456.0	7318.0	8824.0	6019.0
PDGFRA_E8_STA101426	2527.0	6348.0	5684.0	1357.0	17923.0	4755.0	11327.0	7439.0	7717.0	9193.0	3555.0	2003.0	908.0	8351.0	18029.0	5939.0	6807.0	14057.0	7422.0	4016.0	2521.0	15669.0	4752.0	8191.0	6111.0	2197.0	12861.0	7897.0	7182.0	11066.0	9616.0	6599.0
PDGFRA_E9_STA101427	4562.0	7447.0	5932.0	2051.0	21387.0	6951.0	12750.0	9391.0	9902.0	11324.0	4163.0	2349.0	1615.0	11317.0	19540.0	7167.0	9991.0	17926.0	10408.0	4069.0	3052.0	17011.0	5337.0	8976.0	6662.0	2832.0	16161.0	9917.0	8693.0	17350.0	12805.0	8761.0
PDGFRA_E10_STA101428	2328.0	4673.0	4819.0	1355.0	15103.0	9425.0	12138.0	9371.0	8965.0	8524.0	3368.0	1496.0	1216.0	8705.0	17718.0	5252.0	7098.0	12525.0	8684.0	3438.0	2673.0	15838.0	5060.0	6307.0	4027.0	1911.0	16171.0	7291.0	6857.0	14231.0	10532.0	8067.0
PDGFRA_E11_STA101429	1970.0	4935.0	5063.0	1270.0	14092.0	6200.0	13262.0	9415.0	8550.0	8427.0	3713.0	1990.0	907.0	10549.0	18834.0	6546.0	8078.0	14423.0	8818.0	3278.0	2397.0	16247.0	4761.0	7466.0	4715.0	2411.0	16424.0	7775.0	6806.0	12725.0	11694.0	8684.0
PDGFRA_E12_STA100207	7056.0	19410.0	17686.0	3423.0	45117.0	13029.0	35482.0	26186.0	28662.0	31358.0	13497.0	5417.0	3287.0	32426.0	50229.0	18163.0	26434.0	48004.0	28223.0	11954.0	8347.0	44764.0	14433.0	22439.0	17117.0	7519.0	46813.0	24782.0	24185.0	38084.0	35194.0	22988.0
PDGFRA_E12_STA101616	7102.0	19502.0	17780.0	3441.0	45347.0	13078.0	35625.0	26320.0	28801.0	31469.0	13564.0	5454.0	3307.0	32563.0	50432.0	18254.0	26556.0	48281.0	28356.0	12013.0	8382.0	44991.0	14508.0	22518.0	17206.0	7566.0	47029.0	24904.0	24284.0	38254.0	35348.0	23103.0
PDGFRA_E12_STA100209	4663.0	10326.0	9414.0	1823.0	26637.0	7260.0	17093.0	13771.0	13255.0	17035.0	6945.0	2867.0	1574.0	15700.0	28554.0	9341.0	13342.0	26784.0	13728.0	6653.0	4693.0	23840.0	8140.0	13115.0	9548.0	4033.0	24122.0	13452.0	13201.0	19643.0	16674.0	11718.0
PDGFRA_E13_STA101430	1573.0	3982.0	3339.0	608.0	10367.0	2444.0	6889.0	5578.0	5871.0	6035.0	2208.0	878.0	334.0	5409.0	10392.0	3459.0	5190.0	12843.0	5626.0	2475.0	1897.0	10544.0	3050.0	5257.0	3385.0	1296.0	8252.0	5816.0	5457.0	8308.0	7884.0	4432.0
PDGFRA_E14_STA100210	278.0	1201.0	1357.0	243.0	2366.0	1042.0	2941.0	2309.0	1799.0	1614.0	843.0	392.0	52.0	2453.0	3602.0	1609.0	1349.0	2737.0	1753.0	998.0	620.0	3956.0	1046.0	1554.0	1030.0	434.0	3263.0	1506.0	1399.0	1995.0	2876.0	1270.0
PDGFRA_E14_STA100211	1960.0	6315.0	5781.0	979.0	12116.0	4138.0	12739.0	8918.0	9023.0	9672.0	4166.0	1885.0	580.0	10383.0	16615.0	6675.0	6982.0	13476.0	7989.0	4738.0	3253.0	17576.0	4945.0	7291.0	5810.0	2462.0	15036.0	7095.0	7356.0	10429.0	11516.0	6741.0
PDGFRA_E14_STA100212	3219.0	6968.0	6664.0	1466.0	14064.0	5940.0	13618.0	10307.0	9113.0	11198.0	4953.0	2364.0	828.0	13208.0	17454.0	7556.0	8996.0	15068.0	9072.0	4500.0	2873.0	17288.0	5346.0	8650.0	7486.0	2584.0	15819.0	7971.0	7302.0	12107.0	12828.0	7931.0
PDGFRA_E15_STA101431	1827.0	7744.0	6606.0	661.0	13437.0	2920.0	13397.0	10507.0	10333.0	11899.0	5263.0	1116.0	287.0	11405.0	17691.0	7547.0	10066.0	19252.0	12131.0	4951.0	3370.0	17636.0	5131.0	9858.0	8703.0	3580.0	15553.0	10588.0	8480.0	10069.0	15667.0	6964.0
PDGFRA_E16_STA101432	2680.0	9410.0	8456.0	1501.0	20143.0	4166.0	15493.0	11699.0	11568.0	13673.0	7313.0	2031.0	701.0	16218.0	22786.0	8499.0	11524.0	25214.0	13480.0	5221.0	3813.0	19962.0	6669.0	12514.0	9885.0	3619.0	18954.0	12697.0	11634.0	13776.0	16442.0	9356.0
PDGFRA_E17_STA101433	2715.0	8094.0	8665.0	1232.0	18813.0	7755.0	19771.0	12882.0	14325.0	13036.0	4832.0	2587.0	720.0	15611.0	26520.0	8293.0	11259.0	19243.0	14915.0	4963.0	3802.0	22108.0	6678.0	10928.0	6969.0	4028.0	22889.0	12164.0	11585.0	16253.0	18026.0	10927.0
PDGFRA_E18_STA100213	1923.0	5010.0	4593.0	954.0	17632.0	7628.0	12618.0	9081.0	9344.0	8439.0	3174.0	1585.0	1336.0	9491.0	19755.0	5644.0	7154.0	13799.0	9351.0	3211.0	2534.0	16234.0	4151.0	6740.0	3650.0	2498.0	16021.0	7440.0	7055.0	16577.0	11871.0	8275.0
PDGFRA_E18_STA100214	5857.0	14089.0	11079.0	2233.0	40541.0	12463.0	24123.0	15928.0	19000.0	20127.0	6801.0	2399.0	1227.0	18661.0	39406.0	11938.0	13563.0	32769.0	20819.0	6481.0	5603.0	33470.0	10156.0	16784.0	10303.0	5167.0	29222.0	18184.0	17198.0	33510.0	23099.0	15332.0
PDGFRA_E19_STA101434	471.0	1939.0	1681.0	189.0	3201.0	1414.0	4049.0	2781.0	2605.0	2606.0	1105.0	457.0	79.0	3220.0	5271.0	2016.0	2296.0	3787.0	2870.0	1134.0	904.0	5275.0	1406.0	1892.0	1967.0	719.0	4613.0	2465.0	2068.0	2819.0	3901.0	1842.0
PDGFRA_E20_STA101435	3473.0	8707.0	6713.0	1180.0	20064.0	7209.0	13921.0	9731.0	9858.0	12257.0	3692.0	1293.0	588.0	10282.0	20279.0	7188.0	9180.0	19291.0	11831.0	3538.0	3190.0	18296.0	5324.0	9470.0	6889.0	3105.0	15903.0	11322.0	9310.0	16120.0	11973.0	9122.0
PDGFRA_E21_STA101436	1547.0	5089.0	4928.0	413.0	11184.0	4189.0	11964.0	7675.0	8621.0	8033.0	3104.0	912.0	260.0	8043.0	15175.0	5224.0	6032.0	12755.0	8111.0	3213.0	2704.0	15717.0	4114.0	5818.0	4049.0	2095.0	13426.0	6819.0	6259.0	9200.0	10311.0	5812.0
PDGFRA_E22_STA101437	4563.0	10476.0	8976.0	1267.0	29356.0	4107.0	19937.0	13433.0	14500.0	16085.0	5552.0	2059.0	1097.0	14858.0	31942.0	8688.0	13156.0	29003.0	16342.0	5416.0	4646.0	26810.0	6635.0	14331.0	8632.0	5007.0	24368.0	13929.0	12872.0	25338.0	18263.0	13273.0
PDGFRA_E23_STA101438	2409.0	5192.0	4169.0	928.0	14791.0	6414.0	11217.0	7855.0	7912.0	7508.0	2519.0	953.0	913.0	7433.0	16164.0	5158.0	5771.0	13694.0	7382.0	3043.0	2336.0	14242.0	4194.0	6381.0	3721.0	2085.0	14739.0	6606.0	6149.0	11784.0	9804.0	6923.0
KIT_E1_STA101439	996.0	2947.0	1658.0	540.0	13501.0	4955.0	6121.0	4290.0	5353.0	5874.0	740.0	281.0	520.0	3066.0	10193.0	2260.0	3406.0	9012.0	4694.0	1532.0	2104.0	7980.0	2765.0	4204.0	587.0	1122.0	8414.0	4593.0	4745.0	8001.0	6301.0	4357.0
KIT_E2_STA101440	334.0	2157.0	2404.0	310.0	4750.0	1869.0	5004.0	4203.0	3576.0	3272.0	1803.0	724.0	212.0	5119.0	6591.0	2815.0	3006.0	5673.0	2969.0	1879.0	1593.0	7519.0	2066.0	2656.0	1904.0	873.0	7882.0	2766.0	2926.0	4533.0	5551.0	3124.0
KIT_E3_STA101441	329.0	2659.0	3290.0	237.0	6432.0	2625.0	8616.0	5490.0	5990.0	4486.0	2172.0	640.0	171.0	6371.0	11651.0	3336.0	3756.0	8248.0	5418.0	2007.0	2058.0	11946.0	2677.0	3562.0	2507.0	1272.0	10656.0	4164.0	3727.0	5895.0	8249.0	4498.0
KIT_E4_STA101442	239.0	1456.0	1281.0	140.0	2449.0	507.0	2447.0	2018.0	1772.0	1983.0	974.0	233.0	34.0	2525.0	3529.0	1321.0	1846.0	3769.0	2131.0	713.0	771.0	3731.0	957.0	1947.0	2010.0	622.0	2876.0	1947.0	1449.0	1881.0	2884.0	1125.0
KIT_E5_STA101443	4392.0	15467.0	15500.0	3497.0	33061.0	11161.0	27649.0	21060.0	21289.0	19607.0	13299.0	6993.0	2228.0	34478.0	42731.0	13651.0	18647.0	34235.0	22959.0	9325.0	7769.0	39714.0	11413.0	17458.0	15289.0	5972.0	42563.0	18003.0	19759.0	27492.0	30717.0	19461.0
KIT_E6_STA101444	594.0	3296.0	3777.0	634.0	8123.0	2670.0	8581.0	6331.0	6715.0	5659.0	3241.0	1544.0	428.0	8880.0	13448.0	3714.0	4872.0	10683.0	5846.0	2771.0	2376.0	12286.0	3705.0	4640.0	3997.0	1509.0	12894.0	5363.0	4563.0	6582.0	9862.0	5454.0
KIT_E7_STA101445	456.0	1874.0	1504.0	393.0	4748.0	1051.0	3359.0	2573.0	2818.0	2748.0	743.0	356.0	131.0	3168.0	5248.0	1934.0	2440.0	5046.0	2827.0	1003.0	1004.0	4393.0	1370.0	2551.0	2339.0	968.0	4531.0	2896.0	2588.0	3462.0	3437.0	2530.0
KIT_E8_STA100215	1034.0	4140.0	3894.0	863.0	10978.0	5055.0	9554.0	7496.0	7253.0	6660.0	2945.0	1458.0	730.0	8583.0	14614.0	4883.0	5169.0	10036.0	7391.0	2940.0	2579.0	13295.0	3638.0	4934.0	3585.0	1618.0	14143.0	5789.0	5433.0	10136.0	9163.0	5940.0
KIT_E8_STA100216	3101.0	8054.0	7309.0	1956.0	21944.0	7495.0	13362.0	10788.0	10531.0	12179.0	4773.0	2497.0	1902.0	11731.0	22917.0	6582.0	9982.0	20411.0	10403.0	4140.0	4452.0	18906.0	5698.0	9548.0	7972.0	2864.0	20967.0	10281.0	9429.0	16835.0	13355.0	10671.0
KIT_E9_STA101621	2899.0	10937.0	11127.0	2156.0	31630.0	8024.0	17071.0	16241.0	15881.0	15968.0	9054.0	3693.0	2361.0	21496.0	28687.0	9371.0	14741.0	30140.0	15497.0	5921.0	5669.0	26626.0	7784.0	13477.0	11249.0	4024.0	29888.0	15229.0	14093.0	24112.0	18861.0	13563.0
KIT_E9_STA100218	1582.0	6529.0	6421.0	1388.0	14104.0	4509.0	11531.0	9130.0	9342.0	9868.0	5071.0	2228.0	719.0	12585.0	18662.0	6567.0	8502.0	16105.0	9196.0	3287.0	3478.0	15317.0	4594.0	8080.0	6981.0	2509.0	16060.0	7800.0	7354.0	11230.0	11979.0	7296.0
KIT_E9_STA100219	1338.0	4830.0	4916.0	1316.0	9838.0	3976.0	8713.0	6691.0	7049.0	6940.0	3997.0	2060.0	586.0	9233.0	13706.0	4665.0	6263.0	10433.0	6397.0	2348.0	2450.0	11604.0	3275.0	5622.0	4929.0	1681.0	12006.0	5207.0	5104.0	8576.0	8793.0	5569.0
KIT_E10_STA100220	1938.0	4970.0	5316.0	1180.0	14848.0	5608.0	10140.0	10089.0	7933.0	8683.0	4137.0	2055.0	1117.0	10569.0	14301.0	5227.0	6697.0	11513.0	6872.0	3520.0	3049.0	13776.0	4474.0	5421.0	5071.0	2011.0	14184.0	6614.0	6535.0	11508.0	10312.0	7643.0
KIT_E10_STA101446	4196.0	12615.0	12314.0	2779.0	30565.0	10170.0	22264.0	17983.0	18060.0	19284.0	10077.0	4758.0	2915.0	22460.0	36037.0	12401.0	17163.0	32273.0	17053.0	8897.0	6921.0	32536.0	10158.0	16770.0	13757.0	4820.0	32648.0	16556.0	15458.0	25450.0	22329.0	12112.0
KIT_E10_STA100221	4196.0	12615.0	12314.0	2779.0	30565.0	10170.0	22264.0	17983.0	18060.0	19284.0	10077.0	4758.0	2915.0	22460.0	36037.0	12401.0	17163.0	32273.0	17053.0	8897.0	6921.0	32536.0	10158.0	16770.0	13757.0	4820.0	32648.0	16556.0	15458.0	25450.0	22329.0	12112.0
KIT_E11_STA100222	800.0	3141.0	3149.0	599.0	7400.0	1886.0	5209.0	3991.0	4251.0	4538.0	2057.0	712.0	236.0	5484.0	8194.0	2920.0	4469.0	8726.0	4501.0	1810.0	1602.0	7378.0	2456.0	4144.0	3213.0	1357.0	6757.0	4233.0	3540.0	5235.0	5290.0	2110.0
KIT_E11_STA100223	2199.0	7196.0	6529.0	1743.0	17346.0	5007.0	12137.0	9568.0	9424.0	10275.0	5369.0	2169.0	1163.0	11476.0	17639.0	6346.0	10167.0	18725.0	9658.0	4331.0	3729.0	16109.0	5575.0	9701.0	7477.0	2744.0	16630.0	9123.0	7972.0	13281.0	12106.0	8108.0
KIT_E11_STA100224	2008.0	7160.0	7052.0	1433.0	14938.0	5446.0	12995.0	10116.0	10433.0	10667.0	5761.0	2350.0	803.0	11954.0	17056.0	6874.0	8807.0	15918.0	8928.0	5074.0	3986.0	18033.0	5867.0	7981.0	7375.0	2662.0	18088.0	7807.0	7987.0	11919.0	12830.0	8048.0
KIT_E12_STA101447	918.0	5583.0	6577.0	1023.0	12656.0	4635.0	13347.0	10711.0	9918.0	9304.0	5503.0	2048.0	722.0	12572.0	18474.0	6589.0	8899.0	15994.0	9134.0	4764.0	3544.0	17376.0	5651.0	7288.0	5874.0	2463.0	20462.0	8237.0	7677.0	14105.0	13440.0	8396.0
KIT_E13_STA100225	5133.0	17712.0	17276.0	3458.0	41476.0	11248.0	27913.0	20393.0	23834.0	24998.0	13047.0	4579.0	3259.0	29039.0	41283.0	15815.0	23588.0	36242.0	22680.0	10274.0	9001.0	38239.0	12978.0	21337.0	18618.0	6836.0	39322.0	21761.0	19471.0	34938.0	27313.0	19839.0
KIT_E13_STA101622	1513.0	5783.0	5296.0	1180.0	12904.0	4336.0	9657.0	7653.0	7722.0	8120.0	4289.0	2127.0	1302.0	11438.0	14661.0	5229.0	8062.0	13058.0	7897.0	3756.0	2760.0	13295.0	3948.0	6709.0	5866.0	2481.0	15824.0	6904.0	5926.0	11459.0	10117.0	7140.0
KIT_E14_STA100227	976.0	2897.0	2600.0	425.0	6028.0	1803.0	4652.0	3361.0	3467.0	3748.0	2270.0	710.0	298.0	4908.0	7501.0	2350.0	3414.0	6905.0	3525.0	1641.0	1485.0	6307.0	2171.0	3419.0	2997.0	1001.0	5586.0	3088.0	3063.0	4237.0	4051.0	2573.0
KIT_E14_STA100228	5502.0	11831.0	12760.0	4174.0	31154.0	10461.0	18253.0	14637.0	14303.0	17277.0	8224.0	4771.0	2830.0	23798.0	31280.0	10207.0	16641.0	26810.0	16264.0	7228.0	6095.0	26146.0	8650.0	14264.0	14066.0	4531.0	26535.0	15011.0	14346.0	24172.0	19090.0	13643.0
KIT_E14_STA100229	3891.0	10027.0	9930.0	3140.0	24529.0	8114.0	16532.0	12260.0	13056.0	13862.0	7442.0	3481.0	1547.0	18867.0	26021.0	8802.0	14127.0	24265.0	13213.0	5212.0	4944.0	21873.0	7124.0	13059.0	10309.0	3739.0	24726.0	11780.0	11383.0	18279.0	15585.0	12683.0
KIT_E15_STA101448	1402.0	5434.0	5528.0	1231.0	12976.0	4960.0	10668.0	9553.0	8462.0	9055.0	5207.0	2343.0	1190.0	11455.0	15027.0	5541.0	7465.0	12534.0	7997.0	3951.0	3117.0	15660.0	4664.0	5990.0	6216.0	2288.0	16902.0	7720.0	7137.0	11299.0	11150.0	7781.0
KIT_E16_STA101449	2132.0	10807.0	10765.0	1432.0	20579.0	7435.0	20430.0	16210.0	16274.0	17710.0	9777.0	3679.0	1183.0	23029.0	29987.0	10424.0	13265.0	24715.0	16365.0	7930.0	6574.0	28666.0	9050.0	12933.0	13066.0	4578.0	32192.0	13869.0	12795.0	16653.0	21409.0	13065.0
KIT_E17_STA100230	1425.0	4069.0	4264.0	1178.0	10109.0	3297.0	6320.0	5179.0	5712.0	5276.0	3214.0	1403.0	581.0	9769.0	11435.0	3906.0	6215.0	10359.0	6079.0	2322.0	1991.0	9032.0	2814.0	6057.0	4765.0	1665.0	9057.0	4902.0	4334.0	7953.0	6690.0	4415.0
KIT_E17_STA100231	2388.0	8728.0	8966.0	1848.0	18475.0	6651.0	14957.0	11717.0	11858.0	11476.0	6641.0	2903.0	889.0	19560.0	24656.0	8357.0	11691.0	19798.0	12294.0	5168.0	4437.0	21502.0	6414.0	10690.0	9662.0	3475.0	20199.0	9881.0	9442.0	14034.0	14625.0	8696.0
KIT_E17_STA100232	4338.0	8406.0	9012.0	3104.0	15569.0	8926.0	14808.0	10084.0	10659.0	13405.0	6347.0	3933.0	2108.0	17892.0	23893.0	7681.0	12177.0	10929.0	11687.0	5051.0	4831.0	19320.0	5944.0	5468.0	9803.0	2946.0	20095.0	10508.0	6286.0	17798.0	13359.0	4163.0
KIT_E18_STA100233	819.0	3594.0	3628.0	766.0	6720.0	3091.0	6933.0	4338.0	5425.0	5140.0	2927.0	1230.0	682.0	6589.0	10373.0	3880.0	4912.0	8267.0	4641.0	2483.0	2154.0	9448.0	2887.0	4349.0	3626.0	1465.0	9968.0	4264.0	3628.0	6577.0	6067.0	4188.0
KIT_E18_STA100234	809.0	4264.0	4554.0	1005.0	10799.0	3405.0	8615.0	7885.0	7107.0	6406.0	3915.0	1771.0	867.0	8160.0	12295.0	4549.0	5955.0	9768.0	5533.0	3137.0	2386.0	12094.0	4024.0	4862.0	3644.0	1619.0	14342.0	5420.0	5194.0	8037.0	8009.0	5883.0
KIT_E19_STA101450	1727.0	6334.0	7027.0	1033.0	13653.0	5030.0	12320.0	11005.0	9676.0	11263.0	5730.0	2270.0	761.0	11943.0	16195.0	7087.0	8628.0	16978.0	9124.0	5452.0	4196.0	18196.0	5752.0	7578.0	7300.0	2920.0	19715.0	9059.0	9237.0	10125.0	13149.0	7799.0
KIT_E20_STA101451	1972.0	10739.0	9073.0	1202.0	21124.0	5327.0	17074.0	12839.0	13536.0	14410.0	6635.0	1982.0	1011.0	14921.0	24668.0	8470.0	12137.0	25312.0	13474.0	5821.0	5375.0	23921.0	8237.0	12977.0	10017.0	3957.0	24092.0	12993.0	10926.0	15434.0	16842.0	10525.0
KIT_E21_STA101452	6427.0	14886.0	12301.0	3166.0	44923.0	17237.0	24228.0	19240.0	18952.0	21490.0	8054.0	3414.0	2779.0	22119.0	39203.0	12880.0	17083.0	34598.0	19553.0	7150.0	8097.0	33206.0	11307.0	17543.0	13020.0	5338.0	35532.0	19013.0	17173.0	35647.0	21888.0	19000.0
TERT_E16_STA101810	318.0	538.0	479.0	157.0	1713.0	2004.0	1182.0	462.0	908.0	957.0	20.0	47.0	99.0	295.0	1658.0	423.0	301.0	1124.0	767.0	120.0	128.0	676.0	310.0	662.0	296.0	186.0	905.0	743.0	251.0	3182.0	1096.0	648.0
TERT_E16_STA101158	113.0	578.0	317.0	67.0	1696.0	1218.0	1369.0	754.0	932.0	563.0	84.0	67.0	85.0	321.0	2568.0	430.0	274.0	1124.0	669.0	153.0	124.0	1174.0	218.0	494.0	190.0	186.0	1618.0	894.0	430.0	2873.0	1425.0	1185.0
TERT_E15_STA102081	380.0	1531.0	802.0	119.0	5272.0	3067.0	2470.0	1252.0	1964.0	1731.0	172.0	142.0	320.0	932.0	6136.0	818.0	1032.0	2831.0	1731.0	292.0	363.0	2321.0	512.0	1408.0	548.0	393.0	3159.0	2123.0	959.0	8315.0	2649.0	2587.0
TERT_E15_STA101160	876.0	3446.0	2537.0	252.0	10832.0	9237.0	7879.0	4272.0	4920.0	4777.0	534.0	548.0	404.0	2350.0	17277.0	2517.0	2183.0	7578.0	4355.0	883.0	1077.0	8110.0	1527.0	3313.0	1429.0	1075.0	9887.0	4813.0	2493.0	17512.0	7500.0	6845.0
TERT_E15_STA101161	95.0	567.0	496.0	48.0	2142.0	1865.0	1983.0	1021.0	1323.0	937.0	142.0	146.0	67.0	549.0	4408.0	539.0	618.0	1681.0	1241.0	234.0	264.0	2166.0	372.0	675.0	316.0	234.0	2806.0	1219.0	627.0	3698.0	2212.0	1968.0
TERT_E14_STA101162	954.0	1763.0	1263.0	218.0	4969.0	5192.0	3941.0	2140.0	2121.0	2114.0	253.0	379.0	213.0	1062.0	7905.0	1540.0	1114.0	3074.0	2349.0	486.0	729.0	3415.0	742.0	1555.0	1231.0	668.0	4824.0	2547.0	1452.0	10120.0	3578.0	3235.0
TERT_E14_STA101163	1625.0	3431.0	1965.0	486.0	10410.0	6758.0	5806.0	2816.0	3133.0	3269.0	416.0	516.0	531.0	1956.0	12475.0	2520.0	2000.0	6180.0	3716.0	568.0	738.0	5103.0	1139.0	2867.0	2214.0	1015.0	6636.0	4732.0	2349.0	17178.0	5590.0	5605.0
TERT_E13_STA101164	874.0	3263.0	1996.0	325.0	10407.0	8360.0	6855.0	3436.0	3889.0	3381.0	529.0	719.0	716.0	1908.0	14312.0	2674.0	2185.0	6434.0	3677.0	876.0	752.0	6704.0	1617.0	2797.0	1630.0	858.0	9038.0	4667.0	2237.0	19082.0	6397.0	6520.0
TERT_E12_STA101165	374.0	1270.0	814.0	106.0	2179.0	2186.0	2728.0	1359.0	1616.0	1165.0	154.0	146.0	52.0	849.0	4801.0	947.0	827.0	2032.0	1311.0	384.0	304.0	3122.0	514.0	1041.0	912.0	543.0	2754.0	1630.0	877.0	3808.0	2450.0	1720.0
TERT_E12_STA101166	2377.0	6853.0	3872.0	878.0	23542.0	12070.0	10970.0	5712.0	7138.0	6769.0	1030.0	935.0	1050.0	3361.0	21983.0	4034.0	4243.0	13998.0	7173.0	1120.0	1361.0	9907.0	2844.0	7098.0	3422.0	2082.0	14599.0	9714.0	4758.0	36415.0	10299.0	11238.0
TERT_E11_STA101167	1290.0	2940.0	1855.0	584.0	8991.0	6150.0	4715.0	2585.0	3739.0	3122.0	404.0	363.0	355.0	1629.0	10419.0	1794.0	1772.0	5523.0	3048.0	605.0	712.0	4672.0	1299.0	2947.0	1674.0	726.0	5722.0	4587.0	2344.0	14774.0	4724.0	4550.0
TERT_E11_STA101168	488.0	3204.0	2155.0	220.0	7550.0	6914.0	6611.0	3860.0	4862.0	3796.0	537.0	410.0	317.0	2186.0	13791.0	2480.0	1977.0	6725.0	4190.0	988.0	968.0	7383.0	1766.0	3426.0	1499.0	973.0	8799.0	5563.0	2795.0	14910.0	6947.0	6144.0
TERT_E11_STA101169	634.0	3938.0	2516.0	234.0	9931.0	7340.0	11303.0	5567.0	6701.0	4833.0	700.0	485.0	278.0	2706.0	21432.0	3874.0	2808.0	7998.0	6369.0	1162.0	1387.0	10999.0	2203.0	4078.0	1863.0	1468.0	11929.0	6584.0	3920.0	16685.0	9864.0	7569.0
TERT_E11_STA101170	261.0	867.0	524.0	87.0	2316.0	1611.0	2180.0	1029.0	1098.0	1126.0	137.0	99.0	23.0	458.0	3522.0	779.0	595.0	1545.0	1231.0	257.0	356.0	2251.0	545.0	949.0	522.0	277.0	2281.0	1347.0	941.0	2915.0	1930.0	1194.0
TERT_E10_STA101171	278.0	1126.0	687.0	59.0	2006.0	1681.0	2262.0	986.0	1252.0	1039.0	155.0	127.0	67.0	620.0	3928.0	702.0	454.0	1635.0	1214.0	247.0	309.0	2387.0	432.0	824.0	644.0	328.0	2475.0	1239.0	650.0	3491.0	2007.0	1474.0
TERT_E10_STA101172	2295.0	6607.0	4059.0	756.0	18903.0	9936.0	9876.0	5225.0	6958.0	7124.0	1059.0	755.0	803.0	3659.0	22460.0	3559.0	4362.0	11615.0	6794.0	1323.0	1638.0	10182.0	2901.0	6744.0	3781.0	1843.0	12600.0	9233.0	5066.0	29290.0	10181.0	9998.0
