	C21D01093	D21D01026T	D21D01032T	D21D01039T	D21D01059T	D21D01061T	D21D01081	D21D01082	D21D01087T	D21D01090	D21D01094T	D21D01102T	E21D01053T	M21D01116	N19D01411	N21D01072	N21D01084	N21D01085	N21D01113	O21D01018T	P21D01091M	P21D01092M	P21D01098	P21D01099	P21D01104	T21D01047	U21D01089	U21D01103	X21D01017	X21D01086	X21D01095
KRAS_E2_STA100036	2002.0	2269.0	2567.0	2628.0	2038.0	1287.0	2687.0	1311.0	4494.0	697.0	4949.0	1374.0	3173.0	3355.0	1068.0	211.0	1720.0	980.0	1801.0	506.0	2466.0	734.0	2568.0	4391.0	2788.0	278.0	1626.0	958.0	1507.0	10272.0	2621.0
KRAS_E2_STA101625	2674.0	3112.0	4020.0	3739.0	2728.0	2055.0	4401.0	1610.0	5219.0	890.0	5308.0	1646.0	3524.0	4387.0	1771.0	298.0	2148.0	1149.0	2408.0	677.0	2583.0	848.0	2969.0	4956.0	3567.0	516.0	1820.0	1346.0	2081.0	13660.0	2793.0
BRCA2_E2_STA100515	1014.0	234.0	5843.0	2831.0	1729.0	1426.0	3550.0	2894.0	6393.0	881.0	7288.0	1928.0	4489.0	4753.0	502.0	290.0	2362.0	1074.0	1921.0	946.0	1254.0	692.0	3256.0	4449.0	3374.0	680.0	194.0	705.0	1077.0	7905.0	3534.0
BRCA2_E3_STA100516	770.0	2517.0	2953.0	2451.0	1496.0	1735.0	1760.0	1354.0	3796.0	411.0	4693.0	875.0	2568.0	2390.0	1001.0	193.0	1313.0	742.0	1025.0	320.0	1531.0	535.0	1675.0	2823.0	1880.0	434.0	1254.0	728.0	1038.0	9024.0	2069.0
BRCA2_E3_STA100517	3649.0	7478.0	9522.0	8214.0	5105.0	4967.0	6532.0	4306.0	12187.0	1712.0	14421.0	2643.0	7555.0	8185.0	2733.0	575.0	4333.0	2575.0	3109.0	1413.0	5059.0	2017.0	5601.0	8323.0	6538.0	947.0	3966.0	2582.0	3400.0	26782.0	5716.0
BRCA2_E3_STA101751	5087.0	13675.0	17707.0	12114.0	10083.0	10111.0	9245.0	6708.0	16982.0	2579.0	20171.0	4398.0	13312.0	12530.0	3940.0	1075.0	7844.0	4543.0	4704.0	2348.0	9870.0	3050.0	9397.0	14927.0	9280.0	1516.0	5035.0	3989.0	5627.0	45637.0	9019.0
BRCA2_E3_STA100519	4090.0	8101.0	10637.0	7675.0	5821.0	6003.0	6073.0	5141.0	14743.0	2050.0	17304.0	3239.0	8362.0	10300.0	2609.0	597.0	4609.0	3576.0	3701.0	1644.0	5678.0	1902.0	7991.0	9913.0	7615.0	1287.0	4751.0	2980.0	4177.0	31769.0	8819.0
BRCA2_E4_STA100520	1741.0	3142.0	4562.0	4260.0	2468.0	2294.0	3238.0	2283.0	6604.0	750.0	6935.0	1410.0	3878.0	4106.0	1449.0	271.0	2251.0	1188.0	1644.0	668.0	2686.0	951.0	2372.0	3424.0	2924.0	724.0	1659.0	1262.0	1785.0	14315.0	3823.0
BRCA2_E4_STA100521	136.0	504.0	622.0	457.0	312.0	398.0	248.0	234.0	692.0	80.0	515.0	186.0	370.0	296.0	108.0	20.0	196.0	172.0	195.0	42.0	374.0	112.0	184.0	530.0	266.0	26.0	92.0	82.0	222.0	1587.0	286.0
BRCA2_E5_STA100522	1161.0	3730.0	4257.0	3491.0	2046.0	2948.0	2703.0	2110.0	5040.0	652.0	5337.0	1321.0	3634.0	3423.0	1277.0	290.0	1954.0	1191.0	1664.0	580.0	1943.0	764.0	1793.0	2975.0	2639.0	607.0	1158.0	1160.0	1679.0	12675.0	2309.0
BRCA2_E6_STA100523	3214.0	7875.0	9592.0	7076.0	5763.0	6375.0	6103.0	4319.0	14238.0	1990.0	14174.0	3707.0	8477.0	8310.0	2831.0	447.0	4525.0	3306.0	4357.0	1373.0	5470.0	1634.0	5774.0	8325.0	6043.0	1264.0	3740.0	2756.0	4316.0	31313.0	6980.0
BRCA2_E7_STA100524	3573.0	8924.0	9912.0	7483.0	6443.0	6331.0	6454.0	4914.0	13515.0	1992.0	14909.0	4412.0	8628.0	10673.0	3088.0	620.0	5007.0	3023.0	4034.0	1524.0	5243.0	1846.0	6128.0	8232.0	7193.0	1432.0	3901.0	3219.0	4283.0	30238.0	7458.0
BRCA2_E7_STA100525	2979.0	6683.0	7575.0	6394.0	4664.0	4929.0	5645.0	4413.0	11212.0	1345.0	12261.0	2621.0	6651.0	7932.0	2549.0	350.0	4506.0	2760.0	2954.0	1013.0	4306.0	1328.0	4720.0	7170.0	5576.0	1167.0	3190.0	2132.0	3149.0	23168.0	6527.0
BRCA2_E8_STA100526	292.0	725.0	704.0	738.0	397.0	621.0	534.0	410.0	1306.0	162.0	1064.0	246.0	731.0	738.0	294.0	32.0	448.0	268.0	415.0	62.0	504.0	100.0	385.0	640.0	574.0	124.0	446.0	202.0	262.0	2346.0	530.0
BRCA2_E9_STA100527	1292.0	2851.0	4580.0	3551.0	2590.0	1818.0	2463.0	1648.0	4926.0	743.0	4613.0	784.0	3637.0	2758.0	1062.0	256.0	1620.0	1328.0	1309.0	570.0	1959.0	828.0	2151.0	3368.0	2131.0	318.0	1081.0	958.0	1657.0	14044.0	2370.0
BRCA2_E9_STA100528	6154.0	8412.0	15349.0	12862.0	8286.0	4140.0	9354.0	7783.0	25458.0	2676.0	24872.0	3359.0	13035.0	11076.0	4392.0	532.0	5383.0	4093.0	5080.0	2640.0	9573.0	3161.0	9248.0	13255.0	10366.0	1544.0	6210.0	4451.0	7219.0	44783.0	12277.0
BRCA2_E9_STA100529	6424.0	10012.0	16646.0	13676.0	10862.0	4178.0	13159.0	8362.0	22049.0	2585.0	21717.0	4170.0	12810.0	12028.0	6411.0	722.0	7259.0	5194.0	4997.0	3152.0	7561.0	3149.0	8678.0	13151.0	10564.0	2530.0	5819.0	4632.0	7801.0	49366.0	12520.0
BRCA2_E10_STA100530	1944.0	5472.0	7015.0	4574.0	3398.0	3553.0	3244.0	2709.0	6654.0	1045.0	7831.0	1644.0	5371.0	5008.0	1480.0	414.0	2873.0	1639.0	2189.0	668.0	3215.0	798.0	3512.0	5395.0	3200.0	697.0	2106.0	1495.0	2132.0	19056.0	3028.0
BRCA2_E10_STA100531	2817.0	7002.0	8127.0	6594.0	4311.0	4721.0	4633.0	4065.0	11358.0	1456.0	13811.0	2597.0	7468.0	7083.0	2697.0	336.0	3923.0	2212.0	3264.0	1098.0	5181.0	1663.0	5310.0	7072.0	6189.0	1157.0	3156.0	2444.0	3225.0	24159.0	5980.0
BRCA2_E10_STA100532	1119.0	2124.0	2822.0	2614.0	1235.0	1249.0	1687.0	1526.0	3490.0	324.0	3109.0	698.0	2106.0	1868.0	945.0	174.0	1257.0	728.0	742.0	300.0	1382.0	413.0	1460.0	2076.0	1322.0	254.0	939.0	657.0	804.0	6784.0	1603.0
BRCA2_E10_STA100533	6633.0	13700.0	15557.0	11935.0	9339.0	6661.0	9442.0	7594.0	24073.0	3160.0	26746.0	4042.0	14393.0	15103.0	3904.0	786.0	7605.0	4254.0	5975.0	1932.0	11085.0	3426.0	11902.0	16264.0	11844.0	1525.0	7083.0	4608.0	6601.0	49792.0	13791.0
BRCA2_E10_STA100534	2990.0	8793.0	9195.0	8098.0	5859.0	4929.0	4951.0	4291.0	9639.0	1780.0	10800.0	2589.0	8009.0	7058.0	2264.0	696.0	4257.0	2554.0	3071.0	1249.0	4909.0	1596.0	5546.0	8602.0	5216.0	797.0	2530.0	1851.0	3491.0	29156.0	5926.0
BRCA2_E10_STA100535	6531.0	13954.0	16086.0	14505.0	8161.0	6379.0	9848.0	8232.0	24338.0	2552.0	25349.0	3322.0	15166.0	14579.0	4389.0	690.0	8442.0	4096.0	4877.0	1512.0	8457.0	3114.0	10471.0	13163.0	11823.0	1529.0	6184.0	4191.0	6011.0	42164.0	13025.0
BRCA2_E10_STA100536	5620.0	10990.0	12678.0	11397.0	7534.0	6176.0	8240.0	8109.0	20206.0	2656.0	23735.0	4319.0	12418.0	12379.0	3414.0	864.0	6785.0	3216.0	4497.0	1913.0	7555.0	2509.0	9154.0	10972.0	10724.0	1299.0	6311.0	3392.0	5163.0	36190.0	12124.0
BRCA2_E10_STA100537	4110.0	8791.0	10280.0	9200.0	5857.0	5242.0	6539.0	5322.0	13147.0	2000.0	16540.0	2753.0	8354.0	8355.0	2775.0	512.0	5113.0	2580.0	3391.0	1125.0	5722.0	2156.0	7155.0	9277.0	7341.0	1417.0	4241.0	2610.0	3872.0	28298.0	6938.0
BRCA2_E10_STA100538	3961.0	7321.0	8941.0	7955.0	4376.0	4925.0	5313.0	4816.0	13435.0	1748.0	16122.0	2496.0	8788.0	8665.0	2901.0	600.0	4011.0	2377.0	3871.0	1093.0	5762.0	1915.0	6609.0	9504.0	7287.0	690.0	3840.0	2749.0	3708.0	30099.0	7781.0
BRCA2_E10_STA100539	1887.0	6744.0	5827.0	5346.0	4645.0	4617.0	4132.0	3162.0	7102.0	1127.0	7169.0	2178.0	5474.0	5668.0	1670.0	478.0	3118.0	2610.0	2248.0	1132.0	3381.0	946.0	3608.0	6042.0	3754.0	738.0	1932.0	1368.0	2688.0	20522.0	3756.0
BRCA2_E10_STA100540	3499.0	9000.0	11817.0	9502.0	6111.0	6076.0	6106.0	5917.0	15141.0	1812.0	14527.0	2534.0	11091.0	8771.0	3142.0	693.0	4634.0	3447.0	4017.0	1446.0	6596.0	2218.0	7712.0	9114.0	6302.0	982.0	3872.0	2301.0	4659.0	36563.0	7145.0
BRCA2_E10_STA100541	856.0	2092.0	2654.0	2021.0	1632.0	1546.0	1727.0	1306.0	3656.0	429.0	3559.0	819.0	2182.0	2093.0	964.0	214.0	966.0	872.0	911.0	387.0	1530.0	423.0	1800.0	2196.0	1592.0	438.0	1053.0	564.0	1186.0	8282.0	1606.0
BRCA2_E10_STA100542	612.0	1074.0	1695.0	1349.0	845.0	843.0	1134.0	899.0	2542.0	293.0	2503.0	232.0	1184.0	1203.0	498.0	99.0	641.0	441.0	622.0	187.0	948.0	314.0	1053.0	1299.0	1023.0	242.0	785.0	388.0	614.0	4990.0	1060.0
BRCA2_E10_STA100543	334.0	602.0	986.0	800.0	427.0	525.0	674.0	530.0	1662.0	159.0	1640.0	224.0	879.0	765.0	369.0	56.0	462.0	249.0	469.0	135.0	613.0	165.0	679.0	817.0	626.0	112.0	473.0	266.0	285.0	3015.0	666.0
BRCA2_E11_STA100544	3532.0	5244.0	8762.0	7046.0	5366.0	2951.0	6755.0	3871.0	11872.0	1243.0	11556.0	2080.0	7445.0	6443.0	2840.0	399.0	3960.0	2561.0	3255.0	1162.0	4221.0	1927.0	4170.0	6522.0	4977.0	1116.0	3925.0	2511.0	3652.0	29313.0	5900.0
BRCA2_E11_STA100545	2046.0	4190.0	5916.0	4636.0	3309.0	2804.0	3439.0	2667.0	8056.0	1060.0	8324.0	1715.0	5410.0	4230.0	1610.0	185.0	2549.0	1375.0	2357.0	726.0	3308.0	1036.0	3541.0	5098.0	3604.0	574.0	2000.0	1502.0	2528.0	18957.0	4273.0
BRCA2_E11_STA100546	1111.0	2720.0	3187.0	2817.0	1590.0	1660.0	1622.0	1364.0	4027.0	743.0	3607.0	940.0	3379.0	2525.0	730.0	109.0	1328.0	920.0	1176.0	316.0	1937.0	655.0	2033.0	2746.0	1771.0	208.0	883.0	697.0	1444.0	9918.0	1960.0
BRCA2_E11_STA100547	5148.0	9215.0	11707.0	9932.0	7069.0	5627.0	7901.0	6392.0	17398.0	1943.0	19075.0	3813.0	10307.0	10664.0	3186.0	703.0	5482.0	3361.0	3878.0	1585.0	6887.0	2498.0	7725.0	10817.0	8790.0	1465.0	4897.0	3260.0	4474.0	32049.0	8716.0
BRCA2_E11_STA100548	5041.0	9715.0	12906.0	9229.0	6019.0	5634.0	7997.0	5496.0	17823.0	2147.0	19204.0	3309.0	9453.0	10660.0	2978.0	510.0	4906.0	3545.0	4166.0	1362.0	6473.0	2346.0	7631.0	12171.0	9041.0	1084.0	5191.0	3465.0	4205.0	33310.0	9846.0
BRCA2_E11_STA100549	2291.0	5515.0	7231.0	6019.0	3387.0	3272.0	4008.0	3183.0	8765.0	1246.0	9758.0	1714.0	5345.0	5248.0	1655.0	318.0	3038.0	1611.0	2353.0	834.0	3120.0	1109.0	3747.0	5261.0	4208.0	698.0	2537.0	1742.0	2605.0	18342.0	4686.0
BRCA2_E11_STA100550	4629.0	13118.0	15904.0	11550.0	9289.0	9120.0	8733.0	6994.0	16171.0	2638.0	17456.0	3612.0	14121.0	12266.0	4135.0	897.0	6704.0	4619.0	5200.0	1984.0	7233.0	2321.0	8438.0	13465.0	8368.0	1334.0	4868.0	3601.0	5568.0	47414.0	8479.0
BRCA2_E11_STA100551	6063.0	13529.0	14603.0	11989.0	9625.0	7822.0	10221.0	7868.0	21669.0	2948.0	27435.0	4887.0	13290.0	15580.0	4564.0	740.0	7588.0	4239.0	5743.0	1971.0	8862.0	3446.0	11346.0	15966.0	12301.0	1789.0	6833.0	4831.0	5769.0	48763.0	12818.0
BRCA2_E11_STA100552	4429.0	8562.0	10883.0	9286.0	5121.0	5651.0	7532.0	5704.0	14599.0	1808.0	16201.0	2856.0	9408.0	8929.0	3368.0	456.0	5051.0	2843.0	3591.0	1158.0	6085.0	1666.0	6731.0	9445.0	6880.0	1326.0	4330.0	3182.0	4124.0	29985.0	7341.0
BRCA2_E11_STA100553	6086.0	17518.0	21466.0	15017.0	8597.0	9882.0	11555.0	9276.0	23755.0	3011.0	26287.0	4542.0	15282.0	17598.0	5647.0	1215.0	8796.0	4595.0	6870.0	1993.0	9334.0	3408.0	10630.0	16201.0	11605.0	2134.0	6856.0	4671.0	6586.0	50320.0	12842.0
BRCA2_E11_STA100554	4373.0	8144.0	10009.0	7655.0	5984.0	5162.0	6185.0	5004.0	14490.0	2299.0	17408.0	3223.0	8591.0	9650.0	3021.0	562.0	4831.0	2465.0	3620.0	1464.0	5678.0	2116.0	7611.0	10582.0	7291.0	1123.0	4805.0	3154.0	4236.0	30300.0	8340.0
BRCA2_E11_STA100555	4108.0	8910.0	11163.0	8087.0	4853.0	5623.0	5764.0	4990.0	12814.0	1759.0	16462.0	2873.0	8675.0	9317.0	2943.0	627.0	5503.0	2679.0	3793.0	1083.0	5845.0	1916.0	6159.0	8782.0	7281.0	1237.0	3954.0	3000.0	3585.0	28845.0	7833.0
BRCA2_E11_STA100556	1828.0	4275.0	4863.0	3916.0	2464.0	3051.0	2538.0	2278.0	6325.0	855.0	8218.0	1360.0	3951.0	4101.0	1357.0	312.0	2430.0	1228.0	2187.0	564.0	3057.0	908.0	3016.0	4807.0	3203.0	527.0	2006.0	1328.0	1805.0	14569.0	3606.0
BRCA2_E11_STA100557	1859.0	6272.0	6600.0	5237.0	3829.0	4476.0	3701.0	2724.0	6847.0	1366.0	6949.0	2217.0	5658.0	5348.0	1970.0	498.0	3060.0	1628.0	2242.0	694.0	3277.0	933.0	3623.0	6678.0	3337.0	622.0	2106.0	1366.0	2183.0	19910.0	3248.0
BRCA2_E11_STA100558	4076.0	8813.0	12381.0	9558.0	4320.0	6125.0	6052.0	4857.0	14620.0	1945.0	16203.0	2729.0	8434.0	8423.0	2565.0	462.0	4949.0	2740.0	4175.0	1021.0	6143.0	1736.0	6429.0	9661.0	6893.0	1129.0	4421.0	2748.0	3750.0	29271.0	7394.0
BRCA2_E11_STA100559	3811.0	7150.0	9668.0	7551.0	4170.0	4965.0	5015.0	4564.0	11329.0	1542.0	13436.0	2754.0	7618.0	7408.0	2520.0	364.0	3892.0	1667.0	3301.0	852.0	4794.0	1514.0	5173.0	7483.0	6112.0	949.0	3385.0	2480.0	2845.0	21375.0	5791.0
BRCA2_E11_STA100560	6222.0	12074.0	16668.0	11930.0	6481.0	7142.0	8422.0	7556.0	16914.0	2418.0	19152.0	3241.0	11846.0	10676.0	3903.0	766.0	6640.0	3163.0	4402.0	1526.0	7549.0	2850.0	8223.0	11787.0	9094.0	1452.0	4921.0	4275.0	4892.0	35422.0	9144.0
BRCA2_E11_STA100561	3062.0	1642.0	17581.0	8608.0	1048.0	3681.0	7956.0	7690.0	18840.0	2871.0	20076.0	4428.0	14103.0	7825.0	1593.0	1216.0	7069.0	2449.0	5045.0	1786.0	5042.0	1768.0	10692.0	15334.0	9295.0	1384.0	442.0	2159.0	2895.0	4600.0	5030.0
BRCA2_E11_STA100562	11822.0	22731.0	26633.0	20336.0	15106.0	12890.0	16284.0	15486.0	42117.0	6505.0	54301.0	11030.0	23014.0	26943.0	7127.0	1208.0	12614.0	5492.0	9737.0	4039.0	18548.0	6058.0	22232.0	29108.0	22786.0	3017.0	11229.0	8351.0	10444.0	74889.0	24896.0
BRCA2_E11_STA100563	3154.0	7330.0	9472.0	7283.0	5276.0	4462.0	5520.0	3860.0	9159.0	1421.0	13170.0	2472.0	7095.0	6067.0	2083.0	570.0	3840.0	2387.0	2426.0	1137.0	4372.0	1386.0	5702.0	7168.0	5047.0	744.0	3576.0	1971.0	2908.0	24614.0	5145.0
BRCA2_E11_STA100564	825.0	2716.0	3042.0	2572.0	1722.0	1914.0	766.0	1190.0	1714.0	378.0	2702.0	372.0	1146.0	1004.0	674.0	220.0	657.0	494.0	841.0	264.0	1014.0	390.0	936.0	2320.0	640.0	160.0	811.0	544.0	1152.0	8975.0	674.0
BRCA2_E11_STA100565	4167.0	8427.0	10789.0	8646.0	4203.0	5413.0	6918.0	5290.0	13780.0	1462.0	18272.0	2396.0	9434.0	8418.0	3041.0	586.0	4839.0	2276.0	3981.0	1002.0	6816.0	1858.0	6149.0	8622.0	6627.0	983.0	4347.0	2984.0	3203.0	28731.0	7217.0
BRCA2_E11_STA100566	3030.0	9639.0	11570.0	8772.0	5709.0	7842.0	6025.0	4811.0	9889.0	1776.0	10517.0	3234.0	8959.0	8822.0	2659.0	770.0	5079.0	3074.0	4081.0	1465.0	5584.0	1479.0	5148.0	8310.0	4997.0	1424.0	2928.0	2496.0	3539.0	29256.0	5206.0
BRCA2_E11_STA100567	4904.0	11771.0	13603.0	11950.0	7313.0	8385.0	9164.0	7101.0	18091.0	2722.0	20072.0	4567.0	11762.0	13116.0	3878.0	790.0	6925.0	4093.0	5252.0	1782.0	6853.0	2376.0	8725.0	11838.0	8496.0	1899.0	5425.0	4199.0	5043.0	39060.0	8781.0
BRCA2_E11_STA100568	3886.0	9152.0	10505.0	9516.0	5807.0	6577.0	7527.0	5929.0	14467.0	2124.0	16675.0	3768.0	9194.0	10495.0	3014.0	639.0	5476.0	3292.0	4116.0	1456.0	5254.0	1839.0	6979.0	9029.0	6639.0	1558.0	4459.0	3332.0	3874.0	29704.0	6891.0
BRCA2_E11_STA100569	8037.0	17986.0	22243.0	17624.0	10193.0	11495.0	12409.0	10716.0	26408.0	4077.0	30675.0	5840.0	19687.0	19537.0	5858.0	1062.0	10024.0	5252.0	6477.0	2761.0	11984.0	3603.0	12577.0	17955.0	15173.0	2510.0	7884.0	6222.0	7134.0	57955.0	14283.0
BRCA2_E11_STA100570	8028.0	16413.0	20462.0	16912.0	10584.0	10116.0	13296.0	10498.0	26334.0	3548.0	33838.0	6436.0	16692.0	17213.0	5848.0	1004.0	9736.0	4878.0	6810.0	2474.0	11736.0	3501.0	13364.0	18757.0	15072.0	1860.0	7785.0	5280.0	6819.0	52736.0	14642.0
BRCA2_E11_STA100571	1708.0	3962.0	4364.0	4484.0	2255.0	2252.0	2511.0	2703.0	7815.0	949.0	8295.0	1046.0	4306.0	4096.0	1414.0	344.0	1983.0	1492.0	1892.0	600.0	2935.0	776.0	3216.0	4341.0	3466.0	624.0	2033.0	1044.0	1830.0	13404.0	3172.0
BRCA2_E11_STA100572	2849.0	7773.0	9104.0	6547.0	4600.0	4950.0	6200.0	4249.0	9842.0	1262.0	11011.0	2332.0	6305.0	7622.0	2579.0	537.0	4320.0	2313.0	2758.0	1050.0	4180.0	1756.0	4923.0	7214.0	5427.0	1210.0	2920.0	2194.0	2896.0	23573.0	5279.0
BRCA2_E11_STA100573	5018.0	12403.0	14222.0	11824.0	8489.0	7862.0	8295.0	6831.0	17991.0	2923.0	20599.0	4111.0	12182.0	11299.0	3509.0	598.0	6144.0	3618.0	3961.0	1996.0	8811.0	2797.0	10055.0	13472.0	9273.0	1469.0	5356.0	3304.0	5544.0	40911.0	9597.0
BRCA2_E11_STA100574	7178.0	19000.0	21154.0	17751.0	13082.0	11994.0	12303.0	10191.0	25028.0	4238.0	28970.0	6075.0	18256.0	16749.0	5272.0	954.0	9167.0	5430.0	5906.0	3139.0	13267.0	3921.0	14796.0	19554.0	13223.0	2121.0	7677.0	4794.0	8282.0	61540.0	13564.0
BRCA2_E11_STA100575	7714.0	20158.0	23319.0	18592.0	14728.0	12770.0	11792.0	11531.0	26177.0	4470.0	31954.0	5986.0	22015.0	19013.0	5723.0	1806.0	10969.0	5671.0	7593.0	3289.0	13914.0	4645.0	16417.0	21530.0	14382.0	1732.0	7482.0	5431.0	9351.0	63361.0	15156.0
BRCA2_E11_STA100576	8247.0	17167.0	23537.0	18616.0	10829.0	8992.0	12045.0	11384.0	27692.0	3864.0	33247.0	5274.0	18196.0	16447.0	4835.0	1046.0	9788.0	4733.0	5281.0	2330.0	11630.0	4619.0	15327.0	18113.0	14933.0	1703.0	8137.0	4924.0	7904.0	53944.0	16371.0
BRCA2_E11_STA100577	2621.0	4846.0	6034.0	5158.0	3560.0	3090.0	4359.0	3271.0	8872.0	1132.0	10664.0	1569.0	5044.0	5262.0	1885.0	440.0	2603.0	1765.0	2071.0	693.0	3813.0	1235.0	4789.0	6404.0	4561.0	834.0	2632.0	1857.0	2593.0	18499.0	4351.0
BRCA2_E11_STA100578	1738.0	3607.0	4606.0	3955.0	2568.0	2672.0	3285.0	2287.0	6598.0	898.0	7438.0	1350.0	3854.0	3837.0	1601.0	354.0	2030.0	1426.0	1599.0	612.0	3009.0	983.0	2951.0	4798.0	3159.0	590.0	1963.0	1296.0	1958.0	14426.0	3071.0
BRCA2_E11_STA100579	4131.0	9172.0	12582.0	9041.0	4949.0	5060.0	6902.0	5043.0	13249.0	1724.0	15988.0	2991.0	8378.0	8337.0	2654.0	605.0	4889.0	2302.0	3561.0	1005.0	6028.0	1693.0	6897.0	10583.0	6885.0	911.0	4134.0	2522.0	3598.0	29078.0	7098.0
BRCA2_E11_STA101754	1529.0	4070.0	4959.0	3825.0	2159.0	2544.0	2571.0	1827.0	5055.0	683.0	5676.0	1088.0	3461.0	3167.0	1154.0	265.0	2110.0	1194.0	1515.0	417.0	2634.0	602.0	2435.0	4139.0	2252.0	434.0	1643.0	1092.0	1586.0	13320.0	2497.0
BRCA2_E11_STA100581	1721.0	4802.0	5530.0	4731.0	2607.0	3140.0	2843.0	2148.0	5816.0	846.0	6220.0	1159.0	3950.0	3788.0	1228.0	339.0	2385.0	1421.0	1759.0	562.0	3121.0	736.0	2798.0	4742.0	2454.0	491.0	1858.0	1209.0	2019.0	15447.0	2843.0
BRCA2_E11_STA100582	5049.0	14815.0	18053.0	15249.0	8431.0	10322.0	8091.0	7492.0	17593.0	2807.0	21165.0	4079.0	15142.0	13557.0	4645.0	1064.0	7790.0	4186.0	6186.0	1766.0	9127.0	2614.0	9903.0	16719.0	8521.0	1757.0	5191.0	3697.0	5837.0	48096.0	9010.0
BRCA2_E11_STA100583	5169.0	14924.0	18479.0	15249.0	8509.0	10322.0	8495.0	8156.0	18303.0	2916.0	22337.0	4328.0	15679.0	12317.0	4891.0	998.0	8061.0	4201.0	6217.0	1766.0	9127.0	2693.0	10362.0	16972.0	9304.0	1830.0	5285.0	4093.0	5837.0	48096.0	9627.0
BRCA2_E11_STA100584	7488.0	15090.0	16582.0	13446.0	9298.0	9395.0	9658.0	9464.0	27089.0	3796.0	33030.0	5774.0	15641.0	8980.0	4455.0	890.0	8241.0	4758.0	7036.0	2279.0	11554.0	4627.0	13897.0	19178.0	14494.0	1911.0	8225.0	4992.0	7409.0	51438.0	15909.0
BRCA2_E11_STA100585	4379.0	8953.0	10821.0	9096.0	5537.0	6489.0	6124.0	5600.0	16161.0	2469.0	20440.0	3904.0	9618.0	9832.0	2550.0	516.0	5413.0	2520.0	4844.0	1271.0	7601.0	2374.0	7466.0	12101.0	8624.0	982.0	5220.0	3352.0	3623.0	29733.0	9111.0
BRCA2_E11_STA100586	2557.0	5166.0	8050.0	5332.0	3712.0	3496.0	4493.0	3040.0	9943.0	1134.0	11508.0	2241.0	5383.0	6115.0	1780.0	266.0	2896.0	1698.0	2035.0	1123.0	3949.0	1299.0	4882.0	6906.0	5643.0	840.0	2706.0	1868.0	2200.0	18426.0	5382.0
BRCA2_E11_STA100587	4806.0	8721.0	12450.0	8889.0	6020.0	6274.0	7299.0	5408.0	14971.0	1979.0	18440.0	3309.0	9125.0	9268.0	3171.0	493.0	5272.0	2826.0	4159.0	1464.0	6282.0	2214.0	8325.0	10818.0	8183.0	1693.0	4604.0	3120.0	4128.0	32039.0	8476.0
BRCA2_E11_STA100588	5850.0	15327.0	18132.0	14742.0	8892.0	10471.0	9141.0	8174.0	19830.0	3416.0	24458.0	4624.0	15971.0	13474.0	4499.0	924.0	8657.0	4665.0	6379.0	2038.0	9811.0	2890.0	11234.0	16867.0	10079.0	1738.0	6271.0	4548.0	6099.0	52084.0	11051.0
BRCA2_E11_STA100589	8146.0	18484.0	22022.0	18592.0	9119.0	12956.0	12651.0	11436.0	25927.0	3988.0	30660.0	5450.0	18513.0	17501.0	5686.0	1041.0	10664.0	5627.0	7185.0	2268.0	12038.0	3850.0	13844.0	19709.0	14198.0	2370.0	7498.0	6030.0	7393.0	57446.0	15430.0
BRCA2_E11_STA100590	3133.0	11264.0	10839.0	9771.0	6123.0	7378.0	5487.0	5178.0	11418.0	2111.0	13254.0	3116.0	9446.0	9591.0	2524.0	508.0	5235.0	2997.0	4016.0	1456.0	6634.0	1987.0	6439.0	10678.0	6087.0	724.0	3242.0	2440.0	4188.0	32657.0	6322.0
BRCA2_E11_STA100591	6415.0	14091.0	17457.0	14218.0	8484.0	8815.0	10231.0	8165.0	20826.0	2864.0	25185.0	4928.0	13525.0	13692.0	4336.0	1003.0	7477.0	4697.0	5456.0	2099.0	8816.0	2716.0	10861.0	13517.0	10928.0	1594.0	6545.0	4067.0	5197.0	42327.0	11502.0
BRCA2_E11_STA100592	4611.0	9556.0	11807.0	9818.0	6293.0	6048.0	6584.0	5562.0	17023.0	2201.0	20239.0	3494.0	10636.0	9574.0	3355.0	504.0	5476.0	2503.0	4433.0	1527.0	7069.0	2426.0	8520.0	11501.0	8986.0	1240.0	5070.0	3458.0	4190.0	36043.0	10095.0
BRCA2_E11_STA100593	7204.0	16026.0	14167.0	15492.0	9887.0	10176.0	11778.0	8925.0	26592.0	3160.0	32631.0	4832.0	16327.0	16968.0	5851.0	927.0	8285.0	4702.0	6637.0	2277.0	10163.0	3371.0	13247.0	17939.0	14012.0	1998.0	6678.0	4925.0	7441.0	53474.0	14026.0
BRCA2_E11_STA100594	1394.0	3792.0	4644.0	3318.0	2765.0	2358.0	2900.0	2100.0	5790.0	737.0	7160.0	1347.0	3761.0	4029.0	1328.0	258.0	2059.0	1313.0	1744.0	594.0	2770.0	695.0	2942.0	4195.0	3108.0	592.0	1547.0	1003.0	1670.0	12510.0	2819.0
BRCA2_E11_STA100595	4251.0	9398.0	12652.0	10682.0	6730.0	5871.0	8134.0	6572.0	17384.0	2017.0	19425.0	3209.0	11194.0	10423.0	3605.0	571.0	5579.0	3133.0	4330.0	1660.0	6688.0	1785.0	7275.0	10600.0	8580.0	1350.0	4809.0	3509.0	4382.0	33838.0	9296.0
