	D20D02433	D20D02436T	D20D02444	D20D02445T	G20D02417	G20D02460	K20D02437	M20D02448	M20D02474	N20D02449	N20D02451	N20D02452	P20D02439	P20D02450	P20D02453	P20D02454	P20D02455	P20D02456	P20D02459	P20D02464	P20D02465	P20D02469	P20D02471	S20D02363	S20D02435	S20D02473	T20D02402	U20D02442	U20D02443	X20D02423	X20D02457
BRCA2_E11_STA100598	4053.0	1870.0	2610.0	4412.0	2613.0	6325.0	1167.0	1819.0	4641.0	331.0	1833.0	1786.0	2945.0	4587.0	4338.0	1244.0	5643.0	1779.0	2938.0	3419.0	4199.0	2950.0	1416.0	1138.0	2103.0	706.0	1816.0	86.0	2041.0	9246.0	4849.0
BRCA2_E11_STA100599	27042.0	12495.0	14878.0	25963.0	13961.0	34235.0	6260.0	11769.0	25495.0	2764.0	9371.0	10746.0	15638.0	23599.0	21295.0	5299.0	28993.0	9747.0	20167.0	15162.0	22249.0	15467.0	6663.0	7871.0	13653.0	3104.0	9244.0	689.0	12558.0	54845.0	28815.0
BRCA2_E11_STA100600	21876.0	8713.0	11788.0	17350.0	10254.0	25086.0	4029.0	9233.0	17292.0	2295.0	7726.0	8159.0	11126.0	16023.0	15487.0	4059.0	20486.0	7930.0	13166.0	10919.0	17490.0	11249.0	4705.0	5707.0	10699.0	2480.0	6831.0	286.0	8637.0	46306.0	18154.0
BRCA2_E11_STA100601	11969.0	4699.0	6338.0	9032.0	6397.0	13888.0	2144.0	5466.0	10204.0	1695.0	3916.0	4464.0	6555.0	9428.0	9469.0	2243.0	11383.0	4390.0	7381.0	6342.0	10314.0	6018.0	2636.0	3038.0	5676.0	1302.0	3847.0	165.0	5418.0	31462.0	10069.0
BRCA2_E12_STA101760	3513.0	1439.0	1829.0	2978.0	1905.0	5302.0	748.0	1700.0	3108.0	826.0	1647.0	1336.0	2198.0	3017.0	3010.0	705.0	3600.0	1281.0	1991.0	2402.0	3933.0	1784.0	940.0	838.0	1873.0	596.0	1262.0	114.0	1447.0	10859.0	2841.0
BRCA2_E12_STA100603	11497.0	4041.0	7379.0	11742.0	4701.0	14444.0	2725.0	4351.0	9062.0	1399.0	4628.0	4907.0	5200.0	8885.0	8800.0	2134.0	11621.0	4219.0	6636.0	5954.0	11475.0	6278.0	2921.0	2986.0	6300.0	1695.0	3945.0	228.0	4909.0	25019.0	12133.0
BRCA2_E13_STA103257	8193.0	4217.0	5468.0	9557.0	5252.0	11238.0	2427.0	5705.0	7361.0	1211.0	3741.0	3279.0	4828.0	6954.0	5921.0	1158.0	8846.0	3393.0	5674.0	4920.0	8102.0	5235.0	2294.0	3401.0	4130.0	1439.0	3610.0	284.0	3228.0	18292.0	9100.0
BRCA2_E13_STA100605	7224.0	3346.0	4754.0	7541.0	3945.0	8691.0	1756.0	4863.0	5530.0	1057.0	2654.0	2671.0	3535.0	5720.0	4406.0	863.0	6798.0	2635.0	4819.0	3969.0	6433.0	4214.0	1530.0	2697.0	3674.0	1169.0	2663.0	205.0	2555.0	15740.0	7892.0
BRCA2_E14_STA100606	10970.0	6713.0	7912.0	13372.0	5822.0	16932.0	3616.0	6075.0	11075.0	1398.0	4947.0	6194.0	7264.0	10356.0	11014.0	2600.0	12143.0	5060.0	9602.0	7966.0	11590.0	8355.0	3088.0	3836.0	6856.0	1333.0	5689.0	322.0	5554.0	26288.0	13647.0
BRCA2_E14_STA100607	10003.0	5171.0	6929.0	11769.0	5509.0	14342.0	2454.0	5080.0	9927.0	996.0	4433.0	4865.0	6315.0	8145.0	8334.0	2156.0	11267.0	4785.0	7814.0	6271.0	10672.0	6780.0	2412.0	2867.0	6215.0	1168.0	4623.0	207.0	4986.0	22512.0	11076.0
BRCA2_E14_STA100608	4843.0	2201.0	3284.0	5493.0	2906.0	7526.0	1118.0	3044.0	4555.0	650.0	2394.0	2567.0	2565.0	4353.0	4277.0	990.0	6192.0	2154.0	4058.0	3163.0	4597.0	3307.0	1487.0	1538.0	2970.0	570.0	2038.0	154.0	2445.0	11445.0	5829.0
BRCA2_E14_STA100609	6445.0	3683.0	3886.0	7584.0	3576.0	8813.0	1823.0	3433.0	6895.0	736.0	3039.0	3120.0	4385.0	5942.0	6022.0	1378.0	7472.0	2567.0	4843.0	4731.0	6822.0	4739.0	1941.0	1763.0	3527.0	915.0	2774.0	112.0	3258.0	14601.0	8583.0
BRCA2_E14_STA100610	3981.0	1691.0	2474.0	3526.0	1990.0	5532.0	974.0	1845.0	3669.0	713.0	1659.0	1911.0	2273.0	3510.0	3685.0	866.0	4022.0	1552.0	2503.0	2870.0	3806.0	2589.0	1127.0	872.0	2124.0	366.0	1294.0	82.0	1709.0	11791.0	3467.0
BRCA2_E15_STA100611	9863.0	4928.0	6663.0	10161.0	5179.0	18698.0	2646.0	3927.0	11181.0	833.0	5365.0	6341.0	8724.0	14985.0	12938.0	3696.0	15255.0	5390.0	7602.0	8875.0	13363.0	9868.0	3600.0	1558.0	5682.0	1405.0	3866.0	306.0	7645.0	23830.0	13685.0
BRCA2_E15_STA100612	21911.0	10985.0	14209.0	20942.0	9312.0	31894.0	4136.0	9100.0	19364.0	1772.0	8566.0	11053.0	15192.0	23208.0	20419.0	5774.0	26248.0	10751.0	14484.0	15514.0	23529.0	16030.0	5889.0	4049.0	14171.0	2156.0	7577.0	578.0	12841.0	53219.0	23749.0
BRCA2_E15_STA100613	17269.0	8866.0	9878.0	13938.0	7515.0	15884.0	2855.0	8888.0	12745.0	2320.0	5442.0	7026.0	8098.0	11335.0	10785.0	2598.0	14558.0	6488.0	9698.0	10241.0	15075.0	9584.0	3007.0	3452.0	9877.0	1522.0	4770.0	366.0	7798.0	45920.0	15100.0
BRCA2_E16_STA101759	4443.0	2182.0	3239.0	4892.0	2880.0	6029.0	1132.0	2790.0	4445.0	1010.0	2373.0	2025.0	2567.0	3979.0	3772.0	977.0	5030.0	2179.0	3394.0	3129.0	4897.0	3036.0	1650.0	1476.0	2881.0	450.0	2053.0	108.0	2210.0	12498.0	4690.0
BRCA2_E16_STA100615	4587.0	2219.0	3393.0	5400.0	2168.0	7167.0	1029.0	2607.0	4130.0	533.0	2269.0	2318.0	3193.0	4078.0	4455.0	1162.0	5156.0	2225.0	3337.0	3137.0	5535.0	3035.0	1363.0	1247.0	3044.0	663.0	1775.0	140.0	1984.0	10341.0	5478.0
BRCA2_E16_STA100616	8145.0	3446.0	5072.0	6909.0	4145.0	13176.0	2042.0	3943.0	8642.0	998.0	3842.0	4319.0	5742.0	8444.0	8054.0	2247.0	9790.0	3808.0	5713.0	5831.0	9401.0	5951.0	2430.0	2123.0	5685.0	1052.0	2919.0	180.0	4738.0	26457.0	8870.0
BRCA2_E17_STA100617	17345.0	7248.0	9141.0	14301.0	7788.0	20117.0	3308.0	8206.0	12858.0	2068.0	6144.0	5870.0	7804.0	10816.0	11313.0	2749.0	14605.0	6266.0	9987.0	8727.0	14051.0	8980.0	3559.0	3323.0	9508.0	1344.0	4764.0	178.0	6989.0	41572.0	15918.0
BRCA2_E17_STA100618	7320.0	3843.0	4386.0	10741.0	3301.0	11327.0	692.0	1604.0	3064.0	1202.0	1883.0	4435.0	4098.0	3002.0	2551.0	2894.0	12915.0	3736.0	5192.0	7933.0	5840.0	7288.0	1302.0	1921.0	2657.0	1394.0	1444.0	108.0	3270.0	26732.0	7936.0
BRCA2_E17_STA100619	11885.0	5512.0	6608.0	10447.0	6144.0	17594.0	2790.0	5076.0	13492.0	954.0	4988.0	5558.0	8596.0	11489.0	12096.0	3924.0	14529.0	5074.0	9300.0	9037.0	12015.0	8886.0	4045.0	2644.0	7154.0	1340.0	5123.0	336.0	6639.0	28872.0	12756.0
BRCA2_E18_STA100620	10447.0	5828.0	8400.0	12897.0	6135.0	16912.0	2612.0	5855.0	10293.0	912.0	5552.0	5372.0	6978.0	9725.0	9145.0	2665.0	12868.0	4651.0	8055.0	6861.0	11891.0	7772.0	3434.0	3800.0	6936.0	1101.0	5294.0	202.0	4836.0	22275.0	12814.0
BRCA2_E18_STA100621	17154.0	8988.0	11230.0	18046.0	9095.0	26445.0	3960.0	8409.0	17625.0	1189.0	7150.0	8646.0	10886.0	12756.0	14085.0	3214.0	20494.0	8604.0	13514.0	10819.0	17089.0	11973.0	4675.0	5540.0	11008.0	2355.0	7531.0	330.0	9222.0	36808.0	20561.0
BRCA2_E18_STA100622	4425.0	2756.0	3101.0	3820.0	2321.0	6312.0	1263.0	1965.0	5036.0	287.0	1489.0	2262.0	2962.0	4306.0	3999.0	958.0	4865.0	1877.0	3471.0	2795.0	4013.0	2683.0	1151.0	1367.0	3148.0	224.0	1992.0	154.0	2401.0	11667.0	4364.0
BRCA2_E18_STA100623	14598.0	8250.0	8415.0	12762.0	9380.0	21495.0	4027.0	8359.0	15582.0	2564.0	6894.0	7351.0	9206.0	11465.0	13496.0	3190.0	16246.0	6131.0	12341.0	9236.0	13659.0	9714.0	3487.0	3988.0	7574.0	1940.0	6177.0	380.0	8128.0	46498.0	14820.0
BRCA2_E19_STA100624	17974.0	8745.0	9407.0	15787.0	8467.0	21486.0	3929.0	8835.0	13049.0	3074.0	6115.0	6844.0	8877.0	12010.0	11601.0	2821.0	15259.0	6786.0	10550.0	9267.0	17510.0	9739.0	3918.0	4707.0	10205.0	1989.0	5961.0	642.0	7224.0	53290.0	15773.0
BRCA2_E19_STA100625	9723.0	4752.0	5764.0	8377.0	4324.0	10680.0	1878.0	5457.0	6419.0	1568.0	3416.0	3616.0	4424.0	7312.0	6199.0	1785.0	8087.0	3291.0	4512.0	4714.0	7805.0	5104.0	1927.0	1901.0	5621.0	868.0	2644.0	180.0	4133.0	22214.0	7943.0
BRCA2_E19_STA100626	12049.0	5710.0	7121.0	11839.0	5403.0	18008.0	2612.0	4821.0	10905.0	1182.0	5608.0	6397.0	8016.0	12003.0	11460.0	3018.0	13788.0	5849.0	7507.0	8276.0	12587.0	8323.0	3443.0	2669.0	8272.0	1452.0	4393.0	291.0	5845.0	28816.0	15405.0
BRCA2_E20_STA100627	7912.0	3705.0	4895.0	7534.0	3109.0	10490.0	1389.0	2978.0	6686.0	568.0	3219.0	4053.0	4414.0	7004.0	5796.0	1505.0	8198.0	3278.0	4516.0	4890.0	7706.0	5176.0	1804.0	1636.0	4696.0	650.0	3014.0	242.0	4138.0	17375.0	8202.0
BRCA2_E20_STA100628	5497.0	2563.0	3428.0	6062.0	2669.0	8494.0	1277.0	2755.0	4900.0	592.0	2880.0	2869.0	3869.0	5776.0	4830.0	1069.0	7391.0	2806.0	3702.0	3826.0	6082.0	3418.0	1493.0	1618.0	2990.0	701.0	2298.0	118.0	3120.0	14773.0	6505.0
BRCA2_E21_STA100629	3649.0	1491.0	1958.0	3031.0	2023.0	5158.0	798.0	1808.0	3585.0	592.0	1566.0	2008.0	2151.0	3199.0	3239.0	821.0	3599.0	1708.0	2177.0	2602.0	3951.0	2041.0	860.0	688.0	1868.0	384.0	1284.0	84.0	1775.0	9425.0	3271.0
BRCA2_E21_STA100630	10029.0	4707.0	5572.0	8780.0	4082.0	11434.0	1641.0	5534.0	7080.0	1198.0	3423.0	4284.0	4862.0	6571.0	6692.0	1609.0	7731.0	4803.0	5606.0	5584.0	8970.0	5700.0	2474.0	1980.0	5635.0	830.0	2916.0	233.0	3707.0	22713.0	8447.0
BRCA2_E22_STA100631	11743.0	8736.0	10053.0	18401.0	9941.0	21314.0	4397.0	8156.0	13854.0	1098.0	9479.0	7807.0	10536.0	14704.0	12956.0	3602.0	17843.0	7098.0	13166.0	10416.0	13815.0	11556.0	4353.0	5123.0	7724.0	2331.0	6857.0	456.0	8658.0	28894.0	21740.0
BRCA2_E22_STA100632	30597.0	17128.0	20861.0	32576.0	16234.0	38333.0	7198.0	15741.0	28167.0	2596.0	11321.0	13329.0	17426.0	22857.0	22737.0	6250.0	31756.0	11485.0	23136.0	17283.0	23794.0	18583.0	7430.0	9394.0	16574.0	3392.0	12431.0	584.0	13996.0	65892.0	31663.0
BRCA2_E22_STA100633	7223.0	3588.0	4387.0	8660.0	4106.0	9468.0	1869.0	3565.0	6680.0	642.0	3022.0	3459.0	3726.0	6016.0	5755.0	1310.0	7985.0	3018.0	4837.0	4556.0	6759.0	4915.0	1815.0	2303.0	4548.0	1030.0	3276.0	80.0	3297.0	16944.0	7601.0
BRCA2_E23_STA100634	4468.0	2100.0	2639.0	4333.0	2257.0	6489.0	1121.0	2257.0	4419.0	904.0	2017.0	2008.0	2980.0	3761.0	4271.0	852.0	4729.0	1992.0	3536.0	2925.0	4885.0	2936.0	1238.0	1212.0	2390.0	708.0	1909.0	94.0	2360.0	13629.0	4328.0
BRCA2_E23_STA100635	8723.0	4552.0	5654.0	10589.0	5650.0	13442.0	2513.0	5356.0	8320.0	1184.0	4412.0	4579.0	5459.0	8839.0	8110.0	2026.0	10959.0	3865.0	8368.0	5792.0	8986.0	5852.0	2271.0	3246.0	4855.0	1569.0	4028.0	185.0	4245.0	21350.0	10987.0
BRCA2_E23_STA100636	6356.0	3014.0	4737.0	6226.0	3301.0	8080.0	1486.0	3333.0	5327.0	712.0	2589.0	2557.0	3732.0	4804.0	4967.0	1096.0	6839.0	2919.0	4603.0	3828.0	6557.0	3952.0	1627.0	1940.0	3673.0	578.0	2832.0	98.0	2787.0	16013.0	5853.0
BRCA2_E23_STA100637	6356.0	3014.0	4737.0	6226.0	3301.0	8080.0	1486.0	3333.0	5327.0	712.0	2589.0	2557.0	3732.0	4804.0	4967.0	1096.0	6839.0	2919.0	4603.0	3828.0	6557.0	3952.0	1627.0	1940.0	3673.0	578.0	2832.0	98.0	2787.0	16013.0	5853.0
BRCA2_E24_STA100638	12076.0	6095.0	8453.0	12607.0	5716.0	16073.0	3244.0	6662.0	10961.0	1670.0	4735.0	4997.0	6721.0	9797.0	9068.0	2125.0	12778.0	5255.0	9252.0	7568.0	12616.0	7965.0	2571.0	3458.0	7126.0	1300.0	4605.0	145.0	5382.0	28194.0	11532.0
BRCA2_E24_STA100639	3168.0	1543.0	2219.0	3442.0	1936.0	4704.0	891.0	1436.0	3020.0	456.0	1732.0	1615.0	2374.0	3859.0	2939.0	767.0	3727.0	1356.0	2645.0	2207.0	3531.0	2084.0	913.0	1147.0	1957.0	507.0	1354.0	80.0	1722.0	9286.0	3151.0
BRCA2_E25_STA100640	4188.0	1148.0	3163.0	7368.0	3195.0	9278.0	1739.0	2784.0	5597.0	424.0	2813.0	2804.0	3516.0	5471.0	4653.0	1366.0	6972.0	2039.0	4749.0	3680.0	5309.0	4630.0	1821.0	2228.0	2139.0	852.0	2722.0	284.0	2369.0	9093.0	8513.0
BRCA2_E25_STA101752	4370.0	2397.0	3110.0	5193.0	2554.0	7099.0	1148.0	2430.0	4364.0	619.0	2265.0	2167.0	2581.0	3721.0	3958.0	898.0	5338.0	2045.0	2139.0	2517.0	4454.0	3072.0	1320.0	1689.0	2926.0	299.0	1936.0	128.0	1985.0	8912.0	4831.0
BRCA2_E25_STA100642	13606.0	7199.0	9251.0	13818.0	8836.0	19968.0	3253.0	7714.0	13979.0	1197.0	5433.0	5842.0	8103.0	10863.0	10929.0	2717.0	16180.0	6913.0	11086.0	8311.0	13489.0	9088.0	3612.0	4745.0	9118.0	1696.0	6159.0	233.0	6337.0	29446.0	15470.0
BRCA2_E25_STA100643	14974.0	10678.0	12015.0	20153.0	9898.0	24118.0	4913.0	9316.0	17409.0	915.0	8066.0	7953.0	9758.0	15129.0	14867.0	4252.0	19231.0	8132.0	14275.0	10560.0	15616.0	12552.0	5492.0	6269.0	8573.0	1926.0	7820.0	403.0	9167.0	27035.0	23469.0
BRCA2_E25_STA100644	4673.0	2363.0	3371.0	4875.0	2949.0	6266.0	1407.0	2315.0	5062.0	602.0	2552.0	2417.0	3493.0	4899.0	4652.0	1157.0	6259.0	2151.0	4290.0	3691.0	5595.0	3642.0	1446.0	1640.0	2108.0	856.0	2257.0	89.0	2408.0	13886.0	5399.0
BRCA2_E26_STA100645	32865.0	17815.0	20296.0	33229.0	15523.0	39581.0	8220.0	17138.0	32233.0	2416.0	13614.0	15490.0	20610.0	25977.0	26641.0	6797.0	34323.0	12488.0	23774.0	19149.0	28313.0	23566.0	7531.0	9700.0	19506.0	4499.0	13071.0	512.0	15787.0	72754.0	37315.0
BRCA2_E26_STA100646	15198.0	10290.0	10562.0	21378.0	10317.0	26643.0	5265.0	8948.0	20756.0	1339.0	8327.0	9647.0	12586.0	19631.0	16216.0	3783.0	20372.0	6754.0	15787.0	12120.0	16119.0	13944.0	5217.0	6689.0	8375.0	2454.0	8532.0	586.0	9914.0	31101.0	24745.0
BRCA2_E0_STA100647	13814.0	5818.0	7340.0	11896.0	8188.0	17837.0	3993.0	6752.0	14607.0	2360.0	6146.0	7096.0	10061.0	11365.0	12803.0	3200.0	16068.0	5367.0	12020.0	8059.0	13866.0	9361.0	3220.0	4392.0	6923.0	2096.0	5886.0	364.0	7688.0	46592.0	14846.0
BRCA2_E27_STA100648	9742.0	2601.0	7121.0	10977.0	5061.0	15990.0	2843.0	4087.0	9955.0	860.0	5118.0	4705.0	6479.0	7873.0	7864.0	2036.0	5783.0	5198.0	7785.0	6478.0	10297.0	7038.0	1602.0	3507.0	6637.0	1018.0	5319.0	348.0	4599.0	24160.0	12267.0
BRCA2_E27_STA100649	2028.0	1346.0	1207.0	3083.0	1867.0	4079.0	787.0	1116.0	2716.0	92.0	1518.0	1464.0	2179.0	3017.0	2911.0	928.0	3847.0	1115.0	2387.0	1852.0	1964.0	1767.0	1000.0	748.0	1058.0	426.0	1342.0	56.0	1297.0	3556.0	3597.0
BRCA2_E27_STA100650	26006.0	14779.0	17261.0	27670.0	14988.0	36528.0	7272.0	13578.0	27499.0	2139.0	12688.0	14089.0	19023.0	23072.0	23825.0	5485.0	28573.0	11827.0	23235.0	18298.0	21800.0	17903.0	5942.0	7553.0	14418.0	3178.0	13044.0	818.0	13483.0	55746.0	33163.0
BRCA2_E27_STA100651	12953.0	6574.0	9729.0	14785.0	6477.0	17429.0	3093.0	7176.0	12188.0	1283.0	5442.0	6487.0	7799.0	10981.0	10365.0	2335.0	14421.0	6124.0	10113.0	8552.0	13212.0	8873.0	3069.0	3906.0	8307.0	1563.0	5900.0	218.0	5656.0	28312.0	14697.0
BRCA2_E27_STA100652	5610.0	3115.0	3890.0	8524.0	4625.0	12692.0	2271.0	2845.0	8823.0	329.0	4120.0	3633.0	5573.0	10119.0	7851.0	2457.0	10635.0	3909.0	5246.0	6871.0	5984.0	6192.0	3408.0	2135.0	3297.0	1156.0	4256.0	278.0	3750.0	12085.0	9912.0
BRCA2_E27_STA100653	27321.0	15185.0	19758.0	30429.0	13271.0	37313.0	7315.0	15065.0	25701.0	1528.0	10611.0	14209.0	15936.0	24245.0	22662.0	6833.0	30666.0	13249.0	22888.0	16130.0	22297.0	22306.0	8793.0	8240.0	15204.0	3180.0	12354.0	360.0	13575.0	48994.0	36137.0
BRCA2_E27_STA100654	8375.0	2342.0	5539.0	9875.0	4699.0	12456.0	2260.0	5500.0	7806.0	1134.0	4412.0	4379.0	4956.0	6927.0	7005.0	1579.0	9469.0	4650.0	6375.0	5249.0	8984.0	6329.0	2323.0	2609.0	4469.0	1109.0	4014.0	162.0	4084.0	14729.0	10196.0
RB1_E2_STA100657	506.0	234.0	316.0	668.0	483.0	902.0	98.0	354.0	538.0	66.0	418.0	364.0	356.0	745.0	563.0	104.0	868.0	215.0	392.0	416.0	822.0	540.0	235.0	212.0	86.0	88.0	291.0	32.0	222.0	1180.0	770.0
RB1_E2_STA100658	7466.0	2658.0	3889.0	5956.0	3711.0	8823.0	1181.0	3589.0	5667.0	902.0	2781.0	2710.0	4373.0	6493.0	5335.0	1116.0	7901.0	2709.0	3797.0	4549.0	7057.0	3856.0	1566.0	1814.0	1042.0	799.0	2201.0	116.0	3068.0	19615.0	6238.0
RB1_E2_STA100659	4706.0	1806.0	2461.0	4034.0	1762.0	4451.0	420.0	1955.0	3325.0	665.0	1159.0	1797.0	1938.0	2957.0	2427.0	626.0	3824.0	1883.0	2166.0	2238.0	4679.0	2285.0	992.0	1008.0	611.0	360.0	1265.0	120.0	1619.0	11327.0	3729.0
RB1_E3_STA100660	6767.0	2762.0	3675.0	6056.0	4031.0	8014.0	1151.0	3341.0	5912.0	1067.0	3004.0	2703.0	3833.0	4469.0	4705.0	1249.0	7266.0	2497.0	4163.0	3635.0	6294.0	3815.0	1288.0	1843.0	685.0	1031.0	2853.0	76.0	2872.0	15390.0	6325.0
RB1_E3_STA100661	5748.0	2585.0	3728.0	5241.0	2451.0	6321.0	835.0	2782.0	5079.0	484.0	2369.0	2316.0	2744.0	3683.0	3622.0	1016.0	5474.0	2548.0	3764.0	2728.0	4997.0	3263.0	1103.0	2176.0	632.0	1034.0	2442.0	118.0	2062.0	10690.0	5494.0
RB1_E4_STA101840	12268.0	4722.0	6984.0	10081.0	5125.0	10922.0	1616.0	5891.0	8129.0	1125.0	3969.0	3491.0	5499.0	6959.0	6656.0	1584.0	9849.0	3432.0	5862.0	5137.0	10183.0	4867.0	2112.0	3074.0	1435.0	1327.0	3807.0	352.0	4246.0	25487.0	8834.0
RB1_E4_STA101833	3453.0	1498.0	2139.0	3019.0	1718.0	4685.0	408.0	1587.0	2864.0	416.0	1427.0	1388.0	1897.0	2370.0	2531.0	590.0	3295.0	890.0	1977.0	1896.0	3128.0	1871.0	955.0	814.0	497.0	353.0	1307.0	82.0	1117.0	7051.0	2612.0
RB1_E4_STA100664	2204.0	1018.0	1370.0	2268.0	1511.0	3146.0	370.0	1196.0	2026.0	326.0	1078.0	832.0	1317.0	2067.0	1637.0	356.0	2356.0	804.0	1473.0	1641.0	2356.0	1360.0	712.0	673.0	196.0	434.0	913.0	52.0	996.0	5637.0	2313.0
RB1_E5_STA102086	3093.0	1391.0	2391.0	3612.0	1504.0	3848.0	502.0	1941.0	2588.0	322.0	1591.0	1075.0	1522.0	2250.0	2376.0	652.0	3147.0	1317.0	2361.0	1540.0	3244.0	1861.0	662.0	1097.0	629.0	296.0	1227.0	92.0	1281.0	6196.0	2820.0
RB1_E5_STA100666	7447.0	2776.0	3259.0	5083.0	4303.0	9302.0	1178.0	3456.0	5678.0	1119.0	2477.0	2035.0	3922.0	5042.0	5449.0	1308.0	6974.0	2677.0	4759.0	3839.0	5758.0	3542.0	1194.0	1863.0	632.0	855.0	2506.0	88.0	2871.0	17530.0	5915.0
RB1_E6_STA100667	11040.0	4092.0	5895.0	6510.0	5383.0	10669.0	1791.0	5281.0	7256.0	1606.0	4129.0	3203.0	4386.0	6009.0	6057.0	1461.0	9039.0	3557.0	4995.0	4384.0	8736.0	4772.0	1974.0	3425.0	1206.0	1352.0	3652.0	222.0	3633.0	24204.0	8853.0
RB1_E6_STA100668	24405.0	9537.0	13593.0	18824.0	10890.0	25180.0	3829.0	10272.0	18130.0	3518.0	9886.0	8049.0	12040.0	15600.0	14561.0	3382.0	20105.0	8730.0	14343.0	11839.0	21855.0	10880.0	4303.0	8070.0	2817.0	3049.0	8148.0	466.0	9821.0	61495.0	20234.0
RB1_E7_STA100669	10671.0	4335.0	6079.0	8898.0	5787.0	10233.0	1737.0	5273.0	8244.0	1838.0	4519.0	4003.0	4823.0	6589.0	6322.0	1472.0	9300.0	4443.0	6486.0	5445.0	9384.0	5752.0	1703.0	3162.0	930.0	1525.0	3318.0	180.0	3627.0	23499.0	8787.0
RB1_E7_STA100670	6806.0	2860.0	4032.0	6155.0	3145.0	6995.0	1012.0	2980.0	5674.0	948.0	2846.0	2620.0	3133.0	4672.0	4175.0	979.0	6636.0	2735.0	3927.0	3508.0	5771.0	3609.0	1612.0	2216.0	784.0	768.0	2477.0	120.0	2732.0	13560.0	6104.0
RB1_E8_STA100671	9808.0	3647.0	5040.0	7548.0	4173.0	9160.0	353.0	4138.0	6073.0	1266.0	3090.0	2787.0	4127.0	5689.0	5506.0	1316.0	7698.0	2899.0	5330.0	4846.0	8299.0	4235.0	1628.0	2075.0	1036.0	955.0	2934.0	116.0	3097.0	22112.0	7140.0
RB1_E8_STA100672	3251.0	1649.0	1897.0	3004.0	1945.0	4234.0	88.0	1925.0	971.0	341.0	1387.0	1160.0	1707.0	2681.0	2427.0	649.0	3502.0	1481.0	2143.0	1907.0	2558.0	1762.0	566.0	871.0	546.0	472.0	1253.0	56.0	1380.0	7401.0	3118.0
RB1_E9_STA100674	3785.0	1447.0	2181.0	3161.0	2061.0	4570.0	520.0	1684.0	2859.0	613.0	1500.0	1480.0	1490.0	2888.0	2661.0	697.0	4050.0	1263.0	2696.0	2026.0	3709.0	2202.0	777.0	1054.0	459.0	404.0	1305.0	36.0	1322.0	9348.0	3863.0
RB1_E9_STA100675	8059.0	2910.0	4193.0	6338.0	4393.0	10294.0	1130.0	3216.0	6937.0	716.0	3149.0	2486.0	4389.0	6144.0	5731.0	1562.0	8939.0	2536.0	5251.0	4423.0	7201.0	4391.0	1711.0	2143.0	878.0	782.0	2903.0	146.0	3220.0	17225.0	7206.0
RB1_E10_STA100676	3537.0	1636.0	2255.0	3523.0	1845.0	3809.0	611.0	1889.0	2448.0	364.0	1226.0	1252.0	1414.0	2436.0	2251.0	638.0	3434.0	1340.0	2117.0	1991.0	3276.0	1936.0	606.0	931.0	364.0	396.0	1448.0	108.0	1670.0	6361.0	3885.0
RB1_E10_STA100677	6136.0	2280.0	3508.0	5214.0	3119.0	7060.0	784.0	3068.0	4263.0	705.0	1810.0	1909.0	3110.0	4283.0	3273.0	770.0	5441.0	2144.0	3408.0	2716.0	5401.0	2792.0	1212.0	1708.0	746.0	734.0	1957.0	102.0	2053.0	13282.0	4634.0
RB1_E11_STA100678	1932.0	966.0	1231.0	2246.0	1215.0	3093.0	299.0	1300.0	1710.0	452.0	1019.0	944.0	1332.0	1897.0	1558.0	197.0	2418.0	1137.0	1531.0	1354.0	2115.0	1515.0	475.0	612.0	200.0	252.0	946.0	50.0	871.0	4562.0	2451.0
RB1_E11_STA101836	3040.0	1138.0	1566.0	2139.0	1640.0	4225.0	292.0	1099.0	2258.0	410.0	1015.0	986.0	1533.0	2460.0	2278.0	590.0	3334.0	1406.0	1574.0	1652.0	2561.0	1436.0	656.0	753.0	357.0	272.0	1093.0	80.0	1218.0	7942.0	2219.0
RB1_E12_STA100680	2303.0	1520.0	1867.0	3716.0	1322.0	3341.0	530.0	1189.0	2516.0	118.0	1607.0	1316.0	1273.0	1795.0	2042.0	482.0	3413.0	1253.0	1596.0	1343.0	2516.0	1803.0	821.0	829.0	324.0	663.0	1081.0	79.0	1299.0	3542.0	4077.0
RB1_E12_STA100681	4827.0	1999.0	2814.0	4557.0	2709.0	6744.0	708.0	2585.0	4178.0	750.0	2593.0	1943.0	2434.0	3972.0	3534.0	760.0	5155.0	2106.0	3162.0	2710.0	5444.0	2902.0	1244.0	1558.0	548.0	608.0	1744.0	102.0	1962.0	11601.0	4428.0
RB1_E13_STA100682	18410.0	7164.0	9275.0	14794.0	7559.0	16684.0	2092.0	8303.0	12119.0	1601.0	5178.0	5809.0	7631.0	9986.0	10351.0	2583.0	14022.0	5333.0	10583.0	8913.0	12221.0	8884.0	3270.0	4037.0	1990.0	1714.0	5842.0	228.0	6279.0	36451.0	14443.0
RB1_E13_STA101824	4077.0	1745.0	2328.0	3702.0	2429.0	6308.0	547.0	2006.0	4006.0	504.0	1719.0	1715.0	2600.0	3774.0	3970.0	883.0	4844.0	1641.0	2808.0	2584.0	3842.0	2688.0	881.0	1228.0	468.0	545.0	1834.0	184.0	1504.0	10306.0	4061.0
