	D20D02433	D20D02436T	D20D02444	D20D02445T	G20D02417	G20D02460	K20D02437	M20D02448	M20D02474	N20D02449	N20D02451	N20D02452	P20D02439	P20D02450	P20D02453	P20D02454	P20D02455	P20D02456	P20D02459	P20D02464	P20D02465	P20D02469	P20D02471	S20D02363	S20D02435	S20D02473	T20D02402	U20D02442	U20D02443	X20D02423	X20D02457
PIK3CA_E6_STA101393	4153.0	1798.0	2233.0	2523.0	1514.0	5391.0	517.0	1281.0	2840.0	504.0	1828.0	3001.0	3194.0	2892.0	3624.0	791.0	3744.0	1771.0	2126.0	2694.0	3924.0	2853.0	1550.0	892.0	3177.0	387.0	1350.0	112.0	1827.0	9153.0	3845.0
PIK3CA_E7_STA101394	3371.0	1865.0	2792.0	2751.0	2493.0	5708.0	661.0	2157.0	4280.0	496.0	1884.0	3115.0	4353.0	4178.0	3841.0	1271.0	5422.0	1361.0	3053.0	3227.0	4316.0	3709.0	1858.0	1429.0	2794.0	633.0	2196.0	92.0	1935.0	9086.0	4848.0
PIK3CA_E8_STA101395	4681.0	2260.0	4205.0	3884.0	3144.0	6863.0	1230.0	2312.0	4825.0	502.0	2598.0	3604.0	5041.0	5331.0	4469.0	1137.0	5971.0	2278.0	3831.0	3403.0	5145.0	4234.0	2488.0	1908.0	4339.0	684.0	2619.0	70.0	2731.0	11739.0	6447.0
PIK3CA_E9_STA101396	11939.0	6704.0	8488.0	9280.0	6842.0	16203.0	1629.0	5295.0	11140.0	1223.0	5520.0	8126.0	10022.0	9496.0	10930.0	2428.0	13155.0	5270.0	9483.0	7706.0	11698.0	9707.0	4713.0	4311.0	9371.0	1607.0	5629.0	202.0	5270.0	25842.0	13157.0
PIK3CA_E10_STA100188	1546.0	847.0	1308.0	1587.0	1410.0	3094.0	338.0	911.0	1972.0	338.0	1364.0	1358.0	2311.0	1983.0	2196.0	552.0	2736.0	1083.0	1693.0	1466.0	2501.0	1546.0	917.0	763.0	1344.0	329.0	822.0	50.0	951.0	5373.0	2346.0
PIK3CA_E10_STA101626	2172.0	990.0	1731.0	1869.0	1401.0	3162.0	354.0	928.0	2056.0	274.0	1063.0	1326.0	2075.0	2042.0	1980.0	429.0	2851.0	1199.0	1631.0	1373.0	2526.0	1663.0	793.0	946.0	1907.0	365.0	840.0	80.0	934.0	4749.0	2327.0
PIK3CA_E10_STA100190	4788.0	2815.0	3854.0	3607.0	4557.0	10365.0	1502.0	2517.0	6230.0	495.0	2834.0	4394.0	6350.0	6346.0	7098.0	1760.0	7792.0	2715.0	4809.0	4165.0	5607.0	4854.0	2854.0	2060.0	3698.0	917.0	2814.0	138.0	3081.0	13006.0	7078.0
PIK3CA_E11_STA100191	5375.0	3394.0	3938.0	5418.0	3589.0	9056.0	1177.0	3360.0	5852.0	790.0	3229.0	4516.0	4998.0	5110.0	5744.0	1494.0	7045.0	2940.0	4776.0	3804.0	6201.0	4911.0	2922.0	2252.0	4338.0	1036.0	2668.0	238.0	2570.0	11026.0	7846.0
PIK3CA_E11_STA100192	4901.0	2896.0	3922.0	3721.0	2870.0	6735.0	914.0	2128.0	5029.0	580.0	2137.0	3098.0	4678.0	4653.0	4252.0	877.0	6169.0	2753.0	3396.0	3218.0	5182.0	3774.0	2657.0	1825.0	4658.0	808.0	2143.0	153.0	2234.0	12630.0	5826.0
PIK3CA_E12_STA101397	8876.0	5065.0	6856.0	7225.0	6423.0	14428.0	1933.0	4410.0	9886.0	1231.0	5018.0	5863.0	9802.0	8619.0	9168.0	2220.0	11750.0	4606.0	8659.0	6617.0	9993.0	9022.0	4755.0	3986.0	7210.0	1208.0	4572.0	260.0	4928.0	22659.0	12275.0
PIK3CA_E14_STA101649	12634.0	6105.0	8471.0	7954.0	7401.0	15588.0	2055.0	5856.0	11505.0	1346.0	4878.0	8676.0	9785.0	9683.0	10577.0	2735.0	13638.0	6224.0	9555.0	7458.0	10960.0	9630.0	4795.0	3743.0	9632.0	1778.0	4964.0	411.0	5899.0	24618.0	12685.0
PIK3CA_E15_STA101650	10423.0	2544.0	8186.0	7688.0	5267.0	14349.0	1757.0	4154.0	11002.0	827.0	4393.0	7144.0	9218.0	9539.0	9949.0	2387.0	11802.0	5391.0	8429.0	6070.0	10538.0	7937.0	4363.0	3212.0	8107.0	1060.0	4510.0	321.0	4825.0	20709.0	11551.0
PIK3CA_E16_STA101401	8426.0	3979.0	5915.0	5915.0	4760.0	11709.0	1425.0	3063.0	8082.0	875.0	3644.0	5958.0	7769.0	7475.0	7796.0	1728.0	9934.0	4085.0	6181.0	5265.0	8874.0	6300.0	4291.0	3193.0	6732.0	1266.0	3381.0	125.0	3846.0	20659.0	9389.0
PIK3CA_E17_STA101402	10446.0	4068.0	6498.0	6282.0	6671.0	16342.0	1840.0	4124.0	11282.0	1400.0	5480.0	7457.0	11842.0	11019.0	12587.0	3834.0	14949.0	5424.0	9046.0	7689.0	11012.0	9717.0	6543.0	3359.0	6837.0	1650.0	4605.0	242.0	6022.0	28084.0	12003.0
PIK3CA_E18_STA101403	18852.0	9219.0	11669.0	12824.0	9516.0	21158.0	3012.0	7433.0	15716.0	1248.0	6933.0	13168.0	14526.0	15146.0	16199.0	3432.0	18585.0	8216.0	15219.0	10836.0	15114.0	14057.0	6576.0	6360.0	14284.0	1860.0	7738.0	152.0	8602.0	33235.0	19099.0
PIK3CA_E19_STA101404	5806.0	3045.0	3104.0	3890.0	3387.0	8503.0	1104.0	2616.0	5909.0	532.0	2731.0	3541.0	6034.0	5807.0	5907.0	1471.0	7142.0	2862.0	4046.0	4525.0	6039.0	4426.0	2869.0	1563.0	4354.0	777.0	2156.0	130.0	2953.0	14735.0	5998.0
PIK3CA_E20_STA101405	17833.0	6917.0	10690.0	10878.0	8089.0	23399.0	2067.0	6418.0	14806.0	1476.0	7138.0	11152.0	14493.0	15033.0	14573.0	3669.0	16536.0	9231.0	11263.0	11316.0	17244.0	12494.0	7213.0	3815.0	16184.0	1759.0	5899.0	344.0	7216.0	40259.0	16342.0
PIK3CA_E21_STA101406	9757.0	4933.0	6959.0	6600.0	6465.0	13446.0	1786.0	4290.0	9913.0	1010.0	4248.0	7398.0	8936.0	9383.0	9591.0	2267.0	11581.0	5218.0	8186.0	7625.0	10238.0	8928.0	4874.0	3899.0	7276.0	1549.0	4731.0	294.0	4584.0	21163.0	10757.0
PIK3CA_E21_STA100194	10135.0	5881.0	6903.0	8051.0	6663.0	13786.0	1970.0	4867.0	9603.0	1849.0	4588.0	7893.0	9374.0	8866.0	10159.0	2724.0	10976.0	6003.0	8859.0	6835.0	10169.0	9008.0	4483.0	3375.0	7562.0	1520.0	4985.0	162.0	4783.0	23154.0	12262.0
PIK3CA_E21_STA100195	17464.0	9096.0	12143.0	13752.0	10045.0	23923.0	2529.0	7314.0	16864.0	1539.0	6086.0	12807.0	16489.0	14426.0	16660.0	3390.0	19748.0	11027.0	13838.0	10618.0	17619.0	15523.0	7700.0	5339.0	15570.0	2696.0	8100.0	382.0	8227.0	38998.0	19871.0
PIK3CA_E21_STA100196	1393.0	929.0	1138.0	1456.0	1408.0	3416.0	436.0	747.0	2623.0	178.0	986.0	1488.0	2382.0	2486.0	2669.0	642.0	2798.0	1025.0	1622.0	1687.0	1940.0	1926.0	1286.0	560.0	1506.0	405.0	1150.0	46.0	1180.0	2980.0	2541.0
FGFR3_E3_STA101676	5948.0	2329.0	3301.0	2251.0	752.0	7976.0	377.0	1414.0	2825.0	306.0	4236.0	6530.0	3789.0	6222.0	5895.0	1453.0	3900.0	1747.0	1013.0	5513.0	10310.0	3436.0	1828.0	493.0	3620.0	232.0	1248.0	262.0	3180.0	30521.0	3572.0
FGFR3_E4_STA101409	3911.0	962.0	2248.0	1576.0	365.0	4866.0	149.0	779.0	1413.0	149.0	1723.0	3429.0	1942.0	3270.0	3088.0	860.0	2035.0	1054.0	564.0	2558.0	5695.0	1800.0	1293.0	317.0	2647.0	125.0	502.0	75.0	1395.0	15763.0	2494.0
FGFR3_E5_STA101410	8530.0	2531.0	4733.0	3963.0	655.0	11776.0	403.0	1729.0	3067.0	211.0	5108.0	7078.0	3750.0	8569.0	6650.0	1942.0	3962.0	2188.0	836.0	6931.0	14100.0	4375.0	3048.0	734.0	6273.0	368.0	1147.0	239.0	3489.0	35223.0	5009.0
FGFR3_E6_STA101711	2593.0	446.0	1333.0	636.0	280.0	2170.0	225.0	693.0	593.0	330.0	1891.0	2407.0	793.0	2401.0	1169.0	262.0	813.0	984.0	255.0	2138.0	4997.0	896.0	1084.0	276.0	1493.0	77.0	467.0	69.0	1100.0	13872.0	1178.0
FGFR3_E7_STA102020	4554.0	1436.0	2263.0	1739.0	430.0	5362.0	320.0	979.0	1743.0	194.0	2620.0	4151.0	2608.0	5592.0	4420.0	1017.0	2387.0	1383.0	776.0	3690.0	6551.0	2549.0	1699.0	505.0	2808.0	178.0	764.0	165.0	1856.0	19487.0	3144.0
FGFR3_E7_STA103215	4285.0	1067.0	2080.0	1641.0	462.0	7015.0	265.0	832.0	1963.0	306.0	2520.0	4467.0	2549.0	5201.0	4683.0	1357.0	2320.0	1818.0	534.0	4106.0	7915.0	2326.0	1597.0	426.0	3014.0	208.0	657.0	112.0	1838.0	24417.0	2833.0
FGFR3_E7_STA101724	1965.0	483.0	1011.0	787.0	227.0	3635.0	110.0	378.0	1096.0	192.0	1246.0	2168.0	1179.0	2552.0	2423.0	698.0	1027.0	1003.0	250.0	1936.0	4077.0	1061.0	878.0	162.0	1528.0	80.0	302.0	70.0	780.0	12558.0	1540.0
FGFR3_E8_STA102041	1322.0	413.0	640.0	715.0	149.0	2304.0	114.0	419.0	662.0	93.0	1144.0	1391.0	828.0	1709.0	1255.0	388.0	944.0	469.0	144.0	1318.0	2642.0	1023.0	628.0	145.0	934.0	63.0	267.0	29.0	648.0	6352.0	1203.0
FGFR3_E9_STA101705	1250.0	178.0	563.0	407.0	77.0	1226.0	36.0	319.0	314.0	39.0	813.0	929.0	369.0	1044.0	540.0	268.0	502.0	375.0	150.0	738.0	1615.0	363.0	335.0	78.0	654.0	41.0	153.0	50.0	361.0	3953.0	424.0
FGFR3_E9_STA100201	6748.0	2024.0	3206.0	2606.0	621.0	6773.0	243.0	1244.0	2649.0	373.0	3299.0	4742.0	3087.0	6999.0	5689.0	1138.0	3367.0	2018.0	600.0	4510.0	9260.0	3408.0	2206.0	520.0	4155.0	298.0	740.0	284.0	2291.0	28938.0	4623.0
FGFR3_E9_STA101708	2506.0	938.0	1275.0	1267.0	237.0	3355.0	165.0	652.0	1140.0	125.0	1909.0	2393.0	1535.0	2691.0	2369.0	482.0	1282.0	854.0	326.0	1976.0	3873.0	1711.0	1213.0	194.0	1598.0	45.0	403.0	63.0	1060.0	11274.0	1853.0
FGFR3_E10_STA101413	2250.0	754.0	1397.0	1057.0	182.0	2667.0	120.0	603.0	911.0	117.0	1758.0	2329.0	1095.0	2261.0	1837.0	581.0	1044.0	607.0	293.0	1736.0	3975.0	1668.0	823.0	195.0	1343.0	108.0	405.0	70.0	1014.0	7949.0	1447.0
FGFR3_E11_STA101414	3565.0	1026.0	1880.0	1226.0	415.0	4987.0	230.0	701.0	1685.0	212.0	2235.0	3333.0	1797.0	4567.0	3594.0	1110.0	2120.0	747.0	533.0	3027.0	6229.0	1643.0	1117.0	310.0	1918.0	60.0	552.0	166.0	1683.0	15896.0	2731.0
FGFR3_E13_STA101416	3202.0	1227.0	1830.0	1344.0	331.0	4375.0	106.0	596.0	1280.0	140.0	1673.0	2558.0	1602.0	2778.0	2733.0	788.0	1708.0	1229.0	348.0	2256.0	4963.0	1371.0	938.0	314.0	2416.0	56.0	397.0	110.0	1423.0	13832.0	2017.0
FGFR3_E14_STA101714	1829.0	623.0	889.0	695.0	251.0	3084.0	93.0	430.0	1125.0	111.0	1069.0	1559.0	1016.0	1853.0	1852.0	595.0	1074.0	584.0	333.0	1755.0	3064.0	984.0	741.0	111.0	1214.0	39.0	314.0	36.0	938.0	8979.0	1208.0
FGFR3_E14_STA101712	1901.0	611.0	1011.0	948.0	226.0	2012.0	121.0	677.0	850.0	209.0	951.0	1530.0	749.0	1280.0	1202.0	384.0	760.0	525.0	209.0	1407.0	3129.0	1029.0	440.0	185.0	885.0	116.0	372.0	82.0	764.0	8054.0	1187.0
FGFR3_E15_STA101417	670.0	166.0	288.0	298.0	115.0	1031.0	67.0	196.0	329.0	47.0	658.0	727.0	274.0	1031.0	546.0	235.0	518.0	241.0	70.0	765.0	1452.0	352.0	213.0	59.0	365.0	37.0	142.0	28.0	415.0	2764.0	388.0
FGFR3_E16_STA101722	1586.0	535.0	860.0	628.0	169.0	1960.0	96.0	492.0	847.0	76.0	911.0	1473.0	766.0	1782.0	1421.0	374.0	1128.0	559.0	277.0	1190.0	2832.0	970.0	526.0	176.0	1140.0	40.0	289.0	46.0	682.0	7576.0	1276.0
FGFR3_E17_STA101418	3093.0	1205.0	1522.0	1173.0	298.0	3424.0	91.0	648.0	1284.0	195.0	1813.0	2741.0	1257.0	2228.0	1972.0	712.0	1768.0	1482.0	411.0	2191.0	4014.0	1367.0	1296.0	228.0	1982.0	166.0	501.0	119.0	1266.0	11048.0	2407.0
FGFR3_E18_STA101419	4177.0	1879.0	2425.0	1989.0	600.0	5918.0	223.0	1242.0	2388.0	316.0	2443.0	4383.0	2554.0	4240.0	4005.0	928.0	2603.0	1420.0	673.0	3263.0	7094.0	2334.0	1441.0	410.0	2670.0	209.0	734.0	130.0	2089.0	17850.0	3274.0
PDGFRA_E2_STA101420	6390.0	3728.0	4234.0	4937.0	3467.0	10445.0	1059.0	2470.0	6689.0	266.0	3001.0	8563.0	7141.0	5906.0	7789.0	1800.0	7648.0	3951.0	4856.0	5710.0	5882.0	5808.0	2780.0	1589.0	4160.0	703.0	2950.0	79.0	2893.0	13177.0	8252.0
PDGFRA_E3_STA101421	16750.0	8530.0	11080.0	12053.0	8193.0	23723.0	2378.0	6186.0	15751.0	540.0	6480.0	23052.0	17957.0	14855.0	18961.0	4227.0	17445.0	8248.0	10918.0	12704.0	15153.0	15147.0	7015.0	3798.0	10770.0	1723.0	6330.0	187.0	8660.0	57316.0	19970.0
PDGFRA_E4_STA101422	12596.0	7389.0	7852.0	9563.0	7524.0	21087.0	2470.0	5760.0	13622.0	561.0	6383.0	19248.0	16853.0	13800.0	15816.0	3525.0	16132.0	8109.0	11621.0	10821.0	11888.0	12487.0	6821.0	4282.0	7757.0	1313.0	6626.0	297.0	7289.0	31355.0	19329.0
PDGFRA_E5_STA101423	5008.0	4178.0	4112.0	6203.0	4172.0	13313.0	1674.0	2870.0	7452.0	164.0	4058.0	11967.0	9295.0	8144.0	10144.0	2137.0	8643.0	3706.0	6805.0	6390.0	6453.0	7936.0	4609.0	2598.0	3578.0	994.0	4303.0	98.0	3764.0	12268.0	13122.0
PDGFRA_E6_STA101424	4572.0	2249.0	3133.0	3575.0	3542.0	9309.0	816.0	1904.0	5884.0	234.0	2115.0	7113.0	6882.0	5672.0	7236.0	1489.0	6948.0	3765.0	4259.0	4213.0	5275.0	5072.0	2775.0	1279.0	2701.0	633.0	2713.0	112.0	2507.0	12297.0	6436.0
PDGFRA_E7_STA101425	5295.0	2728.0	3661.0	3741.0	3776.0	11730.0	956.0	2154.0	7385.0	180.0	2950.0	8383.0	8307.0	6884.0	8540.0	1842.0	8693.0	3655.0	4728.0	6190.0	6156.0	5356.0	3415.0	1643.0	3453.0	676.0	2982.0	170.0	3148.0	11874.0	7691.0
PDGFRA_E8_STA101426	12439.0	5852.0	6318.0	7853.0	5229.0	17373.0	1743.0	3620.0	12295.0	615.0	4869.0	14225.0	13517.0	10233.0	13927.0	2929.0	12706.0	6483.0	8413.0	8186.0	12762.0	9559.0	5279.0	2740.0	8409.0	1135.0	5186.0	264.0	5494.0	25638.0	13692.0
PDGFRA_E9_STA101427	13692.0	6793.0	8558.0	7881.0	6020.0	16559.0	1938.0	4797.0	11705.0	884.0	5588.0	16891.0	13047.0	10568.0	13573.0	2596.0	12814.0	7002.0	8287.0	9491.0	13951.0	10035.0	5604.0	3195.0	8369.0	1228.0	5660.0	244.0	6311.0	37318.0	13391.0
PDGFRA_E10_STA101428	10944.0	5142.0	6469.0	5964.0	5486.0	18320.0	1123.0	4365.0	10929.0	572.0	4116.0	14306.0	13734.0	10301.0	14925.0	3386.0	13294.0	5158.0	7404.0	9194.0	9886.0	9244.0	4950.0	1929.0	5972.0	1028.0	3827.0	441.0	5597.0	48724.0	11555.0
PDGFRA_E11_STA101429	10766.0	5806.0	6651.0	6570.0	5850.0	15842.0	1455.0	3820.0	11094.0	804.0	5242.0	14487.0	13217.0	11924.0	14223.0	3389.0	12878.0	6097.0	7539.0	10097.0	13641.0	10319.0	5502.0	2279.0	5952.0	912.0	4887.0	327.0	5709.0	31026.0	11881.0
PDGFRA_E12_STA100207	28251.0	15665.0	17618.0	19640.0	16459.0	40267.0	5007.0	10605.0	29142.0	1042.0	11376.0	36787.0	36318.0	27988.0	32463.0	6600.0	32084.0	15825.0	22925.0	20996.0	28451.0	26095.0	14272.0	7253.0	18207.0	2754.0	13995.0	571.0	13310.0	64574.0	35494.0
PDGFRA_E12_STA101616	28336.0	15721.0	17665.0	19699.0	16502.0	40412.0	5024.0	10645.0	29250.0	1046.0	11414.0	36897.0	36446.0	28089.0	32559.0	6629.0	32200.0	15879.0	23004.0	21056.0	28529.0	26182.0	14170.0	7279.0	18261.0	2769.0	13824.0	573.0	13354.0	64793.0	35613.0
PDGFRA_E12_STA100209	15703.0	9485.0	9899.0	10747.0	7822.0	22251.0	2445.0	5750.0	14573.0	575.0	6986.0	20246.0	17218.0	14180.0	18031.0	3735.0	18190.0	8653.0	13221.0	10809.0	14736.0	14075.0	6807.0	4052.0	9653.0	2236.0	6492.0	374.0	7228.0	31461.0	18165.0
PDGFRA_E13_STA101430	6129.0	4656.0	5162.0	4915.0	3417.0	11146.0	895.0	2098.0	7273.0	189.0	3108.0	10191.0	8340.0	6853.0	8229.0	2057.0	8671.0	4271.0	4779.0	5718.0	8343.0	5636.0	3619.0	1921.0	4332.0	761.0	3405.0	162.0	3981.0	18042.0	9664.0
PDGFRA_E14_STA100210	2300.0	1448.0	1659.0	1827.0	1703.0	5365.0	453.0	1122.0	3212.0	192.0	1738.0	3706.0	3923.0	2768.0	4503.0	921.0	3756.0	1981.0	2078.0	2529.0	3451.0	2812.0	1690.0	775.0	1385.0	411.0	1564.0	70.0	1500.0	5379.0	3511.0
PDGFRA_E14_STA100211	9699.0	5692.0	6454.0	7403.0	6103.0	17509.0	1752.0	4027.0	11781.0	452.0	5144.0	14886.0	13953.0	11031.0	15029.0	2885.0	13960.0	6975.0	9225.0	9236.0	12071.0	10207.0	5985.0	3014.0	5359.0	1198.0	5386.0	279.0	5779.0	20564.0	14116.0
PDGFRA_E14_STA100212	11979.0	7311.0	7385.0	8666.0	6510.0	17738.0	2320.0	5520.0	13220.0	756.0	6394.0	17375.0	14518.0	10848.0	15329.0	3086.0	15030.0	7923.0	10702.0	10821.0	14288.0	12550.0	6291.0	3836.0	5728.0	1345.0	5624.0	332.0	5581.0	27047.0	15731.0
PDGFRA_E15_STA101431	9294.0	7842.0	7930.0	10314.0	6300.0	21426.0	2108.0	4479.0	14074.0	399.0	6792.0	20337.0	14462.0	12731.0	16730.0	3812.0	14136.0	8650.0	11687.0	10302.0	13897.0	14493.0	8062.0	4564.0	6886.0	1643.0	7272.0	295.0	6984.0	15643.0	19483.0
PDGFRA_E16_STA101432	14828.0	8742.0	10240.0	11160.0	7705.0	22317.0	3034.0	5390.0	16627.0	326.0	7091.0	21852.0	17994.0	15230.0	18864.0	3551.0	18638.0	8106.0	13413.0	12638.0	16554.0	14447.0	8359.0	5408.0	9100.0	2035.0	7824.0	437.0	7791.0	27861.0	21327.0
PDGFRA_E17_STA101433	13554.0	7258.0	8854.0	10707.0	6560.0	21751.0	1944.0	6198.0	11616.0	575.0	6472.0	18676.0	17122.0	15400.0	16614.0	3741.0	15807.0	7875.0	7551.0	10578.0	15257.0	12563.0	7552.0	3204.0	7634.0	1349.0	6142.0	383.0	7064.0	29690.0	17385.0
PDGFRA_E18_STA100213	9923.0	4947.0	5861.0	6246.0	4095.0	16374.0	1226.0	3267.0	8558.0	461.0	3901.0	13147.0	12233.0	10625.0	13021.0	3074.0	11247.0	5286.0	5578.0	8478.0	10868.0	7776.0	4910.0	1457.0	6074.0	734.0	3661.0	224.0	4831.0	43099.0	11209.0
PDGFRA_E18_STA100214	20885.0	12748.0	13918.0	15218.0	8973.0	32977.0	2665.0	8148.0	17658.0	621.0	8014.0	29103.0	23334.0	19541.0	25283.0	5530.0	22724.0	12360.0	11846.0	15443.0	19972.0	17883.0	9817.0	4615.0	12719.0	2008.0	8477.0	1009.0	10949.0	78521.0	27998.0
PDGFRA_E19_STA101434	2321.0	1789.0	1890.0	2768.0	1620.0	5365.0	482.0	1106.0	3186.0	122.0	2192.0	5796.0	3898.0	3871.0	4010.0	1091.0	4267.0	1681.0	2207.0	2916.0	3361.0	3588.0	2130.0	815.0	1349.0	475.0	1698.0	120.0	1405.0	6981.0	5015.0
PDGFRA_E20_STA101435	13316.0	8867.0	9155.0	10489.0	5354.0	20363.0	1737.0	4561.0	11671.0	493.0	6847.0	20934.0	16151.0	13407.0	15442.0	3969.0	15378.0	6517.0	7464.0	10881.0	13221.0	12430.0	7242.0	3062.0	6929.0	1237.0	5427.0	355.0	7129.0	45220.0	17625.0
PDGFRA_E21_STA101436	6934.0	4822.0	5291.0	6900.0	3674.0	16095.0	1281.0	3037.0	8732.0	326.0	4677.0	13372.0	11837.0	10504.0	11817.0	2844.0	9617.0	4414.0	5725.0	6858.0	8373.0	9143.0	6475.0	1816.0	4253.0	1140.0	4296.0	247.0	5028.0	23220.0	14147.0
PDGFRA_E22_STA101437	17393.0	8976.0	10126.0	13215.0	6746.0	27884.0	1832.0	5554.0	15411.0	601.0	7649.0	23892.0	19637.0	16781.0	20423.0	4383.0	18640.0	7818.0	8665.0	12484.0	15197.0	14360.0	7511.0	3329.0	9139.0	1582.0	7468.0	360.0	7680.0	61086.0	20648.0
PDGFRA_E23_STA101438	8930.0	4722.0	5814.0	6545.0	4292.0	14008.0	1311.0	3372.0	8432.0	365.0	4056.0	13684.0	11581.0	9335.0	12386.0	2407.0	10469.0	4931.0	5309.0	7591.0	9831.0	7867.0	4623.0	1732.0	5378.0	925.0	2780.0	332.0	4771.0	34119.0	13058.0
KIT_E1_STA101439	6564.0	2736.0	3821.0	2792.0	1038.0	10204.0	575.0	1457.0	4721.0	405.0	3658.0	9240.0	8746.0	6533.0	8885.0	1784.0	5921.0	2538.0	1716.0	4843.0	9782.0	4597.0	3664.0	887.0	4106.0	297.0	1381.0	147.0	2826.0	28724.0	3527.0
KIT_E2_STA101440	3561.0	1973.0	2474.0	2408.0	3064.0	8751.0	660.0	1361.0	4833.0	111.0	2283.0	5228.0	5538.0	4632.0	6501.0	1129.0	5116.0	2488.0	3234.0	3851.0	4008.0	3640.0	2534.0	1001.0	2037.0	540.0	1889.0	66.0	2224.0	10639.0	4972.0
KIT_E3_STA101441	5166.0	3138.0	3438.0	4724.0	4073.0	10957.0	1037.0	2043.0	7534.0	237.0	3284.0	8442.0	9357.0	9287.0	10067.0	2109.0	9906.0	3502.0	4408.0	6285.0	5561.0	7237.0	4117.0	1244.0	3125.0	717.0	2680.0	257.0	3823.0	18870.0	9711.0
KIT_E4_STA101442	1979.0	1559.0	1912.0	2151.0	1504.0	4395.0	434.0	1017.0	2707.0	67.0	1831.0	3433.0	2699.0	2696.0	2886.0	744.0	3289.0	1389.0	2352.0	1831.0	2853.0	2711.0	1783.0	849.0	1328.0	368.0	1314.0	124.0	1285.0	2821.0	4466.0
KIT_E5_STA101443	22457.0	12137.0	16304.0	18125.0	16276.0	35371.0	4679.0	11145.0	26251.0	1234.0	10918.0	25293.0	27795.0	23472.0	27396.0	5671.0	28488.0	11935.0	21341.0	16817.0	24688.0	21246.0	10216.0	9140.0	13015.0	3437.0	11039.0	555.0	12681.0	52146.0	30205.0
KIT_E6_STA101444	5917.0	3045.0	3760.0	4705.0	4964.0	11694.0	1390.0	2757.0	7680.0	352.0	3571.0	8314.0	9301.0	8459.0	8806.0	2189.0	9018.0	3435.0	5441.0	6075.0	8345.0	6200.0	3492.0	2004.0	3514.0	838.0	3155.0	126.0	3525.0	14742.0	7712.0
KIT_E7_STA101445	3316.0	2251.0	3131.0	3098.0	1782.0	5094.0	640.0	1426.0	3012.0	175.0	1971.0	5155.0	3654.0	3364.0	4354.0	769.0	4024.0	2915.0	2716.0	3311.0	5541.0	3875.0	1735.0	934.0	1939.0	476.0	1558.0	142.0	1786.0	6312.0	4686.0
KIT_E8_STA100215	7449.0	3987.0	4635.0	5026.0	5328.0	14322.0	1381.0	3342.0	8368.0	659.0	4830.0	11626.0	11189.0	8037.0	10861.0	2729.0	10018.0	4083.0	6114.0	6942.0	8980.0	7598.0	4048.0	1863.0	4223.0	947.0	3032.0	138.0	4669.0	31665.0	9410.0
KIT_E8_STA100216	12528.0	6811.0	8602.0	7513.0	6814.0	16872.0	2122.0	5434.0	11096.0	626.0	6027.0	15570.0	12577.0	11001.0	13533.0	2670.0	11725.0	6847.0	7764.0	9205.0	13922.0	10193.0	5228.0	3286.0	7304.0	1078.0	3934.0	290.0	5947.0	32227.0	13469.0
KIT_E9_STA101621	15631.0	7550.0	10468.0	10584.0	9997.0	24110.0	2490.0	6430.0	15321.0	747.0	5992.0	17665.0	18655.0	14909.0	15732.0	3407.0	16907.0	9088.0	11509.0	11606.0	16526.0	14490.0	7053.0	4636.0	9798.0	1815.0	7283.0	280.0	7955.0	36987.0	17857.0
KIT_E9_STA100218	10130.0	5723.0	7577.0	8756.0	7018.0	17518.0	1886.0	4543.0	11167.0	413.0	5072.0	13182.0	12392.0	10630.0	11796.0	2477.0	12829.0	6633.0	8623.0	8266.0	12026.0	10460.0	5556.0	3242.0	5699.0	1211.0	5380.0	210.0	5152.0	22638.0	13968.0
KIT_E9_STA100219	7549.0	4307.0	5702.0	5702.0	5398.0	12747.0	1458.0	3791.0	8608.0	500.0	3550.0	10011.0	9191.0	7516.0	10084.0	1782.0	10190.0	4768.0	6526.0	6563.0	10055.0	7422.0	4250.0	2678.0	4461.0	900.0	3764.0	222.0	3704.0	18637.0	9762.0
KIT_E10_STA100220	9694.0	4782.0	5840.0	5654.0	6530.0	17730.0	1796.0	3879.0	12905.0	808.0	4418.0	12232.0	12448.0	9100.0	14881.0	2337.0	12382.0	5744.0	9201.0	8248.0	12589.0	8836.0	5350.0	2445.0	5397.0	1288.0	4116.0	174.0	5904.0	35703.0	10982.0
KIT_E10_STA101446	20278.0	11509.0	14339.0	14966.0	11581.0	30608.0	3276.0	8600.0	22433.0	1258.0	10817.0	27509.0	24131.0	19350.0	25066.0	3988.0	24221.0	12653.0	18463.0	16812.0	25007.0	19941.0	9734.0	5930.0	11586.0	2168.0	9757.0	448.0	10082.0	48599.0	25985.0
KIT_E10_STA100221	20278.0	11509.0	14339.0	14966.0	11581.0	30608.0	3276.0	8600.0	22433.0	1258.0	10817.0	27509.0	24131.0	19350.0	25066.0	3988.0	24221.0	12653.0	18463.0	16812.0	25007.0	19941.0	9734.0	5930.0	11586.0	2168.0	9757.0	448.0	10082.0	48599.0	25985.0
KIT_E11_STA100222	4334.0	2398.0	3394.0	3910.0	2982.0	8046.0	737.0	1995.0	5686.0	116.0	2537.0	6564.0	5683.0	4921.0	5920.0	1448.0	6736.0	3346.0	4384.0	4349.0	6750.0	5151.0	2834.0	1596.0	3133.0	722.0	2356.0	166.0	2234.0	10629.0	6363.0
