	19T10717	19T18091	20T33159	D20D02352	E20D02359T	M20D02354	N20D02344	N20D02353	P20D02335	P20D02348	P20D02350	P20D02355	P20D02360	U20D02340	X20D02334	X20D02342	X20D02365
BRCA2_E27_STA100649	1285.0	1170.0	2105.0	1479.0	7808.0	9309.0	390.0	6149.0	6977.0	2087.0	1040.0	2077.0	2228.0	2180.0	5022.0	1414.0	3942.0
BRCA2_E27_STA100650	16707.0	11983.0	26828.0	14670.0	83210.0	80061.0	3245.0	66665.0	69912.0	31999.0	18058.0	24692.0	21528.0	25067.0	59521.0	23183.0	56566.0
BRCA2_E27_STA100651	8059.0	7116.0	13211.0	7864.0	58728.0	37215.0	1772.0	31808.0	33537.0	18861.0	9872.0	13375.0	10726.0	12936.0	31229.0	13747.0	25228.0
BRCA2_E27_STA100652	5346.0	4436.0	7844.0	5219.0	29493.0	27137.0	934.0	20569.0	17443.0	6757.0	4096.0	7340.0	5731.0	7348.0	14893.0	7888.0	14105.0
BRCA2_E27_STA100653	14630.0	11577.0	25234.0	14090.0	96564.0	67403.0	4146.0	56857.0	56921.0	31073.0	15372.0	21584.0	23856.0	20664.0	52177.0	23021.0	55555.0
BRCA2_E27_STA100654	4942.0	4217.0	8404.0	5480.0	33326.0	23710.0	978.0	19539.0	20894.0	11953.0	5229.0	9361.0	6945.0	7667.0	19216.0	8665.0	15885.0
RB1_E2_STA100657	573.0	492.0	1506.0	792.0	2527.0	2890.0	154.0	2008.0	2102.0	1015.0	696.0	880.0	674.0	799.0	2585.0	1022.0	2405.0
RB1_E2_STA100658	4507.0	3835.0	9285.0	4619.0	25574.0	21273.0	1210.0	16781.0	18973.0	7043.0	4892.0	6785.0	4375.0	6763.0	18155.0	7974.0	15674.0
RB1_E2_STA100659	2496.0	2083.0	4913.0	2299.0	15593.0	11161.0	639.0	8561.0	9744.0	4988.0	2344.0	3176.0	2468.0	3725.0	9858.0	4450.0	7694.0
RB1_E3_STA100660	4419.0	4238.0	6879.0	4533.0	26518.0	21803.0	1192.0	16218.0	17255.0	7331.0	4801.0	7985.0	4481.0	7848.0	16372.0	8127.0	15139.0
RB1_E3_STA100661	3224.0	2836.0	5491.0	2912.0	21427.0	14339.0	1006.0	11930.0	12375.0	6671.0	4197.0	4855.0	3880.0	4445.0	12151.0	5287.0	11981.0
RB1_E4_STA101840	5576.0	4465.0	10087.0	6445.0	40958.0	27514.0	1585.0	21193.0	19330.0	12144.0	8262.0	10394.0	6025.0	8592.0	22821.0	11720.0	21948.0
RB1_E4_STA101833	2922.0	1976.0	4481.0	2458.0	15020.0	10285.0	518.0	8114.0	8130.0	5333.0	3234.0	3689.0	3037.0	2692.0	10593.0	4034.0	9846.0
RB1_E4_STA100664	1469.0	1410.0	2942.0	1955.0	7349.0	7572.0	310.0	5197.0	5287.0	3039.0	1666.0	2449.0	1569.0	2696.0	5844.0	2885.0	5344.0
RB1_E5_STA102086	2519.0	2188.0	4585.0	2514.0	16850.0	10196.0	891.0	7527.0	8205.0	4399.0	3010.0	4292.0	3126.0	3759.0	8769.0	4325.0	7700.0
RB1_E5_STA100666	4023.0	3414.0	7834.0	4095.0	28434.0	20385.0	1072.0	15771.0	18870.0	7258.0	5336.0	8069.0	4161.0	7256.0	15041.0	8143.0	13147.0
RB1_E6_STA100667	5079.0	4242.0	9425.0	6625.0	32842.0	25118.0	1591.0	17068.0	19264.0	11055.0	7238.0	9221.0	6171.0	8074.0	20157.0	11000.0	17620.0
RB1_E6_STA100668	11130.0	9621.0	21479.0	14651.0	71244.0	46960.0	4012.0	39126.0	40345.0	23690.0	15546.0	19104.0	14232.0	16428.0	43510.0	23385.0	42868.0
RB1_E7_STA100669	5158.0	4009.0	9798.0	7320.0	26013.0	27413.0	1820.0	20326.0	21715.0	11533.0	6889.0	11006.0	6238.0	9865.0	22720.0	12178.0	19261.0
RB1_E7_STA100670	3307.0	2930.0	6343.0	3343.0	23520.0	16080.0	722.0	12348.0	13832.0	7278.0	4578.0	6022.0	4829.0	4979.0	14336.0	6220.0	13173.0
RB1_E8_STA100671	4724.0	4207.0	8888.0	5303.0	32646.0	23830.0	1409.0	17805.0	18835.0	10483.0	6091.0	9719.0	5925.0	9363.0	20181.0	10503.0	17700.0
RB1_E8_STA100672	1938.0	2006.0	4996.0	1991.0	11027.0	11176.0	693.0	7937.0	9406.0	3650.0	2459.0	3733.0	2211.0	3478.0	8164.0	3611.0	7787.0
RB1_E9_STA100674	2249.0	1839.0	3917.0	2988.0	13280.0	11112.0	402.0	8876.0	9184.0	4288.0	2272.0	4006.0	2651.0	3965.0	9284.0	4015.0	7160.0
RB1_E9_STA100675	4986.0	4618.0	9466.0	5939.0	32079.0	24046.0	1122.0	18293.0	18862.0	8003.0	5052.0	7503.0	5169.0	7474.0	18865.0	9206.0	16693.0
RB1_E10_STA100676	1648.0	1351.0	3942.0	1878.0	12242.0	9141.0	508.0	6242.0	6612.0	3610.0	1992.0	3044.0	2621.0	2638.0	7714.0	3277.0	6694.0
RB1_E10_STA100677	3089.0	2031.0	6872.0	3433.0	21446.0	16358.0	839.0	11561.0	12389.0	7205.0	4606.0	6218.0	3706.0	6040.0	13402.0	7496.0	13204.0
RB1_E11_STA100678	1591.0	1763.0	3692.0	1897.0	8287.0	8615.0	432.0	6005.0	7045.0	3365.0	1666.0	2925.0	2197.0	2544.0	6509.0	3069.0	5712.0
RB1_E11_STA101836	1672.0	1521.0	4890.0	1729.0	12090.0	10002.0	526.0	7321.0	7551.0	2596.0	1699.0	3264.0	1733.0	3619.0	7714.0	3330.0	5794.0
RB1_E12_STA100680	2075.0	2047.0	4074.0	2416.0	13291.0	8777.0	526.0	6428.0	5779.0	4594.0	2734.0	2606.0	3342.0	2434.0	7534.0	3331.0	8634.0
RB1_E12_STA100681	3432.0	2657.0	7756.0	3759.0	17750.0	15051.0	702.0	10114.0	12258.0	6069.0	3548.0	5417.0	3795.0	4561.0	12147.0	5994.0	11781.0
RB1_E13_STA100682	7728.0	5770.0	16164.0	8557.0	53672.0	37385.0	2198.0	31034.0	28445.0	16922.0	9455.0	13384.0	8977.0	12620.0	29002.0	13897.0	27935.0
RB1_E13_STA101824	2578.0	2468.0	6410.0	3179.0	21170.0	15528.0	904.0	12222.0	12639.0	5189.0	3602.0	5462.0	3737.0	5477.0	12903.0	6134.0	10939.0
RB1_E14_STA100684	3231.0	3301.0	9464.0	4613.0	16714.0	15269.0	795.0	13966.0	13271.0	6025.0	2498.0	4094.0	5095.0	5613.0	13354.0	5180.0	11860.0
RB1_E15_STA102085	2645.0	2029.0	5035.0	2399.0	14322.0	10020.0	654.0	9084.0	8654.0	3513.0	1651.0	2613.0	2139.0	3909.0	9036.0	4212.0	7122.0
RB1_E15_STA100687	1780.0	1477.0	3668.0	2028.0	6816.0	6792.0	531.0	6024.0	5773.0	3526.0	1397.0	2114.0	2841.0	2607.0	6534.0	2573.0	6079.0
RB1_E16_STA101843	2143.0	1879.0	4195.0	2039.0	14175.0	9082.0	650.0	7232.0	7599.0	4134.0	1812.0	2890.0	2737.0	3036.0	8181.0	3203.0	7273.0
RB1_E16_STA100689	2074.0	1872.0	3973.0	1962.0	13737.0	8810.0	680.0	7493.0	7447.0	4010.0	1737.0	2804.0	2615.0	2986.0	7886.0	3203.0	7457.0
RB1_E17_STA100690	2266.0	2324.0	4243.0	2876.0	13786.0	12963.0	696.0	9328.0	10568.0	3894.0	2936.0	4663.0	2509.0	4754.0	9640.0	4850.0	6781.0
RB1_E17_STA100691	6302.0	4749.0	12550.0	7517.0	44340.0	31207.0	1729.0	24649.0	26052.0	14751.0	7723.0	12757.0	7783.0	11109.0	25958.0	12504.0	22820.0
RB1_E17_STA100692	3363.0	3011.0	7482.0	3930.0	24849.0	19667.0	853.0	13831.0	16154.0	5745.0	3657.0	7475.0	2916.0	7246.0	13848.0	6333.0	11902.0
RB1_E18_STA100693	4098.0	3679.0	9263.0	6634.0	31693.0	22322.0	1485.0	18464.0	18326.0	11606.0	6860.0	10319.0	6944.0	8879.0	20304.0	9415.0	17089.0
RB1_E18_STA100694	3550.0	3319.0	6757.0	5237.0	27147.0	18784.0	1247.0	14540.0	15674.0	9209.0	6225.0	9376.0	5536.0	6849.0	16466.0	8507.0	14683.0
RB1_E19_STA100695	902.0	868.0	2230.0	1387.0	8193.0	5775.0	294.0	3996.0	4624.0	2230.0	1345.0	1817.0	1825.0	1976.0	6059.0	2102.0	5467.0
RB1_E19_STA101820	2481.0	2683.0	7080.0	3423.0	15302.0	14164.0	767.0	12162.0	12745.0	6169.0	3069.0	4019.0	3646.0	5599.0	14041.0	4989.0	13325.0
RB1_E19_STA100697	2750.0	2078.0	6359.0	3778.0	18230.0	15194.0	659.0	12087.0	13183.0	6647.0	2818.0	5060.0	3169.0	5896.0	12910.0	4996.0	10379.0
RB1_E20_STA100698	5290.0	5173.0	13426.0	6787.0	28826.0	28446.0	1394.0	23337.0	22067.0	11197.0	6108.0	7958.0	7575.0	9128.0	22237.0	8776.0	24177.0
RB1_E20_STA100699	6854.0	6165.0	15440.0	8037.0	40673.0	38386.0	1925.0	30009.0	29207.0	12336.0	6736.0	10111.0	8083.0	12041.0	28087.0	11065.0	28713.0
RB1_E20_STA100700	14722.0	9664.0	23376.0	12778.0	80173.0	55764.0	2751.0	44892.0	49909.0	25961.0	9078.0	15220.0	12968.0	16903.0	48770.0	17510.0	40666.0
RB1_E21_STA100702	2865.0	2527.0	5003.0	3815.0	21597.0	15382.0	852.0	10893.0	12387.0	6891.0	3907.0	7325.0	3993.0	5338.0	13072.0	5870.0	11497.0
RB1_E21_STA101831	3689.0	3634.0	7456.0	5016.0	28930.0	20586.0	1263.0	14924.0	15365.0	8426.0	5814.0	8694.0	5186.0	7053.0	16858.0	8037.0	16626.0
RB1_E21_STA100704	1160.0	936.0	1827.0	1546.0	6856.0	5565.0	348.0	3940.0	4069.0	2039.0	1373.0	2695.0	1488.0	2249.0	4612.0	2440.0	4248.0
RB1_E22_STA100706	5431.0	4021.0	10203.0	5962.0	30940.0	26062.0	1343.0	20968.0	22206.0	10099.0	6426.0	7538.0	6074.0	8564.0	21856.0	9089.0	18308.0
RB1_E22_STA100707	4757.0	4136.0	9557.0	5796.0	29061.0	23974.0	1517.0	20609.0	22831.0	9580.0	6466.0	7203.0	5822.0	7932.0	19783.0	9216.0	17709.0
RB1_E23_STA101818	8763.0	6619.0	14655.0	9048.0	56701.0	40428.0	1790.0	34760.0	37666.0	19085.0	9740.0	14226.0	9592.0	14669.0	33270.0	15577.0	29473.0
RB1_E23_STA100709	3372.0	3711.0	8287.0	4329.0	25689.0	18407.0	1140.0	16225.0	18869.0	6593.0	3813.0	5675.0	3720.0	6797.0	15886.0	5880.0	13516.0
RB1_E24_STA100710	1515.0	1416.0	3638.0	2465.0	9949.0	9323.0	508.0	7226.0	7423.0	4496.0	2919.0	3284.0	2456.0	3068.0	8679.0	3993.0	7464.0
RB1_E25_STA100711	1644.0	1537.0	2826.0	1624.0	11046.0	7873.0	504.0	6817.0	7335.0	3044.0	2036.0	2922.0	1804.0	3027.0	6242.0	3181.0	4395.0
RB1_E25_STA100712	11710.0	10273.0	21282.0	12262.0	66578.0	58709.0	2987.0	49514.0	49040.0	24032.0	14709.0	21447.0	16536.0	20815.0	46553.0	18542.0	44675.0
RB1_E25_STA101817	9251.0	7194.0	16833.0	9954.0	51884.0	46226.0	2166.0	36732.0	40014.0	19792.0	10844.0	17748.0	12265.0	15690.0	36884.0	15291.0	35403.0
RB1_E26_STA100714	1646.0	1263.0	3109.0	1800.0	11509.0	8648.0	508.0	5464.0	5969.0	3518.0	2309.0	3408.0	2001.0	2643.0	7173.0	3436.0	6675.0
RB1_E27_STA100715	13694.0	9646.0	23831.0	16252.0	103816.0	78247.0	4351.0	63744.0	64997.0	34889.0	18588.0	30533.0	22043.0	27187.0	60420.0	23099.0	55694.0
AKT1_E5_STA100038	1425.0	1159.0	1188.0	1315.0	6117.0	6631.0	537.0	6139.0	8098.0	3797.0	503.0	681.0	936.0	2489.0	8097.0	2154.0	7677.0
AKT1_E5_STA100039	3391.0	2551.0	1784.0	2292.0	16446.0	11974.0	1222.0	10677.0	15688.0	7762.0	1325.0	1512.0	2057.0	3811.0	14934.0	4612.0	12962.0
AKT1_E4_STA100040	3774.0	2452.0	1607.0	3189.0	15814.0	14026.0	1510.0	11526.0	17342.0	7399.0	1095.0	1571.0	1839.0	6996.0	15555.0	4723.0	12980.0
AKT1_E4_STA100041	1524.0	821.0	682.0	1457.0	6275.0	5286.0	618.0	3949.0	5413.0	3812.0	432.0	760.0	878.0	2320.0	7253.0	2091.0	5907.0
MAP2K1_E2_STA100042	571.0	388.0	811.0	663.0	2857.0	5020.0	134.0	2791.0	3396.0	1153.0	367.0	870.0	908.0	998.0	2932.0	1009.0	1687.0
MAP2K1_E2_STA100043	10734.0	6689.0	10186.0	7640.0	54948.0	71104.0	2059.0	41104.0	50895.0	20319.0	7212.0	13204.0	9972.0	17262.0	44130.0	20312.0	22269.0
MAP2K1_E2_STA100044	558.0	509.0	719.0	381.0	3562.0	5052.0	111.0	2630.0	3155.0	916.0	347.0	757.0	702.0	1228.0	2537.0	1333.0	1258.0
MAP2K1_E3_STA100045	4549.0	2647.0	5164.0	3721.0	26965.0	30505.0	1138.0	16995.0	18471.0	9443.0	4047.0	7006.0	5962.0	6898.0	17173.0	8439.0	9905.0
MAP2K1_E3_STA100046	5725.0	4267.0	6496.0	4921.0	38754.0	51174.0	1500.0	29086.0	32906.0	10768.0	5119.0	9460.0	7339.0	11782.0	26419.0	12725.0	13267.0
MAP2K1_E3_STA100047	6160.0	4122.0	6792.0	5681.0	41808.0	51349.0	1913.0	29599.0	33480.0	16030.0	5957.0	10145.0	8560.0	11505.0	30938.0	16061.0	14336.0
MAP2K1_E6_STA100048	5475.0	3273.0	5401.0	4911.0	31353.0	38578.0	1563.0	18792.0	27904.0	12509.0	4453.0	6314.0	4666.0	9236.0	24049.0	14375.0	12765.0
MAP2K1_E6_STA100049	5445.0	3245.0	4748.0	4608.0	28395.0	42339.0	1233.0	20088.0	27696.0	9603.0	3500.0	5583.0	3778.0	10362.0	22492.0	11498.0	12393.0
MAP2K1_E7_STA100050	8148.0	5608.0	9970.0	7653.0	38984.0	54163.0	1821.0	32643.0	39323.0	16041.0	4699.0	10078.0	7595.0	14707.0	33339.0	18228.0	19375.0
MAP2K1_E7_STA100051	7858.0	4790.0	8022.0	6091.0	43375.0	51587.0	2059.0	28481.0	36602.0	15906.0	4241.0	8178.0	6877.0	12756.0	32089.0	16646.0	19376.0
MAP2K1_E7_STA100052	5560.0	3223.0	5188.0	4604.0	30438.0	35162.0	1620.0	20051.0	24629.0	11371.0	2535.0	5041.0	5213.0	8842.0	22192.0	11735.0	12909.0
MAP2K1_E7_STA100053	8273.0	4573.0	7237.0	6544.0	38243.0	53394.0	2003.0	28551.0	40117.0	13045.0	3371.0	7272.0	6035.0	12463.0	29012.0	15536.0	18590.0
MAP2K1_E11_STA100054	1684.0	1306.0	1568.0	1264.0	8414.0	9651.0	392.0	5729.0	6037.0	3028.0	849.0	1831.0	1783.0	1904.0	5466.0	3351.0	2964.0
MAP2K1_E11_STA100055	7579.0	4928.0	7933.0	5118.0	38106.0	49621.0	1752.0	27516.0	35433.0	15040.0	4541.0	8400.0	7964.0	10649.0	28453.0	12318.0	16326.0
MAP2K1_E11_STA101612	6578.0	4418.0	7202.0	5108.0	29773.0	49412.0	1627.0	27721.0	33984.0	12138.0	4887.0	8609.0	7646.0	10730.0	27213.0	12972.0	15583.0
IDH2_E4_STA100057	4263.0	5661.0	7248.0	3891.0	19373.0	30472.0	623.0	15039.0	23973.0	10264.0	1750.0	3306.0	3425.0	7992.0	19216.0	9184.0	10849.0
IDH2_E4_STA100058	3410.0	4607.0	5469.0	3157.0	18436.0	25409.0	1101.0	12212.0	19565.0	5640.0	1480.0	2918.0	2420.0	6432.0	13965.0	7625.0	7478.0
PALB2_E13_STA100716	564.0	703.0	1238.0	334.0	3432.0	2465.0	210.0	2285.0	2032.0	1461.0	548.0	823.0	723.0	730.0	2189.0	1289.0	1409.0
PALB2_E13_STA100717	11378.0	14167.0	21985.0	9220.0	71599.0	58170.0	3266.0	47827.0	56793.0	30838.0	10823.0	26155.0	13773.0	20602.0	48487.0	26180.0	23442.0
PALB2_E13_STA100718	3899.0	8275.0	13316.0	6005.0	19981.0	32716.0	1590.0	27968.0	28195.0	15679.0	6118.0	11636.0	7955.0	7986.0	28943.0	14595.0	14921.0
PALB2_E12_STA100719	1119.0	2297.0	3691.0	1429.0	7865.0	9265.0	394.0	8029.0	7571.0	2995.0	985.0	2535.0	1902.0	2751.0	5757.0	3150.0	2928.0
PALB2_E12_STA100720	4270.0	4897.0	9305.0	3537.0	27357.0	20443.0	1132.0	19316.0	19771.0	11170.0	3687.0	6198.0	4654.0	7228.0	17454.0	7311.0	11026.0
PALB2_E12_STA100721	10625.0	13934.0	22584.0	8650.0	67008.0	51905.0	3430.0	45822.0	53104.0	29282.0	8629.0	18889.0	10255.0	20255.0	45294.0	24682.0	20654.0
PALB2_E11_STA100722	3309.0	4600.0	9677.0	3499.0	26559.0	21702.0	1399.0	17061.0	18282.0	11557.0	4225.0	10625.0	5006.0	6891.0	17576.0	9345.0	9339.0
PALB2_E11_STA100723	1028.0	1751.0	3705.0	1143.0	9279.0	7660.0	362.0	5960.0	7856.0	2777.0	1176.0	3150.0	1546.0	2857.0	6053.0	3660.0	2716.0
PALB2_E10_STA100724	6148.0	9637.0	15910.0	5128.0	42857.0	36880.0	2143.0	29221.0	31649.0	19516.0	6397.0	15116.0	9611.0	12368.0	30967.0	15206.0	16506.0
PALB2_E10_STA100725	5531.0	8770.0	13513.0	5414.0	39897.0	30324.0	1977.0	28725.0	29515.0	15542.0	5240.0	12708.0	7601.0	10281.0	25884.0	13719.0	13809.0
PALB2_E9_STA100726	2020.0	2641.0	5347.0	2119.0	11365.0	10532.0	562.0	9744.0	10658.0	4802.0	1470.0	4074.0	2165.0	3760.0	9017.0	4848.0	4077.0
PALB2_E9_STA100727	6381.0	8696.0	18193.0	5077.0	30369.0	31890.0	1412.0	30400.0	30863.0	13366.0	3916.0	9338.0	8098.0	9262.0	26622.0	11787.0	17826.0
PALB2_E8_STA100728	7405.0	11213.0	22473.0	7040.0	58451.0	40415.0	2871.0	37542.0	41371.0	21930.0	6769.0	15956.0	9670.0	15185.0	37045.0	21006.0	23444.0
PALB2_E8_STA100729	1814.0	3243.0	5801.0	1851.0	14718.0	11613.0	694.0	9663.0	11176.0	4105.0	1717.0	3867.0	1990.0	3830.0	8681.0	4661.0	4843.0
PALB2_E7_STA100730	5977.0	9693.0	14061.0	5911.0	41629.0	38532.0	2337.0	40360.0	36153.0	14558.0	5256.0	15108.0	7635.0	14798.0	30133.0	16421.0	16687.0
PALB2_E7_STA100731	4303.0	5688.0	11631.0	4003.0	33726.0	24310.0	1485.0	23724.0	26283.0	14381.0	4409.0	11192.0	5207.0	9847.0	22607.0	11862.0	9912.0
PALB2_E7_STA100732	4251.0	5378.0	10047.0	4561.0	31777.0	23868.0	1387.0	19212.0	21044.0	13188.0	3732.0	10450.0	5376.0	9337.0	20325.0	12145.0	10070.0
PALB2_E6_STA100733	3047.0	5115.0	7382.0	2896.0	21442.0	18287.0	1164.0	14210.0	16821.0	5811.0	2625.0	7526.0	3578.0	6518.0	13363.0	7447.0	7216.0
PALB2_E5_STA100734	4195.0	5587.0	12133.0	4801.0	26034.0	30169.0	1196.0	22431.0	25188.0	12863.0	5668.0	10156.0	6348.0	10043.0	21944.0	9976.0	10435.0
PALB2_E5_STA100735	5986.0	8394.0	11018.0	5608.0	44562.0	36744.0	2010.0	30560.0	36035.0	19807.0	7862.0	13617.0	9204.0	12655.0	30023.0	13278.0	15378.0
PALB2_E5_STA100736	1980.0	3448.0	5281.0	2230.0	18268.0	14227.0	719.0	13081.0	13503.0	7040.0	3572.0	5101.0	3952.0	4071.0	10814.0	4162.0	5613.0
PALB2_E5_STA101784	5116.0	7577.0	10750.0	4997.0	39844.0	31602.0	1823.0	28494.0	30113.0	17877.0	6815.0	13575.0	7455.0	10914.0	25634.0	12807.0	13316.0
PALB2_E5_STA100738	1410.0	1895.0	3273.0	1428.0	9213.0	9834.0	432.0	7174.0	8568.0	3208.0	1480.0	2974.0	1723.0	3062.0	6998.0	3140.0	2283.0
PALB2_E5_STA100739	9937.0	14709.0	22502.0	10466.0	67542.0	62309.0	3100.0	48954.0	55734.0	24381.0	10436.0	21508.0	14066.0	19917.0	49152.0	24136.0	26896.0
PALB2_E5_STA100740	6184.0	7635.0	13848.0	6180.0	36847.0	33821.0	1545.0	27727.0	33738.0	16956.0	7640.0	15402.0	8373.0	12433.0	28877.0	13937.0	13675.0
PALB2_E5_STA100741	4243.0	6180.0	11122.0	4459.0	29363.0	24417.0	1656.0	20627.0	23320.0	14108.0	5868.0	10648.0	8028.0	7360.0	22561.0	10336.0	12131.0
PALB2_E5_STA100742	7369.0	11372.0	19248.0	7170.0	50592.0	40979.0	2656.0	33566.0	37454.0	22577.0	9178.0	18122.0	12625.0	12816.0	36194.0	17709.0	19857.0
PALB2_E5_STA100743	8597.0	11452.0	18853.0	8707.0	48255.0	46271.0	2732.0	39130.0	43536.0	22832.0	10821.0	22614.0	11720.0	17397.0	37494.0	22236.0	19144.0
PALB2_E4_STA100744	1995.0	4817.0	5590.0	1667.0	14327.0	13037.0	931.0	10704.0	13766.0	6304.0	1942.0	3739.0	2613.0	3003.0	11878.0	7429.0	2560.0
PALB2_E4_STA100745	12322.0	20515.0	30107.0	9329.0	74701.0	58811.0	3213.0	59408.0	57049.0	24362.0	8248.0	20556.0	12734.0	19983.0	49087.0	26895.0	25534.0
PALB2_E4_STA100746	5013.0	8019.0	12844.0	4531.0	25639.0	25691.0	1480.0	25003.0	24922.0	12084.0	4285.0	9402.0	6595.0	8308.0	20700.0	9193.0	12929.0
PALB2_E4_STA100747	5384.0	8799.0	14059.0	4752.0	28481.0	28021.0	1589.0	27124.0	27275.0	12831.0	4643.0	10131.0	7013.0	8970.0	22300.0	9886.0	13715.0
PALB2_E4_STA100748	7876.0	11202.0	19133.0	6392.0	53101.0	39316.0	2583.0	35644.0	40272.0	20198.0	7406.0	16195.0	11329.0	13368.0	34839.0	16525.0	18292.0
PALB2_E4_STA100749	1392.0	2283.0	4228.0	1506.0	12986.0	8125.0	685.0	8257.0	8517.0	5092.0	2237.0	3925.0	2901.0	3859.0	8232.0	4315.0	3935.0
PALB2_E4_STA100750	1809.0	2495.0	4060.0	1728.0	12361.0	10373.0	604.0	7970.0	9171.0	5155.0	2275.0	3990.0	2818.0	3241.0	9204.0	4641.0	4657.0
PALB2_E4_STA100751	12396.0	15816.0	21849.0	10492.0	68676.0	63845.0	3978.0	50430.0	57653.0	33619.0	11823.0	27028.0	16295.0	20583.0	50211.0	25860.0	27064.0
PALB2_E4_STA100752	8983.0	12762.0	19731.0	9028.0	55786.0	46648.0	2185.0	41053.0	42233.0	22852.0	11178.0	20860.0	12047.0	15537.0	36641.0	20854.0	19015.0
PALB2_E4_STA100753	7702.0	12079.0	18867.0	8382.0	41221.0	35801.0	1807.0	36378.0	36994.0	19971.0	9112.0	17238.0	11968.0	13338.0	32728.0	17726.0	17171.0
PALB2_E4_STA100754	2336.0	4134.0	7937.0	2638.0	11601.0	8125.0	650.0	12459.0	11913.0	7244.0	3020.0	4992.0	4906.0	3884.0	11304.0	5268.0	6572.0
PALB2_E4_STA100755	2939.0	5039.0	6681.0	2525.0	18640.0	16765.0	647.0	14791.0	15805.0	5470.0	2716.0	6541.0	3765.0	5625.0	12411.0	6343.0	5879.0
PALB2_E4_STA100756	2935.0	5037.0	6664.0	2519.0	18640.0	16739.0	646.0	14791.0	15794.0	5467.0	2709.0	6533.0	3758.0	5625.0	12409.0	6325.0	5878.0
PALB2_E4_STA100757	9313.0	12465.0	17068.0	6916.0	57752.0	42068.0	2693.0	35237.0	39329.0	20597.0	9287.0	17800.0	12576.0	13874.0	34407.0	17445.0	20748.0
PALB2_E4_STA100758	5835.0	8041.0	12545.0	4883.0	35882.0	29945.0	1452.0	24469.0	26426.0	14221.0	6513.0	12192.0	8128.0	9294.0	25173.0	11512.0	12845.0
PALB2_E4_STA100759	3728.0	6146.0	8914.0	3937.0	24512.0	21105.0	1253.0	18638.0	19948.0	11269.0	4643.0	9393.0	7686.0	6936.0	19727.0	9747.0	10388.0
PALB2_E4_STA100760	709.0	1474.0	1869.0	694.0	4621.0	4584.0	162.0	3544.0	3725.0	1432.0	940.0	1552.0	985.0	1450.0	3558.0	1805.0	1794.0
PALB2_E4_STA100761	9917.0	13837.0	19838.0	8155.0	49053.0	52873.0	2818.0	40783.0	47468.0	22614.0	9773.0	23159.0	11925.0	16335.0	39117.0	20078.0	21283.0
PALB2_E4_STA100762	1968.0	3017.0	5018.0	1529.0	12272.0	10711.0	388.0	8535.0	9938.0	4666.0	2326.0	4111.0	2608.0	3561.0	8936.0	4193.0	4554.0
PALB2_E4_STA100763	1603.0	2447.0	4090.0	1237.0	9932.0	8330.0	258.0	7029.0	8047.0	4162.0	2044.0	3285.0	2168.0	2919.0	7431.0	3454.0	3589.0
PALB2_E3_STA100765	3371.0	5679.0	8380.0	2747.0	19645.0	16016.0	1099.0	14957.0	17810.0	6647.0	2037.0	6647.0	3213.0	5891.0	13598.0	7088.0	7852.0
PALB2_E3_STA100766	9624.0	12748.0	21241.0	7359.0	62405.0	48312.0	2422.0	40549.0	45019.0	24635.0	9195.0	20116.0	13074.0	16233.0	40306.0	23008.0	24752.0
PALB2_E3_STA100767	1194.0	2430.0	3603.0	1247.0	10324.0	7652.0	505.0	5981.0	7216.0	3118.0	1284.0	3099.0	2167.0	2501.0	7007.0	3345.0	3397.0
PALB2_E2_STA100768	4550.0	5937.0	10891.0	4047.0	32995.0	24354.0	1431.0	20661.0	21256.0	12389.0	4332.0	9358.0	6925.0	8332.0	18965.0	9906.0	11450.0
PALB2_E1_STA100769	814.0	1128.0	2315.0	1427.0	5723.0	7347.0	430.0	5264.0	5841.0	2559.0	705.0	1243.0	933.0	2112.0	5090.0	1887.0	2614.0
MAPK3_E4_STA100059	4324.0	4358.0	8938.0	4025.0	19717.0	17020.0	1087.0	10643.0	18059.0	11890.0	1669.0	2555.0	3244.0	6252.0	17948.0	6567.0	9294.0
MAPK3_E4_STA100060	6515.0	7349.0	17822.0	6590.0	31529.0	32625.0	2169.0	25395.0	34321.0	18686.0	2707.0	5501.0	5358.0	11609.0	31791.0	12245.0	15672.0
MAPK3_E3_STA100061	1648.0	2096.0	4501.0	1254.0	9015.0	8208.0	589.0	5605.0	7717.0	4677.0	738.0	953.0	1599.0	2305.0	7750.0	2576.0	3586.0
MAPK3_E3_STA100062	1925.0	2505.0	3819.0	1439.0	9491.0	9099.0	459.0	6159.0	9271.0	3406.0	584.0	1354.0	1128.0	3531.0	7377.0	2885.0	3305.0
MAPK3_E3_STA100063	7653.0	9561.0	15662.0	7208.0	31681.0	36205.0	1928.0	27827.0	34339.0	16950.0	2846.0	4939.0	5600.0	11908.0	31176.0	11977.0	17053.0
MAPK3_E3_STA100064	4503.0	5729.0	9581.0	3917.0	20775.0	23313.0	1355.0	17428.0	18921.0	8129.0	1649.0	3201.0	2641.0	7083.0	19368.0	6237.0	9445.0
MAPK3_E2_STA101608	6549.0	7895.0	19696.0	8411.0	36710.0	33219.0	1853.0	28629.0	36827.0	19150.0	3139.0	5345.0	6279.0	12584.0	33477.0	13894.0	18430.0
MAPK3_E2_STA100066	7902.0	10020.0	16715.0	9065.0	49064.0	35327.0	3349.0	31226.0	42266.0	25363.0	2595.0	6851.0	6933.0	15304.0	38189.0	16319.0	21403.0
