	19T10717	19T18091	20T33159	D20D02352	E20D02359T	M20D02354	N20D02344	N20D02353	P20D02335	P20D02348	P20D02350	P20D02355	P20D02360	U20D02340	X20D02334	X20D02342	X20D02365
KRAS_E3_STA101630	1340.0	2092.0	3813.0	1791.0	12037.0	7270.0	460.0	6639.0	6771.0	3950.0	1603.0	2708.0	2656.0	2641.0	7913.0	6677.0	6254.0
KRAS_E3_STA100033	11073.0	19343.0	26747.0	15151.0	81375.0	63365.0	4270.0	55532.0	54972.0	31728.0	14820.0	24070.0	20387.0	19858.0	58581.0	45524.0	55428.0
KRAS_E3_STA100034	3912.0	7074.0	8184.0	4204.0	26977.0	24310.0	1217.0	18911.0	20141.0	8264.0	3990.0	8870.0	5098.0	8752.0	17326.0	16348.0	13749.0
KRAS_E3_STA100035	7201.0	10380.0	16862.0	8991.0	46229.0	47649.0	2226.0	39897.0	42556.0	20554.0	10657.0	16270.0	11649.0	16484.0	37396.0	28625.0	30372.0
KRAS_E2_STA100036	1448.0	2967.0	4761.0	1881.0	10173.0	12452.0	600.0	10006.0	10843.0	4654.0	2449.0	4713.0	3025.0	3881.0	10239.0	7197.0	9242.0
KRAS_E2_STA101625	2156.0	3795.0	6353.0	3006.0	20604.0	16047.0	799.0	12449.0	14170.0	7862.0	3943.0	7468.0	4707.0	5491.0	13311.0	12603.0	10871.0
BRCA2_E2_STA100515	1980.0	3010.0	2770.0	4599.0	27590.0	17769.0	1384.0	14338.0	8975.0	4834.0	4677.0	7649.0	2789.0	433.0	8479.0	7193.0	6870.0
BRCA2_E3_STA100516	11689.0	9622.0	20341.0	14895.0	67425.0	54172.0	3164.0	46215.0	45739.0	22834.0	12799.0	18962.0	13144.0	19798.0	43495.0	22252.0	38226.0
BRCA2_E3_STA100517	7228.0	5865.0	9571.0	6219.0	44280.0	31417.0	2019.0	23643.0	28561.0	14724.0	8716.0	10999.0	8413.0	11310.0	25560.0	11233.0	23299.0
BRCA2_E3_STA101751	9695.0	8454.0	15952.0	11089.0	61067.0	49731.0	2782.0	42968.0	43087.0	16217.0	11569.0	17038.0	10991.0	16267.0	36268.0	16376.0	30881.0
BRCA2_E3_STA100519	7868.0	5636.0	14127.0	9217.0	47026.0	38283.0	2288.0	33929.0	34522.0	17695.0	10525.0	15170.0	9112.0	14314.0	32273.0	14187.0	25669.0
BRCA2_E4_STA100520	3422.0	2959.0	7402.0	3725.0	25234.0	15130.0	1032.0	12228.0	12605.0	7949.0	3000.0	4326.0	4441.0	4933.0	13831.0	5642.0	12566.0
BRCA2_E4_STA100521	2016.0	2137.0	4347.0	2084.0	12592.0	10102.0	368.0	8085.0	8729.0	3078.0	1838.0	2828.0	2238.0	2821.0	8237.0	3317.0	6643.0
BRCA2_E5_STA100522	3414.0	2371.0	4923.0	3806.0	20457.0	14692.0	954.0	11465.0	11697.0	6850.0	3572.0	5304.0	3600.0	4302.0	11751.0	6737.0	10112.0
BRCA2_E6_STA100523	7523.0	6621.0	15625.0	9273.0	40563.0	38802.0	2099.0	29960.0	29937.0	15699.0	8776.0	11992.0	9163.0	13702.0	29841.0	13280.0	26157.0
BRCA2_E7_STA100524	8270.0	5560.0	12157.0	9400.0	43576.0	39657.0	2215.0	31132.0	32377.0	16778.0	9107.0	14643.0	9303.0	14246.0	29517.0	13746.0	25534.0
BRCA2_E7_STA100525	5043.0	4411.0	10065.0	6241.0	33790.0	24756.0	1267.0	21706.0	21303.0	12649.0	6821.0	8849.0	6821.0	9133.0	21994.0	9831.0	19491.0
BRCA2_E8_STA100526	2792.0	2360.0	5553.0	3830.0	15645.0	14773.0	716.0	9910.0	12018.0	7092.0	4457.0	5751.0	4216.0	4751.0	10912.0	5380.0	12123.0
BRCA2_E9_STA100527	3397.0	2433.0	6431.0	2655.0	20466.0	14844.0	731.0	12719.0	11976.0	4352.0	2505.0	3966.0	2668.0	4861.0	10988.0	5066.0	8925.0
BRCA2_E9_STA100528	12673.0	10726.0	24160.0	10517.0	56833.0	49983.0	2504.0	49050.0	44204.0	19706.0	8576.0	13133.0	14433.0	15928.0	41210.0	17108.0	39319.0
BRCA2_E9_STA100529	14438.0	8823.0	19384.0	9292.0	59225.0	51894.0	2952.0	44607.0	46657.0	22856.0	7129.0	13534.0	12563.0	16808.0	39579.0	15774.0	34379.0
BRCA2_E10_STA100530	3730.0	3622.0	5682.0	4423.0	23761.0	18526.0	940.0	14643.0	14375.0	6876.0	4135.0	6279.0	4121.0	6175.0	15459.0	7145.0	13035.0
BRCA2_E10_STA100531	6601.0	5626.0	12310.0	6835.0	33204.0	29331.0	1415.0	23557.0	24022.0	12760.0	6992.0	10901.0	8145.0	9622.0	25546.0	10402.0	22369.0
BRCA2_E10_STA100532	2262.0	1528.0	3605.0	2189.0	14338.0	8857.0	492.0	7087.0	7206.0	4068.0	2154.0	3096.0	2542.0	2853.0	7796.0	3311.0	6156.0
BRCA2_E10_STA100533	12005.0	10097.0	21570.0	13202.0	66002.0	57074.0	2781.0	45236.0	50006.0	23232.0	13948.0	17367.0	14798.0	18501.0	46611.0	17975.0	37612.0
BRCA2_E10_STA100534	6507.0	5161.0	11114.0	5590.0	37637.0	31982.0	1391.0	25040.0	27836.0	9740.0	6995.0	9764.0	6010.0	11129.0	23310.0	8769.0	15303.0
BRCA2_E10_STA100535	9226.0	5452.0	12705.0	7992.0	53495.0	40548.0	2204.0	33948.0	30816.0	17277.0	10211.0	14213.0	12138.0	12626.0	35034.0	12461.0	32178.0
BRCA2_E10_STA100536	8836.0	6534.0	14270.0	7725.0	48344.0	37353.0	2212.0	30327.0	33518.0	17545.0	9080.0	13510.0	12331.0	11221.0	32351.0	13262.0	28263.0
BRCA2_E10_STA100537	6359.0	4395.0	10499.0	7074.0	44784.0	30015.0	1593.0	24810.0	24989.0	13117.0	8454.0	10642.0	8408.0	10249.0	25154.0	10686.0	20183.0
BRCA2_E10_STA100538	5438.0	4847.0	11473.0	6072.0	31980.0	28146.0	1198.0	22394.0	23262.0	11520.0	6606.0	8715.0	8118.0	8709.0	23022.0	9061.0	20542.0
BRCA2_E10_STA100539	4870.0	4079.0	7811.0	4480.0	30345.0	22918.0	1224.0	17649.0	22743.0	8291.0	5205.0	7182.0	4585.0	8391.0	17199.0	7733.0	11097.0
BRCA2_E10_STA100540	12029.0	9920.0	18248.0	11062.0	72708.0	55369.0	2823.0	45803.0	49861.0	18100.0	12274.0	17000.0	11845.0	19201.0	42896.0	18733.0	30171.0
BRCA2_E10_STA100541	15335.0	12422.0	24756.0	15268.0	83682.0	66820.0	3681.0	55964.0	56056.0	28471.0	16421.0	25577.0	16843.0	24866.0	55228.0	25846.0	41498.0
BRCA2_E10_STA100542	6233.0	5813.0	11798.0	6904.0	24086.0	28224.0	1778.0	23678.0	23543.0	13872.0	7202.0	10144.0	8037.0	9713.0	24937.0	11339.0	19543.0
BRCA2_E10_STA100543	3198.0	2910.0	5748.0	3794.0	20660.0	14918.0	750.0	12224.0	12561.0	7470.0	4131.0	5076.0	4270.0	4598.0	13039.0	5785.0	10299.0
BRCA2_E11_STA100544	9080.0	6426.0	14484.0	6359.0	50758.0	28789.0	2000.0	26957.0	27527.0	14130.0	5964.0	8650.0	7195.0	10649.0	27147.0	13242.0	23470.0
BRCA2_E11_STA100545	8065.0	6564.0	15172.0	6402.0	43751.0	30738.0	1535.0	26870.0	29380.0	13315.0	5817.0	8940.0	7089.0	9757.0	25893.0	10973.0	23704.0
BRCA2_E11_STA100546	9374.0	6842.0	15258.0	8445.0	46662.0	43094.0	2103.0	34366.0	31930.0	13149.0	6702.0	12603.0	8659.0	12659.0	28886.0	12352.0	25309.0
BRCA2_E11_STA100547	8757.0	6754.0	13939.0	8027.0	53357.0	37673.0	2380.0	33292.0	33539.0	17747.0	9077.0	12543.0	11109.0	12650.0	31963.0	12437.0	26924.0
BRCA2_E11_STA100548	9315.0	6111.0	15323.0	6836.0	51875.0	35732.0	2051.0	30282.0	31855.0	16358.0	8913.0	12486.0	9587.0	10787.0	31154.0	13418.0	24772.0
BRCA2_E11_STA100549	5402.0	3414.0	7021.0	4896.0	31548.0	19642.0	1534.0	17332.0	18540.0	9740.0	5125.0	8335.0	5614.0	7047.0	18201.0	7084.0	14767.0
BRCA2_E11_STA100550	10928.0	8866.0	17798.0	10029.0	62020.0	48695.0	2669.0	43448.0	40373.0	16816.0	10938.0	16663.0	10342.0	18328.0	41570.0	19007.0	33054.0
BRCA2_E11_STA100551	13341.0	9001.0	20500.0	13031.0	63138.0	53469.0	2437.0	42791.0	43729.0	21534.0	13443.0	16758.0	14713.0	18328.0	43859.0	19180.0	39649.0
BRCA2_E11_STA100552	6997.0	5519.0	12597.0	5874.0	41395.0	27449.0	2138.0	24325.0	23313.0	13253.0	8966.0	10441.0	7916.0	9406.0	23182.0	10790.0	20673.0
BRCA2_E11_STA100553	14583.0	9189.0	24161.0	12088.0	77596.0	55947.0	2680.0	46374.0	44439.0	25361.0	17580.0	21414.0	15407.0	17237.0	48236.0	22529.0	43772.0
BRCA2_E11_STA100554	7263.0	5784.0	14279.0	7900.0	40216.0	36724.0	1399.0	28217.0	27747.0	13374.0	10361.0	13157.0	8062.0	11377.0	29430.0	12616.0	23168.0
BRCA2_E11_STA100555	8124.0	6223.0	12777.0	7708.0	49861.0	35733.0	1978.0	28421.0	27640.0	15679.0	9784.0	14051.0	10134.0	12256.0	28566.0	13520.0	24892.0
BRCA2_E11_STA100556	3471.0	2946.0	6918.0	3379.0	19760.0	18696.0	843.0	14575.0	15088.0	6744.0	5394.0	6855.0	4749.0	5895.0	14042.0	5976.0	12264.0
BRCA2_E11_STA100557	3406.0	3967.0	6641.0	4312.0	26955.0	21537.0	840.0	17080.0	17444.0	7180.0	4317.0	7910.0	3939.0	7701.0	15068.0	6351.0	10170.0
BRCA2_E11_STA100558	7839.0	6947.0	12693.0	7896.0	48613.0	33709.0	2208.0	27831.0	26896.0	15133.0	9211.0	13756.0	10402.0	11305.0	30060.0	11922.0	25212.0
BRCA2_E11_STA100559	5064.0	4216.0	8587.0	5050.0	32395.0	21912.0	1299.0	19541.0	17773.0	9508.0	6683.0	9111.0	6987.0	7106.0	19962.0	7342.0	15952.0
BRCA2_E11_STA100560	9190.0	6830.0	13288.0	9100.0	63219.0	41299.0	2668.0	34905.0	33567.0	19432.0	11866.0	17154.0	12341.0	14763.0	34035.0	15451.0	28150.0
BRCA2_E11_STA100561	6364.0	8413.0	7551.0	11167.0	56282.0	50003.0	2295.0	40084.0	25998.0	9313.0	10183.0	17059.0	5744.0	1518.0	38242.0	17314.0	3264.0
BRCA2_E11_STA100562	17895.0	13357.0	28613.0	18533.0	102263.0	93957.0	4375.0	77033.0	76653.0	39977.0	24694.0	33815.0	23749.0	31122.0	72499.0	28639.0	54280.0
BRCA2_E11_STA100563	9564.0	7779.0	11969.0	10241.0	61898.0	48687.0	2357.0	37314.0	30062.0	14169.0	6287.0	17568.0	9185.0	16448.0	39552.0	14007.0	25988.0
BRCA2_E11_STA100564	9564.0	8131.0	8067.0	10817.0	60731.0	48119.0	2613.0	38758.0	18768.0	8710.0	360.0	19007.0	5757.0	18255.0	36146.0	13383.0	23102.0
BRCA2_E11_STA100565	7401.0	6076.0	12664.0	8107.0	43538.0	31856.0	1825.0	26277.0	22497.0	15427.0	9514.0	13408.0	10764.0	11525.0	30351.0	12111.0	25449.0
BRCA2_E11_STA100566	7449.0	8292.0	11652.0	8621.0	46295.0	37700.0	1689.0	27468.0	24355.0	12389.0	7837.0	16039.0	8521.0	13371.0	23820.0	14104.0	21670.0
BRCA2_E11_STA100567	11707.0	9500.0	19464.0	11650.0	65118.0	48195.0	2517.0	41428.0	38753.0	22231.0	13039.0	19412.0	13582.0	16512.0	40774.0	18760.0	32768.0
BRCA2_E11_STA100568	9358.0	7486.0	14306.0	8707.0	51104.0	37001.0	1899.0	31409.0	29851.0	18478.0	9777.0	14995.0	10559.0	12189.0	31001.0	13989.0	24791.0
BRCA2_E11_STA100569	14655.0	10815.0	21795.0	13345.0	96108.0	64142.0	3715.0	49926.0	51552.0	32569.0	17912.0	23858.0	18983.0	21260.0	55179.0	22402.0	40850.0
BRCA2_E11_STA100570	13058.0	10062.0	23265.0	13620.0	77412.0	55351.0	3639.0	46814.0	47226.0	26717.0	16744.0	22819.0	18102.0	18831.0	49681.0	22181.0	44403.0
BRCA2_E11_STA100571	17864.0	18336.0	33575.0	20067.0	89920.0	85795.0	3721.0	77437.0	62510.0	36625.0	20714.0	31567.0	27419.0	28131.0	72620.0	28736.0	58398.0
BRCA2_E11_STA100572	6783.0	4970.0	9691.0	6795.0	41192.0	28436.0	1853.0	22746.0	22820.0	13310.0	6601.0	12491.0	8148.0	9411.0	22569.0	11728.0	16415.0
BRCA2_E11_STA100573	10334.0	8620.0	17304.0	9113.0	57391.0	50657.0	2154.0	40067.0	42860.0	17973.0	12296.0	17768.0	11951.0	17015.0	36649.0	16080.0	26077.0
BRCA2_E11_STA100574	14815.0	12492.0	24491.0	13306.0	85767.0	73272.0	3240.0	58097.0	61973.0	25409.0	17340.0	26021.0	16515.0	24975.0	52496.0	23547.0	35143.0
BRCA2_E11_STA100575	14176.0	13601.0	19542.0	13746.0	82133.0	68245.0	3298.0	52944.0	54265.0	19648.0	13354.0	23749.0	14830.0	21154.0	47324.0	21039.0	37306.0
BRCA2_E11_STA100576	15236.0	11907.0	20912.0	13620.0	85781.0	63268.0	3978.0	47642.0	53562.0	28801.0	17055.0	22919.0	19468.0	18980.0	51242.0	20496.0	41050.0
BRCA2_E11_STA100577	3838.0	4303.0	7945.0	5019.0	26858.0	19955.0	1035.0	17473.0	18047.0	8984.0	5595.0	7566.0	5537.0	6407.0	17869.0	7764.0	12339.0
BRCA2_E11_STA100578	3350.0	3585.0	7066.0	4458.0	20757.0	17296.0	934.0	14671.0	14865.0	6625.0	4530.0	6916.0	4661.0	5780.0	15502.0	6797.0	10872.0
BRCA2_E11_STA100579	7362.0	5248.0	12187.0	6921.0	43500.0	29445.0	1787.0	25742.0	25001.0	13800.0	10017.0	11107.0	7980.0	9612.0	26086.0	11148.0	18742.0
BRCA2_E11_STA101754	3094.0	2719.0	5272.0	3044.0	20407.0	13557.0	748.0	11794.0	11594.0	5779.0	3928.0	5302.0	3191.0	4487.0	12413.0	5145.0	8793.0
BRCA2_E11_STA100581	3483.0	3305.0	6492.0	4152.0	23210.0	17079.0	836.0	14633.0	13740.0	6467.0	4342.0	6249.0	3799.0	5615.0	13584.0	6562.0	10548.0
BRCA2_E11_STA100582	11698.0	10851.0	19850.0	11990.0	70391.0	53791.0	2183.0	44184.0	40391.0	18186.0	12961.0	20170.0	13290.0	18272.0	42089.0	21926.0	37755.0
BRCA2_E11_STA100583	11890.0	11078.0	19926.0	12068.0	74627.0	53791.0	2317.0	45052.0	40391.0	19855.0	13738.0	21281.0	14676.0	18352.0	43931.0	22389.0	40909.0
BRCA2_E11_STA100584	11092.0	9339.0	21012.0	14226.0	62988.0	64618.0	3513.0	48097.0	48588.0	26385.0	14767.0	21762.0	16189.0	20050.0	51384.0	20953.0	36650.0
BRCA2_E11_STA100585	6933.0	7160.0	14507.0	8031.0	37561.0	33348.0	1661.0	30118.0	28709.0	15524.0	9619.0	13751.0	11664.0	12048.0	30118.0	13211.0	24222.0
BRCA2_E11_STA100586	4945.0	4122.0	8968.0	5082.0	32132.0	21867.0	1208.0	17391.0	17438.0	10722.0	6549.0	9532.0	6239.0	7054.0	19499.0	8358.0	13704.0
BRCA2_E11_STA100587	7097.0	6740.0	14321.0	7754.0	55762.0	37300.0	2214.0	31590.0	31466.0	17436.0	10950.0	16155.0	10780.0	12647.0	32466.0	14161.0	24757.0
BRCA2_E11_STA100588	10640.0	9762.0	16841.0	11286.0	72172.0	53826.0	3022.0	44500.0	46712.0	19634.0	14346.0	22077.0	12978.0	19940.0	44594.0	20135.0	33046.0
BRCA2_E11_STA100589	15382.0	11019.0	23114.0	14253.0	94008.0	68651.0	4377.0	59792.0	51836.0	32150.0	18652.0	30678.0	20771.0	24973.0	56937.0	27016.0	47805.0
BRCA2_E11_STA100590	7123.0	6256.0	11597.0	8509.0	44735.0	34873.0	1481.0	30536.0	30789.0	11595.0	7984.0	13231.0	8093.0	12381.0	25932.0	11360.0	20139.0
BRCA2_E11_STA100591	9318.0	7185.0	16098.0	8076.0	55609.0	39843.0	2387.0	33858.0	34496.0	18496.0	10916.0	17230.0	12289.0	13523.0	33209.0	13648.0	28173.0
BRCA2_E11_STA100592	9707.0	7836.0	15973.0	8703.0	46574.0	43846.0	2278.0	36368.0	35318.0	17570.0	11553.0	14855.0	11130.0	14733.0	35289.0	13273.0	27802.0
BRCA2_E11_STA100593	14336.0	12028.0	24756.0	13526.0	84776.0	61234.0	3918.0	50868.0	53486.0	27616.0	17975.0	22751.0	18225.0	21361.0	51343.0	22069.0	42004.0
BRCA2_E11_STA100594	3669.0	3037.0	5843.0	3717.0	17962.0	15700.0	876.0	12911.0	12739.0	6388.0	4114.0	5425.0	3814.0	5154.0	12993.0	5917.0	8754.0
BRCA2_E11_STA100595	6632.0	4504.0	10836.0	5602.0	39588.0	28333.0	1798.0	23740.0	22715.0	13198.0	8061.0	9639.0	9412.0	9398.0	24214.0	9531.0	21191.0
BRCA2_E11_STA100596	9914.0	7258.0	15771.0	9097.0	59625.0	40578.0	2583.0	33052.0	32196.0	17796.0	10428.0	15627.0	10965.0	13956.0	32452.0	14935.0	29459.0
BRCA2_E11_STA100597	6140.0	4991.0	9665.0	5621.0	35855.0	25095.0	1453.0	21080.0	19759.0	10200.0	6593.0	9344.0	6334.0	8585.0	19865.0	8651.0	17129.0
BRCA2_E11_STA100598	2930.0	3791.0	5434.0	2883.0	20108.0	17380.0	690.0	12531.0	12391.0	5017.0	3282.0	5461.0	3669.0	5227.0	11085.0	5391.0	9326.0
BRCA2_E11_STA100599	17155.0	13040.0	29455.0	15827.0	75155.0	70542.0	3723.0	58914.0	56000.0	29252.0	18312.0	23526.0	19172.0	21563.0	57137.0	23538.0	51835.0
BRCA2_E11_STA100600	12154.0	9639.0	21797.0	11634.0	76575.0	56779.0	3283.0	46291.0	50286.0	23815.0	12803.0	20066.0	13353.0	18041.0	43882.0	19977.0	32907.0
BRCA2_E11_STA100601	6577.0	4439.0	11132.0	6392.0	40305.0	32291.0	1769.0	25647.0	28547.0	11449.0	6242.0	11330.0	6773.0	12093.0	22969.0	10420.0	15561.0
BRCA2_E12_STA101760	3041.0	2978.0	5734.0	2991.0	17729.0	14257.0	795.0	10402.0	10197.0	4148.0	2631.0	4199.0	2339.0	4659.0	10331.0	6081.0	7010.0
BRCA2_E12_STA100603	8007.0	6042.0	11235.0	7303.0	46487.0	28167.0	1658.0	24029.0	21716.0	12760.0	6150.0	9264.0	9155.0	9199.0	25887.0	11034.0	24616.0
BRCA2_E13_STA103257	5632.0	4970.0	10459.0	6857.0	32480.0	29084.0	1572.0	19736.0	19203.0	12083.0	8601.0	11478.0	7866.0	10812.0	22573.0	11270.0	20017.0
BRCA2_E13_STA100605	4182.0	3916.0	7034.0	5422.0	26878.0	21083.0	1147.0	14404.0	14311.0	8548.0	5925.0	8425.0	5712.0	7813.0	16499.0	8486.0	15350.0
BRCA2_E14_STA100606	6563.0	5426.0	9464.0	7415.0	44178.0	32870.0	1694.0	27214.0	25791.0	16474.0	9037.0	11199.0	10174.0	11046.0	27816.0	11774.0	23639.0
BRCA2_E14_STA100607	6976.0	5706.0	10805.0	6501.0	42812.0	31591.0	1385.0	26231.0	26949.0	14529.0	7838.0	11447.0	9269.0	10296.0	26248.0	10236.0	19717.0
BRCA2_E14_STA100608	4611.0	3471.0	8177.0	4408.0	23096.0	19424.0	1273.0	16933.0	16000.0	7644.0	4723.0	7127.0	4988.0	7030.0	16217.0	7597.0	12556.0
BRCA2_E14_STA100609	4805.0	4063.0	8662.0	5230.0	26989.0	22018.0	1121.0	18806.0	18720.0	9192.0	5060.0	7343.0	6797.0	7635.0	18138.0	7678.0	13558.0
BRCA2_E14_STA100610	3330.0	2467.0	5312.0	2837.0	19272.0	13853.0	515.0	11917.0	12930.0	5192.0	2445.0	4171.0	2562.0	5611.0	10398.0	5416.0	7641.0
BRCA2_E15_STA100611	7298.0	6511.0	12257.0	7635.0	43011.0	37115.0	2249.0	32386.0	29141.0	9533.0	3613.0	8011.0	8281.0	10649.0	24422.0	10629.0	18486.0
BRCA2_E15_STA100612	13370.0	10540.0	20287.0	12995.0	84824.0	61551.0	3419.0	55622.0	55358.0	23395.0	8481.0	16519.0	15037.0	20162.0	47174.0	18813.0	39591.0
BRCA2_E15_STA100613	8579.0	5508.0	11088.0	6372.0	56000.0	40022.0	2060.0	31586.0	36094.0	18037.0	6931.0	13878.0	8872.0	13640.0	30558.0	13724.0	21530.0
BRCA2_E16_STA101759	3472.0	3228.0	6093.0	3899.0	18871.0	16209.0	857.0	12837.0	14247.0	6914.0	3759.0	5230.0	3844.0	5856.0	13532.0	6344.0	8465.0
BRCA2_E16_STA100615	3670.0	2999.0	5704.0	3451.0	24341.0	16260.0	941.0	13753.0	14724.0	7644.0	4295.0	5003.0	4943.0	5020.0	13967.0	5922.0	10675.0
BRCA2_E16_STA100616	4867.0	4141.0	10205.0	5384.0	33077.0	25823.0	1638.0	23041.0	22848.0	8859.0	4873.0	8035.0	4986.0	8762.0	21082.0	8454.0	16201.0
BRCA2_E17_STA100617	8348.0	6135.0	12114.0	8612.0	60642.0	40773.0	2088.0	35243.0	33282.0	17679.0	7684.0	15003.0	10171.0	13941.0	33115.0	14867.0	24993.0
BRCA2_E17_STA100618	2053.0	1666.0	7146.0	2449.0	14458.0	22591.0	1362.0	19698.0	20391.0	15350.0	7018.0	12053.0	5455.0	3628.0	9295.0	4517.0	16008.0
BRCA2_E17_STA100619	6444.0	5719.0	10997.0	7522.0	44869.0	39335.0	1887.0	32503.0	30854.0	13312.0	7910.0	10909.0	8205.0	13279.0	27981.0	12491.0	20787.0
BRCA2_E18_STA100620	5941.0	5464.0	10856.0	8054.0	47156.0	34702.0	1670.0	27866.0	29138.0	16328.0	8624.0	11619.0	11307.0	11908.0	29109.0	12106.0	24572.0
BRCA2_E18_STA100621	9568.0	7409.0	13704.0	9372.0	59208.0	45871.0	2176.0	37155.0	38842.0	20683.0	11038.0	15078.0	12793.0	12761.0	36188.0	14316.0	31684.0
BRCA2_E18_STA100622	2941.0	2074.0	4455.0	2724.0	17095.0	12954.0	796.0	11894.0	12178.0	6371.0	3861.0	4629.0	3278.0	4290.0	10689.0	4634.0	10529.0
BRCA2_E18_STA100623	7687.0	5533.0	10288.0	7941.0	45317.0	41262.0	1941.0	30827.0	35751.0	14715.0	9205.0	14060.0	7792.0	15539.0	28951.0	13686.0	19935.0
BRCA2_E19_STA100624	10506.0	6581.0	16194.0	9687.0	57827.0	41072.0	2492.0	32889.0	33864.0	19051.0	9032.0	16459.0	9574.0	14169.0	35160.0	16668.0	29236.0
BRCA2_E19_STA100625	5153.0	4150.0	8023.0	4422.0	34251.0	24400.0	1551.0	16784.0	20732.0	10488.0	3932.0	8518.0	4936.0	8285.0	19171.0	8439.0	14495.0
BRCA2_E19_STA100626	8076.0	6655.0	17317.0	8289.0	41675.0	34359.0	2145.0	31898.0	30987.0	14795.0	5407.0	8821.0	9111.0	11354.0	30694.0	12816.0	26110.0
BRCA2_E20_STA100627	4787.0	3976.0	8969.0	4206.0	28932.0	18218.0	1145.0	16881.0	17476.0	8554.0	3348.0	5534.0	5284.0	6810.0	19038.0	6815.0	14478.0
BRCA2_E20_STA100628	4394.0	3627.0	8296.0	3982.0	21660.0	20674.0	981.0	17473.0	16174.0	8197.0	3889.0	5731.0	4390.0	6467.0	16082.0	6836.0	14056.0
BRCA2_E21_STA100629	3075.0	2604.0	4693.0	2639.0	18386.0	13752.0	628.0	10022.0	11903.0	4125.0	1699.0	4053.0	2452.0	5363.0	9087.0	4122.0	5795.0
BRCA2_E21_STA100630	5641.0	4091.0	8574.0	5015.0	34016.0	24992.0	1418.0	18964.0	22810.0	10594.0	5132.0	8878.0	5694.0	8319.0	19372.0	9236.0	13154.0
BRCA2_E22_STA100631	7636.0	6636.0	13605.0	10074.0	43608.0	46509.0	1821.0	33293.0	34219.0	18818.0	10557.0	14916.0	11575.0	14297.0	34576.0	14300.0	26721.0
BRCA2_E22_STA100632	16483.0	12632.0	22838.0	14617.0	100500.0	72168.0	4521.0	55296.0	60341.0	34911.0	17172.0	28118.0	21259.0	22515.0	60259.0	25214.0	47965.0
BRCA2_E22_STA100633	4119.0	4265.0	7029.0	4334.0	31473.0	21293.0	1322.0	16814.0	16727.0	10595.0	6389.0	7340.0	6502.0	7097.0	18897.0	8430.0	15217.0
BRCA2_E23_STA100634	3085.0	2913.0	4494.0	3013.0	19975.0	15674.0	624.0	11673.0	11750.0	5099.0	3317.0	6061.0	2949.0	5232.0	11405.0	6283.0	8045.0
BRCA2_E23_STA100635	6379.0	4928.0	10813.0	6145.0	31474.0	29254.0	1241.0	22429.0	24893.0	11565.0	6874.0	11176.0	6862.0	9151.0	22675.0	10686.0	18198.0
BRCA2_E23_STA100636	4630.0	3301.0	6980.0	4176.0	29676.0	19144.0	1101.0	15834.0	15277.0	8656.0	5382.0	7485.0	4710.0	6103.0	16666.0	7886.0	10436.0
BRCA2_E23_STA100637	4630.0	3301.0	6980.0	4176.0	29676.0	19144.0	1101.0	15834.0	15277.0	8656.0	5382.0	7485.0	4710.0	6103.0	16666.0	7886.0	10436.0
BRCA2_E24_STA100638	8177.0	5534.0	10697.0	6892.0	49131.0	33711.0	2147.0	27023.0	29581.0	15423.0	8397.0	10727.0	8351.0	11894.0	27895.0	12852.0	20310.0
BRCA2_E24_STA100639	2375.0	2252.0	3868.0	2291.0	14801.0	10971.0	431.0	10302.0	8532.0	3286.0	2360.0	3741.0	2145.0	4205.0	9725.0	4301.0	6460.0
BRCA2_E25_STA100640	3203.0	3636.0	7352.0	5230.0	16769.0	19310.0	676.0	14500.0	12787.0	7408.0	4695.0	6730.0	6993.0	6086.0	14732.0	5669.0	12631.0
BRCA2_E25_STA101752	2658.0	2461.0	5658.0	3481.0	24356.0	15897.0	785.0	13977.0	13198.0	8023.0	4529.0	6000.0	5037.0	5778.0	13985.0	5982.0	11071.0
BRCA2_E25_STA100642	7721.0	5786.0	13518.0	7956.0	56885.0	41624.0	2129.0	33636.0	35528.0	18079.0	11389.0	16021.0	10600.0	13624.0	33051.0	13310.0	25430.0
BRCA2_E25_STA100643	9109.0	7166.0	11987.0	9530.0	61288.0	46731.0	2708.0	37033.0	35762.0	20613.0	10767.0	18107.0	13557.0	13986.0	35122.0	13504.0	34046.0
BRCA2_E25_STA100644	3011.0	2708.0	4138.0	3428.0	21069.0	17677.0	808.0	14021.0	13703.0	6002.0	3472.0	5645.0	3418.0	5950.0	11785.0	5999.0	9221.0
BRCA2_E26_STA100645	14700.0	11686.0	25620.0	15289.0	99303.0	72770.0	4523.0	63579.0	62707.0	35324.0	19324.0	29979.0	22881.0	21651.0	59591.0	24672.0	57590.0
BRCA2_E26_STA100646	9315.0	9436.0	19632.0	11749.0	50598.0	51095.0	2285.0	41619.0	43512.0	20794.0	12842.0	18149.0	14717.0	14919.0	41953.0	13998.0	37158.0
BRCA2_E0_STA100647	8422.0	6322.0	12223.0	8261.0	50441.0	41815.0	1873.0	32415.0	31903.0	14336.0	9477.0	16283.0	9315.0	16409.0	30097.0	16655.0	24146.0
BRCA2_E27_STA100648	7059.0	4715.0	10863.0	6276.0	41113.0	30352.0	1686.0	25238.0	26432.0	12619.0	8277.0	9484.0	8119.0	8482.0	25506.0	10992.0	19479.0
