	C21D00402	C21D00444	D21D00412	M21D00435	N21D00374	N21D00379	N21D00401	N21D00404	N21D00438	N21D00440	P21D00366	P21D00372	P21D00373	P21D00386	P21D00389	P21D00391	P21D00395	P21D00396	P21D00397	P21D00398	P21D00399	P21D00405	P21D00408	P21D00436	P21D00437	P21D00442	P21D00447	S21D00410	X20D02486	X21D00400T
BRCA2_E11_STA100601	2794.0	4800.0	4272.0	6633.0	8605.0	9197.0	13971.0	6089.0	3869.0	204.0	13281.0	2015.0	4160.0	5942.0	309.0	740.0	9516.0	12941.0	7326.0	5157.0	23877.0	7318.0	4248.0	14717.0	12374.0	13847.0	1759.0	1370.0	10339.0	6298.0
BRCA2_E12_STA101760	954.0	2340.0	1986.0	2369.0	3839.0	3842.0	6943.0	2940.0	1477.0	120.0	4764.0	1095.0	1471.0	3002.0	68.0	508.0	3429.0	5052.0	2902.0	1802.0	8898.0	2829.0	2399.0	5080.0	4839.0	6913.0	841.0	621.0	4773.0	2495.0
BRCA2_E12_STA100603	2660.0	3758.0	5836.0	6553.0	9084.0	11463.0	20359.0	5956.0	3198.0	177.0	12644.0	1938.0	3973.0	8396.0	224.0	759.0	7424.0	13602.0	9519.0	5621.0	19440.0	7126.0	5186.0	11945.0	8517.0	18589.0	1459.0	1684.0	12258.0	4546.0
BRCA2_E13_STA103257	1876.0	3947.0	4193.0	6590.0	7636.0	7712.0	13615.0	4567.0	4110.0	202.0	10422.0	2147.0	3678.0	6534.0	341.0	755.0	7036.0	11208.0	6769.0	4840.0	17579.0	6440.0	4867.0	13597.0	10004.0	14554.0	1338.0	1277.0	9108.0	4940.0
BRCA2_E13_STA100605	1662.0	3240.0	3307.0	5241.0	6855.0	6372.0	11703.0	3738.0	3366.0	238.0	7536.0	1579.0	3156.0	4914.0	218.0	504.0	5259.0	9390.0	6031.0	3726.0	14394.0	5082.0	3965.0	10409.0	7579.0	12137.0	1217.0	1439.0	7269.0	4085.0
BRCA2_E14_STA100606	3577.0	4355.0	6070.0	8268.0	10252.0	12414.0	25030.0	5910.0	4856.0	355.0	13074.0	2078.0	4259.0	4795.0	360.0	984.0	8223.0	15516.0	10588.0	7137.0	21836.0	8163.0	5614.0	17235.0	11072.0	19836.0	1410.0	1155.0	10013.0	6382.0
BRCA2_E14_STA100607	2839.0	4535.0	5267.0	8059.0	11222.0	11721.0	21712.0	4790.0	5577.0	226.0	13017.0	2442.0	4703.0	6059.0	486.0	1092.0	9286.0	15757.0	9008.0	6986.0	23348.0	8192.0	4824.0	16890.0	13712.0	19657.0	1783.0	1368.0	11163.0	6167.0
BRCA2_E14_STA100608	1840.0	2232.0	2723.0	4583.0	5072.0	5639.0	11730.0	3306.0	3105.0	124.0	6983.0	949.0	2228.0	3282.0	168.0	739.0	5139.0	7114.0	3842.0	3700.0	11420.0	4593.0	2971.0	9782.0	7385.0	9595.0	992.0	637.0	5416.0	3710.0
BRCA2_E14_STA100609	2563.0	3571.0	4449.0	6303.0	6685.0	8990.0	15197.0	5395.0	4077.0	194.0	10812.0	1547.0	3066.0	4679.0	388.0	739.0	6266.0	9647.0	5748.0	4911.0	15986.0	6685.0	4004.0	12014.0	10591.0	14629.0	1138.0	941.0	8116.0	4907.0
BRCA2_E14_STA100610	1059.0	1754.0	1680.0	2096.0	3441.0	3770.0	6939.0	2614.0	1441.0	68.0	4813.0	839.0	1664.0	2459.0	189.0	215.0	3172.0	5068.0	2714.0	2118.0	8926.0	3179.0	1910.0	4669.0	4214.0	5583.0	701.0	450.0	3844.0	2729.0
BRCA2_E15_STA100611	3607.0	3688.0	5764.0	4989.0	10630.0	11799.0	26611.0	5712.0	5989.0	124.0	19725.0	2706.0	3688.0	7937.0	260.0	1102.0	9797.0	11208.0	10785.0	6721.0	30765.0	10079.0	6220.0	13430.0	10659.0	18309.0	1860.0	476.0	10930.0	8557.0
BRCA2_E15_STA100612	5743.0	6938.0	10670.0	10634.0	22098.0	25365.0	46252.0	8682.0	9663.0	304.0	29959.0	3927.0	7496.0	13876.0	520.0	1392.0	16472.0	24421.0	18857.0	13523.0	46508.0	15148.0	9034.0	24461.0	19970.0	33955.0	2974.0	1563.0	22947.0	12312.0
BRCA2_E15_STA100613	4980.0	7350.0	7373.0	9341.0	14664.0	16522.0	26844.0	8138.0	6269.0	359.0	16473.0	2370.0	6284.0	7642.0	397.0	879.0	10979.0	20072.0	11813.0	8861.0	28117.0	9665.0	6023.0	16907.0	15391.0	23876.0	3255.0	2529.0	12881.0	7828.0
BRCA2_E16_STA101759	1243.0	2566.0	2620.0	3943.0	4707.0	4243.0	9872.0	3897.0	2334.0	108.0	5967.0	912.0	2307.0	3000.0	222.0	498.0	4124.0	6042.0	3669.0	2842.0	9472.0	4007.0	3004.0	7484.0	6406.0	8646.0	1360.0	935.0	4371.0	3477.0
BRCA2_E16_STA100615	1739.0	2955.0	3038.0	4072.0	5535.0	6210.0	11817.0	3122.0	2967.0	198.0	6201.0	1185.0	2412.0	3122.0	146.0	552.0	4201.0	8090.0	4437.0	3222.0	11041.0	4088.0	2606.0	7359.0	6137.0	9324.0	1042.0	927.0	5844.0	2752.0
BRCA2_E16_STA100616	2198.0	3461.0	4272.0	4772.0	8472.0	9411.0	13792.0	4951.0	3748.0	138.0	12546.0	2078.0	3518.0	6068.0	294.0	741.0	7975.0	10442.0	6386.0	5738.0	23478.0	6766.0	4046.0	12443.0	9545.0	13916.0	1507.0	1127.0	10760.0	4832.0
BRCA2_E17_STA100617	4466.0	5184.0	8152.0	9690.0	14238.0	16702.0	25804.0	9319.0	5192.0	356.0	14905.0	2495.0	6036.0	10375.0	360.0	1128.0	9897.0	16346.0	11773.0	8933.0	25030.0	9704.0	6526.0	16892.0	13207.0	24934.0	2854.0	2567.0	14739.0	7280.0
BRCA2_E17_STA100618	3551.0	1367.0	2377.0	8129.0	13165.0	9738.0	27382.0	3282.0	1827.0	142.0	9621.0	1364.0	3057.0	5830.0	260.0	340.0	4820.0	5668.0	9715.0	7562.0	16808.0	2522.0	6364.0	18420.0	15705.0	14234.0	2121.0	934.0	8660.0	4863.0
BRCA2_E17_STA100619	3735.0	4180.0	6029.0	8381.0	14229.0	13705.0	24200.0	4860.0	6546.0	82.0	18855.0	3467.0	5630.0	10283.0	532.0	1270.0	11997.0	16090.0	11082.0	8634.0	32456.0	10421.0	5736.0	18637.0	15074.0	20061.0	1813.0	998.0	16776.0	9946.0
BRCA2_E18_STA100620	4296.0	5683.0	6622.0	9356.0	12215.0	14009.0	25412.0	5650.0	6364.0	306.0	16955.0	2748.0	5627.0	11092.0	366.0	1316.0	10710.0	18958.0	11039.0	7953.0	26166.0	9391.0	5727.0	20652.0	15405.0	23701.0	1843.0	1248.0	13520.0	6437.0
BRCA2_E18_STA100621	5964.0	6672.0	9169.0	14470.0	16016.0	20960.0	31971.0	5895.0	9131.0	158.0	22707.0	3452.0	7598.0	15126.0	576.0	1490.0	15903.0	22917.0	14246.0	10649.0	39703.0	13490.0	6673.0	27039.0	21523.0	31559.0	2213.0	1763.0	19959.0	8884.0
BRCA2_E18_STA100622	1821.0	2067.0	2673.0	3915.0	4257.0	3501.0	8018.0	1718.0	2839.0	18.0	5288.0	948.0	2362.0	3333.0	170.0	521.0	3692.0	6204.0	2855.0	2990.0	8144.0	3876.0	2031.0	9479.0	7460.0	8712.0	705.0	586.0	4924.0	2332.0
BRCA2_E18_STA100623	3319.0	5723.0	5945.0	8420.0	11669.0	12758.0	18760.0	7689.0	5214.0	334.0	16287.0	2140.0	5647.0	12012.0	496.0	890.0	11601.0	15466.0	9388.0	7534.0	27874.0	9742.0	5423.0	18645.0	16641.0	18678.0	2520.0	1710.0	12103.0	8303.0
BRCA2_E19_STA100624	3655.0	7027.0	8721.0	10086.0	14006.0	17699.0	27929.0	9193.0	5515.0	291.0	17944.0	2426.0	6154.0	7877.0	450.0	1378.0	11491.0	19988.0	12391.0	7646.0	30373.0	10852.0	7276.0	18985.0	14581.0	28999.0	3138.0	2855.0	17252.0	7100.0
BRCA2_E19_STA100625	2637.0	4341.0	4666.0	5264.0	8360.0	8782.0	15207.0	4827.0	3366.0	170.0	10037.0	1466.0	3072.0	4413.0	334.0	519.0	6026.0	12028.0	7221.0	4509.0	14520.0	5522.0	3327.0	10169.0	7251.0	13713.0	1904.0	2062.0	9497.0	3733.0
BRCA2_E19_STA100626	3887.0	3933.0	6986.0	6845.0	10847.0	12971.0	23244.0	6745.0	5056.0	136.0	15304.0	1768.0	4814.0	6605.0	500.0	1324.0	8568.0	12500.0	9824.0	7558.0	25805.0	9076.0	5993.0	15796.0	12247.0	22636.0	1609.0	950.0	14368.0	7676.0
BRCA2_E20_STA100627	2538.0	2750.0	3789.0	4259.0	7910.0	8529.0	15943.0	3849.0	2903.0	147.0	8839.0	1167.0	2810.0	3887.0	214.0	564.0	5107.0	8295.0	5863.0	4866.0	13591.0	4888.0	3154.0	8787.0	6654.0	13381.0	1155.0	917.0	8645.0	3822.0
BRCA2_E20_STA100628	1937.0	2638.0	3851.0	4306.0	5737.0	6886.0	14359.0	4058.0	2727.0	101.0	8436.0	1203.0	2130.0	4282.0	261.0	662.0	5220.0	8218.0	3934.0	4088.0	13475.0	5698.0	3541.0	8865.0	7405.0	11624.0	1129.0	611.0	7467.0	3766.0
BRCA2_E21_STA100629	1056.0	1509.0	1455.0	1653.0	3075.0	3123.0	5380.0	1956.0	1291.0	58.0	4473.0	705.0	1618.0	2054.0	56.0	386.0	2838.0	3706.0	2592.0	1852.0	7690.0	2835.0	1769.0	3956.0	3178.0	4802.0	799.0	558.0	2894.0	2572.0
BRCA2_E21_STA100630	2757.0	3964.0	3951.0	5133.0	8453.0	9636.0	15476.0	4091.0	3464.0	180.0	9189.0	1547.0	2975.0	4714.0	118.0	638.0	6249.0	11187.0	6462.0	5260.0	15270.0	5849.0	4647.0	9630.0	9271.0	12991.0	1718.0	1571.0	8696.0	4708.0
BRCA2_E22_STA100631	3600.0	5807.0	7958.0	10393.0	10348.0	13050.0	25573.0	7461.0	6782.0	386.0	19151.0	2722.0	4972.0	12078.0	404.0	1593.0	11797.0	14482.0	10879.0	9499.0	29871.0	10798.0	6438.0	22419.0	16997.0	24707.0	1438.0	1336.0	14025.0	8867.0
BRCA2_E22_STA100632	9539.0	13709.0	16132.0	27628.0	29281.0	36401.0	56280.0	13000.0	16150.0	834.0	44798.0	6095.0	15051.0	24798.0	897.0	2036.0	27157.0	45274.0	29643.0	18841.0	67067.0	25087.0	12500.0	46979.0	36574.0	55386.0	4302.0	3526.0	36108.0	16185.0
BRCA2_E22_STA100633	2368.0	3515.0	4299.0	6264.0	7959.0	8628.0	17393.0	3664.0	4311.0	152.0	10486.0	1806.0	3599.0	5184.0	248.0	414.0	5949.0	10503.0	7118.0	4876.0	16394.0	6022.0	4444.0	13316.0	9981.0	14316.0	1346.0	1172.0	9188.0	4288.0
BRCA2_E23_STA100634	902.0	2013.0	1696.0	2516.0	3256.0	3530.0	6101.0	2723.0	1782.0	112.0	5574.0	1115.0	761.0	3675.0	128.0	356.0	3999.0	5170.0	2718.0	2252.0	9380.0	3147.0	1786.0	6228.0	5254.0	5906.0	778.0	710.0	3725.0	2373.0
BRCA2_E23_STA100635	2152.0	4083.0	4187.0	6172.0	6838.0	8194.0	14008.0	4908.0	4735.0	226.0	11608.0	1288.0	2718.0	6614.0	439.0	870.0	7318.0	10964.0	6773.0	5089.0	18102.0	6577.0	4872.0	13990.0	12074.0	14525.0	1226.0	1628.0	9011.0	4508.0
BRCA2_E23_STA100636	2117.0	3053.0	3517.0	5338.0	6543.0	6744.0	12997.0	3252.0	3329.0	108.0	8028.0	1081.0	3004.0	4778.0	307.0	784.0	5071.0	11324.0	5129.0	4136.0	13495.0	5356.0	3140.0	11481.0	7894.0	11363.0	1241.0	1120.0	7136.0	3734.0
BRCA2_E23_STA100637	2117.0	3053.0	3517.0	5338.0	6543.0	6744.0	12997.0	3252.0	3329.0	108.0	8028.0	1081.0	3004.0	4778.0	307.0	784.0	5071.0	11324.0	5129.0	4136.0	13495.0	5356.0	3140.0	11481.0	7894.0	11363.0	1241.0	1120.0	7136.0	3734.0
BRCA2_E24_STA100638	4049.0	5856.0	6421.0	9622.0	14500.0	14160.0	22859.0	6321.0	5812.0	266.0	17029.0	2425.0	5521.0	8897.0	307.0	1160.0	10004.0	18696.0	10576.0	8727.0	25210.0	9968.0	5751.0	19100.0	14794.0	20444.0	2271.0	2110.0	14028.0	7503.0
BRCA2_E24_STA100639	1073.0	1784.0	2160.0	2239.0	3986.0	3767.0	7040.0	2475.0	2098.0	144.0	4901.0	1161.0	1649.0	3660.0	188.0	276.0	3384.0	4684.0	2932.0	2370.0	8997.0	3156.0	2325.0	6124.0	4648.0	7083.0	623.0	460.0	4377.0	2883.0
BRCA2_E25_STA100640	1694.0	2507.0	3188.0	4208.0	3810.0	6921.0	12759.0	3201.0	2799.0	170.0	10087.0	1322.0	2484.0	6332.0	267.0	613.0	5655.0	7118.0	6206.0	4043.0	14156.0	5688.0	3525.0	9623.0	6725.0	10541.0	555.0	431.0	6556.0	5139.0
BRCA2_E25_STA101752	1982.0	2289.0	2838.0	4610.0	6720.0	6132.0	13205.0	2564.0	4157.0	84.0	7877.0	1229.0	2910.0	3981.0	174.0	528.0	4771.0	8617.0	5052.0	3987.0	13502.0	4667.0	3437.0	11215.0	8472.0	9545.0	1065.0	312.0	6581.0	4454.0
BRCA2_E25_STA100642	4298.0	6642.0	7550.0	12819.0	16520.0	17686.0	29011.0	5377.0	8056.0	255.0	20632.0	3266.0	7168.0	10730.0	514.0	1435.0	12209.0	23001.0	13294.0	9970.0	33849.0	12220.0	7242.0	26827.0	20323.0	24988.0	2892.0	1578.0	18262.0	9984.0
BRCA2_E25_STA100643	5099.0	7347.0	10601.0	14699.0	17487.0	21412.0	38810.0	5678.0	9981.0	347.0	27906.0	4112.0	7969.0	15784.0	396.0	1885.0	15670.0	28287.0	18634.0	11706.0	38738.0	14424.0	8169.0	28578.0	18341.0	35003.0	2039.0	1666.0	21578.0	10824.0
BRCA2_E25_STA100644	1438.0	2573.0	2295.0	3335.0	3810.0	5063.0	9140.0	2482.0	2768.0	169.0	6708.0	1422.0	2128.0	4075.0	154.0	286.0	4226.0	6123.0	4426.0	2856.0	12024.0	3998.0	2724.0	8389.0	6256.0	7313.0	1078.0	744.0	4797.0	3456.0
BRCA2_E26_STA100645	9795.0	14996.0	18267.0	27417.0	27704.0	34646.0	58271.0	13125.0	15246.0	896.0	40518.0	6956.0	13849.0	18277.0	1177.0	2805.0	25834.0	43559.0	25150.0	20113.0	63960.0	25235.0	15179.0	54506.0	42806.0	56380.0	5483.0	3687.0	36824.0	17515.0
BRCA2_E26_STA100646	5569.0	8166.0	10269.0	14797.0	13715.0	17936.0	34752.0	6717.0	8917.0	430.0	25854.0	3618.0	7078.0	11480.0	570.0	2015.0	13987.0	21072.0	15110.0	11601.0	38805.0	15973.0	7402.0	30246.0	22735.0	33095.0	2134.0	1237.0	19981.0	10369.0
BRCA2_E0_STA100647	3157.0	4602.0	5200.0	8195.0	10269.0	12269.0	17961.0	6305.0	5347.0	272.0	17140.0	2620.0	5529.0	8154.0	398.0	1120.0	12239.0	13410.0	9238.0	8385.0	28349.0	8817.0	5918.0	17383.0	14704.0	18596.0	2060.0	1670.0	12839.0	7132.0
BRCA2_E27_STA100648	3153.0	4722.0	5293.0	7910.0	11212.0	13699.0	21642.0	4244.0	6763.0	297.0	15008.0	2325.0	4762.0	9123.0	252.0	862.0	9077.0	15017.0	9379.0	7001.0	26082.0	7797.0	4870.0	17987.0	13425.0	21457.0	1335.0	1316.0	13206.0	5122.0
BRCA2_E27_STA100649	470.0	1610.0	1160.0	1113.0	1388.0	2152.0	3835.0	1205.0	1401.0	22.0	4139.0	519.0	760.0	2691.0	110.0	349.0	2075.0	2157.0	1814.0	965.0	5283.0	2041.0	792.0	2980.0	2425.0	3017.0	150.0	174.0	2120.0	1607.0
BRCA2_E27_STA100650	10070.0	15016.0	15432.0	23263.0	22721.0	29365.0	56282.0	10897.0	15308.0	590.0	38964.0	7283.0	13238.0	20762.0	1301.0	3150.0	24767.0	34899.0	22638.0	17597.0	61603.0	26575.0	12654.0	49988.0	40924.0	50530.0	3939.0	2026.0	30212.0	19292.0
BRCA2_E27_STA100651	4518.0	5678.0	6354.0	10630.0	13588.0	13249.0	26067.0	6663.0	6370.0	269.0	15019.0	2367.0	6454.0	8798.0	689.0	1410.0	11093.0	18102.0	11725.0	8223.0	27765.0	10297.0	6131.0	22012.0	16065.0	24002.0	2585.0	1805.0	13216.0	8851.0
BRCA2_E27_STA100652	1808.0	4381.0	3678.0	3714.0	5237.0	6703.0	16671.0	2915.0	4471.0	410.0	11980.0	2099.0	2716.0	7642.0	418.0	1072.0	6732.0	7794.0	6700.0	3405.0	19617.0	6789.0	3519.0	10466.0	7964.0	10827.0	590.0	314.0	7834.0	6012.0
BRCA2_E27_STA100653	9266.0	12603.0	15484.0	23123.0	27941.0	33417.0	53859.0	9350.0	14718.0	769.0	38994.0	6810.0	12620.0	27714.0	699.0	2044.0	23940.0	43108.0	28485.0	20108.0	62438.0	21282.0	10667.0	40316.0	28000.0	49216.0	3345.0	2962.0	34993.0	16559.0
BRCA2_E27_STA100654	2284.0	3325.0	4784.0	6209.0	7187.0	9580.0	15978.0	4433.0	4067.0	214.0	9602.0	1329.0	3270.0	6403.0	306.0	784.0	6072.0	11123.0	7881.0	4956.0	15634.0	6185.0	3962.0	11887.0	7754.0	14147.0	1254.0	974.0	7316.0	5243.0
RB1_E2_STA100657	124.0	335.0	346.0	472.0	443.0	772.0	1524.0	326.0	269.0	20.0	1116.0	192.0	226.0	440.0	24.0	76.0	528.0	683.0	582.0	417.0	1176.0	640.0	469.0	863.0	609.0	1178.0	74.0	82.0	929.0	476.0
RB1_E2_STA100658	1672.0	3673.0	3828.0	3771.0	7834.0	8402.0	12782.0	4610.0	3116.0	312.0	9969.0	1777.0	3008.0	5280.0	158.0	655.0	7232.0	9118.0	5879.0	4583.0	11214.0	6224.0	3626.0	9867.0	8530.0	13192.0	1547.0	1179.0	11300.0	4459.0
RB1_E2_STA100659	1215.0	1919.0	2530.0	2478.0	3639.0	3761.0	6641.0	2599.0	1368.0	94.0	3880.0	655.0	1407.0	2373.0	70.0	281.0	3040.0	5194.0	2738.0	2032.0	4563.0	2704.0	2144.0	5131.0	3731.0	6597.0	288.0	697.0	3609.0	1791.0
RB1_E3_STA100660	1518.0	3633.0	2774.0	4499.0	5577.0	6444.0	9733.0	4134.0	2643.0	208.0	8136.0	1827.0	2621.0	4680.0	135.0	583.0	6404.0	8234.0	4921.0	3576.0	7974.0	5151.0	3520.0	8365.0	8210.0	9185.0	1133.0	1189.0	7214.0	4072.0
RB1_E3_STA100661	1518.0	2253.0	2645.0	4066.0	4455.0	4874.0	9506.0	2610.0	2623.0	62.0	6162.0	1109.0	2589.0	3224.0	196.0	504.0	4345.0	8176.0	4967.0	2939.0	6111.0	2859.0	2591.0	8349.0	5202.0	8547.0	914.0	608.0	5924.0	2861.0
RB1_E4_STA101840	2584.0	4485.0	5672.0	7943.0	12169.0	11068.0	19544.0	5806.0	4200.0	260.0	14095.0	2320.0	5964.0	7534.0	444.0	1015.0	10896.0	15888.0	9259.0	6565.0	13079.0	8243.0	6746.0	16951.0	11940.0	21139.0	1953.0	1633.0	13596.0	5586.0
RB1_E4_STA101833	831.0	1655.0	2312.0	2932.0	4299.0	3971.0	8458.0	1749.0	1871.0	162.0	4870.0	773.0	2243.0	2129.0	170.0	331.0	3113.0	5236.0	2903.0	2160.0	4729.0	2836.0	2237.0	6188.0	4894.0	7273.0	592.0	684.0	4857.0	1805.0
RB1_E4_STA100664	566.0	1065.0	1073.0	1412.0	1231.0	1729.0	3530.0	1388.0	1214.0	62.0	2361.0	382.0	942.0	1417.0	102.0	198.0	1614.0	2651.0	1310.0	992.0	2239.0	1477.0	1174.0	3225.0	2598.0	3474.0	368.0	212.0	2339.0	1019.0
RB1_E5_STA102086	886.0	1720.0	1824.0	3040.0	3878.0	4252.0	7321.0	1777.0	2098.0	62.0	5158.0	925.0	1685.0	2023.0	58.0	297.0	3539.0	5917.0	3070.0	1855.0	4158.0	3003.0	1989.0	6859.0	5037.0	6934.0	568.0	469.0	4668.0	1744.0
RB1_E5_STA100666	1576.0	2867.0	2770.0	4204.0	5819.0	5763.0	8838.0	3255.0	2776.0	210.0	9615.0	1622.0	3050.0	4131.0	234.0	631.0	7448.0	8335.0	4073.0	3600.0	10152.0	5488.0	3296.0	10388.0	8751.0	8712.0	1283.0	688.0	7309.0	3800.0
RB1_E6_STA100667	2182.0	4073.0	4475.0	6623.0	6937.0	8455.0	12386.0	6135.0	2991.0	240.0	9058.0	1573.0	3280.0	5533.0	226.0	718.0	6898.0	10821.0	5194.0	3827.0	8215.0	5735.0	4083.0	12003.0	8810.0	13160.0	1607.0	1925.0	7550.0	3471.0
RB1_E6_STA100668	5203.0	7965.0	10965.0	13256.0	17591.0	23553.0	32280.0	11195.0	8535.0	427.0	23634.0	3712.0	8790.0	15591.0	568.0	1569.0	17509.0	24657.0	15134.0	11584.0	23143.0	12923.0	10315.0	26984.0	22463.0	36935.0	3141.0	3426.0	22108.0	8967.0
RB1_E7_STA100669	2239.0	4348.0	3937.0	7047.0	5971.0	6912.0	12588.0	6316.0	3468.0	206.0	9302.0	1604.0	3572.0	4672.0	337.0	617.0	7293.0	9643.0	5535.0	4331.0	7998.0	6600.0	4422.0	12538.0	10590.0	14379.0	1570.0	1769.0	8051.0	4571.0
RB1_E7_STA100670	1637.0	2843.0	2796.0	4304.0	6050.0	6137.0	11634.0	2772.0	2731.0	84.0	8326.0	1335.0	3453.0	3173.0	156.0	525.0	5801.0	9484.0	4912.0	3154.0	7110.0	3975.0	3029.0	9530.0	6515.0	10158.0	881.0	993.0	7283.0	3007.0
RB1_E8_STA100671	1925.0	4086.0	4419.0	5368.0	6765.0	7549.0	13172.0	4655.0	2807.0	357.0	7959.0	1497.0	3228.0	4000.0	348.0	411.0	6956.0	9594.0	4909.0	4285.0	7583.0	5193.0	4464.0	10448.0	8161.0	12688.0	1608.0	1543.0	7388.0	3874.0
RB1_E8_STA100672	1048.0	1738.0	1832.0	2134.0	2255.0	3131.0	6302.0	1577.0	1338.0	118.0	4093.0	552.0	1249.0	2072.0	178.0	228.0	2788.0	4078.0	2345.0	2160.0	3684.0	2776.0	1706.0	5282.0	4266.0	5631.0	508.0	572.0	4375.0	1844.0
RB1_E9_STA100674	959.0	1852.0	1976.0	2297.0	2532.0	2912.0	6128.0	2713.0	1551.0	111.0	3531.0	643.0	1106.0	2594.0	101.0	260.0	2943.0	4021.0	2175.0	1750.0	3573.0	2352.0	1857.0	5064.0	4019.0	5859.0	628.0	320.0	2981.0	1887.0
RB1_E9_STA100675	1623.0	3503.0	2967.0	4223.0	5030.0	6993.0	12522.0	4238.0	3506.0	120.0	10951.0	1922.0	3119.0	7259.0	156.0	666.0	7383.0	9329.0	5508.0	4143.0	9862.0	6014.0	4563.0	10322.0	7988.0	11687.0	1028.0	708.0	9663.0	4538.0
RB1_E10_STA100676	866.0	1232.0	1415.0	2037.0	2418.0	3120.0	4924.0	1603.0	1093.0	76.0	3702.0	529.0	992.0	2336.0	56.0	254.0	2070.0	4022.0	2222.0	1624.0	3415.0	1772.0	1306.0	3638.0	2469.0	5251.0	433.0	378.0	3259.0	1470.0
RB1_E10_STA100677	1292.0	2683.0	3116.0	4037.0	5861.0	5105.0	9456.0	2939.0	2469.0	166.0	7349.0	1327.0	1921.0	3967.0	116.0	670.0	4316.0	8460.0	4205.0	2709.0	6501.0	4127.0	3287.0	8784.0	6791.0	10420.0	950.0	839.0	7292.0	2202.0
RB1_E11_STA100678	687.0	1429.0	1065.0	1485.0	1768.0	2135.0	4486.0	1382.0	903.0	40.0	3697.0	472.0	867.0	2040.0	176.0	283.0	2169.0	2891.0	1656.0	1283.0	3426.0	1562.0	1204.0	3407.0	2554.0	3721.0	258.0	384.0	2605.0	1475.0
RB1_E11_STA101836	734.0	1184.0	1230.0	1240.0	2901.0	2921.0	4079.0	1587.0	999.0	66.0	4193.0	718.0	1363.0	2213.0	148.0	440.0	2936.0	3032.0	2039.0	1408.0	4758.0	2141.0	1552.0	3908.0	3054.0	3906.0	328.0	306.0	3236.0	1479.0
RB1_E12_STA100680	820.0	1018.0	1906.0	1811.0	2694.0	3495.0	5690.0	1734.0	1498.0	46.0	4792.0	687.0	1210.0	2413.0	114.0	304.0	2564.0	4155.0	2902.0	1527.0	4038.0	2054.0	1550.0	3453.0	2156.0	4959.0	300.0	260.0	3830.0	1430.0
RB1_E12_STA100681	994.0	2391.0	2006.0	2900.0	3336.0	3426.0	7085.0	3073.0	1997.0	68.0	4899.0	1126.0	2024.0	3693.0	200.0	443.0	3859.0	4622.0	2844.0	2285.0	5154.0	3365.0	2496.0	6724.0	5295.0	7393.0	742.0	662.0	4333.0	2155.0
RB1_E13_STA100682	3964.0	7354.0	8155.0	11490.0	15152.0	16807.0	25993.0	5566.0	7448.0	551.0	18865.0	3019.0	7214.0	12608.0	275.0	1584.0	13313.0	21368.0	12644.0	9649.0	18156.0	11255.0	6764.0	22490.0	16430.0	27545.0	2731.0	2428.0	18307.0	7703.0
RB1_E13_STA101824	870.0	2256.0	1874.0	2946.0	4932.0	4972.0	8259.0	2318.0	2057.0	124.0	6865.0	1242.0	2316.0	4432.0	222.0	530.0	4712.0	6059.0	4052.0	3075.0	7010.0	4176.0	2640.0	7686.0	5856.0	7848.0	704.0	509.0	5854.0	3293.0
RB1_E14_STA100684	2390.0	2673.0	3332.0	3145.0	5027.0	6261.0	11932.0	3122.0	2555.0	70.0	8810.0	1327.0	1981.0	4922.0	260.0	787.0	5184.0	6070.0	4826.0	4039.0	7459.0	5047.0	2817.0	7939.0	5636.0	10686.0	946.0	302.0	7944.0	4261.0
RB1_E15_STA102085	1222.0	1881.0	2013.0	1623.0	4076.0	4321.0	7513.0	2768.0	1915.0	64.0	4907.0	1036.0	1746.0	3511.0	156.0	470.0	3750.0	4993.0	3236.0	2268.0	6108.0	2895.0	2389.0	5053.0	4645.0	6157.0	1015.0	516.0	1432.0	3130.0
RB1_E15_STA100687	706.0	783.0	1294.0	1172.0	1427.0	2427.0	5687.0	1474.0	965.0	34.0	2906.0	455.0	872.0	2162.0	24.0	326.0	1588.0	3233.0	2208.0	1153.0	829.0	1447.0	1169.0	2775.0	1861.0	502.0	413.0	277.0	288.0	1177.0
RB1_E16_STA101843	835.0	1073.0	1758.0	1526.0	1916.0	3258.0	6449.0	1860.0	1205.0	56.0	3913.0	570.0	1023.0	2721.0	30.0	268.0	2167.0	4149.0	2964.0	1617.0	1187.0	1973.0	1454.0	3620.0	2496.0	1073.0	379.0	357.0	3289.0	1551.0
RB1_E16_STA100689	801.0	1251.0	1910.0	2193.0	2593.0	3575.0	6148.0	1798.0	1259.0	57.0	3914.0	530.0	1204.0	2716.0	64.0	246.0	2524.0	4027.0	2851.0	1745.0	3646.0	2041.0	1387.0	3688.0	2995.0	5313.0	360.0	337.0	3488.0	1739.0
RB1_E17_STA100690	809.0	1929.0	1731.0	2237.0	2662.0	3407.0	5500.0	2282.0	1699.0	71.0	4229.0	862.0	1620.0	2977.0	124.0	367.0	3556.0	4220.0	2600.0	1596.0	4439.0	2811.0	2125.0	4930.0	4098.0	5531.0	683.0	529.0	1807.0	2111.0
RB1_E17_STA100691	3157.0	6008.0	5858.0	8669.0	9810.0	10699.0	17061.0	6163.0	4584.0	409.0	10196.0	2131.0	4901.0	7094.0	364.0	1140.0	9585.0	15928.0	6889.0	6097.0	11482.0	6888.0	5051.0	14283.0	11490.0	18338.0	2158.0	2298.0	9538.0	5086.0
