	C21D00402	C21D00444	D21D00412	M21D00435	N21D00374	N21D00379	N21D00401	N21D00404	N21D00438	N21D00440	P21D00366	P21D00372	P21D00373	P21D00386	P21D00389	P21D00391	P21D00395	P21D00396	P21D00397	P21D00398	P21D00399	P21D00405	P21D00408	P21D00436	P21D00437	P21D00442	P21D00447	S21D00410	X20D02486	X21D00400T
BRCA1_E21_STA100980	5848.0	4072.0	4397.0	5860.0	10925.0	10767.0	19548.0	3713.0	4570.0	232.0	12378.0	2068.0	4780.0	3008.0	412.0	1301.0	10959.0	12037.0	6944.0	9262.0	12178.0	7390.0	5280.0	13959.0	11664.0	18102.0	1856.0	856.0	9527.0	5965.0
BRCA1_E20_STA101745	4810.0	3700.0	4455.0	5513.0	12160.0	10626.0	21221.0	3485.0	4967.0	62.0	11539.0	1537.0	4411.0	2566.0	293.0	827.0	10066.0	12142.0	7714.0	7490.0	11038.0	7322.0	5086.0	12280.0	10770.0	16644.0	1548.0	889.0	8618.0	4805.0
BRCA1_E19_STA101746	8788.0	3910.0	6646.0	6669.0	20174.0	19023.0	34487.0	5836.0	4991.0	415.0	13924.0	1967.0	5617.0	4099.0	686.0	1219.0	12145.0	15697.0	10844.0	11905.0	16350.0	11130.0	7398.0	13554.0	12755.0	25157.0	2977.0	563.0	16195.0	7394.0
BRCA1_E19_STA100983	1912.0	1359.0	2195.0	1234.0	4577.0	5572.0	10798.0	2489.0	1389.0	67.0	6632.0	1103.0	1507.0	1714.0	194.0	586.0	3845.0	3992.0	3875.0	3703.0	6944.0	3251.0	2371.0	3300.0	2305.0	6659.0	420.0	112.0	3908.0	3067.0
BRCA1_E18_STA101750	6870.0	4344.0	5421.0	7531.0	16926.0	14223.0	25992.0	5262.0	5568.0	601.0	14147.0	2208.0	5291.0	4875.0	340.0	1262.0	12967.0	17941.0	12366.0	10871.0	16361.0	9266.0	7462.0	15857.0	12490.0	24588.0	2439.0	926.0	12978.0	7390.0
BRCA1_E17_STA100985	2445.0	1771.0	1767.0	2686.0	5720.0	5060.0	10207.0	2260.0	2858.0	87.0	6863.0	1374.0	2304.0	1921.0	240.0	433.0	6518.0	5804.0	4456.0	3957.0	8429.0	4407.0	2869.0	6721.0	5374.0	8309.0	763.0	292.0	5180.0	3461.0
BRCA1_E17_STA100986	1969.0	1631.0	1576.0	2564.0	6645.0	5073.0	8861.0	2308.0	2111.0	78.0	6269.0	1296.0	1962.0	1721.0	182.0	417.0	6752.0	5509.0	3641.0	4119.0	8233.0	4115.0	2635.0	6568.0	5439.0	7980.0	682.0	236.0	4874.0	3253.0
BRCA1_E16_STA101747	1659.0	1211.0	1206.0	1009.0	4688.0	3190.0	5761.0	2111.0	911.0	104.0	4212.0	665.0	1421.0	1895.0	152.0	271.0	3673.0	3700.0	2173.0	3139.0	4867.0	2689.0	1790.0	3013.0	3113.0	4846.0	1080.0	245.0	2698.0	1680.0
BRCA1_E16_STA100988	4495.0	2278.0	3666.0	3707.0	10245.0	8792.0	15407.0	3714.0	3108.0	329.0	9857.0	1862.0	3455.0	3607.0	154.0	431.0	7962.0	9338.0	5580.0	8011.0	9465.0	6027.0	5249.0	9021.0	7052.0	14532.0	1439.0	566.0	9480.0	3985.0
BRCA1_E15_STA100989	7940.0	7552.0	6958.0	11237.0	22346.0	19511.0	31625.0	8961.0	9708.0	586.0	24971.0	4630.0	9074.0	12952.0	504.0	1494.0	24925.0	22300.0	17718.0	15888.0	27238.0	17003.0	10537.0	25550.0	21576.0	31116.0	3875.0	1656.0	19372.0	12662.0
BRCA1_E15_STA100990	2047.0	2236.0	1508.0	2967.0	4719.0	4188.0	8430.0	2521.0	1852.0	86.0	5477.0	870.0	2347.0	2889.0	198.0	381.0	4569.0	5421.0	3171.0	3364.0	5200.0	4290.0	2408.0	6028.0	5125.0	7361.0	740.0	334.0	3690.0	2958.0
BRCA1_E15_STA100991	12931.0	9124.0	10210.0	16015.0	27631.0	28383.0	43500.0	11067.0	9724.0	674.0	24158.0	4315.0	11101.0	13433.0	836.0	1646.0	27285.0	30555.0	20724.0	20349.0	26327.0	17548.0	10598.0	28331.0	23460.0	38214.0	5022.0	2835.0	21580.0	12484.0
BRCA1_E15_STA100992	4789.0	4402.0	4605.0	7064.0	10303.0	9456.0	17193.0	6100.0	4826.0	381.0	10896.0	1806.0	4720.0	7267.0	484.0	927.0	11007.0	12532.0	8038.0	8287.0	12065.0	8609.0	5024.0	14191.0	12082.0	17194.0	2204.0	882.0	8827.0	6114.0
BRCA1_E14_STA100993	7053.0	4430.0	5908.0	8195.0	17181.0	14170.0	28416.0	5656.0	5320.0	338.0	14778.0	2621.0	6045.0	4728.0	416.0	1434.0	12978.0	16078.0	12563.0	12114.0	16505.0	10231.0	6189.0	15418.0	11013.0	22943.0	1809.0	693.0	13244.0	7840.0
BRCA1_E14_STA100994	6788.0	4652.0	5563.0	8360.0	17889.0	13496.0	28667.0	4386.0	5600.0	316.0	15062.0	1999.0	5524.0	5442.0	368.0	1210.0	13787.0	15877.0	10804.0	11869.0	14492.0	10825.0	7089.0	17019.0	14483.0	23593.0	2441.0	1036.0	14812.0	7577.0
BRCA1_E14_STA100995	6038.0	4359.0	4841.0	6198.0	9135.0	11403.0	22852.0	5934.0	4439.0	300.0	13386.0	1795.0	4443.0	6240.0	346.0	1087.0	9888.0	10840.0	8957.0	8910.0	12462.0	9281.0	5346.0	10509.0	9555.0	19809.0	1657.0	687.0	9389.0	6952.0
BRCA1_E13_STA100996	6275.0	4962.0	6886.0	10524.0	16372.0	19527.0	30039.0	6154.0	6197.0	479.0	19644.0	2824.0	6148.0	7277.0	490.0	1210.0	16518.0	20204.0	15172.0	13012.0	18737.0	10829.0	6953.0	19092.0	13669.0	27276.0	1991.0	924.0	17156.0	6784.0
BRCA1_E13_STA100997	1789.0	1829.0	1591.0	2726.0	5624.0	4379.0	7596.0	2290.0	1952.0	132.0	6205.0	912.0	2481.0	3198.0	92.0	382.0	5536.0	5622.0	3635.0	3993.0	8030.0	3838.0	2667.0	7079.0	5531.0	6647.0	976.0	390.0	5429.0	2442.0
BRCA1_E12_STA100998	4661.0	3096.0	3222.0	5867.0	9369.0	7830.0	15031.0	3846.0	3744.0	232.0	8903.0	1275.0	3660.0	3620.0	290.0	641.0	8225.0	9679.0	7216.0	6389.0	8263.0	5807.0	4122.0	11127.0	8870.0	13537.0	1499.0	816.0	6700.0	4532.0
BRCA1_E12_STA100999	4014.0	3431.0	2553.0	4805.0	6742.0	6429.0	13238.0	4172.0	3562.0	232.0	7697.0	1408.0	3393.0	3087.0	391.0	873.0	7329.0	8596.0	5055.0	5860.0	8228.0	6255.0	3847.0	10391.0	8961.0	11017.0	1311.0	492.0	5824.0	3876.0
BRCA1_E12_STA101000	9774.0	7638.0	7466.0	12066.0	19990.0	18354.0	30963.0	7640.0	8080.0	518.0	18633.0	2719.0	6958.0	9862.0	570.0	1594.0	18062.0	19969.0	15130.0	14778.0	19833.0	13145.0	7747.0	24159.0	19860.0	29660.0	3315.0	1550.0	15057.0	8111.0
BRCA1_E11_STA101001	13205.0	6904.0	10091.0	14435.0	28917.0	26487.0	52696.0	7380.0	9731.0	801.0	27004.0	4166.0	10044.0	7916.0	1131.0	2079.0	24152.0	29577.0	25243.0	24001.0	27604.0	17149.0	9493.0	27993.0	24229.0	36084.0	3970.0	1384.0	23180.0	15285.0
BRCA1_E11_STA101002	5758.0	5766.0	4386.0	6236.0	13607.0	10843.0	20964.0	6072.0	5435.0	305.0	13581.0	2713.0	5270.0	3662.0	438.0	1442.0	12659.0	12853.0	9661.0	10810.0	14829.0	9360.0	6390.0	14250.0	13087.0	16130.0	2782.0	793.0	10893.0	8274.0
BRCA1_E10_STA101003	4067.0	2973.0	4210.0	4960.0	10658.0	9329.0	20233.0	3474.0	4246.0	256.0	11219.0	2049.0	3733.0	1926.0	487.0	892.0	8043.0	10897.0	8533.0	7443.0	10852.0	6411.0	4064.0	13028.0	9533.0	13764.0	763.0	383.0	7240.0	4365.0
BRCA1_E10_STA101004	879.0	983.0	771.0	1058.0	1848.0	1930.0	4043.0	930.0	1376.0	22.0	3694.0	619.0	749.0	792.0	106.0	278.0	2863.0	2437.0	1875.0	1457.0	3187.0	2175.0	1040.0	3198.0	2663.0	2743.0	288.0	118.0	1574.0	1386.0
BRCA1_E10_STA101005	5405.0	5383.0	4545.0	8304.0	11293.0	12643.0	21112.0	4106.0	6945.0	288.0	16418.0	2820.0	5099.0	5202.0	523.0	1376.0	14924.0	14183.0	11082.0	11050.0	17036.0	12036.0	5579.0	19771.0	15293.0	18637.0	1470.0	375.0	9506.0	7528.0
BRCA1_E10_STA101006	9873.0	6518.0	6924.0	14345.0	24265.0	19870.0	34493.0	5484.0	10145.0	560.0	24689.0	3677.0	8323.0	6152.0	836.0	1158.0	21686.0	26440.0	20425.0	18378.0	27550.0	14263.0	9341.0	29392.0	21986.0	34849.0	2307.0	1332.0	17571.0	10027.0
BRCA1_E10_STA101007	8073.0	5469.0	7571.0	10899.0	16695.0	16059.0	33005.0	5138.0	8457.0	228.0	19843.0	3540.0	7193.0	4448.0	593.0	1590.0	18256.0	21635.0	17592.0	14759.0	20750.0	13462.0	7562.0	24215.0	17271.0	26441.0	2067.0	930.0	13263.0	9294.0
BRCA1_E10_STA101008	5061.0	5683.0	4137.0	7771.0	13884.0	12103.0	18273.0	3503.0	6519.0	290.0	18720.0	3401.0	5488.0	4214.0	552.0	1241.0	17824.0	14253.0	10216.0	11327.0	19790.0	11482.0	5967.0	19544.0	17573.0	18094.0	1908.0	943.0	11805.0	8811.0
BRCA1_E10_STA101009	12664.0	9782.0	11313.0	18205.0	26040.0	23359.0	45111.0	9390.0	15136.0	434.0	33275.0	3338.0	10477.0	6680.0	899.0	3062.0	28399.0	29602.0	20457.0	23446.0	29901.0	24980.0	13052.0	43679.0	37292.0	44393.0	3690.0	1292.0	25390.0	12266.0
BRCA1_E10_STA101010	6783.0	4312.0	6537.0	11603.0	20438.0	16903.0	27521.0	5294.0	8255.0	351.0	20358.0	4188.0	7288.0	4431.0	655.0	1582.0	18112.0	18889.0	16492.0	14086.0	20853.0	11780.0	7636.0	22620.0	18698.0	27810.0	1740.0	1117.0	16183.0	8206.0
BRCA1_E10_STA101011	8098.0	8526.0	8119.0	13863.0	20475.0	21126.0	37682.0	7912.0	12797.0	560.0	37267.0	5530.0	10489.0	8287.0	924.0	2366.0	29797.0	24529.0	22517.0	18170.0	35694.0	21350.0	14264.0	35838.0	26069.0	39015.0	3147.0	749.0	21782.0	15729.0
BRCA1_E10_STA101012	5535.0	1105.0	6467.0	15319.0	12508.0	22006.0	24500.0	7840.0	10600.0	242.0	14968.0	4168.0	5033.0	896.0	671.0	1199.0	10176.0	14939.0	12788.0	20041.0	26625.0	13500.0	6128.0	4621.0	3116.0	22976.0	906.0	361.0	19819.0	10074.0
BRCA1_E10_STA101013	4456.0	3853.0	3099.0	6091.0	11401.0	9454.0	16196.0	4750.0	5522.0	158.0	17056.0	2835.0	5032.0	4142.0	702.0	1420.0	13796.0	12238.0	9415.0	8851.0	16270.0	9382.0	5050.0	16934.0	14216.0	16123.0	1465.0	316.0	8984.0	6634.0
BRCA1_E10_STA101014	8545.0	6186.0	6494.0	11214.0	16138.0	14851.0	32742.0	7836.0	9210.0	298.0	19865.0	3949.0	7486.0	5099.0	823.0	2449.0	19110.0	18241.0	13692.0	15531.0	21145.0	14847.0	8794.0	27679.0	23518.0	30256.0	2184.0	903.0	13989.0	11660.0
BRCA1_E10_STA101015	3335.0	2485.0	2960.0	4909.0	7809.0	7359.0	13090.0	2728.0	3135.0	198.0	8345.0	1331.0	3228.0	1800.0	222.0	646.0	7152.0	8397.0	6936.0	5070.0	8783.0	5164.0	3293.0	9444.0	6947.0	11083.0	1210.0	458.0	5434.0	3609.0
BRCA1_E10_STA101016	11705.0	8699.0	9879.0	17974.0	29282.0	22323.0	45016.0	8114.0	13493.0	958.0	29002.0	4956.0	10498.0	6158.0	1118.0	2460.0	27919.0	32220.0	20408.0	21642.0	27413.0	21718.0	13638.0	37375.0	31430.0	42870.0	4198.0	2042.0	20581.0	13013.0
BRCA1_E10_STA101017	12002.0	8228.0	8693.0	16958.0	21232.0	19264.0	39724.0	7844.0	12989.0	437.0	29306.0	4293.0	8859.0	6115.0	1074.0	2427.0	22568.0	24892.0	18388.0	21302.0	28644.0	20328.0	10069.0	33094.0	28902.0	37655.0	2684.0	936.0	20110.0	12546.0
BRCA1_E10_STA101018	7658.0	6141.0	6259.0	12066.0	19523.0	16371.0	28849.0	5573.0	10516.0	486.0	25733.0	3716.0	8485.0	5946.0	492.0	1956.0	22628.0	21477.0	17630.0	16423.0	28521.0	16504.0	9764.0	28893.0	24967.0	26226.0	2810.0	514.0	16588.0	13137.0
BRCA1_E10_STA101019	9969.0	8405.0	8797.0	15466.0	27627.0	24074.0	37569.0	10116.0	10793.0	474.0	35375.0	5007.0	11660.0	8846.0	983.0	2352.0	35186.0	27185.0	21186.0	22186.0	36566.0	23452.0	11959.0	39528.0	35345.0	35512.0	3828.0	1054.0	20185.0	16760.0
BRCA1_E10_STA101020	4569.0	3306.0	3370.0	6308.0	9253.0	9364.0	19881.0	3353.0	4394.0	219.0	12554.0	2097.0	3240.0	2916.0	387.0	1009.0	9831.0	10238.0	10091.0	7758.0	12241.0	7585.0	4955.0	14018.0	9981.0	14830.0	872.0	420.0	7338.0	6394.0
BRCA1_E10_STA101021	2599.0	1858.0	1774.0	3332.0	4288.0	4781.0	11476.0	1911.0	2777.0	104.0	6679.0	1202.0	1683.0	1493.0	201.0	682.0	5573.0	5232.0	5040.0	4420.0	6197.0	4435.0	2839.0	8618.0	6529.0	8075.0	512.0	114.0	3749.0	3836.0
BRCA1_E10_STA101022	5704.0	3780.0	5909.0	10684.0	16600.0	14780.0	24426.0	4642.0	6274.0	302.0	16480.0	2661.0	6503.0	2927.0	568.0	1375.0	14716.0	18002.0	12744.0	12207.0	17068.0	11240.0	6594.0	21543.0	18034.0	23087.0	1925.0	572.0	13500.0	6837.0
BRCA1_E10_STA101023	4976.0	3749.0	4215.0	7514.0	12209.0	9461.0	20552.0	3488.0	6160.0	169.0	11647.0	2023.0	4395.0	2498.0	334.0	952.0	10519.0	14319.0	8958.0	8796.0	12750.0	8586.0	4948.0	17936.0	12888.0	18593.0	1703.0	560.0	9222.0	5329.0
BRCA1_E10_STA101024	3674.0	2471.0	3398.0	5920.0	9192.0	7672.0	15563.0	2092.0	4154.0	136.0	8824.0	1561.0	3091.0	2194.0	290.0	777.0	7789.0	8889.0	7789.0	7260.0	9718.0	6580.0	3528.0	11177.0	9785.0	13790.0	959.0	250.0	7128.0	4206.0
BRCA1_E10_STA101025	4213.0	4358.0	3197.0	5169.0	10290.0	8751.0	17575.0	2839.0	5674.0	347.0	13071.0	2404.0	4249.0	2933.0	590.0	1207.0	11714.0	11240.0	8616.0	8611.0	15030.0	8468.0	4758.0	15929.0	13121.0	14145.0	1507.0	550.0	8913.0	6555.0
BRCA1_E10_STA101748	10921.0	9225.0	8034.0	16258.0	28291.0	23330.0	40140.0	7982.0	12115.0	686.0	33131.0	5756.0	12057.0	7716.0	852.0	2301.0	31676.0	27638.0	20539.0	22492.0	37612.0	21386.0	12918.0	40564.0	34473.0	37234.0	4229.0	1198.0	23039.0	14761.0
BRCA1_E10_STA101027	5171.0	4143.0	3826.0	7672.0	13571.0	11343.0	21094.0	3420.0	6391.0	287.0	13483.0	2587.0	4624.0	3127.0	286.0	1078.0	12726.0	14867.0	10070.0	9947.0	15870.0	8426.0	5620.0	17396.0	12527.0	20048.0	1625.0	921.0	10355.0	6072.0
BRCA1_E10_STA101028	10482.0	7225.0	9359.0	16633.0	25606.0	21319.0	38648.0	8846.0	12020.0	734.0	24539.0	4342.0	11220.0	7117.0	941.0	2322.0	23325.0	28617.0	18766.0	20543.0	27744.0	18308.0	12204.0	36705.0	26867.0	39764.0	4000.0	2336.0	18258.0	11395.0
BRCA1_E10_STA101029	4767.0	4281.0	3654.0	7173.0	9889.0	8915.0	19259.0	4257.0	5265.0	142.0	12203.0	2047.0	4694.0	2901.0	454.0	923.0	11111.0	12944.0	7838.0	8849.0	11657.0	9310.0	5675.0	16476.0	13800.0	17350.0	1368.0	648.0	7537.0	7191.0
BRCA1_E10_STA101030	6985.0	5621.0	5136.0	11043.0	14485.0	11611.0	24749.0	5022.0	8499.0	423.0	19004.0	3047.0	6165.0	4507.0	496.0	1695.0	15662.0	15490.0	11993.0	12700.0	17931.0	13160.0	7572.0	21678.0	18530.0	24128.0	2049.0	776.0	14338.0	8037.0
BRCA1_E10_STA101031	8379.0	6520.0	7448.0	12294.0	19720.0	16984.0	32908.0	6641.0	9606.0	536.0	21461.0	3684.0	7558.0	5164.0	818.0	2011.0	19181.0	21225.0	14905.0	15848.0	20626.0	15098.0	9839.0	27784.0	24128.0	30645.0	2715.0	958.0	15014.0	9490.0
BRCA1_E10_STA101032	5792.0	5098.0	4474.0	8239.0	13352.0	12290.0	24156.0	6240.0	6754.0	398.0	15821.0	3068.0	5624.0	4484.0	521.0	1254.0	14955.0	15136.0	11697.0	11278.0	16291.0	11116.0	7536.0	18504.0	17894.0	20220.0	2148.0	791.0	9883.0	7864.0
BRCA1_E10_STA101033	5590.0	4053.0	3870.0	7572.0	11688.0	10513.0	19902.0	4439.0	5940.0	249.0	14746.0	2425.0	4859.0	3490.0	444.0	1260.0	13742.0	13627.0	9293.0	10922.0	15828.0	9331.0	5976.0	17567.0	15938.0	17941.0	1533.0	719.0	7312.0	7084.0
BRCA1_E10_STA101034	7098.0	4689.0	4788.0	9132.0	13030.0	12575.0	25065.0	4688.0	7419.0	239.0	17185.0	2762.0	5557.0	3992.0	600.0	1934.0	15397.0	16100.0	11151.0	12758.0	18306.0	11330.0	7374.0	21352.0	18533.0	22565.0	1675.0	643.0	10674.0	8344.0
BRCA1_E10_STA101035	7627.0	5875.0	6836.0	11114.0	15081.0	14185.0	28779.0	5653.0	8674.0	432.0	19869.0	3067.0	5762.0	5041.0	834.0	1847.0	17230.0	17999.0	13987.0	13638.0	21464.0	14143.0	8690.0	24247.0	19329.0	26992.0	2222.0	738.0	15558.0	10470.0
BRCA1_E10_STA101036	19274.0	9916.0	15234.0	25346.0	42095.0	37195.0	61898.0	11952.0	17970.0	1171.0	41677.0	6006.0	16568.0	10804.0	1379.0	3402.0	36076.0	44729.0	31695.0	31016.0	37835.0	28537.0	17113.0	53148.0	43685.0	54762.0	4673.0	2638.0	31297.0	20766.0
BRCA1_E10_STA101037	13445.0	8877.0	10684.0	18288.0	30789.0	26190.0	47416.0	7147.0	12880.0	635.0	29097.0	5666.0	12002.0	7933.0	1039.0	1915.0	27102.0	34328.0	23590.0	23500.0	32798.0	19399.0	12883.0	38879.0	30687.0	40686.0	3758.0	2140.0	23958.0	15500.0
BRCA1_E10_STA101038	8732.0	5816.0	6522.0	11645.0	18826.0	16054.0	31432.0	4380.0	8036.0	352.0	18011.0	3502.0	7673.0	4864.0	724.0	1179.0	16465.0	22690.0	15259.0	14195.0	19481.0	12143.0	8538.0	24443.0	17985.0	25834.0	2421.0	1392.0	15335.0	9746.0
BRCA1_E10_STA101039	7242.0	5711.0	6338.0	10004.0	16059.0	13738.0	25615.0	4718.0	6946.0	350.0	18081.0	3104.0	6416.0	4540.0	651.0	1452.0	15593.0	20740.0	14405.0	12392.0	18885.0	12104.0	7550.0	18562.0	14611.0	23086.0	2269.0	972.0	15030.0	8182.0
BRCA1_E10_STA101040	3473.0	3107.0	2462.0	4594.0	6640.0	5417.0	10697.0	2816.0	2746.0	245.0	6712.0	1328.0	2742.0	2144.0	236.0	586.0	7473.0	7722.0	4782.0	6219.0	7506.0	5604.0	3891.0	9239.0	9120.0	11072.0	1470.0	597.0	6046.0	3818.0
BRCA1_E9_STA101041	2067.0	1981.0	2130.0	2508.0	6006.0	5430.0	10401.0	2552.0	2186.0	70.0	8128.0	1042.0	1984.0	2235.0	284.0	510.0	6306.0	5990.0	4716.0	4563.0	9696.0	5044.0	2760.0	6240.0	4846.0	8631.0	444.0	310.0	6902.0	3430.0
BRCA1_E8_STA101042	2372.0	2525.0	3195.0	3040.0	5722.0	6727.0	16280.0	3789.0	3972.0	170.0	10533.0	1724.0	2559.0	5317.0	314.0	1089.0	7446.0	6734.0	7485.0	4658.0	11733.0	5911.0	4654.0	7889.0	6653.0	12840.0	852.0	248.0	7275.0	4240.0
BRCA1_E7_STA101043	3205.0	2206.0	2844.0	2880.0	8317.0	6587.0	12357.0	3908.0	1660.0	168.0	5354.0	1041.0	2157.0	3243.0	270.0	512.0	5432.0	7310.0	4811.0	5389.0	7403.0	4184.0	3590.0	5776.0	5184.0	11377.0	1404.0	545.0	6417.0	3076.0
BRCA1_E7_STA101044	5691.0	4483.0	5421.0	6420.0	12961.0	12354.0	21669.0	6523.0	3820.0	383.0	11401.0	1740.0	4367.0	6424.0	287.0	1071.0	9676.0	12378.0	9114.0	8217.0	11490.0	7767.0	5988.0	9631.0	9341.0	19929.0	2377.0	978.0	10866.0	5666.0
BRCA1_E6_STA102042	9717.0	431.0	10336.0	13507.0	28457.0	37759.0	30630.0	19968.0	8242.0	221.0	23230.0	5196.0	7522.0	1045.0	893.0	772.0	15795.0	20582.0	16986.0	27938.0	39399.0	23272.0	8905.0	1063.0	1108.0	35838.0	2257.0	796.0	8253.0	16041.0
BRCA1_E6_STA101046	2043.0	1996.0	2203.0	2538.0	5284.0	4861.0	9164.0	3537.0	2081.0	268.0	4775.0	486.0	1799.0	2765.0	169.0	386.0	4918.0	5097.0	3196.0	3888.0	5113.0	3462.0	3078.0	5611.0	4422.0	8931.0	1180.0	416.0	5349.0	2651.0
BRCA1_E6_STA101047	2557.0	2712.0	2656.0	3476.0	6649.0	5681.0	10556.0	3932.0	2170.0	226.0	5343.0	990.0	2179.0	3311.0	182.0	362.0	6183.0	6938.0	3828.0	4146.0	5961.0	3919.0	3671.0	6191.0	5719.0	11719.0	1480.0	834.0	6095.0	2502.0
BRCA1_E5_STA101048	2061.0	1844.0	2250.0	3185.0	5464.0	6156.0	12903.0	2153.0	2250.0	214.0	6485.0	1160.0	2214.0	2534.0	130.0	457.0	5305.0	7132.0	5575.0	4558.0	6572.0	3662.0	2771.0	6460.0	3926.0	9191.0	678.0	244.0	5926.0	2618.0
BRCA1_E4_STA101753	4376.0	4102.0	4778.0	7792.0	13020.0	11456.0	21169.0	4086.0	4170.0	329.0	12805.0	1695.0	4322.0	5343.0	453.0	1096.0	10143.0	12749.0	8140.0	8881.0	11755.0	8350.0	6137.0	15539.0	10951.0	19567.0	1611.0	571.0	12478.0	5041.0
BRCA1_E3_STA101050	4266.0	5071.0	4327.0	5980.0	9384.0	10346.0	17717.0	6016.0	3872.0	189.0	11886.0	1621.0	3952.0	3752.0	425.0	832.0	10316.0	12085.0	8187.0	7912.0	11757.0	7858.0	4988.0	11989.0	9371.0	17305.0	1801.0	763.0	9971.0	4863.0
BRCA1_E2_STA101051	3277.0	3271.0	3172.0	4134.0	7141.0	6266.0	10989.0	3097.0	2473.0	216.0	8561.0	1380.0	3164.0	2791.0	314.0	489.0	7495.0	7945.0	4633.0	5304.0	8543.0	6256.0	5349.0	9160.0	7672.0	13986.0	1680.0	670.0	6729.0	4021.0
RAD51C_E1_STA102056	8039.0	4747.0	5333.0	5692.0	17758.0	16113.0	26978.0	10908.0	4800.0	116.0	16787.0	2253.0	7209.0	4905.0	564.0	1163.0	14121.0	15092.0	11402.0	10250.0	25858.0	16418.0	8948.0	13357.0	11643.0	33381.0	3574.0	1431.0	12684.0	7045.0
RAD51C_E1_STA101053	1312.0	1038.0	1076.0	1070.0	2779.0	2253.0	3912.0	2801.0	896.0	50.0	3025.0	300.0	1201.0	869.0	149.0	163.0	2511.0	2391.0	1847.0	1786.0	4874.0	2982.0	1706.0	2287.0	2079.0	5282.0	850.0	358.0	1679.0	1466.0
RAD51C_E2_STA101054	3901.0	2544.0	3075.0	4055.0	9965.0	9112.0	13675.0	3776.0	2643.0	369.0	8987.0	1568.0	3474.0	3956.0	198.0	469.0	6683.0	9001.0	7063.0	6556.0	15899.0	8702.0	4124.0	8162.0	7123.0	15232.0	2473.0	905.0	4193.0	3619.0
RAD51C_E2_STA101055	9361.0	6559.0	9014.0	12420.0	22612.0	19015.0	31061.0	9398.0	7643.0	745.0	19216.0	2994.0	9602.0	8870.0	599.0	1900.0	19303.0	22873.0	15563.0	16214.0	33955.0	24720.0	10268.0	23895.0	20377.0	35890.0	6210.0	3073.0	16022.0	8840.0
RAD51C_E2_STA101056	3619.0	3354.0	3325.0	4494.0	8482.0	8484.0	15900.0	4410.0	3564.0	329.0	10737.0	2131.0	4488.0	4798.0	321.0	810.0	9891.0	10086.0	8905.0	6558.0	20233.0	10322.0	4607.0	10013.0	8376.0	14972.0	2204.0	900.0	8824.0	5146.0
RAD51C_E2_STA101057	2723.0	2789.0	2364.0	3493.0	6629.0	6491.0	11891.0	3847.0	2819.0	312.0	8905.0	1676.0	3758.0	3929.0	280.0	747.0	8201.0	7290.0	7107.0	5053.0	16555.0	8470.0	3863.0	7958.0	6895.0	11523.0	1683.0	611.0	6690.0	4243.0
RAD51C_E3_STA101058	2144.0	1773.0	2095.0	2963.0	4136.0	4366.0	8786.0	2556.0	2080.0	200.0	5014.0	877.0	2184.0	1496.0	102.0	404.0	4494.0	4021.0	3323.0	3591.0	8721.0	5770.0	2063.0	5110.0	4241.0	7807.0	1350.0	454.0	4239.0	3111.0
RAD51C_E3_STA101059	5520.0	3462.0	4263.0	6464.0	13561.0	12720.0	17925.0	4297.0	4139.0	369.0	17694.0	2477.0	6472.0	4057.0	429.0	1634.0	15667.0	13148.0	9518.0	10597.0	31753.0	15711.0	6969.0	14988.0	12865.0	19949.0	3172.0	989.0	13407.0	7608.0
RAD51C_E3_STA101060	4176.0	3083.0	3427.0	5421.0	9640.0	7938.0	16099.0	5277.0	3472.0	308.0	9696.0	1784.0	4107.0	2833.0	220.0	1111.0	8388.0	9448.0	6272.0	7541.0	16349.0	10892.0	4907.0	11073.0	9236.0	16686.0	2711.0	1163.0	7146.0	5526.0
RAD51C_E4_STA101061	1127.0	804.0	928.0	1086.0	2685.0	2870.0	4881.0	968.0	724.0	114.0	2642.0	304.0	1024.0	1774.0	42.0	212.0	1976.0	2654.0	2069.0	1604.0	3970.0	2514.0	1378.0	2098.0	1347.0	4409.0	582.0	181.0	2356.0	1274.0
RAD51C_E4_STA101786	6039.0	4179.0	5348.0	8702.0	18064.0	16137.0	23988.0	5506.0	4778.0	474.0	15821.0	2776.0	7212.0	8188.0	378.0	1185.0	13879.0	17936.0	11484.0	11594.0	28819.0	16421.0	8223.0	15250.0	11880.0	26964.0	3839.0	1407.0	14703.0	6033.0
RAD51C_E4_STA101063	3236.0	2498.0	3579.0	4467.0	8012.0	8182.0	13356.0	3428.0	2275.0	493.0	7596.0	1341.0	4053.0	3634.0	155.0	650.0	7224.0	9818.0	6339.0	5932.0	14590.0	8407.0	4122.0	7585.0	6083.0	14550.0	1787.0	757.0	6766.0	3450.0
RAD51C_E5_STA101064	884.0	1063.0	820.0	1552.0	1980.0	2729.0	5887.0	1869.0	1046.0	122.0	3825.0	620.0	993.0	1620.0	84.0	328.0	2434.0	2482.0	2626.0	2282.0	5983.0	3446.0	1503.0	2986.0	2346.0	4768.0	622.0	204.0	1926.0	1614.0
RAD51C_E5_STA101065	3506.0	2991.0	2523.0	5602.0	8394.0	7755.0	15997.0	3404.0	3561.0	556.0	11405.0	1534.0	4460.0	4496.0	354.0	1251.0	9119.0	9313.0	6150.0	6513.0	17345.0	10697.0	4178.0	11000.0	9327.0	14863.0	2201.0	842.0	8069.0	4307.0
