	D20D02477T	D20D02527	D21D00009T	D21D00012T	K20D02522T	M20D02483	M20D02521	M20D02532	M21D00003	M21D00004	M21D00010	N21D00002	N21D00011	N21D00032	P20D02524	P20D02526	P20D02528	P20D02529	P21D00014	P21D00017	P21D00020	P21D00025	P21D00036	P21D00039	P21D00041	S21D00030T	U21D00008	X20D02446HPV
ERBB2_E5_STA101346	2801.0	1726.0	7038.0	543.0	196.0	1548.0	2104.0	921.0	1228.0	2381.0	1276.0	7564.0	14111.0	20262.0	252.0	53.0	142.0	3611.0	158.0	1665.0	812.0	1619.0	4667.0	1175.0	2928.0	135.0	189.0	1525.0
ERBB2_E6_STA101347	816.0	433.0	1536.0	214.0	213.0	300.0	681.0	327.0	317.0	861.0	281.0	2474.0	2044.0	4205.0	42.0	14.0	32.0	973.0	56.0	283.0	233.0	410.0	1207.0	401.0	1040.0	57.0	31.0	394.0
ERBB2_E7_STA101348	9618.0	4949.0	25098.0	1884.0	1181.0	5144.0	9555.0	4957.0	5735.0	10867.0	5488.0	31488.0	49303.0	72980.0	646.0	330.0	656.0	14591.0	640.0	4756.0	3362.0	8276.0	18955.0	5191.0	11615.0	983.0	937.0	4805.0
ERBB2_E8_STA101349	6627.0	3064.0	15725.0	1146.0	617.0	4308.0	6720.0	2354.0	2664.0	7098.0	3608.0	17099.0	29706.0	40241.0	358.0	293.0	185.0	9259.0	331.0	3012.0	1737.0	5306.0	9031.0	3603.0	7009.0	343.0	316.0	2933.0
ERBB2_E9_STA101350	7264.0	3264.0	13457.0	1118.0	423.0	3529.0	5393.0	2242.0	3058.0	6215.0	3490.0	19013.0	31269.0	47155.0	485.0	122.0	347.0	8758.0	323.0	3341.0	1631.0	3394.0	10483.0	3047.0	6262.0	401.0	361.0	3520.0
ERBB2_E10_STA101351	17007.0	8323.0	44739.0	3382.0	1492.0	9985.0	15663.0	6771.0	8261.0	19171.0	10723.0	48288.0	77873.0	104736.0	888.0	550.0	533.0	24998.0	864.0	7527.0	4341.0	13703.0	26746.0	8717.0	16261.0	695.0	1031.0	7430.0
ERBB2_E11_STA101352	1830.0	1055.0	4853.0	342.0	219.0	995.0	2695.0	1250.0	1149.0	2243.0	1423.0	5987.0	8876.0	12416.0	172.0	87.0	67.0	3413.0	132.0	1029.0	789.0	2143.0	3646.0	839.0	2033.0	130.0	123.0	1069.0
ERBB2_E13_STA101354	413.0	252.0	1005.0	138.0	35.0	278.0	423.0	157.0	277.0	573.0	199.0	1738.0	2313.0	3203.0	36.0	20.0	53.0	775.0	45.0	259.0	107.0	243.0	1124.0	231.0	487.0	49.0	36.0	246.0
ERBB2_E14_STA101355	6985.0	2824.0	14060.0	1347.0	596.0	3853.0	4779.0	2428.0	2720.0	4762.0	2849.0	18585.0	26354.0	43966.0	292.0	116.0	375.0	9776.0	497.0	4111.0	1683.0	3349.0	9912.0	3868.0	5695.0	392.0	534.0	2663.0
ERBB2_E15_STA101356	8657.0	4020.0	18665.0	1720.0	559.0	4050.0	8030.0	3325.0	3660.0	9899.0	3567.0	28353.0	50379.0	61666.0	461.0	265.0	503.0	11642.0	582.0	4284.0	2477.0	4223.0	15874.0	3447.0	8993.0	436.0	480.0	4893.0
ERBB2_E16_STA101357	2007.0	709.0	3750.0	287.0	175.0	1118.0	1573.0	881.0	684.0	1682.0	1078.0	4824.0	9483.0	13337.0	53.0	26.0	38.0	2016.0	121.0	882.0	477.0	1098.0	2867.0	999.0	1853.0	77.0	133.0	1022.0
ERBB2_E17_STA101642	1939.0	797.0	4410.0	254.0	123.0	893.0	1618.0	730.0	869.0	2132.0	997.0	5287.0	9140.0	12915.0	88.0	38.0	67.0	2488.0	131.0	1088.0	305.0	1530.0	2621.0	903.0	1888.0	93.0	137.0	961.0
ERBB2_E18_STA101359	8514.0	4432.0	19834.0	2080.0	1102.0	4390.0	7010.0	3795.0	4548.0	8140.0	5573.0	26230.0	39374.0	65652.0	438.0	350.0	517.0	12322.0	447.0	4230.0	2361.0	4895.0	13333.0	4356.0	8379.0	676.0	529.0	5100.0
ERBB2_E19_STA101360	7059.0	3421.0	16383.0	1430.0	592.0	3406.0	5774.0	2813.0	3665.0	5734.0	4661.0	18000.0	27732.0	48032.0	268.0	165.0	395.0	10367.0	425.0	4110.0	1837.0	3941.0	12074.0	3287.0	5815.0	629.0	563.0	3268.0
ERBB2_E20_STA101645	8957.0	3077.0	20403.0	1779.0	635.0	4882.0	8536.0	3838.0	4640.0	9772.0	5209.0	25764.0	39447.0	55699.0	550.0	253.0	319.0	13549.0	627.0	3300.0	2821.0	6508.0	13326.0	4534.0	10957.0	575.0	503.0	3703.0
ERBB2_E21_STA101362	1284.0	200.0	1574.0	353.0	58.0	974.0	776.0	283.0	292.0	609.0	680.0	3236.0	2343.0	10778.0	46.0	32.0	30.0	866.0	90.0	212.0	238.0	832.0	2243.0	292.0	618.0	27.0	41.0	308.0
ERBB2_E22_STA101613	8377.0	5070.0	21699.0	2716.0	1412.0	3994.0	10782.0	4824.0	4856.0	12666.0	5417.0	31601.0	60093.0	67117.0	531.0	301.0	456.0	14529.0	630.0	5538.0	2542.0	5213.0	17813.0	3670.0	12765.0	840.0	649.0	5238.0
ERBB2_E22_STA100071	10653.0	3790.0	24026.0	1567.0	720.0	4967.0	11332.0	4512.0	5010.0	9561.0	7802.0	27186.0	59761.0	63734.0	502.0	390.0	302.0	14424.0	718.0	5639.0	3368.0	8315.0	16649.0	4449.0	12196.0	971.0	614.0	4960.0
ERBB2_E23_STA100072	5019.0	1908.0	11804.0	824.0	451.0	2765.0	4339.0	2222.0	2441.0	6104.0	2521.0	13601.0	21404.0	29876.0	356.0	160.0	185.0	6215.0	295.0	2031.0	1164.0	4106.0	8188.0	2164.0	5025.0	356.0	290.0	2125.0
ERBB2_E23_STA100073	6713.0	2045.0	13147.0	1066.0	157.0	2957.0	5051.0	1675.0	2458.0	5951.0	2972.0	17015.0	24855.0	38247.0	411.0	165.0	173.0	7882.0	473.0	2282.0	1321.0	4088.0	8475.0	3020.0	5529.0	438.0	434.0	2865.0
ERBB2_E23_STA100074	604.0	329.0	1392.0	215.0	53.0	362.0	394.0	281.0	252.0	617.0	338.0	1933.0	3279.0	5179.0	39.0	29.0	23.0	748.0	26.0	348.0	176.0	443.0	1186.0	285.0	772.0	21.0	60.0	254.0
ERBB2_E24_STA100075	4531.0	1735.0	10031.0	670.0	464.0	3024.0	4200.0	1682.0	2493.0	4700.0	2536.0	13673.0	19987.0	28302.0	311.0	229.0	267.0	6236.0	223.0	1975.0	1152.0	3395.0	6546.0	2813.0	5196.0	343.0	268.0	2153.0
ERBB2_E24_STA100076	8377.0	4063.0	22713.0	1799.0	937.0	5977.0	9445.0	4006.0	4703.0	12142.0	5016.0	30014.0	49597.0	53427.0	649.0	317.0	528.0	13438.0	667.0	4411.0	2937.0	7802.0	17487.0	5182.0	11912.0	800.0	490.0	4505.0
ERBB2_E26_STA101363	15781.0	5920.0	37436.0	1943.0	1147.0	8930.0	13939.0	5614.0	7458.0	17792.0	8088.0	42126.0	55658.0	94187.0	1193.0	380.0	459.0	23283.0	1020.0	6300.0	4801.0	13112.0	23302.0	8224.0	15755.0	1255.0	777.0	6730.0
ERBB2_E27_STA101364	1059.0	659.0	2521.0	137.0	79.0	411.0	1062.0	337.0	561.0	1146.0	742.0	3449.0	5146.0	7183.0	50.0	20.0	25.0	1382.0	59.0	516.0	276.0	984.0	1581.0	438.0	1016.0	38.0	102.0	458.0
ERBB2_E28_STA101365	7297.0	3019.0	16218.0	894.0	594.0	3909.0	6977.0	3231.0	2994.0	8469.0	4818.0	18317.0	39734.0	42902.0	438.0	283.0	217.0	8777.0	422.0	3416.0	1661.0	6992.0	12118.0	3465.0	7367.0	315.0	376.0	3364.0
ERBB2_E29_STA101366	7541.0	3264.0	18228.0	1660.0	454.0	3614.0	6845.0	2736.0	3751.0	8662.0	4153.0	22906.0	36930.0	55309.0	497.0	223.0	402.0	11101.0	668.0	4007.0	1939.0	6228.0	13946.0	3717.0	8075.0	531.0	420.0	3502.0
ERBB2_E30_STA101367	3397.0	1212.0	7044.0	562.0	275.0	1512.0	1857.0	987.0	1240.0	2595.0	1435.0	7625.0	12861.0	20146.0	123.0	30.0	135.0	3946.0	191.0	1433.0	697.0	1446.0	4210.0	1433.0	2677.0	283.0	204.0	1355.0
BRCA1_E23_STA100977	11744.0	8516.0	33960.0	4193.0	1964.0	7256.0	18080.0	7829.0	8169.0	17941.0	11734.0	43934.0	60087.0	82614.0	1359.0	516.0	687.0	22337.0	1344.0	8835.0	5048.0	7868.0	27762.0	6789.0	14762.0	1646.0	1081.0	7778.0
BRCA1_E23_STA100978	8606.0	4798.0	24634.0	2376.0	1726.0	4806.0	10661.0	4558.0	4847.0	10418.0	9056.0	23878.0	32195.0	53596.0	626.0	252.0	535.0	12884.0	565.0	5282.0	2493.0	6890.0	16163.0	4419.0	8254.0	1036.0	699.0	3636.0
BRCA1_E22_STA100979	4826.0	2828.0	11965.0	1349.0	1004.0	2554.0	5383.0	2861.0	2149.0	4475.0	5161.0	12958.0	23977.0	36307.0	180.0	195.0	151.0	7361.0	325.0	3262.0	1319.0	2154.0	8879.0	2146.0	4224.0	655.0	545.0	2144.0
BRCA1_E21_STA100980	5959.0	4878.0	17750.0	2622.0	1921.0	3176.0	10318.0	5801.0	4103.0	6716.0	12051.0	17054.0	31567.0	40857.0	402.0	202.0	202.0	7677.0	628.0	4212.0	2541.0	5072.0	12069.0	2803.0	7290.0	1630.0	803.0	3675.0
BRCA1_E20_STA101745	3636.0	2693.0	9993.0	1359.0	890.0	2030.0	5455.0	3007.0	2241.0	3442.0	6624.0	7915.0	16653.0	23279.0	98.0	180.0	178.0	4736.0	353.0	2777.0	1349.0	1958.0	6961.0	1636.0	3393.0	1109.0	431.0	1791.0
BRCA1_E19_STA101746	6000.0	3362.0	17659.0	2191.0	1202.0	2854.0	9410.0	3921.0	3527.0	7113.0	7067.0	19138.0	31101.0	47441.0	323.0	259.0	236.0	10040.0	624.0	3290.0	2352.0	3776.0	12665.0	2768.0	6351.0	1206.0	424.0	2935.0
BRCA1_E19_STA100983	3893.0	1910.0	7503.0	1381.0	669.0	1344.0	3535.0	1655.0	1465.0	2593.0	3970.0	10122.0	17701.0	31626.0	89.0	89.0	174.0	4773.0	388.0	2353.0	946.0	1758.0	6315.0	1411.0	2732.0	458.0	327.0	1940.0
BRCA1_E18_STA101750	6234.0	5170.0	18449.0	3027.0	2199.0	3082.0	8537.0	4326.0	4280.0	6274.0	10267.0	14846.0	30108.0	38817.0	396.0	229.0	557.0	8670.0	527.0	3954.0	2282.0	4044.0	12359.0	2716.0	6156.0	1681.0	663.0	3547.0
BRCA1_E17_STA100985	1985.0	2688.0	7124.0	1702.0	878.0	968.0	3932.0	1765.0	1621.0	2887.0	4434.0	6951.0	15421.0	17963.0	134.0	70.0	254.0	3037.0	310.0	1890.0	1008.0	1157.0	6130.0	1211.0	2652.0	1045.0	294.0	1591.0
BRCA1_E17_STA100986	1893.0	2578.0	6745.0	1540.0	812.0	1030.0	4110.0	1646.0	1450.0	3032.0	4378.0	6276.0	13963.0	16032.0	164.0	84.0	282.0	3209.0	294.0	1813.0	944.0	1201.0	6164.0	1206.0	2525.0	1026.0	292.0	1552.0
BRCA1_E16_STA101747	1977.0	1374.0	5761.0	993.0	473.0	1387.0	2849.0	1234.0	1225.0	3108.0	2466.0	6972.0	8500.0	12752.0	102.0	96.0	113.0	3058.0	288.0	1539.0	873.0	1403.0	4292.0	1145.0	2312.0	284.0	192.0	1017.0
BRCA1_E16_STA100988	4594.0	2661.0	11917.0	1905.0	1105.0	2228.0	5310.0	2634.0	2140.0	3643.0	5302.0	8729.0	22415.0	25574.0	165.0	141.0	181.0	5005.0	168.0	2866.0	1632.0	2560.0	7895.0	1550.0	4602.0	586.0	284.0	1899.0
BRCA1_E15_STA100989	11985.0	12150.0	36038.0	6388.0	4651.0	7012.0	19018.0	11339.0	7322.0	15475.0	21014.0	36095.0	67668.0	82366.0	805.0	604.0	1000.0	15836.0	1440.0	8750.0	5212.0	7763.0	26111.0	6023.0	15338.0	3904.0	1443.0	8460.0
BRCA1_E15_STA100990	4354.0	3048.0	10019.0	1882.0	1251.0	2018.0	5560.0	3788.0	2042.0	3895.0	8471.0	10768.0	15924.0	28119.0	188.0	137.0	150.0	5739.0	430.0	2648.0	1756.0	2556.0	7866.0	1810.0	4089.0	1347.0	407.0	2176.0
BRCA1_E15_STA100991	19017.0	15397.0	53178.0	8070.0	6369.0	10900.0	29050.0	16638.0	11757.0	17553.0	30539.0	52446.0	75994.0	119444.0	1325.0	797.0	1311.0	29939.0	1914.0	11663.0	8091.0	11912.0	34991.0	10415.0	21122.0	5597.0	1947.0	10848.0
BRCA1_E15_STA100992	9245.0	6665.0	26512.0	3846.0	3892.0	4630.0	13896.0	7854.0	5076.0	9124.0	17510.0	19984.0	40413.0	50383.0	809.0	241.0	351.0	10692.0	660.0	5068.0	3137.0	7372.0	14026.0	4548.0	9602.0	2306.0	1032.0	4629.0
BRCA1_E14_STA100993	8445.0	5456.0	22783.0	3109.0	2570.0	3989.0	9744.0	5462.0	4255.0	6880.0	12395.0	17428.0	33997.0	50359.0	571.0	282.0	380.0	9413.0	560.0	5015.0	2889.0	4013.0	13413.0	4250.0	7726.0	1823.0	948.0	3915.0
BRCA1_E14_STA100994	7780.0	5542.0	21284.0	2738.0	2195.0	3862.0	10601.0	5469.0	4189.0	7220.0	10995.0	18014.0	34014.0	50807.0	308.0	243.0	304.0	10117.0	788.0	5029.0	2759.0	4801.0	15052.0	3018.0	7361.0	1782.0	652.0	4336.0
BRCA1_E14_STA100995	12633.0	6998.0	27860.0	4291.0	3453.0	5522.0	14537.0	7472.0	4664.0	9822.0	16630.0	24495.0	50235.0	70133.0	424.0	401.0	420.0	14314.0	1210.0	6047.0	4363.0	6174.0	18712.0	4892.0	10864.0	2396.0	1215.0	5542.0
BRCA1_E13_STA100996	7197.0	6791.0	19804.0	2961.0	2515.0	3064.0	8651.0	5597.0	4980.0	6380.0	13408.0	18087.0	35088.0	52238.0	352.0	272.0	599.0	9826.0	822.0	4548.0	2793.0	3855.0	15413.0	3718.0	7225.0	2025.0	891.0	4373.0
BRCA1_E13_STA100997	1835.0	2417.0	6519.0	948.0	1114.0	1112.0	3523.0	1713.0	1831.0	2731.0	4217.0	6313.0	12584.0	15941.0	124.0	111.0	183.0	3148.0	141.0	1705.0	902.0	1514.0	5679.0	1143.0	2339.0	944.0	295.0	1293.0
BRCA1_E12_STA100998	7356.0	5362.0	20949.0	3144.0	2709.0	4192.0	10588.0	6664.0	3741.0	6558.0	14872.0	13339.0	27053.0	39833.0	359.0	220.0	317.0	8657.0	729.0	4824.0	2695.0	3981.0	12244.0	3248.0	6905.0	2049.0	940.0	3963.0
BRCA1_E12_STA100999	6681.0	5019.0	17720.0	3376.0	2494.0	3419.0	10244.0	6571.0	2752.0	7548.0	13887.0	11766.0	27856.0	32093.0	254.0	272.0	288.0	7191.0	579.0	3715.0	2305.0	4163.0	10919.0	3201.0	6194.0	2098.0	790.0	3333.0
BRCA1_E12_STA101000	17242.0	11889.0	43946.0	6625.0	4468.0	8230.0	21285.0	12991.0	8869.0	15127.0	27408.0	30831.0	63273.0	86771.0	914.0	512.0	931.0	19852.0	1533.0	8822.0	5251.0	9603.0	28034.0	8067.0	16202.0	4690.0	1526.0	7733.0
BRCA1_E11_STA101001	13233.0	10144.0	36829.0	5973.0	3570.0	6842.0	18471.0	9231.0	7288.0	12147.0	22543.0	31343.0	60701.0	82057.0	560.0	573.0	1144.0	17185.0	1565.0	9627.0	5103.0	6129.0	27043.0	6334.0	13169.0	4039.0	1581.0	7763.0
BRCA1_E11_STA101002	8651.0	6520.0	28310.0	5195.0	4082.0	5519.0	14979.0	7035.0	4897.0	11261.0	15346.0	21090.0	42136.0	49145.0	711.0	248.0	685.0	11377.0	845.0	6704.0	4408.0	5366.0	17330.0	4929.0	11201.0	3165.0	1119.0	5734.0
BRCA1_E10_STA101003	4538.0	4441.0	13414.0	2622.0	1672.0	1903.0	5717.0	3804.0	3424.0	4009.0	10312.0	9184.0	18033.0	32799.0	226.0	159.0	274.0	6006.0	541.0	3174.0	1654.0	2544.0	9902.0	2037.0	3823.0	1222.0	534.0	2761.0
BRCA1_E10_STA101004	795.0	1337.0	1954.0	902.0	366.0	322.0	1538.0	538.0	738.0	886.0	1255.0	2660.0	5037.0	6260.0	72.0	38.0	174.0	1196.0	99.0	940.0	466.0	331.0	2370.0	424.0	873.0	263.0	108.0	666.0
BRCA1_E10_STA101005	5067.0	5963.0	16369.0	3590.0	1992.0	2370.0	9863.0	5092.0	3240.0	5695.0	12282.0	12800.0	27281.0	34301.0	283.0	257.0	381.0	7803.0	634.0	4829.0	2690.0	3539.0	13441.0	2531.0	5665.0	2240.0	911.0	3701.0
BRCA1_E10_STA101006	8445.0	9171.0	27666.0	4758.0	2989.0	4314.0	13665.0	7677.0	6327.0	9529.0	19884.0	21886.0	38733.0	57753.0	655.0	486.0	969.0	11082.0	1359.0	6399.0	3911.0	4821.0	19447.0	4728.0	8884.0	3748.0	1640.0	5109.0
BRCA1_E10_STA101007	8823.0	9859.0	25760.0	5422.0	2510.0	4151.0	11988.0	6847.0	6097.0	7408.0	17197.0	21198.0	34238.0	64354.0	596.0	310.0	730.0	13942.0	1126.0	6605.0	3430.0	4159.0	20768.0	4830.0	8501.0	3340.0	1546.0	6013.0
BRCA1_E10_STA101008	5722.0	8153.0	18105.0	3803.0	2284.0	3074.0	11192.0	5947.0	3606.0	7932.0	10967.0	15361.0	28312.0	37228.0	369.0	338.0	664.0	8631.0	693.0	5909.0	2550.0	2874.0	16460.0	3217.0	7277.0	2414.0	908.0	4596.0
BRCA1_E10_STA101009	13059.0	13385.0	41737.0	6456.0	5425.0	6670.0	22885.0	15141.0	8528.0	13991.0	33911.0	29692.0	60098.0	76676.0	1027.0	724.0	659.0	18264.0	1721.0	9413.0	5954.0	8426.0	29970.0	6215.0	13425.0	5139.0	2090.0	8684.0
BRCA1_E10_STA101010	6583.0	7072.0	20032.0	3260.0	2308.0	2855.0	11565.0	6928.0	4277.0	6001.0	18333.0	16113.0	33845.0	43559.0	626.0	210.0	567.0	9591.0	807.0	4921.0	2594.0	4514.0	15067.0	3019.0	7264.0	2519.0	1130.0	4973.0
BRCA1_E10_STA101011	9328.0	11746.0	26693.0	5882.0	3867.0	3947.0	13804.0	8474.0	6271.0	9812.0	17708.0	24250.0	52436.0	67830.0	689.0	544.0	1274.0	11903.0	1572.0	8148.0	4114.0	3415.0	23815.0	3944.0	10977.0	3710.0	1092.0	6648.0
BRCA1_E10_STA101012	11356.0	9954.0	11849.0	2623.0	3603.0	3349.0	8216.0	10346.0	4126.0	9890.0	24571.0	14368.0	27480.0	73991.0	572.0	519.0	791.0	11115.0	641.0	8059.0	3874.0	5279.0	25134.0	2597.0	7958.0	1946.0	1620.0	4190.0
BRCA1_E10_STA101013	4357.0	5974.0	12578.0	3014.0	1801.0	2062.0	7997.0	4181.0	2672.0	5257.0	8654.0	12898.0	24029.0	29993.0	253.0	193.0	713.0	6645.0	826.0	4013.0	1994.0	2093.0	12307.0	2129.0	4989.0	1992.0	660.0	3480.0
BRCA1_E10_STA101014	7931.0	8397.0	25293.0	3840.0	3483.0	3943.0	12283.0	9441.0	4643.0	8456.0	21857.0	17073.0	39965.0	50786.0	536.0	394.0	346.0	9770.0	759.0	7476.0	3082.0	5534.0	17360.0	3467.0	8351.0	2674.0	1184.0	4794.0
BRCA1_E10_STA101015	6409.0	5977.0	18293.0	3272.0	2309.0	2686.0	8589.0	4954.0	3821.0	5598.0	12595.0	13989.0	22474.0	39332.0	454.0	338.0	594.0	8038.0	632.0	4160.0	1938.0	3090.0	12207.0	3324.0	6184.0	2143.0	1021.0	3675.0
BRCA1_E10_STA101016	12262.0	10783.0	40179.0	5333.0	4391.0	5947.0	21386.0	12314.0	7180.0	13799.0	28761.0	25361.0	51093.0	67901.0	661.0	344.0	921.0	15696.0	1286.0	9647.0	4817.0	9080.0	24830.0	5961.0	13934.0	3999.0	1837.0	7717.0
BRCA1_E10_STA101017	12405.0	11705.0	34752.0	6591.0	4403.0	5278.0	19748.0	12472.0	6755.0	10847.0	29832.0	25974.0	54055.0	73244.0	721.0	653.0	737.0	14681.0	1429.0	8842.0	4479.0	6055.0	24282.0	5753.0	12755.0	3949.0	1630.0	7652.0
BRCA1_E10_STA101018	7311.0	8941.0	23511.0	5391.0	2860.0	4336.0	13320.0	6876.0	4887.0	9803.0	17278.0	17770.0	37429.0	47599.0	540.0	455.0	862.0	7784.0	838.0	6729.0	3920.0	3472.0	18426.0	3100.0	9894.0	3296.0	1069.0	4912.0
BRCA1_E10_STA101019	10727.0	14325.0	34511.0	6671.0	4389.0	5372.0	21604.0	10879.0	7059.0	13247.0	20750.0	27244.0	47360.0	67229.0	736.0	749.0	1513.0	16802.0	1867.0	8827.0	5652.0	5668.0	29964.0	5128.0	13295.0	5331.0	1504.0	7896.0
BRCA1_E10_STA101020	5471.0	5225.0	13098.0	2875.0	1625.0	2155.0	6720.0	4198.0	2749.0	4153.0	11933.0	10602.0	24426.0	35404.0	184.0	238.0	575.0	5650.0	652.0	3593.0	1809.0	2370.0	10671.0	2103.0	4677.0	1524.0	653.0	3714.0
BRCA1_E10_STA101021	2536.0	2573.0	6697.0	1497.0	849.0	1138.0	3976.0	2265.0	1339.0	2266.0	6939.0	5209.0	15138.0	17469.0	72.0	153.0	177.0	2635.0	296.0	1751.0	949.0	1208.0	5380.0	1120.0	2516.0	840.0	364.0	1660.0
BRCA1_E10_STA101022	5499.0	6290.0	20145.0	2616.0	2041.0	2789.0	9658.0	6160.0	3920.0	5923.0	14472.0	12966.0	25984.0	39115.0	467.0	320.0	632.0	7810.0	726.0	5195.0	2415.0	4324.0	13820.0	2778.0	6951.0	2367.0	981.0	3699.0
BRCA1_E10_STA101023	5571.0	5434.0	16808.0	2400.0	1461.0	2170.0	7646.0	5105.0	3363.0	5500.0	13342.0	11109.0	24264.0	35770.0	212.0	155.0	380.0	6829.0	628.0	4400.0	2055.0	2777.0	11679.0	2462.0	4932.0	1725.0	1033.0	2948.0
BRCA1_E10_STA101024	4033.0	3892.0	11658.0	1716.0	1100.0	1616.0	5696.0	3332.0	2190.0	3639.0	8077.0	8399.0	15967.0	24338.0	158.0	148.0	402.0	5352.0	401.0	2802.0	1428.0	1608.0	7488.0	1694.0	4059.0	1276.0	641.0	2345.0
BRCA1_E10_STA101025	4433.0	4691.0	13091.0	2484.0	1978.0	2087.0	7593.0	4018.0	2992.0	5104.0	9463.0	10890.0	22743.0	27122.0	162.0	166.0	374.0	4790.0	427.0	4093.0	1744.0	2266.0	10402.0	1851.0	4623.0	1891.0	500.0	2718.0
BRCA1_E10_STA101748	10099.0	10966.0	30258.0	5442.0	3881.0	4896.0	17764.0	9960.0	4794.0	11893.0	18539.0	23071.0	43570.0	59905.0	421.0	473.0	1058.0	12574.0	1254.0	7559.0	4203.0	5422.0	23800.0	4676.0	10841.0	4361.0	1181.0	6664.0
BRCA1_E10_STA101027	5332.0	5811.0	17237.0	3172.0	2053.0	2534.0	8287.0	5164.0	3650.0	5202.0	11666.0	12938.0	24062.0	35230.0	331.0	254.0	540.0	6731.0	640.0	3886.0	1824.0	3516.0	12529.0	2499.0	5247.0	2035.0	655.0	3000.0
BRCA1_E10_STA101028	11516.0	10290.0	34932.0	5167.0	3696.0	4716.0	16889.0	10891.0	7144.0	10368.0	23592.0	23379.0	42834.0	66411.0	421.0	448.0	712.0	14330.0	1204.0	8488.0	3964.0	6911.0	21763.0	4597.0	11277.0	4087.0	1823.0	7071.0
BRCA1_E10_STA101029	5300.0	5723.0	16159.0	2659.0	2155.0	2660.0	8806.0	5711.0	3658.0	5340.0	15942.0	10536.0	26853.0	33006.0	248.0	264.0	294.0	6158.0	680.0	4129.0	1848.0	3643.0	11053.0	2408.0	5522.0	2012.0	589.0	3001.0
BRCA1_E10_STA101030	7055.0	7365.0	22164.0	3405.0	2722.0	3276.0	10650.0	7381.0	4289.0	6559.0	19508.0	14798.0	33965.0	48262.0	356.0	375.0	555.0	9231.0	1130.0	5196.0	2735.0	3909.0	17145.0	3506.0	7016.0	2363.0	1126.0	4149.0
BRCA1_E10_STA101031	8559.0	9120.0	27784.0	4765.0	3434.0	4362.0	13804.0	9256.0	6220.0	9133.0	22742.0	18849.0	37039.0	58556.0	579.0	405.0	663.0	11539.0	1137.0	7322.0	3832.0	5737.0	19733.0	4183.0	8421.0	3125.0	1150.0	5116.0
BRCA1_E10_STA101032	7508.0	7905.0	23823.0	4591.0	3311.0	4101.0	12228.0	7775.0	4931.0	8675.0	17338.0	17720.0	36378.0	49108.0	566.0	351.0	567.0	9265.0	858.0	6756.0	3183.0	4781.0	14998.0	3506.0	8419.0	2463.0	932.0	4977.0
BRCA1_E10_STA101033	6952.0	8001.0	22468.0	4187.0	2971.0	3802.0	13087.0	7616.0	5007.0	8514.0	17081.0	17822.0	34263.0	45570.0	319.0	384.0	633.0	9889.0	969.0	6121.0	3182.0	4439.0	17130.0	3279.0	8903.0	3347.0	1034.0	4962.0
BRCA1_E10_STA101034	7455.0	7606.0	23213.0	4532.0	3121.0	3433.0	13573.0	7935.0	4812.0	7966.0	19056.0	16919.0	37891.0	46998.0	295.0	405.0	462.0	9560.0	1038.0	6252.0	2929.0	4515.0	17768.0	3192.0	8923.0	3024.0	1203.0	5081.0
BRCA1_E10_STA101035	10760.0	9260.0	29230.0	6323.0	3948.0	5426.0	14809.0	10547.0	5284.0	9487.0	27031.0	20377.0	49870.0	61794.0	533.0	408.0	520.0	12367.0	1036.0	7655.0	3864.0	5864.0	21200.0	4382.0	10753.0	3598.0	1675.0	6005.0
BRCA1_E10_STA101036	15965.0	15848.0	52859.0	9325.0	5325.0	7939.0	25763.0	16180.0	11441.0	16699.0	35122.0	34876.0	75578.0	99649.0	1065.0	956.0	1400.0	22292.0	2107.0	14758.0	6444.0	9256.0	38656.0	8398.0	18493.0	5395.0	2430.0	9444.0
BRCA1_E10_STA101037	13259.0	12170.0	38812.0	6761.0	4683.0	6114.0	19058.0	11135.0	8394.0	12817.0	27147.0	26353.0	52311.0	74432.0	678.0	516.0	958.0	16063.0	1441.0	9765.0	5146.0	6881.0	26753.0	6394.0	12267.0	4180.0	2010.0	7491.0
BRCA1_E10_STA101038	8978.0	7358.0	25511.0	4319.0	2963.0	3673.0	12088.0	6775.0	5103.0	8163.0	17690.0	16424.0	35586.0	47753.0	434.0	254.0	423.0	9989.0	760.0	6218.0	3117.0	4139.0	16131.0	4054.0	7692.0	2487.0	1244.0	4896.0
BRCA1_E10_STA101039	7624.0	6360.0	21244.0	3947.0	2479.0	3414.0	10202.0	6610.0	4935.0	6770.0	16575.0	15626.0	34789.0	44998.0	468.0	328.0	487.0	9002.0	737.0	5468.0	2830.0	4155.0	13644.0	3628.0	6719.0	2414.0	925.0	4964.0
BRCA1_E10_STA101040	3444.0	3255.0	11240.0	1922.0	1381.0	1804.0	6033.0	3948.0	2654.0	4213.0	9671.0	8337.0	16858.0	21491.0	261.0	208.0	104.0	4719.0	325.0	2471.0	1488.0	2800.0	7902.0	1831.0	3683.0	1383.0	488.0	1871.0
BRCA1_E9_STA101041	3282.0	2945.0	7699.0	2078.0	1350.0	1254.0	4543.0	2124.0	2369.0	3356.0	4612.0	10494.0	20863.0	26053.0	192.0	165.0	332.0	4142.0	499.0	2638.0	1603.0	1379.0	8522.0	1649.0	3896.0	1051.0	346.0	2293.0
