	C21D00284	C21D00304	C21D00307	D21D00280T	D21D00289	D21D00299	D21D00327T	D21D00329T	D21D00335T	D21D00342T	M21D00265	M21D00302	N21D00272	N21D00273	N21D00290	N21D00301	N21D00310	P21D00308	P21D00309	P21D00322	P21D00332	P21D00334	P21D00338	P21D00341	P21D00343	P21D00346	S21D00266	U21D00339	X21D00263	X21D00340
PTEN_E5_STA100501	2067.0	622.0	3545.0	1593.0	1946.0	450.0	3288.0	1336.0	2107.0	9998.0	1620.0	2282.0	3870.0	748.0	2197.0	1227.0	208.0	2730.0	1265.0	2568.0	830.0	3458.0	3820.0	932.0	675.0	871.0	1325.0	186.0	1671.0	1402.0
PTEN_E6_STA100502	2186.0	1022.0	3185.0	1522.0	2381.0	310.0	4705.0	1248.0	1555.0	13338.0	1187.0	2533.0	3465.0	851.0	2223.0	1297.0	158.0	4563.0	1460.0	3726.0	602.0	2837.0	4576.0	672.0	666.0	1076.0	1418.0	216.0	2141.0	1758.0
PTEN_E6_STA100503	4376.0	1922.0	5462.0	3070.0	3873.0	482.0	7075.0	2254.0	3169.0	22196.0	2595.0	5952.0	5573.0	1796.0	3400.0	2833.0	374.0	6916.0	3051.0	5317.0	1532.0	6131.0	7481.0	1740.0	1556.0	1434.0	2482.0	366.0	4243.0	3116.0
PTEN_E6_STA100504	5887.0	1980.0	8458.0	4718.0	5805.0	1104.0	11063.0	3956.0	5791.0	35175.0	5068.0	7154.0	9232.0	2604.0	6104.0	4007.0	555.0	10101.0	3600.0	7967.0	2355.0	9324.0	13469.0	2716.0	2136.0	2452.0	3902.0	498.0	6207.0	4386.0
PTEN_E7_STA100505	2423.0	878.0	4627.0	2192.0	2874.0	600.0	4894.0	1779.0	3038.0	16434.0	2493.0	2244.0	4379.0	1076.0	2897.0	1597.0	256.0	4407.0	1628.0	3823.0	887.0	3576.0	6787.0	1206.0	1058.0	1205.0	2161.0	256.0	2721.0	1994.0
PTEN_E7_STA100506	4720.0	1591.0	5590.0	3218.0	4771.0	842.0	8237.0	3368.0	4359.0	25679.0	4340.0	3626.0	6012.0	1705.0	4363.0	2954.0	356.0	6678.0	3108.0	5494.0	1980.0	7307.0	9425.0	1953.0	1791.0	1714.0	2684.0	429.0	4461.0	3349.0
PTEN_E7_STA100507	1936.0	936.0	3576.0	1635.0	2302.0	382.0	5527.0	1297.0	1774.0	15368.0	1141.0	2256.0	3939.0	965.0	2741.0	1324.0	202.0	5017.0	2063.0	4016.0	683.0	2971.0	4607.0	1017.0	846.0	1170.0	1310.0	234.0	2081.0	1809.0
PTEN_E8_STA101838	862.0	428.0	1635.0	653.0	948.0	158.0	1836.0	546.0	805.0	5475.0	747.0	1112.0	1784.0	458.0	927.0	477.0	63.0	1633.0	549.0	1530.0	340.0	1357.0	2162.0	347.0	404.0	373.0	801.0	114.0	661.0	672.0
PTEN_E8_STA100509	3935.0	1829.0	5400.0	3316.0	3629.0	872.0	7003.0	2528.0	3984.0	20851.0	3026.0	4021.0	6399.0	1563.0	3408.0	2392.0	308.0	6297.0	2366.0	5005.0	1646.0	5929.0	8785.0	1592.0	1446.0	1583.0	2316.0	310.0	3312.0	3077.0
PTEN_E8_STA101829	2292.0	942.0	3987.0	1887.0	2256.0	608.0	4566.0	1653.0	2292.0	12280.0	2018.0	1945.0	4038.0	868.0	2577.0	1489.0	196.0	4328.0	1306.0	3236.0	649.0	3655.0	5283.0	832.0	1012.0	968.0	1486.0	236.0	1982.0	1987.0
PTEN_E9_STA101842	5026.0	2281.0	8569.0	3288.0	5719.0	1090.0	10166.0	3606.0	5272.0	29972.0	4002.0	5794.0	8478.0	2018.0	4132.0	3495.0	564.0	7950.0	3648.0	6692.0	2092.0	7546.0	8943.0	2579.0	2020.0	2028.0	2357.0	374.0	4698.0	3723.0
PTEN_E9_STA100512	1456.0	574.0	1677.0	1065.0	1301.0	146.0	2280.0	852.0	983.0	7242.0	648.0	1708.0	1891.0	576.0	854.0	932.0	100.0	1928.0	1155.0	1760.0	438.0	1743.0	2277.0	480.0	374.0	455.0	526.0	136.0	1106.0	885.0
PTEN_E9_STA100514	4481.0	2223.0	7287.0	3530.0	4093.0	702.0	9173.0	2695.0	5022.0	25841.0	3553.0	4693.0	7966.0	1868.0	3542.0	2952.0	322.0	8101.0	3144.0	5989.0	1481.0	7325.0	9848.0	2428.0	1872.0	1655.0	2485.0	371.0	4539.0	3276.0
FGFR2_E18_STA101332	8596.0	3272.0	10518.0	4531.0	8717.0	4338.0	14332.0	4791.0	6750.0	39475.0	5785.0	10038.0	12080.0	2673.0	9051.0	5107.0	529.0	14009.0	6736.0	10792.0	2889.0	15782.0	14882.0	2569.0	2892.0	3374.0	3441.0	558.0	6011.0	6477.0
FGFR2_E17_STA101333	7147.0	2763.0	8446.0	3905.0	7166.0	3578.0	11308.0	4139.0	5487.0	33100.0	3797.0	7470.0	9263.0	2160.0	6058.0	4805.0	414.0	9780.0	6274.0	8480.0	2343.0	11694.0	11817.0	2206.0	2298.0	3038.0	2918.0	446.0	5395.0	5337.0
FGFR2_E16_STA101334	2479.0	999.0	5014.0	766.0	2539.0	1229.0	5447.0	1334.0	2155.0	14741.0	1394.0	3018.0	7495.0	718.0	4255.0	1086.0	180.0	4999.0	2330.0	4089.0	808.0	3469.0	3482.0	764.0	685.0	1268.0	874.0	144.0	1305.0	1851.0
FGFR2_E15_STA101335	391.0	130.0	658.0	140.0	428.0	176.0	987.0	180.0	290.0	1921.0	134.0	416.0	508.0	122.0	415.0	193.0	36.0	751.0	494.0	634.0	54.0	430.0	684.0	142.0	122.0	152.0	274.0	18.0	210.0	210.0
FGFR2_E14_STA101735	8147.0	2127.0	14109.0	3917.0	9669.0	4774.0	13070.0	5149.0	6776.0	38748.0	5214.0	8466.0	14051.0	2445.0	10265.0	4228.0	377.0	11284.0	4872.0	8394.0	2953.0	13839.0	10419.0	2500.0	2305.0	2523.0	2627.0	443.0	4603.0	5549.0
FGFR2_E14_STA100013	8889.0	2633.0	14670.0	3853.0	9882.0	5586.0	14417.0	4951.0	7873.0	42393.0	5666.0	9333.0	15603.0	2724.0	9930.0	4690.0	527.0	12355.0	5891.0	10382.0	3388.0	13973.0	12770.0	3048.0	2655.0	3312.0	3007.0	503.0	5546.0	6139.0
FGFR2_E14_STA100014	8842.0	2163.0	9646.0	3593.0	6888.0	2524.0	12206.0	3860.0	6408.0	33035.0	3327.0	9616.0	9983.0	1911.0	5998.0	4353.0	334.0	8544.0	6020.0	8545.0	3182.0	10054.0	10305.0	2654.0	1716.0	3094.0	2418.0	426.0	5544.0	5402.0
FGFR2_E13_STA101336	8110.0	2712.0	13579.0	3634.0	7071.0	2915.0	13139.0	3792.0	5920.0	34212.0	4003.0	9015.0	12082.0	2216.0	8274.0	4296.0	574.0	10428.0	5928.0	9338.0	3065.0	11420.0	9230.0	2076.0	2074.0	3163.0	2078.0	277.0	5194.0	5717.0
FGFR2_E12_STA100015	6707.0	2284.0	8270.0	3682.0	5234.0	2497.0	9925.0	3364.0	4503.0	29551.0	3088.0	8452.0	7049.0	1898.0	5155.0	4127.0	468.0	9281.0	4668.0	7827.0	2130.0	9420.0	10119.0	1920.0	1949.0	2779.0	2030.0	350.0	4613.0	4365.0
FGFR2_E12_STA100016	3948.0	1596.0	5585.0	2562.0	4785.0	2885.0	9290.0	2710.0	3535.0	23447.0	3201.0	5350.0	7726.0	1362.0	4026.0	2627.0	434.0	7928.0	3594.0	6386.0	1325.0	8347.0	8682.0	1560.0	1576.0	2334.0	2415.0	208.0	3226.0	4217.0
FGFR2_E11_STA101337	18799.0	6690.0	30997.0	9776.0	19221.0	9718.0	35188.0	11003.0	15164.0	94956.0	13585.0	23298.0	39832.0	5082.0	22296.0	11783.0	908.0	26621.0	15655.0	21769.0	8600.0	31922.0	23725.0	5222.0	4643.0	7664.0	6112.0	982.0	11663.0	14673.0
FGFR2_E10_STA101338	9097.0	2601.0	12798.0	3886.0	7728.0	3933.0	13775.0	4268.0	6104.0	39047.0	4585.0	9332.0	13837.0	2184.0	9006.0	4705.0	747.0	11262.0	7007.0	10979.0	2912.0	13574.0	9963.0	2508.0	2411.0	2811.0	2851.0	411.0	5023.0	5121.0
FGFR2_E9_STA100017	4687.0	1544.0	9358.0	2095.0	6063.0	3990.0	9166.0	3101.0	4883.0	25876.0	3968.0	4980.0	12160.0	1399.0	7139.0	2796.0	451.0	8275.0	3452.0	6803.0	1710.0	9257.0	8439.0	1561.0	2102.0	2190.0	2207.0	270.0	2963.0	4128.0
FGFR2_E9_STA100018	1252.0	452.0	1945.0	488.0	1002.0	450.0	2317.0	619.0	974.0	6804.0	416.0	2002.0	2388.0	412.0	1249.0	843.0	82.0	1888.0	1233.0	1399.0	363.0	1762.0	1653.0	268.0	329.0	516.0	436.0	96.0	723.0	922.0
FGFR2_E9_STA100019	7310.0	2645.0	12240.0	3760.0	8165.0	4921.0	14240.0	4940.0	6692.0	37899.0	5667.0	9974.0	16683.0	2465.0	9440.0	4526.0	595.0	11413.0	6777.0	9526.0	3737.0	15250.0	11065.0	2184.0	2596.0	3320.0	3112.0	448.0	5209.0	6183.0
FGFR2_E8_STA101339	2769.0	961.0	4380.0	1127.0	2645.0	1718.0	4680.0	1524.0	2175.0	13176.0	2125.0	2856.0	4693.0	853.0	3611.0	1462.0	214.0	4552.0	2009.0	3747.0	972.0	4262.0	4495.0	761.0	812.0	893.0	845.0	144.0	1584.0	1957.0
FGFR2_E7_STA100020	830.0	296.0	1628.0	347.0	1071.0	752.0	1893.0	460.0	734.0	5051.0	444.0	1132.0	2147.0	273.0	1344.0	489.0	48.0	1862.0	760.0	1305.0	270.0	1294.0	1379.0	306.0	274.0	401.0	463.0	36.0	523.0	639.0
FGFR2_E7_STA100021	3392.0	1094.0	6924.0	1413.0	4207.0	2455.0	6873.0	1752.0	3032.0	17018.0	2222.0	3510.0	8181.0	1044.0	5531.0	1738.0	218.0	5645.0	2028.0	5147.0	1156.0	5320.0	4892.0	1031.0	915.0	1341.0	1175.0	186.0	1517.0	2295.0
FGFR2_E7_STA100022	8292.0	2441.0	12882.0	2734.0	8901.0	5075.0	13149.0	4150.0	7938.0	36479.0	5539.0	9455.0	18859.0	2070.0	10132.0	4539.0	399.0	9566.0	6074.0	8694.0	3984.0	12467.0	9698.0	2151.0	1905.0	2939.0	1864.0	402.0	4192.0	5832.0
FGFR2_E6_STA101340	8301.0	2800.0	13044.0	5029.0	8060.0	5023.0	14950.0	4044.0	7033.0	41521.0	5102.0	10179.0	11543.0	2903.0	10553.0	4851.0	810.0	14899.0	7181.0	12360.0	2851.0	13905.0	14984.0	2847.0	2999.0	3823.0	3452.0	671.0	6495.0	6696.0
FGFR2_E5_STA101341	1991.0	552.0	3383.0	846.0	2143.0	1204.0	3572.0	1016.0	1674.0	9254.0	1339.0	2482.0	3573.0	599.0	2485.0	1013.0	110.0	2965.0	1213.0	2754.0	619.0	3289.0	2316.0	596.0	504.0	742.0	694.0	119.0	1041.0	1266.0
FGFR2_E4_STA101342	1456.0	411.0	2393.0	813.0	1435.0	676.0	2687.0	784.0	1082.0	7080.0	715.0	1559.0	1986.0	474.0	1606.0	722.0	92.0	2064.0	1090.0	1641.0	586.0	2489.0	1892.0	528.0	387.0	440.0	446.0	42.0	810.0	1222.0
FGFR2_E3_STA101343	10309.0	3017.0	18234.0	2832.0	12086.0	8218.0	18599.0	6125.0	10851.0	48671.0	8447.0	10050.0	24976.0	2338.0	16536.0	5010.0	384.0	14626.0	6117.0	14031.0	4694.0	18690.0	14692.0	2494.0	3179.0	4757.0	3552.0	286.0	5143.0	7975.0
FGFR2_E2_STA101344	4202.0	1504.0	7598.0	1642.0	5708.0	3316.0	9448.0	3063.0	3904.0	24152.0	3195.0	5985.0	10632.0	1845.0	6176.0	2328.0	239.0	7968.0	4242.0	7179.0	1502.0	8090.0	6194.0	1297.0	1595.0	1868.0	2029.0	183.0	2711.0	3525.0
HRAS_E4_STA100023	2264.0	453.0	5147.0	287.0	3669.0	2610.0	2826.0	1451.0	2746.0	5340.0	1867.0	3892.0	8233.0	528.0	3896.0	700.0	187.0	2652.0	1435.0	2430.0	1905.0	4756.0	1527.0	594.0	493.0	630.0	431.0	68.0	363.0	644.0
HRAS_E4_STA101605	4539.0	861.0	12759.0	956.0	8802.0	6541.0	7750.0	2835.0	6111.0	13277.0	4698.0	7813.0	21026.0	1188.0	9048.0	1485.0	418.0	5095.0	2439.0	5722.0	4649.0	11391.0	4199.0	1328.0	1102.0	1454.0	820.0	38.0	828.0	1570.0
HRAS_E4_STA100025	1143.0	282.0	3561.0	268.0	2295.0	1113.0	1826.0	708.0	1533.0	3396.0	799.0	2232.0	5596.0	394.0	2183.0	356.0	174.0	1220.0	860.0	1424.0	1208.0	2355.0	1151.0	336.0	275.0	396.0	222.0	20.0	246.0	428.0
HRAS_E3_STA100026	504.0	156.0	1662.0	126.0	1326.0	591.0	1072.0	371.0	706.0	1669.0	302.0	1072.0	2730.0	302.0	1184.0	156.0	78.0	762.0	440.0	804.0	464.0	1092.0	481.0	198.0	102.0	216.0	130.0	12.0	163.0	228.0
HRAS_E3_STA100027	500.0	194.0	2015.0	114.0	1292.0	700.0	1416.0	472.0	883.0	2207.0	552.0	1241.0	3060.0	240.0	1426.0	190.0	62.0	1024.0	274.0	1013.0	422.0	1504.0	753.0	186.0	136.0	182.0	206.0	4.0	120.0	310.0
HRAS_E2_STA100028	799.0	256.0	2029.0	110.0	1808.0	874.0	1332.0	528.0	1021.0	2954.0	546.0	1724.0	3452.0	158.0	1467.0	254.0	102.0	1028.0	606.0	1344.0	765.0	1882.0	738.0	247.0	130.0	282.0	234.0	27.0	162.0	272.0
HRAS_E2_STA100029	3573.0	1069.0	9395.0	710.0	6486.0	3864.0	5903.0	2797.0	4514.0	10803.0	3246.0	7889.0	14007.0	986.0	6158.0	1350.0	546.0	4150.0	2433.0	4308.0	3502.0	7916.0	2796.0	1138.0	913.0	1038.0	1016.0	90.0	788.0	1230.0
KRAS_E4_STA101627	5920.0	1931.0	7205.0	5549.0	5969.0	2578.0	9594.0	2623.0	4449.0	36068.0	7897.0	6742.0	7445.0	2957.0	8730.0	2816.0	854.0	9703.0	4009.0	8401.0	1832.0	6909.0	11259.0	1883.0	1859.0	1968.0	3308.0	532.0	4419.0	3926.0
KRAS_E4_STA100031	6029.0	2356.0	7113.0	5825.0	5061.0	2062.0	8390.0	2651.0	4814.0	32937.0	5726.0	7463.0	7690.0	2431.0	7998.0	3477.0	1114.0	7860.0	5236.0	8139.0	2173.0	6704.0	10610.0	1928.0	1880.0	2015.0	3207.0	490.0	4631.0	3908.0
KRAS_E3_STA101630	1451.0	604.0	1765.0	1418.0	1421.0	288.0	2266.0	732.0	1068.0	8960.0	1372.0	2033.0	2030.0	621.0	2214.0	755.0	268.0	2453.0	1418.0	1880.0	411.0	1467.0	2410.0	479.0	472.0	452.0	943.0	78.0	865.0	1073.0
KRAS_E3_STA100033	15557.0	5798.0	15928.0	11559.0	12379.0	3383.0	23537.0	6163.0	11861.0	77957.0	12946.0	18985.0	17608.0	6236.0	20368.0	8674.0	2351.0	19019.0	15202.0	18401.0	5071.0	15184.0	24717.0	4576.0	4257.0	5019.0	7005.0	1053.0	10030.0	10321.0
KRAS_E3_STA100034	3596.0	1186.0	4351.0	3062.0	4160.0	2127.0	5965.0	2055.0	3313.0	19912.0	3973.0	4067.0	4767.0	1492.0	5688.0	1813.0	577.0	5154.0	4155.0	4481.0	1118.0	3952.0	7540.0	1061.0	1451.0	1676.0	1957.0	264.0	2245.0	2848.0
KRAS_E3_STA100035	10677.0	3223.0	11611.0	7608.0	10074.0	4331.0	13647.0	4539.0	9524.0	47036.0	10427.0	10877.0	12200.0	3428.0	14326.0	4156.0	1378.0	12238.0	10472.0	12616.0	3482.0	9918.0	18596.0	2917.0	3243.0	4184.0	4859.0	632.0	5921.0	6275.0
KRAS_E2_STA100036	2068.0	665.0	2490.0	2170.0	2072.0	808.0	3175.0	1067.0	1933.0	13028.0	2583.0	2471.0	2217.0	1011.0	2887.0	1184.0	395.0	3375.0	2196.0	3346.0	579.0	2363.0	4932.0	657.0	850.0	854.0	1114.0	130.0	1555.0	1543.0
KRAS_E2_STA101625	3793.0	922.0	3995.0	2938.0	2922.0	1250.0	4482.0	2110.0	2432.0	18333.0	3917.0	3620.0	2917.0	1098.0	4052.0	1766.0	584.0	4239.0	3294.0	3729.0	1012.0	3181.0	6358.0	1220.0	1060.0	1277.0	1690.0	186.0	2376.0	2285.0
BRCA2_E2_STA100515	3012.0	238.0	4678.0	3064.0	5321.0	2018.0	2779.0	1148.0	1247.0	15734.0	1932.0	2688.0	3813.0	422.0	2106.0	1236.0	432.0	335.0	2418.0	1139.0	1586.0	5429.0	6480.0	1282.0	538.0	749.0	392.0	54.0	2558.0	2026.0
BRCA2_E3_STA100516	8672.0	2634.0	13863.0	14515.0	17553.0	7055.0	16391.0	5584.0	8983.0	51440.0	12731.0	14223.0	14368.0	3401.0	9131.0	5419.0	1139.0	13730.0	4927.0	10245.0	5038.0	16042.0	21429.0	3455.0	3014.0	2132.0	4064.0	646.0	7402.0	4590.0
BRCA2_E3_STA100517	5168.0	1534.0	7422.0	9077.0	8840.0	3353.0	9241.0	4278.0	4799.0	27611.0	6930.0	7966.0	8872.0	1976.0	4777.0	3706.0	819.0	7768.0	3353.0	5397.0	3050.0	9355.0	11020.0	2221.0	1702.0	1933.0	1901.0	416.0	3949.0	3121.0
BRCA2_E3_STA101751	7789.0	2972.0	11164.0	13469.0	15984.0	6429.0	15767.0	5759.0	7421.0	44100.0	11442.0	11348.0	13797.0	3119.0	7711.0	5088.0	1094.0	16056.0	5444.0	9810.0	3334.0	15376.0	20051.0	3059.0	2805.0	3365.0	3571.0	750.0	6042.0	5489.0
BRCA2_E3_STA100519	5242.0	2090.0	8108.0	10206.0	11113.0	4377.0	10700.0	3878.0	6269.0	32187.0	8148.0	9073.0	9452.0	2147.0	5847.0	3663.0	1177.0	8970.0	3612.0	6975.0	2992.0	11102.0	14952.0	2595.0	2102.0	2301.0	2679.0	500.0	4824.0	3594.0
BRCA2_E4_STA100520	2374.0	729.0	3157.0	3071.0	4204.0	1540.0	3927.0	1464.0	2069.0	12001.0	2457.0	3801.0	3464.0	749.0	2232.0	1248.0	426.0	3005.0	1366.0	2558.0	1263.0	3970.0	4064.0	864.0	810.0	666.0	699.0	180.0	1459.0	1239.0
BRCA2_E4_STA100521	1033.0	280.0	2462.0	1737.0	2497.0	883.0	2609.0	873.0	969.0	7565.0	1619.0	1884.0	1822.0	425.0	1283.0	666.0	140.0	2388.0	718.0	1397.0	576.0	1918.0	2308.0	467.0	364.0	498.0	578.0	102.0	915.0	664.0
BRCA2_E5_STA100522	1945.0	663.0	3241.0	2930.0	3725.0	1468.0	3688.0	1290.0	1717.0	11990.0	2288.0	3080.0	2857.0	657.0	1875.0	1253.0	288.0	2821.0	976.0	1727.0	1206.0	3232.0	3632.0	911.0	532.0	640.0	818.0	146.0	1572.0	936.0
BRCA2_E6_STA100523	5298.0	1571.0	8015.0	7802.0	9612.0	3312.0	9465.0	2915.0	5054.0	34475.0	5983.0	8240.0	7906.0	1827.0	5597.0	3026.0	903.0	8178.0	3472.0	6393.0	2866.0	8884.0	12240.0	2305.0	1562.0	1645.0	2238.0	288.0	4583.0	2636.0
BRCA2_E7_STA100524	6214.0	1853.0	7719.0	8291.0	11576.0	5096.0	10126.0	3570.0	6101.0	33255.0	8539.0	8080.0	9534.0	2190.0	6080.0	3470.0	842.0	7765.0	3226.0	6403.0	3704.0	9919.0	13525.0	2397.0	1753.0	2218.0	2753.0	469.0	5219.0	3204.0
BRCA2_E7_STA100525	4969.0	1270.0	6301.0	6543.0	8720.0	3093.0	7248.0	3177.0	3773.0	23636.0	6255.0	6251.0	6867.0	1475.0	4547.0	2953.0	488.0	6336.0	2513.0	4468.0	2811.0	7644.0	8374.0	1614.0	1165.0	1600.0	2147.0	428.0	3955.0	2736.0
BRCA2_E8_STA100526	2167.0	727.0	3145.0	3859.0	3822.0	1083.0	3905.0	1595.0	1858.0	16052.0	2840.0	3813.0	2339.0	826.0	1982.0	1591.0	394.0	3597.0	1360.0	2599.0	1394.0	3511.0	4573.0	1120.0	595.0	652.0	1198.0	218.0	2235.0	1082.0
BRCA2_E9_STA100527	1452.0	548.0	2917.0	2786.0	3784.0	1445.0	3564.0	1147.0	1710.0	9377.0	2365.0	2623.0	3104.0	796.0	1978.0	1166.0	164.0	4100.0	1103.0	2385.0	778.0	3278.0	4137.0	690.0	653.0	805.0	593.0	166.0	1084.0	1264.0
BRCA2_E9_STA100528	9009.0	3308.0	14150.0	9878.0	17368.0	6700.0	16537.0	4273.0	7949.0	42650.0	8904.0	13901.0	14031.0	3791.0	8850.0	5113.0	1210.0	14324.0	5780.0	10281.0	4312.0	16091.0	17069.0	2662.0	2684.0	3883.0	2787.0	695.0	4083.0	4980.0
BRCA2_E9_STA100529	11786.0	3283.0	16140.0	10339.0	21521.0	9751.0	17259.0	6869.0	11640.0	45485.0	11831.0	14586.0	17894.0	3863.0	12131.0	6658.0	1171.0	12668.0	7816.0	10770.0	6939.0	20920.0	18724.0	3730.0	3067.0	4180.0	2697.0	800.0	5644.0	6633.0
BRCA2_E10_STA100530	2155.0	686.0	4481.0	4745.0	4780.0	1965.0	5254.0	1794.0	2042.0	17068.0	3408.0	3747.0	4170.0	924.0	2801.0	1539.0	322.0	5413.0	1458.0	2863.0	1255.0	4644.0	5970.0	1032.0	928.0	899.0	1161.0	247.0	2124.0	1513.0
BRCA2_E10_STA100531	4283.0	1416.0	6571.0	6853.0	7605.0	2819.0	8756.0	2286.0	3674.0	25932.0	5652.0	7694.0	6683.0	1882.0	4004.0	2432.0	571.0	7986.0	2114.0	4571.0	1868.0	8430.0	9817.0	1739.0	1339.0	1234.0	2155.0	252.0	3570.0	1992.0
BRCA2_E10_STA100532	1207.0	428.0	1777.0	2417.0	2153.0	723.0	2159.0	938.0	944.0	6697.0	1538.0	2032.0	1922.0	607.0	1125.0	854.0	153.0	2018.0	764.0	1314.0	610.0	2236.0	2561.0	340.0	418.0	422.0	460.0	86.0	1090.0	694.0
BRCA2_E10_STA100533	9597.0	3027.0	13250.0	16069.0	17883.0	6532.0	17905.0	5773.0	7700.0	52724.0	11934.0	14868.0	14533.0	3757.0	9721.0	5775.0	1297.0	15389.0	5059.0	11001.0	4787.0	18546.0	22729.0	3355.0	3406.0	3629.0	3978.0	909.0	7820.0	6265.0
BRCA2_E10_STA100534	4206.0	1371.0	5693.0	8471.0	9596.0	3921.0	8881.0	2758.0	4015.0	24906.0	6709.0	6165.0	7898.0	2037.0	4802.0	2621.0	610.0	8731.0	2774.0	6011.0	1948.0	9092.0	11236.0	1616.0	1715.0	2139.0	2101.0	480.0	3530.0	3286.0
BRCA2_E10_STA100535	9875.0	3331.0	11124.0	16213.0	15529.0	4579.0	16096.0	4731.0	6534.0	44788.0	8597.0	14553.0	13544.0	3671.0	7459.0	6322.0	1155.0	13272.0	6165.0	9316.0	5338.0	15165.0	16457.0	3268.0	2223.0	3465.0	3302.0	863.0	8323.0	5447.0
BRCA2_E10_STA100536	8511.0	2640.0	9060.0	13749.0	13620.0	4607.0	13167.0	4174.0	5972.0	40402.0	9087.0	12828.0	10255.0	3241.0	6018.0	4684.0	1550.0	11867.0	4555.0	8035.0	4163.0	13644.0	14755.0	2797.0	2125.0	2731.0	3178.0	848.0	6852.0	4916.0
BRCA2_E10_STA100537	5598.0	1928.0	6988.0	10159.0	10195.0	3832.0	9931.0	3305.0	4391.0	29682.0	7608.0	8085.0	7859.0	2411.0	4355.0	3719.0	788.0	8597.0	3311.0	5943.0	3017.0	10877.0	10871.0	2449.0	1756.0	2078.0	2117.0	467.0	4887.0	3656.0
BRCA2_E10_STA100538	5203.0	1550.0	7032.0	8333.0	8994.0	3333.0	9513.0	2370.0	3859.0	27318.0	6055.0	7835.0	7484.0	2049.0	4458.0	2688.0	736.0	8282.0	3310.0	5630.0	1729.0	9419.0	11401.0	1691.0	1612.0	1766.0	2112.0	510.0	3783.0	2809.0
BRCA2_E10_STA100539	3141.0	878.0	4614.0	4709.0	7073.0	3220.0	6062.0	2340.0	3152.0	16936.0	4929.0	4009.0	5396.0	1178.0	3350.0	1715.0	441.0	4897.0	2034.0	3662.0	1428.0	5938.0	8206.0	1328.0	1088.0	1418.0	1552.0	386.0	2464.0	2296.0
BRCA2_E10_STA100540	7166.0	2359.0	11612.0	12818.0	15878.0	6533.0	16636.0	5117.0	7233.0	42061.0	10212.0	11628.0	14255.0	3306.0	8802.0	4478.0	1224.0	13592.0	5252.0	9491.0	3683.0	14812.0	20012.0	3006.0	3000.0	3281.0	3669.0	941.0	6044.0	6074.0
BRCA2_E10_STA100541	10989.0	3239.0	15922.0	17080.0	20295.0	8232.0	18410.0	6502.0	10454.0	54030.0	14486.0	15665.0	16801.0	4266.0	11247.0	6750.0	1422.0	16096.0	6757.0	11163.0	6480.0	19332.0	25230.0	4577.0	3626.0	4270.0	4277.0	901.0	9239.0	6120.0
BRCA2_E10_STA100542	4778.0	1478.0	6574.0	7593.0	8805.0	2895.0	8012.0	2890.0	3827.0	23630.0	5040.0	7128.0	6645.0	1966.0	4396.0	2807.0	674.0	7021.0	3163.0	4802.0	2825.0	8476.0	9173.0	1754.0	1331.0	1699.0	1782.0	445.0	3980.0	2691.0
BRCA2_E10_STA100543	3043.0	922.0	3960.0	4162.0	5335.0	1652.0	4828.0	1703.0	2349.0	14018.0	2940.0	4093.0	4202.0	1056.0	2635.0	1717.0	457.0	3855.0	1961.0	2782.0	1679.0	4823.0	5379.0	1091.0	818.0	996.0	991.0	287.0	2363.0	1641.0
BRCA2_E11_STA100544	4529.0	1275.0	6489.0	5856.0	8362.0	3233.0	8288.0	2924.0	3931.0	20826.0	5236.0	7126.0	6612.0	1738.0	4137.0	2599.0	524.0	6521.0	3050.0	4329.0	1936.0	8094.0	8271.0	1527.0	1516.0	1757.0	1306.0	352.0	2334.0	2549.0
BRCA2_E11_STA100545	4398.0	1336.0	6772.0	5812.0	8586.0	3396.0	8372.0	2569.0	3900.0	22491.0	5398.0	7120.0	6590.0	1817.0	4235.0	2601.0	603.0	6526.0	2657.0	4548.0	2092.0	8192.0	8761.0	1594.0	1475.0	1688.0	1519.0	375.0	2554.0	2569.0
BRCA2_E11_STA100546	5848.0	2251.0	8422.0	8131.0	12418.0	3859.0	12525.0	3219.0	5309.0	37742.0	7388.0	8863.0	9841.0	2353.0	7129.0	3998.0	586.0	11474.0	4070.0	8071.0	2971.0	12082.0	13977.0	2499.0	2046.0	2676.0	2921.0	768.0	4900.0	4077.0
BRCA2_E11_STA100547	8406.0	1809.0	8125.0	11563.0	12800.0	5069.0	12481.0	4012.0	6126.0	35217.0	9260.0	10710.0	9693.0	2406.0	5790.0	4271.0	1000.0	10330.0	4051.0	7314.0	4052.0	12393.0	13332.0	2950.0	2174.0	2276.0	2284.0	526.0	5320.0	4408.0
BRCA2_E11_STA100548	6804.0	2215.0	9148.0	12673.0	13737.0	4713.0	12383.0	4360.0	6192.0	37316.0	9991.0	11310.0	10905.0	2800.0	6741.0	4739.0	929.0	11020.0	4696.0	7603.0	3876.0	14772.0	15179.0	2851.0	2103.0	2347.0	2772.0	664.0	5930.0	4314.0
BRCA2_E11_STA100549	3478.0	1252.0	4827.0	6751.0	6313.0	2271.0	6685.0	2503.0	2737.0	19310.0	4972.0	6217.0	6027.0	1603.0	3406.0	2483.0	495.0	5767.0	2011.0	3708.0	1979.0	7040.0	7388.0	1569.0	1182.0	1358.0	1498.0	324.0	2953.0	2695.0
