	C21D00284	C21D00304	C21D00307	D21D00280T	D21D00289	D21D00299	D21D00327T	D21D00329T	D21D00335T	D21D00342T	M21D00265	M21D00302	N21D00272	N21D00273	N21D00290	N21D00301	N21D00310	P21D00308	P21D00309	P21D00322	P21D00332	P21D00334	P21D00338	P21D00341	P21D00343	P21D00346	S21D00266	U21D00339	X21D00263	X21D00340
BRCA2_E11_STA100550	6600.0	2342.0	10289.0	12012.0	14800.0	5282.0	14481.0	5372.0	6375.0	39143.0	9428.0	10456.0	13560.0	3120.0	7870.0	4394.0	1029.0	13277.0	3898.0	7664.0	3749.0	13389.0	17458.0	2834.0	2407.0	2902.0	3403.0	757.0	5786.0	4710.0
BRCA2_E11_STA100551	9615.0	2653.0	13217.0	15668.0	17451.0	7450.0	16571.0	5425.0	8534.0	53461.0	12869.0	14673.0	15714.0	3703.0	9148.0	5588.0	1492.0	14613.0	4881.0	10743.0	4996.0	16765.0	20766.0	3916.0	3095.0	3706.0	4532.0	880.0	8362.0	5137.0
BRCA2_E11_STA100552	5025.0	1922.0	6645.0	8818.0	8870.0	3105.0	9139.0	3577.0	4232.0	30006.0	6502.0	8334.0	8284.0	2209.0	4532.0	3503.0	866.0	8778.0	3105.0	5698.0	2599.0	8943.0	10996.0	2413.0	1539.0	1767.0	2492.0	474.0	4464.0	3232.0
BRCA2_E11_STA100553	9733.0	3250.0	12665.0	17556.0	17475.0	5651.0	17193.0	7414.0	8113.0	56845.0	14497.0	14830.0	15230.0	4542.0	8476.0	6822.0	1392.0	16387.0	4991.0	10679.0	6566.0	18842.0	19777.0	3910.0	2872.0	3573.0	4002.0	946.0	8779.0	5758.0
BRCA2_E11_STA100554	4910.0	2029.0	7648.0	9973.0	10646.0	4125.0	10394.0	3826.0	4958.0	33669.0	8150.0	8119.0	8642.0	2789.0	5501.0	3540.0	961.0	9586.0	2922.0	6681.0	3080.0	10907.0	13218.0	2088.0	1930.0	1887.0	2465.0	486.0	4923.0	3116.0
BRCA2_E11_STA100555	6220.0	1900.0	8174.0	12601.0	10439.0	3651.0	11363.0	4223.0	5126.0	35612.0	7783.0	9665.0	8676.0	2541.0	6059.0	4302.0	858.0	9676.0	3425.0	6663.0	3506.0	10899.0	13005.0	2620.0	1765.0	2270.0	2733.0	563.0	6075.0	3641.0
BRCA2_E11_STA100556	2146.0	856.0	3431.0	4482.0	4245.0	1560.0	4615.0	1304.0	1927.0	15323.0	3154.0	3779.0	3140.0	900.0	2198.0	1293.0	280.0	3928.0	1218.0	2796.0	1167.0	4214.0	5679.0	841.0	913.0	900.0	1150.0	268.0	1988.0	1281.0
BRCA2_E11_STA100557	2491.0	842.0	4541.0	5082.0	5566.0	2181.0	5752.0	2132.0	2410.0	19092.0	4502.0	3638.0	3902.0	1013.0	2905.0	2058.0	406.0	5261.0	1624.0	3254.0	1222.0	5187.0	6893.0	980.0	936.0	1056.0	1388.0	204.0	2447.0	1914.0
BRCA2_E11_STA100558	4746.0	1527.0	6697.0	9316.0	8966.0	2938.0	9746.0	3631.0	3760.0	31801.0	7073.0	8463.0	6494.0	2334.0	4727.0	3837.0	604.0	8997.0	3005.0	6085.0	2764.0	9729.0	10655.0	2080.0	1513.0	1487.0	2592.0	334.0	4710.0	2882.0
BRCA2_E11_STA100559	4337.0	1352.0	6263.0	9456.0	7824.0	1962.0	8315.0	2793.0	3456.0	29282.0	4685.0	8144.0	5680.0	1752.0	3419.0	2902.0	654.0	7943.0	2437.0	4899.0	2597.0	7570.0	8350.0	1889.0	1492.0	1515.0	2176.0	486.0	4462.0	2445.0
BRCA2_E11_STA100560	7268.0	2374.0	9327.0	12811.0	11991.0	4200.0	12650.0	4374.0	5603.0	40181.0	9776.0	11758.0	9655.0	3128.0	6037.0	4990.0	1147.0	11310.0	4446.0	7402.0	3937.0	14478.0	14896.0	2913.0	2133.0	2574.0	3423.0	738.0	6654.0	5043.0
BRCA2_E11_STA100561	7632.0	296.0	5229.0	9402.0	15333.0	5882.0	8373.0	2103.0	2589.0	43396.0	4813.0	5857.0	11171.0	1954.0	5645.0	2711.0	1011.0	1670.0	5241.0	3672.0	3364.0	14934.0	20253.0	1460.0	1524.0	1810.0	4220.0	606.0	6298.0	5412.0
BRCA2_E11_STA100562	21268.0	6970.0	22144.0	35695.0	37561.0	14123.0	36400.0	10681.0	18352.0	104583.0	26704.0	27404.0	27144.0	8113.0	17059.0	12756.0	3073.0	31223.0	12651.0	22156.0	9094.0	36935.0	48919.0	7246.0	6360.0	7577.0	7599.0	1927.0	17796.0	12361.0
BRCA2_E11_STA100563	5498.0	2219.0	7174.0	12700.0	12803.0	4040.0	12920.0	5254.0	6221.0	30758.0	10559.0	10725.0	10524.0	3214.0	4030.0	4103.0	994.0	11800.0	4311.0	8012.0	2773.0	13885.0	12909.0	2279.0	2456.0	2156.0	2631.0	610.0	6661.0	5197.0
BRCA2_E11_STA100564	3030.0	2242.0	5256.0	10805.0	9457.0	1824.0	12187.0	4952.0	6574.0	20338.0	10630.0	7982.0	10177.0	2516.0	1582.0	2165.0	981.0	11093.0	3306.0	7747.0	1507.0	13095.0	8900.0	1292.0	2423.0	1381.0	2140.0	558.0	6379.0	4883.0
BRCA2_E11_STA100565	4872.0	1737.0	6489.0	9837.0	8671.0	2555.0	9672.0	3211.0	4013.0	31428.0	6074.0	8494.0	6503.0	2663.0	4515.0	3549.0	750.0	9504.0	2716.0	5951.0	2594.0	9684.0	10249.0	2014.0	1680.0	1858.0	2383.0	566.0	4372.0	3169.0
BRCA2_E11_STA100566	3657.0	1465.0	6421.0	7278.0	7744.0	2617.0	8772.0	2596.0	3726.0	25925.0	4633.0	5682.0	5594.0	1637.0	4306.0	2652.0	554.0	6776.0	2364.0	4705.0	1876.0	6960.0	10523.0	2026.0	1494.0	1578.0	2191.0	472.0	3666.0	2906.0
BRCA2_E11_STA100567	6165.0	2336.0	9634.0	12494.0	12022.0	3843.0	12593.0	4056.0	6103.0	42841.0	7458.0	10666.0	8862.0	2690.0	6610.0	4280.0	948.0	10110.0	3679.0	7739.0	3474.0	11652.0	15425.0	3115.0	2442.0	2519.0	2907.0	633.0	6088.0	4066.0
BRCA2_E11_STA100568	5705.0	1832.0	7477.0	10245.0	9434.0	3042.0	9854.0	3505.0	4818.0	33297.0	5717.0	8880.0	7331.0	2122.0	5184.0	3429.0	1035.0	7724.0	3093.0	6192.0	3146.0	9202.0	11863.0	2426.0	1850.0	2166.0	2310.0	519.0	5167.0	3200.0
BRCA2_E11_STA100569	12422.0	3871.0	15686.0	22754.0	21131.0	7417.0	21129.0	7495.0	9172.0	69288.0	14670.0	20028.0	17941.0	4781.0	11596.0	9495.0	1862.0	18153.0	6599.0	13817.0	6287.0	22791.0	25486.0	4883.0	3759.0	4518.0	5461.0	1213.0	12192.0	7357.0
BRCA2_E11_STA100570	12172.0	4135.0	15116.0	20533.0	20840.0	7723.0	19112.0	6669.0	9187.0	65300.0	14380.0	17939.0	15377.0	4971.0	9621.0	7606.0	1502.0	18114.0	6789.0	12032.0	6270.0	20958.0	23283.0	5166.0	3346.0	3466.0	5096.0	1172.0	10809.0	6848.0
BRCA2_E11_STA100571	15350.0	6680.0	23507.0	28587.0	26804.0	8862.0	31126.0	7923.0	15135.0	98095.0	18896.0	25405.0	25632.0	6879.0	16413.0	10399.0	2273.0	28535.0	9526.0	19399.0	8443.0	30246.0	38521.0	6537.0	4890.0	6062.0	7544.0	1444.0	13967.0	9011.0
BRCA2_E11_STA100572	3568.0	1182.0	5695.0	6768.0	6908.0	2704.0	6844.0	3078.0	3542.0	21618.0	5154.0	5847.0	5927.0	1384.0	3254.0	2954.0	671.0	5281.0	2244.0	3769.0	2366.0	6933.0	8927.0	1744.0	1347.0	1467.0	1423.0	304.0	3527.0	2759.0
BRCA2_E11_STA100573	6991.0	2652.0	10326.0	12715.0	13925.0	5700.0	13636.0	4725.0	6284.0	41487.0	10030.0	10558.0	11331.0	3058.0	6748.0	4926.0	886.0	12117.0	4230.0	8460.0	3640.0	13889.0	18000.0	2907.0	2828.0	3076.0	3280.0	639.0	6106.0	5343.0
BRCA2_E11_STA100574	10301.0	3892.0	15334.0	18565.0	20726.0	9116.0	20624.0	6921.0	9517.0	59641.0	15162.0	14881.0	16828.0	4549.0	11054.0	7364.0	1304.0	18944.0	6040.0	12257.0	5225.0	20293.0	28188.0	4296.0	4053.0	4702.0	5082.0	890.0	8818.0	9004.0
BRCA2_E11_STA100575	10842.0	4495.0	14894.0	20176.0	22606.0	8895.0	23294.0	7080.0	10095.0	62389.0	12556.0	16716.0	19139.0	5332.0	12554.0	7495.0	1619.0	23573.0	8307.0	14116.0	4913.0	20882.0	28240.0	4835.0	3827.0	5147.0	5519.0	1182.0	9992.0	8780.0
BRCA2_E11_STA100576	12985.0	5079.0	15574.0	24982.0	23666.0	7498.0	22905.0	7732.0	9519.0	66751.0	15300.0	20700.0	16397.0	5377.0	9639.0	9307.0	2366.0	20656.0	8051.0	13779.0	6239.0	25588.0	27106.0	4804.0	3536.0	4575.0	5304.0	1282.0	10914.0	8788.0
BRCA2_E11_STA100577	3073.0	1273.0	4388.0	6221.0	6486.0	2469.0	6235.0	2251.0	2936.0	18768.0	4634.0	5322.0	5342.0	1694.0	3220.0	2295.0	545.0	6105.0	1929.0	3492.0	1669.0	6711.0	8114.0	1285.0	1242.0	1242.0	1439.0	238.0	2923.0	2312.0
BRCA2_E11_STA100578	1988.0	873.0	3288.0	4192.0	4019.0	1749.0	4501.0	1576.0	1996.0	13213.0	3306.0	3418.0	3964.0	1230.0	2497.0	1460.0	366.0	4179.0	1268.0	2490.0	1053.0	4300.0	5978.0	892.0	872.0	913.0	953.0	142.0	1619.0	1514.0
BRCA2_E11_STA100579	4801.0	1686.0	6980.0	9661.0	10424.0	3598.0	9090.0	3881.0	4458.0	32326.0	7795.0	7730.0	7922.0	2884.0	4567.0	3874.0	769.0	10232.0	2967.0	5454.0	3037.0	10868.0	10555.0	2181.0	1585.0	1786.0	2100.0	638.0	5042.0	3503.0
BRCA2_E11_STA101754	1581.0	724.0	2775.0	3622.0	3276.0	1204.0	3766.0	1396.0	1626.0	12217.0	2791.0	2957.0	3038.0	904.0	1978.0	1301.0	229.0	3878.0	1000.0	2276.0	915.0	3747.0	4463.0	850.0	642.0	677.0	866.0	192.0	1654.0	1254.0
BRCA2_E11_STA100581	1745.0	814.0	3247.0	4081.0	3709.0	1237.0	4436.0	1510.0	1805.0	14436.0	2913.0	3343.0	3402.0	973.0	2347.0	1439.0	226.0	4614.0	1071.0	2631.0	946.0	4007.0	5399.0	903.0	859.0	868.0	1083.0	210.0	1812.0	1441.0
BRCA2_E11_STA100582	6429.0	2978.0	11392.0	13538.0	13923.0	4633.0	16068.0	4834.0	5891.0	50022.0	8907.0	12357.0	11866.0	3352.0	7964.0	4872.0	1062.0	16897.0	4478.0	9487.0	3363.0	13788.0	18829.0	2987.0	2698.0	3017.0	3678.0	839.0	6430.0	5226.0
BRCA2_E11_STA100583	7208.0	3218.0	12230.0	15195.0	14925.0	4939.0	16468.0	5268.0	6144.0	51355.0	9387.0	13152.0	12368.0	3628.0	8149.0	5421.0	1240.0	17349.0	5008.0	9871.0	3868.0	15534.0	19291.0	3282.0	2698.0	3156.0	3714.0	943.0	6955.0	5445.0
BRCA2_E11_STA100584	11136.0	3603.0	14416.0	19080.0	19921.0	7063.0	19779.0	6639.0	9114.0	67064.0	13821.0	15295.0	14900.0	4830.0	10135.0	6851.0	1869.0	18813.0	5262.0	13042.0	5349.0	19966.0	26271.0	5037.0	3774.0	4224.0	4484.0	843.0	10344.0	6577.0
BRCA2_E11_STA100585	5717.0	2064.0	7191.0	11048.0	11181.0	3751.0	11467.0	3056.0	4307.0	37634.0	7825.0	9544.0	8010.0	2812.0	4686.0	4031.0	1069.0	11344.0	3790.0	7379.0	2536.0	10897.0	14955.0	2608.0	2080.0	2199.0	2630.0	674.0	5184.0	3849.0
BRCA2_E11_STA100586	3661.0	1418.0	5265.0	8196.0	6694.0	2348.0	7689.0	2792.0	3426.0	23955.0	5153.0	6167.0	5433.0	1740.0	3428.0	3281.0	482.0	6768.0	2858.0	4637.0	2039.0	7806.0	9632.0	1993.0	1076.0	1830.0	1632.0	477.0	4191.0	2645.0
BRCA2_E11_STA100587	6167.0	2128.0	8332.0	11908.0	11116.0	3729.0	11266.0	3743.0	5319.0	37419.0	8339.0	9628.0	8358.0	2790.0	5498.0	4828.0	741.0	10589.0	4403.0	6954.0	3146.0	11502.0	14820.0	2739.0	1851.0	2201.0	2459.0	584.0	6070.0	4021.0
BRCA2_E11_STA100588	8041.0	2906.0	11187.0	16849.0	16560.0	5395.0	18277.0	5739.0	7248.0	51994.0	11819.0	12393.0	12940.0	4221.0	8853.0	6092.0	1380.0	16410.0	5930.0	10429.0	4022.0	17513.0	20748.0	3968.0	2995.0	3529.0	3807.0	803.0	7904.0	5515.0
BRCA2_E11_STA100589	13222.0	4279.0	15975.0	24832.0	21771.0	6480.0	24107.0	9096.0	10614.0	71786.0	16873.0	19801.0	18047.0	5375.0	12245.0	10757.0	1610.0	20683.0	7259.0	13454.0	7131.0	25621.0	27140.0	5426.0	4541.0	5174.0	5569.0	1490.0	12257.0	9301.0
BRCA2_E11_STA100590	4735.0	1678.0	6779.0	9064.0	9030.0	3733.0	9975.0	3322.0	4339.0	31203.0	6949.0	7236.0	8131.0	2166.0	5062.0	3616.0	654.0	10350.0	2814.0	6442.0	2201.0	10450.0	12881.0	1588.0	1975.0	2063.0	2562.0	606.0	4164.0	3618.0
BRCA2_E11_STA100591	8692.0	2894.0	10241.0	15832.0	14300.0	5602.0	14107.0	5634.0	6350.0	43455.0	10153.0	12881.0	11330.0	3719.0	6581.0	6181.0	1136.0	12500.0	5121.0	9104.0	4350.0	14611.0	17494.0	3278.0	2130.0	2574.0	3400.0	628.0	8044.0	5443.0
BRCA2_E11_STA100592	6029.0	2223.0	9094.0	11011.0	11396.0	4028.0	11482.0	3546.0	5134.0	38775.0	8237.0	10434.0	9224.0	2569.0	6393.0	3568.0	810.0	11559.0	4345.0	7635.0	3178.0	13024.0	15806.0	2328.0	2398.0	2526.0	2990.0	422.0	5549.0	3355.0
BRCA2_E11_STA100593	10970.0	3470.0	15060.0	19725.0	19037.0	6526.0	19967.0	6650.0	8966.0	63679.0	13361.0	17115.0	16340.0	4399.0	10169.0	7611.0	1453.0	17499.0	5248.0	11746.0	5519.0	19799.0	22815.0	4336.0	3194.0	4159.0	4574.0	926.0	9224.0	6426.0
BRCA2_E11_STA100594	2132.0	680.0	3368.0	3626.0	3993.0	1805.0	4088.0	1289.0	1836.0	12938.0	3111.0	3213.0	3498.0	746.0	2283.0	1481.0	264.0	3508.0	1087.0	2320.0	1022.0	3524.0	4754.0	884.0	753.0	736.0	983.0	178.0	1694.0	1145.0
BRCA2_E11_STA100595	6703.0	2117.0	8547.0	11261.0	11300.0	3517.0	10855.0	3463.0	4764.0	33597.0	7006.0	9918.0	8378.0	2404.0	5327.0	4606.0	857.0	10600.0	3711.0	6759.0	3400.0	10325.0	11882.0	2588.0	1552.0	1948.0	2347.0	468.0	5515.0	3725.0
BRCA2_E11_STA100596	6173.0	2008.0	9195.0	12022.0	10927.0	4053.0	11803.0	4403.0	5356.0	34708.0	8554.0	10003.0	10334.0	2660.0	6268.0	4336.0	1063.0	10097.0	3584.0	6333.0	3689.0	11687.0	13277.0	2661.0	2013.0	2362.0	2639.0	577.0	6003.0	4499.0
BRCA2_E11_STA100597	3085.0	935.0	4605.0	5383.0	5795.0	2483.0	5627.0	2397.0	2727.0	17256.0	4547.0	4172.0	5035.0	1212.0	2844.0	2094.0	530.0	4399.0	1570.0	3182.0	1654.0	5802.0	6817.0	1126.0	1183.0	1003.0	1160.0	286.0	2620.0	1816.0
BRCA2_E11_STA100598	1901.0	708.0	3233.0	3838.0	3918.0	1484.0	4260.0	1268.0	1538.0	13084.0	2535.0	2983.0	4473.0	885.0	2418.0	1257.0	159.0	4676.0	1381.0	2668.0	892.0	3150.0	4916.0	902.0	838.0	760.0	912.0	233.0	1560.0	1456.0
BRCA2_E11_STA100599	11657.0	4315.0	17561.0	18504.0	23271.0	8723.0	23395.0	7307.0	9773.0	66830.0	16192.0	18962.0	18944.0	5494.0	11803.0	7030.0	1302.0	22694.0	6056.0	13616.0	6895.0	22403.0	27655.0	4504.0	3565.0	4294.0	5850.0	1170.0	10896.0	7019.0
BRCA2_E11_STA100600	8174.0	2246.0	13097.0	13623.0	17938.0	6902.0	16274.0	5984.0	7959.0	48595.0	12288.0	11171.0	15074.0	3698.0	9264.0	5786.0	1183.0	13416.0	4903.0	9805.0	4802.0	17225.0	19967.0	3713.0	3061.0	3368.0	3922.0	631.0	6586.0	5634.0
BRCA2_E11_STA100601	4192.0	1151.0	7079.0	6927.0	9847.0	3988.0	8936.0	2896.0	4199.0	25417.0	6664.0	5462.0	8362.0	1944.0	5153.0	3193.0	488.0	7458.0	2520.0	5185.0	2331.0	8931.0	11331.0	1990.0	1606.0	1816.0	2211.0	382.0	3513.0	3410.0
BRCA2_E12_STA101760	1223.0	250.0	3504.0	2417.0	3116.0	1210.0	3196.0	1047.0	1245.0	8655.0	1908.0	2368.0	2245.0	645.0	1936.0	1001.0	192.0	2839.0	836.0	1746.0	738.0	2779.0	3468.0	671.0	635.0	438.0	703.0	126.0	1015.0	949.0
BRCA2_E12_STA100603	4499.0	1272.0	6851.0	6634.0	7789.0	2632.0	7413.0	2467.0	3847.0	23525.0	4372.0	6978.0	6374.0	1675.0	4186.0	2650.0	724.0	6425.0	2346.0	4278.0	2568.0	7796.0	7528.0	1874.0	1225.0	1330.0	1475.0	487.0	3090.0	2254.0
BRCA2_E13_STA103257	3239.0	1118.0	6149.0	6630.0	6357.0	2251.0	6541.0	2258.0	3177.0	25750.0	4993.0	4826.0	4166.0	1444.0	3334.0	2519.0	538.0	5564.0	1882.0	4048.0	1600.0	5935.0	8034.0	1640.0	1137.0	1221.0	1764.0	320.0	3118.0	1606.0
BRCA2_E13_STA100605	2834.0	947.0	5081.0	5941.0	5452.0	2142.0	5552.0	2136.0	2688.0	20685.0	4735.0	3942.0	3523.0	1273.0	2761.0	2253.0	426.0	4710.0	1587.0	3299.0	1304.0	5122.0	6272.0	1237.0	814.0	1011.0	1406.0	284.0	2977.0	1419.0
BRCA2_E14_STA100606	5661.0	1768.0	7560.0	9519.0	8766.0	2943.0	8992.0	3265.0	4466.0	29187.0	5928.0	7570.0	7549.0	1954.0	4361.0	3580.0	806.0	7675.0	3304.0	5532.0	2898.0	9268.0	10573.0	2274.0	1373.0	1769.0	1762.0	590.0	3963.0	3387.0
BRCA2_E14_STA100607	5329.0	1642.0	6775.0	8895.0	10195.0	3407.0	9842.0	3669.0	4976.0	28203.0	6543.0	8313.0	7610.0	2200.0	4775.0	3619.0	638.0	8511.0	3061.0	5684.0	2716.0	10450.0	11608.0	1893.0	1640.0	1749.0	1816.0	372.0	4463.0	3413.0
BRCA2_E14_STA100608	2150.0	694.0	3432.0	3475.0	4264.0	2014.0	4364.0	1267.0	2181.0	12846.0	2895.0	3440.0	3716.0	1064.0	2282.0	1432.0	282.0	3859.0	1120.0	2489.0	1086.0	4143.0	5498.0	914.0	752.0	859.0	1000.0	162.0	2088.0	1400.0
BRCA2_E14_STA100609	4563.0	1440.0	7419.0	7141.0	8674.0	3439.0	8786.0	2621.0	4369.0	25830.0	5807.0	6586.0	6511.0	1632.0	4970.0	2532.0	661.0	7328.0	2606.0	5323.0	2306.0	8273.0	10676.0	2078.0	1718.0	1604.0	1644.0	418.0	3228.0	2387.0
BRCA2_E14_STA100610	1320.0	544.0	2956.0	2322.0	3302.0	1479.0	3074.0	1215.0	1620.0	9696.0	2200.0	2019.0	2809.0	594.0	1701.0	821.0	158.0	2639.0	837.0	1796.0	692.0	2696.0	3626.0	650.0	731.0	566.0	695.0	150.0	1081.0	967.0
BRCA2_E15_STA100611	5553.0	1760.0	9042.0	5791.0	12745.0	4359.0	12724.0	3401.0	5196.0	31038.0	4978.0	9460.0	10785.0	2674.0	7080.0	3514.0	636.0	10701.0	4524.0	7992.0	2586.0	9728.0	11124.0	1995.0	2060.0	2810.0	1552.0	558.0	2972.0	4205.0
BRCA2_E15_STA100612	10344.0	3308.0	14964.0	11963.0	21090.0	6848.0	19483.0	7010.0	9246.0	50479.0	11649.0	16091.0	15620.0	4312.0	11252.0	6509.0	1137.0	15225.0	7410.0	12389.0	5540.0	19927.0	19571.0	3755.0	3308.0	4251.0	2615.0	883.0	5292.0	7083.0
BRCA2_E15_STA100613	7239.0	1592.0	9595.0	8270.0	14337.0	6818.0	10710.0	5156.0	7019.0	31170.0	9409.0	7781.0	9329.0	2293.0	7362.0	4668.0	904.0	7736.0	4307.0	6244.0	4380.0	11816.0	13440.0	2408.0	2039.0	2726.0	1930.0	412.0	4506.0	4190.0
BRCA2_E16_STA101759	1958.0	732.0	3338.0	3005.0	4252.0	1702.0	3373.0	1440.0	1950.0	10436.0	2946.0	2673.0	3488.0	686.0	2185.0	1204.0	248.0	2988.0	1143.0	1947.0	1032.0	3580.0	4477.0	964.0	844.0	612.0	662.0	108.0	1378.0	1098.0
BRCA2_E16_STA100615	2566.0	580.0	3292.0	3682.0	4154.0	1715.0	4219.0	1469.0	2229.0	12897.0	2775.0	3544.0	3469.0	789.0	1968.0	1378.0	286.0	3432.0	1450.0	2417.0	1434.0	4451.0	5223.0	1056.0	814.0	770.0	674.0	235.0	1415.0	1474.0
BRCA2_E16_STA100616	3876.0	1063.0	6035.0	5108.0	8126.0	3757.0	7369.0	2320.0	3724.0	20772.0	6035.0	4980.0	6468.0	1508.0	4802.0	2080.0	470.0	6041.0	2370.0	4830.0	1804.0	8140.0	7985.0	1380.0	1568.0	1646.0	1492.0	328.0	2694.0	2621.0
BRCA2_E17_STA100617	6515.0	1541.0	9037.0	8655.0	11646.0	4367.0	10414.0	4382.0	6325.0	31446.0	8099.0	8393.0	7995.0	2031.0	6317.0	3972.0	830.0	7915.0	3388.0	5609.0	3412.0	11606.0	11897.0	2501.0	1797.0	2318.0	1585.0	494.0	4748.0	3772.0
BRCA2_E17_STA100618	6609.0	1558.0	5303.0	3130.0	5625.0	3724.0	3699.0	2283.0	2481.0	32786.0	5197.0	6228.0	4884.0	838.0	4845.0	2538.0	650.0	6122.0	2273.0	3445.0	2200.0	7793.0	12411.0	1651.0	550.0	1539.0	2074.0	182.0	2677.0	1857.0
BRCA2_E17_STA100619	4954.0	1666.0	6529.0	8572.0	10832.0	3914.0	11796.0	3692.0	4165.0	29957.0	7847.0	8382.0	8917.0	2494.0	5158.0	3146.0	771.0	10654.0	3594.0	6425.0	2713.0	11405.0	12560.0	2077.0	1894.0	2250.0	2113.0	535.0	3944.0	3856.0
BRCA2_E18_STA100620	5910.0	1810.0	7636.0	9085.0	10470.0	3761.0	9714.0	3950.0	4610.0	29711.0	6008.0	8760.0	7456.0	2531.0	4772.0	3629.0	753.0	9270.0	3494.0	5614.0	3257.0	10787.0	10899.0	2247.0	1731.0	1718.0	1789.0	418.0	4208.0	3492.0
BRCA2_E18_STA100621	8941.0	2992.0	9328.0	14139.0	16961.0	4946.0	14845.0	5725.0	6782.0	44966.0	11086.0	12974.0	11570.0	3694.0	7147.0	5294.0	1322.0	12741.0	5613.0	9675.0	4833.0	16314.0	17519.0	3274.0	2514.0	2937.0	2756.0	806.0	6345.0	4952.0
BRCA2_E18_STA100622	2289.0	730.0	2738.0	3936.0	5137.0	2074.0	5249.0	1652.0	1856.0	13301.0	3690.0	2831.0	3348.0	1091.0	1847.0	1333.0	204.0	3813.0	1123.0	2391.0	1363.0	5651.0	5472.0	709.0	910.0	1079.0	992.0	174.0	1775.0	1798.0
BRCA2_E18_STA100623	5961.0	1457.0	8891.0	9470.0	12694.0	6337.0	10931.0	4258.0	6636.0	32869.0	9918.0	7817.0	10032.0	2074.0	6587.0	4073.0	949.0	9407.0	3340.0	6454.0	3135.0	12320.0	15657.0	2451.0	2083.0	2609.0	2870.0	556.0	5116.0	4231.0
BRCA2_E19_STA100624	6408.0	2164.0	9627.0	9208.0	13239.0	4507.0	11274.0	4927.0	6221.0	36647.0	9161.0	8656.0	9940.0	2111.0	6524.0	4794.0	720.0	7968.0	3531.0	6429.0	4584.0	11666.0	13295.0	2873.0	2191.0	2084.0	2357.0	418.0	5969.0	3207.0
BRCA2_E19_STA100625	3974.0	898.0	5683.0	5768.0	8944.0	3982.0	6012.0	2521.0	3178.0	19877.0	4999.0	5030.0	5112.0	1268.0	3263.0	2232.0	396.0	4451.0	2419.0	3524.0	2169.0	6801.0	6672.0	1583.0	1019.0	1292.0	1258.0	128.0	2818.0	2238.0
BRCA2_E19_STA100626	5299.0	1735.0	8643.0	6076.0	10434.0	3183.0	11175.0	2811.0	5307.0	27054.0	6495.0	8236.0	9260.0	1941.0	5691.0	3024.0	752.0	8945.0	3822.0	6024.0	2644.0	10596.0	9722.0	1891.0	2267.0	2082.0	1566.0	388.0	2971.0	3138.0
BRCA2_E20_STA100627	3671.0	1040.0	5180.0	4362.0	6645.0	2004.0	6128.0	2101.0	3272.0	17421.0	3650.0	5833.0	5788.0	1325.0	3240.0	2062.0	372.0	5280.0	2597.0	3744.0	1801.0	6773.0	6165.0	1327.0	998.0	1378.0	909.0	286.0	1918.0	2070.0
BRCA2_E20_STA100628	3012.0	952.0	4481.0	3858.0	5328.0	1769.0	5875.0	1486.0	2509.0	18314.0	3775.0	4082.0	4562.0	1098.0	2944.0	1623.0	344.0	5055.0	1515.0	3594.0	1495.0	5496.0	5644.0	1054.0	982.0	1051.0	1168.0	162.0	2065.0	1317.0
BRCA2_E21_STA100629	1508.0	342.0	2538.0	1776.0	3380.0	1548.0	2831.0	1062.0	1650.0	7695.0	1815.0	2083.0	2306.0	458.0	1728.0	738.0	196.0	2448.0	1060.0	1475.0	636.0	2351.0	3482.0	568.0	474.0	628.0	556.0	48.0	830.0	922.0
BRCA2_E21_STA100630	4081.0	1168.0	5042.0	4639.0	7875.0	3576.0	6615.0	2945.0	3401.0	19371.0	5103.0	5281.0	5525.0	1340.0	3634.0	2344.0	424.0	4622.0	2643.0	4027.0	2010.0	7310.0	8631.0	1561.0	1250.0	1538.0	1347.0	240.0	2837.0	2393.0
BRCA2_E22_STA100631	7693.0	2331.0	10856.0	13701.0	13717.0	4403.0	13506.0	3700.0	6057.0	46502.0	8685.0	11936.0	11388.0	2734.0	6726.0	4403.0	975.0	12016.0	4808.0	8485.0	4007.0	12218.0	17845.0	3447.0	2730.0	2573.0	3082.0	668.0	6671.0	3884.0
BRCA2_E22_STA100632	15074.0	4542.0	16261.0	24784.0	25840.0	8468.0	24046.0	9727.0	11424.0	76829.0	18714.0	21895.0	19272.0	5438.0	11896.0	9687.0	2234.0	20730.0	8050.0	15305.0	7710.0	27295.0	30673.0	5352.0	4029.0	5111.0	5539.0	1074.0	14567.0	9081.0
BRCA2_E22_STA100633	3008.0	1054.0	4944.0	6099.0	5510.0	1888.0	5835.0	2265.0	2435.0	17334.0	4060.0	4893.0	4924.0	1339.0	3046.0	2115.0	518.0	5211.0	1804.0	3452.0	1870.0	5856.0	6710.0	1162.0	971.0	1102.0	1197.0	320.0	2988.0	2090.0
BRCA2_E23_STA100634	1552.0	536.0	2988.0	3067.0	3830.0	1756.0	3422.0	1236.0	1685.0	10979.0	2883.0	2446.0	2965.0	712.0	1990.0	1129.0	292.0	2984.0	870.0	1986.0	856.0	3241.0	4606.0	950.0	658.0	494.0	1054.0	160.0	1504.0	1054.0
