	D21D00353	D21D00358T	D21D00362	D21D00364	E21D00361	N21D00347	N21D00348	P21D00345	P21D00352	P21D00354	P21D00356	P21D00357	P21D00359	P21D00365	X21D00316	X21D00317	X21D00318	X21D00355
TERT_E15_STA101160	1706.0	6680.0	24140.0	3760.0	17068.0	14816.0	8702.0	459.0	8642.0	10768.0	13641.0	21603.0	4449.0	2867.0	8498.0	3621.0	9078.0	7056.0
TERT_E15_STA101161	438.0	1855.0	6171.0	1132.0	2945.0	4429.0	2037.0	228.0	1697.0	2590.0	3882.0	5748.0	1024.0	847.0	1837.0	720.0	1899.0	1830.0
TERT_E14_STA101162	1645.0	3084.0	12260.0	2025.0	10123.0	7569.0	2905.0	202.0	3568.0	4677.0	5648.0	10637.0	2264.0	1495.0	3623.0	1315.0	3678.0	3755.0
TERT_E14_STA101163	2398.0	5756.0	20627.0	4062.0	16082.0	14401.0	6510.0	369.0	7758.0	8798.0	11081.0	17220.0	4338.0	2321.0	6929.0	2613.0	5550.0	6473.0
TERT_E13_STA101164	2305.0	5964.0	21356.0	3522.0	16265.0	14369.0	6464.0	238.0	6833.0	8614.0	11776.0	18659.0	4252.0	2402.0	6228.0	2823.0	6895.0	5377.0
TERT_E12_STA101165	1223.0	2756.0	9661.0	2332.0	4881.0	5836.0	2398.0	194.0	2444.0	3365.0	4939.0	9707.0	2188.0	1538.0	3063.0	1092.0	2932.0	3203.0
TERT_E12_STA101166	3965.0	9807.0	33298.0	7606.0	29579.0	20676.0	10975.0	704.0	15292.0	18109.0	17299.0	24566.0	8347.0	4697.0	11485.0	4304.0	10362.0	9422.0
TERT_E11_STA101167	1548.0	4480.0	14101.0	2081.0	12376.0	9129.0	5019.0	268.0	5974.0	7758.0	7781.0	11891.0	3829.0	2605.0	4581.0	1692.0	3726.0	4175.0
TERT_E11_STA101168	2341.0	8189.0	24426.0	3984.0	15080.0	15614.0	7468.0	470.0	7406.0	12023.0	13808.0	22095.0	5735.0	3981.0	6768.0	2892.0	6558.0	7034.0
TERT_E11_STA101169	4363.0	15185.0	42726.0	8325.0	20883.0	28752.0	14604.0	960.0	12169.0	19023.0	26671.0	40666.0	8875.0	8365.0	12616.0	4369.0	12706.0	13946.0
TERT_E11_STA101170	702.0	1935.0	7725.0	1226.0	3392.0	4272.0	1706.0	196.0	1592.0	2803.0	3543.0	7447.0	1237.0	1019.0	2198.0	982.0	2228.0	2564.0
TERT_E10_STA101171	580.0	2057.0	7548.0	1267.0	3625.0	4476.0	1579.0	157.0	1699.0	3100.0	3725.0	6846.0	1521.0	1113.0	2189.0	801.0	2040.0	2306.0
TERT_E10_STA101172	2870.0	9207.0	23803.0	5350.0	18423.0	15712.0	8838.0	396.0	11480.0	14546.0	13432.0	20834.0	7419.0	4061.0	9090.0	3712.0	7631.0	7185.0
TERT_E9_STA101173	1076.0	3208.0	8103.0	1554.0	5647.0	4807.0	2750.0	246.0	3379.0	4656.0	4349.0	8251.0	1917.0	1096.0	2752.0	909.0	2999.0	2760.0
TERT_E9_STA101174	2578.0	7019.0	20930.0	3880.0	15095.0	12020.0	7292.0	499.0	8044.0	11846.0	12234.0	17097.0	6139.0	3345.0	6964.0	2510.0	5588.0	6911.0
TERT_E8_STA101814	253.0	560.0	2401.0	280.0	1967.0	1404.0	779.0	77.0	938.0	1112.0	970.0	1680.0	576.0	288.0	767.0	240.0	682.0	486.0
TERT_E8_STA101176	1842.0	6295.0	20906.0	3742.0	13908.0	13378.0	7473.0	485.0	7504.0	11692.0	11737.0	19901.0	4636.0	3048.0	6021.0	2628.0	6959.0	6675.0
TERT_E7_STA101177	832.0	1720.0	7830.0	1541.0	7148.0	4857.0	2117.0	204.0	2561.0	2972.0	3665.0	6133.0	1812.0	1034.0	2478.0	685.0	2017.0	1921.0
TERT_E6_STA101178	3440.0	9267.0	28865.0	4677.0	26357.0	18116.0	8953.0	595.0	11228.0	11952.0	14235.0	25545.0	5933.0	4417.0	7640.0	3543.0	8707.0	9076.0
TERT_E6_STA101179	2701.0	8641.0	25437.0	5386.0	27385.0	15798.0	8254.0	789.0	10243.0	11884.0	14077.0	23308.0	3964.0	3694.0	6814.0	3162.0	7554.0	7772.0
TERT_E5_STA101180	1246.0	3546.0	12451.0	1816.0	10729.0	8361.0	4528.0	292.0	5562.0	5478.0	6469.0	11334.0	3182.0	1869.0	4188.0	1446.0	3850.0	4351.0
TERT_E5_STA101181	899.0	2724.0	11176.0	1877.0	10239.0	6122.0	3832.0	249.0	4406.0	6168.0	5237.0	8588.0	2034.0	1381.0	3349.0	1343.0	3219.0	3043.0
TERT_E5_STA101182	2461.0	7789.0	28785.0	4891.0	26029.0	18380.0	10882.0	689.0	11191.0	14942.0	14722.0	24418.0	5814.0	3538.0	10706.0	3412.0	9301.0	9715.0
TERT_E4_STA101183	2164.0	4761.0	19191.0	2609.0	12513.0	12512.0	7035.0	280.0	6653.0	8705.0	9795.0	16282.0	3811.0	1939.0	7986.0	2310.0	6715.0	6006.0
TERT_E4_STA101184	2201.0	5757.0	22957.0	3727.0	14678.0	13251.0	7360.0	498.0	7251.0	9443.0	11011.0	19123.0	4750.0	2713.0	9477.0	2963.0	7814.0	6465.0
TERT_E4_STA101185	3076.0	9708.0	31974.0	5467.0	33657.0	20264.0	9990.0	605.0	10963.0	13936.0	16070.0	26126.0	6267.0	4650.0	11795.0	4462.0	11048.0	9656.0
TERT_E3_STA101186	3962.0	10049.0	32379.0	5599.0	27234.0	21799.0	13293.0	894.0	13237.0	16598.0	17173.0	24060.0	8876.0	4595.0	11501.0	2909.0	10640.0	9594.0
TERT_E3_STA101187	5387.0	17968.0	55194.0	10817.0	38538.0	37986.0	18710.0	900.0	17955.0	24937.0	27312.0	45213.0	11282.0	7084.0	16098.0	5663.0	17312.0	15865.0
TERT_E3_STA101188	4036.0	13817.0	47311.0	8625.0	40864.0	30326.0	15378.0	862.0	16996.0	22953.0	26576.0	40873.0	8411.0	5919.0	18163.0	7492.0	18290.0	17660.0
TERT_E2_STA101189	2905.0	7504.0	15639.0	2146.0	36466.0	10895.0	8151.0	485.0	9198.0	11697.0	9600.0	13975.0	2852.0	2736.0	6863.0	2253.0	6679.0	6304.0
TERT_E2_STA101190	882.0	2655.0	8763.0	1439.0	8784.0	6183.0	2521.0	93.0	4504.0	4775.0	4495.0	8195.0	2050.0	1016.0	3035.0	1131.0	2385.0	2809.0
TERT_E2_STA101191	559.0	2142.0	5562.0	803.0	4069.0	3379.0	2449.0	164.0	1974.0	3130.0	2650.0	4956.0	1270.0	671.0	2175.0	857.0	2109.0	2003.0
TERT_E2_STA103246	2144.0	8325.0	23117.0	3238.0	26474.0	14623.0	9221.0	540.0	8720.0	12263.0	13201.0	21271.0	4080.0	3415.0	7796.0	2794.0	7690.0	7470.0
TERT_E2_STA101193	312.0	740.0	2443.0	478.0	1850.0	1709.0	718.0	12.0	626.0	886.0	1272.0	2604.0	371.0	348.0	951.0	247.0	431.0	918.0
TERT_E2_STA101812	1788.0	5615.0	19078.0	2684.0	17033.0	12750.0	6603.0	465.0	7816.0	10770.0	10297.0	18003.0	3392.0	2222.0	7340.0	2931.0	6545.0	6305.0
TERT_E2_STA101811	2050.0	6858.0	21563.0	3010.0	23194.0	12911.0	7252.0	617.0	6841.0	9969.0	11348.0	17482.0	3882.0	2777.0	8170.0	2787.0	7256.0	6811.0
TERT_E2_STA102079	2098.0	6272.0	20329.0	2839.0	20009.0	11562.0	6423.0	272.0	7522.0	11962.0	9860.0	16342.0	3556.0	2418.0	6113.0	2260.0	5762.0	5881.0
TERT_E2_STA101197	517.0	2507.0	8883.0	1309.0	5139.0	5032.0	2650.0	132.0	2984.0	4843.0	5157.0	7983.0	1742.0	1287.0	2457.0	1314.0	1994.0	2695.0
TERT_E2_STA102080	381.0	1871.0	6120.0	962.0	3472.0	3498.0	2058.0	108.0	2314.0	3730.0	3709.0	5445.0	1298.0	895.0	2060.0	906.0	1365.0	1861.0
TERT_E2_STA103243	292.0	1060.0	3123.0	445.0	3064.0	1947.0	1135.0	113.0	1486.0	1953.0	1995.0	2860.0	682.0	384.0	1111.0	383.0	963.0	1196.0
TERT_E2_STA103247	1000.0	3575.0	12622.0	1543.0	10185.0	7570.0	3783.0	252.0	5988.0	7604.0	7077.0	9425.0	2670.0	1487.0	4919.0	1589.0	3823.0	3911.0
TERT_E2_STA102076	1217.0	4482.0	14196.0	1704.0	11986.0	8616.0	5507.0	310.0	5500.0	8729.0	7579.0	13852.0	3060.0	1619.0	6554.0	2798.0	5989.0	5861.0
TERT_E2_STA101206	545.0	2574.0	7194.0	760.0	4245.0	4623.0	2456.0	130.0	2051.0	3661.0	3783.0	5009.0	1465.0	761.0	2860.0	1059.0	2190.0	2201.0
RICTOR_E38_STA101453	378.0	963.0	1912.0	590.0	1071.0	1832.0	624.0	94.0	888.0	1684.0	1745.0	876.0	1008.0	640.0	751.0	472.0	648.0	809.0
RICTOR_E37_STA101454	1808.0	4297.0	8854.0	2429.0	5319.0	7261.0	3178.0	484.0	5638.0	6965.0	7108.0	3696.0	5425.0	2691.0	4164.0	2048.0	3020.0	3304.0
RICTOR_E36_STA101455	190.0	735.0	1438.0	588.0	687.0	927.0	378.0	64.0	574.0	693.0	1157.0	589.0	676.0	445.0	338.0	338.0	324.0	650.0
RICTOR_E35_STA101456	4201.0	8901.0	16784.0	4887.0	11395.0	13954.0	6589.0	810.0	10279.0	16557.0	16571.0	7456.0	10838.0	6000.0	7289.0	3860.0	7052.0	7867.0
RICTOR_E34_STA101457	1688.0	3883.0	6963.0	2850.0	2158.0	6202.0	2385.0	325.0	3730.0	4672.0	7401.0	5015.0	6960.0	3188.0	2960.0	1835.0	2268.0	4139.0
RICTOR_E33_STA101458	5079.0	14568.0	24224.0	9512.0	11692.0	22740.0	10386.0	1486.0	11396.0	19260.0	28259.0	12429.0	15788.0	9111.0	10780.0	6194.0	9579.0	11867.0
RICTOR_E32_STA101737	1236.0	3412.0	6203.0	2089.0	4572.0	5030.0	2085.0	242.0	4315.0	5939.0	5856.0	3310.0	4325.0	2150.0	3345.0	1471.0	2702.0	3051.0
RICTOR_E31_STA101460	6661.0	12837.0	24021.0	8016.0	18106.0	19085.0	7897.0	1026.0	14935.0	20310.0	25725.0	10944.0	14608.0	9106.0	9396.0	4817.0	8082.0	9919.0
RICTOR_E31_STA101461	2811.0	5901.0	8682.0	3244.0	6571.0	7245.0	3634.0	412.0	5979.0	8182.0	10182.0	4824.0	6430.0	3306.0	4181.0	2524.0	3364.0	4290.0
RICTOR_E30_STA101462	6393.0	14908.0	26782.0	9520.0	17076.0	18435.0	8506.0	1149.0	14214.0	23707.0	25333.0	10663.0	18251.0	10169.0	11305.0	5347.0	9584.0	10508.0
RICTOR_E29_STA101740	17903.0	37748.0	58518.0	20015.0	51436.0	50198.0	33598.0	2442.0	47016.0	55920.0	69567.0	27897.0	46060.0	22768.0	32955.0	17780.0	24946.0	28468.0
RICTOR_E28_STA101464	943.0	2799.0	7046.0	2234.0	4095.0	4854.0	1992.0	172.0	3632.0	4420.0	6553.0	2591.0	4003.0	2361.0	2686.0	1450.0	2274.0	2442.0
RICTOR_E26_STA101466	5886.0	10407.0	16411.0	6655.0	13656.0	15724.0	7465.0	607.0	13216.0	16023.0	19910.0	8231.0	13936.0	6663.0	9268.0	4253.0	6492.0	7806.0
RICTOR_E25_STA101467	1915.0	4099.0	8699.0	2788.0	6491.0	6869.0	3467.0	260.0	5730.0	7061.0	8249.0	3360.0	5167.0	2439.0	4216.0	2330.0	3378.0	3523.0
RICTOR_E24_STA101468	1167.0	2199.0	5664.0	1799.0	3690.0	4474.0	1698.0	136.0	3670.0	4445.0	4687.0	2175.0	3793.0	1308.0	2284.0	1111.0	1517.0	1898.0
RICTOR_E23_STA101469	5653.0	12149.0	18023.0	6859.0	15614.0	17892.0	8978.0	566.0	13160.0	16117.0	20206.0	9471.0	14621.0	7145.0	10100.0	5246.0	7380.0	10359.0
RICTOR_E22_STA101470	6065.0	13322.0	29459.0	9174.0	19769.0	22347.0	10737.0	997.0	15286.0	22672.0	27856.0	13269.0	15578.0	9390.0	14679.0	7208.0	13041.0	12563.0
RICTOR_E21_STA101471	11460.0	28860.0	53010.0	18269.0	33936.0	38540.0	20176.0	2461.0	27394.0	41651.0	53663.0	21289.0	30108.0	17130.0	27051.0	12880.0	19874.0	22461.0
RICTOR_E20_STA101472	9553.0	22424.0	36234.0	11437.0	27097.0	29505.0	15160.0	1470.0	25391.0	34595.0	35157.0	17197.0	22979.0	13137.0	17327.0	8781.0	13167.0	15155.0
RICTOR_E19_STA101744	1299.0	2602.0	4468.0	2118.0	3240.0	4051.0	1749.0	134.0	2759.0	4032.0	4732.0	1953.0	2992.0	1526.0	1995.0	1240.0	1694.0	1894.0
RICTOR_E18_STA101474	4845.0	11909.0	19315.0	7060.0	16156.0	15892.0	7747.0	559.0	13995.0	16818.0	19900.0	8623.0	15001.0	6600.0	11840.0	5355.0	7873.0	7085.0
RICTOR_E17_STA101475	6449.0	12062.0	23226.0	8072.0	17859.0	18560.0	8837.0	783.0	15364.0	19560.0	26127.0	10101.0	17070.0	8625.0	12252.0	5927.0	9719.0	10180.0
RICTOR_E15_STA101477	3695.0	11650.0	20136.0	6878.0	12200.0	19570.0	8857.0	918.0	10552.0	15880.0	20144.0	9343.0	10144.0	8327.0	9111.0	5602.0	8630.0	9488.0
RICTOR_E14_STA101478	896.0	2136.0	4155.0	1278.0	3103.0	4049.0	1874.0	150.0	3077.0	3772.0	3821.0	1968.0	2385.0	1530.0	2228.0	879.0	1703.0	1974.0
RICTOR_E13_STA101479	3570.0	7430.0	14884.0	4770.0	9246.0	12974.0	5469.0	718.0	7851.0	11853.0	13938.0	6492.0	7835.0	3989.0	7838.0	3547.0	6179.0	5907.0
RICTOR_E12_STA101480	2924.0	6509.0	13056.0	4638.0	10198.0	10701.0	4815.0	554.0	8580.0	11165.0	10194.0	5543.0	8686.0	3759.0	6607.0	2878.0	4014.0	5281.0
RICTOR_E11_STA101481	1455.0	2696.0	5886.0	1758.0	3560.0	5414.0	2460.0	138.0	3692.0	5976.0	4853.0	2416.0	3416.0	1596.0	3848.0	1593.0	2658.0	2429.0
RICTOR_E10_STA101482	8369.0	22494.0	35580.0	10340.0	21169.0	27996.0	15182.0	1499.0	18662.0	29877.0	34570.0	17227.0	19117.0	12223.0	17224.0	9410.0	16142.0	17393.0
RICTOR_E9_STA101483	2510.0	4986.0	10837.0	3721.0	8346.0	7870.0	3398.0	476.0	5837.0	7403.0	9244.0	3949.0	6179.0	2671.0	4335.0	1636.0	2941.0	3628.0
RICTOR_E8_STA101484	1920.0	3901.0	8426.0	3375.0	2988.0	6457.0	2147.0	323.0	2791.0	4693.0	8038.0	3502.0	4283.0	2105.0	3025.0	1924.0	2367.0	3634.0
RICTOR_E7_STA101485	1776.0	2604.0	5438.0	2033.0	4072.0	4319.0	1686.0	202.0	2847.0	3279.0	5223.0	1922.0	3203.0	1804.0	2073.0	1030.0	1659.0	1930.0
RICTOR_E6_STA101486	514.0	861.0	2395.0	640.0	1093.0	1627.0	797.0	202.0	975.0	1337.0	1982.0	1025.0	1076.0	460.0	902.0	481.0	677.0	671.0
RICTOR_E5_STA101739	8976.0	17853.0	30723.0	11498.0	25329.0	26273.0	13905.0	1432.0	21824.0	26544.0	30579.0	13906.0	23967.0	12239.0	14093.0	6854.0	10152.0	13502.0
RICTOR_E4_STA101488	7327.0	20413.0	39691.0	11172.0	28193.0	29289.0	15136.0	1046.0	22220.0	30577.0	35463.0	17288.0	18937.0	11355.0	20986.0	11513.0	16125.0	15402.0
RICTOR_E3_STA101489	722.0	1952.0	3938.0	1291.0	2398.0	3090.0	1277.0	88.0	2108.0	3057.0	4041.0	1682.0	2191.0	1250.0	1454.0	913.0	1076.0	1571.0
RICTOR_E1_STA101491	1112.0	4481.0	7544.0	1129.0	6424.0	7521.0	3362.0	417.0	3957.0	7423.0	7103.0	3305.0	3919.0	2150.0	3880.0	1656.0	2361.0	3465.0
HIST1H3B_E1_STA100235	4421.0	10498.0	19486.0	6466.0	11435.0	17585.0	6446.0	1325.0	7522.0	9782.0	14688.0	10582.0	11372.0	7658.0	5343.0	2224.0	4528.0	8258.0
HIST1H3B_E1_STA100236	1788.0	5373.0	9550.0	3026.0	5683.0	7660.0	2524.0	661.0	5451.0	5604.0	7812.0	4473.0	5132.0	3107.0	2915.0	1244.0	2598.0	4295.0
HIST1H3B_E1_STA100237	6274.0	15290.0	32300.0	8270.0	30517.0	20749.0	8807.0	1411.0	17042.0	17962.0	18887.0	11898.0	16006.0	9693.0	8303.0	3805.0	5916.0	13079.0
HIST1H3B_E1_STA100238	3378.0	8107.0	16526.0	4287.0	12316.0	10553.0	4040.0	745.0	9091.0	10565.0	10146.0	6660.0	7356.0	4540.0	4379.0	1963.0	3877.0	6060.0
HIST1H3B_E1_STA100239	1151.0	3251.0	5943.0	1459.0	3075.0	4468.0	740.0	278.0	2236.0	3095.0	4037.0	2945.0	2937.0	1767.0	1509.0	636.0	1285.0	2487.0
ROS1_E41_STA100240	14699.0	30350.0	52582.0	17756.0	44244.0	40701.0	21112.0	2328.0	23257.0	30606.0	33351.0	23750.0	30113.0	17700.0	22584.0	9816.0	18719.0	25272.0
ROS1_E41_STA100241	3795.0	9227.0	16384.0	5787.0	10493.0	12406.0	6832.0	660.0	8091.0	11449.0	11556.0	7409.0	10227.0	6328.0	8226.0	3596.0	6595.0	7607.0
ROS1_E41_STA100242	14580.0	34209.0	56874.0	18765.0	55594.0	43663.0	24920.0	2426.0	31197.0	37958.0	38513.0	26423.0	30535.0	22105.0	22796.0	10187.0	17291.0	25817.0
ROS1_E38_STA100243	2713.0	5159.0	9299.0	3049.0	6251.0	7361.0	2597.0	490.0	3306.0	5442.0	6558.0	4264.0	5120.0	3538.0	2854.0	1148.0	2296.0	3872.0
ROS1_E38_STA100244	3663.0	9221.0	15566.0	5421.0	13310.0	12839.0	6331.0	742.0	8093.0	13124.0	11661.0	6886.0	9197.0	6168.0	6903.0	2655.0	5837.0	7545.0
RAC1_E2_STA100245	7595.0	5441.0	11638.0	4083.0	270.0	9630.0	4564.0	688.0	189.0	5764.0	262.0	326.0	11487.0	2679.0	8399.0	2139.0	3089.0	152.0
EGFR_E2_STA101493	2315.0	6229.0	10765.0	3298.0	6788.0	8288.0	3307.0	508.0	6786.0	6862.0	6480.0	6153.0	7770.0	3805.0	3858.0	1611.0	2857.0	4668.0
EGFR_E3_STA101494	6079.0	18736.0	30972.0	12357.0	21635.0	24624.0	9105.0	1831.0	18727.0	21922.0	25318.0	22676.0	16632.0	12698.0	11735.0	4514.0	11199.0	14828.0
EGFR_E4_STA101495	2028.0	8666.0	20434.0	5060.0	9510.0	12421.0	5581.0	643.0	7729.0	7198.0	9604.0	11306.0	5663.0	4393.0	3966.0	2105.0	4637.0	7351.0
EGFR_E5_STA101496	6351.0	19071.0	31572.0	9197.0	28214.0	21361.0	11998.0	1663.0	27559.0	22728.0	21761.0	19202.0	14769.0	10715.0	13124.0	4410.0	10928.0	13537.0
EGFR_E6_STA101497	6229.0	22170.0	47897.0	11954.0	27587.0	34200.0	14037.0	1015.0	24701.0	24267.0	25058.0	24691.0	19590.0	13978.0	15248.0	5317.0	11647.0	17336.0
EGFR_E7_STA101498	14006.0	52496.0	92798.0	23133.0	93952.0	60314.0	32697.0	3094.0	58010.0	51617.0	52764.0	50472.0	33466.0	22860.0	34586.0	11509.0	31591.0	38632.0
EGFR_E8_STA101499	1058.0	3874.0	9409.0	2561.0	5177.0	7189.0	2478.0	158.0	4449.0	3889.0	5412.0	4339.0	3599.0	2389.0	2231.0	1050.0	1756.0	3705.0
EGFR_E9_STA101500	4502.0	11356.0	22108.0	7419.0	21379.0	16816.0	8777.0	788.0	19628.0	13779.0	13895.0	12038.0	10661.0	6785.0	8826.0	2750.0	8047.0	7397.0
EGFR_E10_STA101501	1575.0	4914.0	9553.0	3020.0	8608.0	7602.0	4068.0	284.0	7995.0	6534.0	6023.0	5568.0	5480.0	2939.0	3923.0	1451.0	3139.0	3919.0
EGFR_E11_STA101502	841.0	2937.0	6346.0	2343.0	3048.0	4986.0	1732.0	199.0	2587.0	2746.0	3646.0	4464.0	2189.0	2036.0	1956.0	723.0	1687.0	2420.0
EGFR_E12_STA100246	3175.0	7901.0	15574.0	5040.0	10552.0	10492.0	6182.0	619.0	9696.0	8640.0	8993.0	8745.0	9631.0	4935.0	5388.0	1902.0	4828.0	6404.0
EGFR_E12_STA100247	3980.0	10497.0	21093.0	8605.0	17278.0	17359.0	6890.0	1022.0	14637.0	11912.0	15581.0	11090.0	10343.0	6129.0	8385.0	3563.0	6961.0	9583.0
EGFR_E12_STA100248	717.0	2066.0	4831.0	2586.0	2642.0	4401.0	2128.0	296.0	2492.0	2023.0	3000.0	2914.0	2066.0	2758.0	1912.0	506.0	1830.0	2967.0
EGFR_E13_STA101503	3280.0	13849.0	36444.0	8940.0	23390.0	24168.0	9600.0	852.0	15548.0	18109.0	19436.0	19117.0	11624.0	9239.0	10802.0	4765.0	9046.0	13835.0
EGFR_E14_STA101504	5609.0	19739.0	35726.0	9495.0	33380.0	23508.0	12018.0	946.0	23309.0	21543.0	21460.0	17632.0	16987.0	9596.0	11317.0	3919.0	9382.0	15331.0
EGFR_E15_STA101505	3051.0	11574.0	23363.0	6886.0	21466.0	15061.0	6093.0	861.0	13517.0	12490.0	13048.0	12203.0	7141.0	5914.0	5128.0	2597.0	5705.0	8365.0
EGFR_E16_STA101506	2743.0	7738.0	15656.0	4768.0	10327.0	11435.0	5849.0	408.0	8838.0	7442.0	9455.0	8776.0	8192.0	4098.0	5547.0	2599.0	4570.0	6226.0
EGFR_E17_STA101507	3310.0	11507.0	24390.0	7198.0	25485.0	15525.0	6860.0	560.0	14312.0	13749.0	12561.0	12788.0	8788.0	5927.0	6708.0	2795.0	5254.0	10183.0
EGFR_E18_STA100249	2445.0	8512.0	17242.0	5068.0	16267.0	10731.0	5171.0	449.0	9380.0	8814.0	8806.0	8679.0	7213.0	3548.0	5322.0	1608.0	4028.0	6826.0
EGFR_E18_STA100250	1380.0	5159.0	10990.0	2967.0	8845.0	7729.0	3664.0	231.0	6774.0	5037.0	6183.0	5783.0	4819.0	2733.0	3350.0	1469.0	2884.0	4603.0
EGFR_E19_STA100251	4065.0	16646.0	28523.0	9403.0	15214.0	22943.0	8586.0	1267.0	14218.0	13577.0	17974.0	17807.0	11118.0	9371.0	7998.0	3226.0	8196.0	12523.0
EGFR_E19_STA100252	3396.0	14859.0	23056.0	6542.0	12854.0	17286.0	6718.0	1185.0	9724.0	11491.0	13841.0	15303.0	8183.0	8349.0	5957.0	2435.0	7409.0	10877.0
EGFR_E20_STA100253	8035.0	24498.0	48413.0	12150.0	51484.0	34943.0	18352.0	1123.0	30535.0	25030.0	27055.0	23918.0	19804.0	12156.0	16224.0	5804.0	14083.0	20819.0
EGFR_E20_STA100254	5166.0	18905.0	46735.0	9780.0	47031.0	29770.0	13890.0	1311.0	26000.0	20187.0	23217.0	23334.0	13135.0	8761.0	12674.0	4268.0	13330.0	18053.0
EGFR_E20_STA100255	8640.0	36805.0	81315.0	16942.0	73464.0	57899.0	30194.0	2010.0	40611.0	39854.0	44173.0	43159.0	25516.0	18467.0	27412.0	9945.0	24988.0	30991.0
EGFR_E20_STA100256	1865.0	8295.0	16661.0	3823.0	18250.0	12329.0	5164.0	548.0	9985.0	7355.0	9382.0	9862.0	5398.0	3925.0	4522.0	1824.0	4450.0	7428.0
EGFR_E21_STA100257	5814.0	21907.0	47084.0	12789.0	38355.0	29187.0	14832.0	1395.0	28376.0	24307.0	25873.0	25396.0	15493.0	10138.0	15262.0	5754.0	13815.0	19346.0
EGFR_E21_STA100258	13084.0	45522.0	94030.0	23806.0	101425.0	61931.0	29337.0	2092.0	65159.0	53319.0	47595.0	46057.0	33426.0	23241.0	31122.0	11263.0	25681.0	36380.0
EGFR_E21_STA100259	3047.0	12984.0	26634.0	6633.0	22884.0	16356.0	6984.0	728.0	14503.0	13130.0	14201.0	13427.0	7388.0	6148.0	6394.0	2795.0	6433.0	9464.0
EGFR_E22_STA100260	7580.0	26937.0	47707.0	14482.0	36040.0	40891.0	20457.0	2160.0	31864.0	29373.0	30571.0	31005.0	18942.0	13941.0	17950.0	6922.0	17535.0	19778.0
EGFR_E23_STA100261	5597.0	16982.0	31641.0	11213.0	13827.0	22087.0	7932.0	1119.0	13775.0	14090.0	19383.0	19469.0	12695.0	11387.0	9941.0	5207.0	8718.0	13793.0
EGFR_E23_STA100262	8637.0	27328.0	44489.0	13369.0	32728.0	32534.0	14399.0	2218.0	28334.0	27171.0	30486.0	25586.0	21290.0	16211.0	15509.0	6367.0	13445.0	21247.0
EGFR_E24_STA100263	2664.0	7493.0	13408.0	4092.0	12513.0	10586.0	4201.0	479.0	10534.0	7999.0	8652.0	8183.0	6155.0	4268.0	4292.0	1445.0	3327.0	5445.0
EGFR_E24_STA100264	6781.0	27842.0	42809.0	13883.0	34753.0	34464.0	14455.0	1678.0	31008.0	28494.0	29752.0	26515.0	19930.0	14209.0	12996.0	5539.0	12859.0	18090.0
EGFR_E25_STA100265	5533.0	11029.0	33019.0	8914.0	25844.0	22968.0	10508.0	1632.0	20623.0	19254.0	20399.0	19842.0	16254.0	10053.0	11987.0	5405.0	8704.0	14640.0
EGFR_E25_STA100266	10072.0	34710.0	66103.0	19152.0	42932.0	47707.0	21036.0	2532.0	32565.0	36598.0	45422.0	39371.0	27648.0	20440.0	22410.0	11154.0	20907.0	29819.0
EGFR_E25_STA100267	3360.0	11228.0	22149.0	7189.0	20732.0	16040.0	5411.0	773.0	12616.0	10421.0	13401.0	11937.0	7669.0	6208.0	5028.0	2581.0	5686.0	7931.0
EGFR_E26_STA101508	15429.0	40459.0	70676.0	19767.0	62835.0	53068.0	33261.0	3175.0	53422.0	41816.0	43435.0	37833.0	34964.0	24443.0	29306.0	10943.0	24951.0	29976.0
EGFR_E27_STA101647	2817.0	7899.0	15451.0	4918.0	14367.0	10866.0	4692.0	664.0	11337.0	8172.0	9598.0	8017.0	6496.0	4319.0	5064.0	2143.0	3597.0	7178.0
EGFR_E28_STA101510	3008.0	12344.0	23738.0	6523.0	19531.0	15505.0	5349.0	956.0	12462.0	10983.0	12890.0	12620.0	7219.0	6465.0	4389.0	2213.0	4848.0	8361.0
MET_E2_STA100268	7024.0	19960.0	34181.0	10811.0	27885.0	26271.0	10143.0	1538.0	27372.0	17644.0	24036.0	15620.0	22206.0	12704.0	12185.0	5600.0	8821.0	14328.0
MET_E2_STA100269	8287.0	23389.0	37236.0	12986.0	35202.0	29699.0	10990.0	1891.0	28539.0	21241.0	27265.0	16835.0	22905.0	15233.0	12785.0	6519.0	10694.0	15364.0
MET_E2_STA101511	8301.0	23421.0	37281.0	13001.0	35246.0	29751.0	11020.0	1897.0	28583.0	21257.0	27300.0	16849.0	22946.0	15249.0	12798.0	6533.0	10709.0	15378.0
MET_E2_STA100270	17885.0	52729.0	79991.0	29264.0	75514.0	62530.0	25470.0	4288.0	61570.0	45335.0	59779.0	37115.0	47629.0	33484.0	26953.0	13902.0	22197.0	33733.0
MET_E2_STA100271	11389.0	35960.0	58379.0	21006.0	42763.0	41244.0	18462.0	2457.0	41798.0	31386.0	40601.0	27637.0	37891.0	22187.0	19932.0	10759.0	16341.0	24943.0
MET_E2_STA100272	3721.0	13278.0	19916.0	7457.0	14718.0	17950.0	6942.0	1239.0	13614.0	10417.0	17645.0	10868.0	12899.0	8679.0	6589.0	2939.0	6060.0	9223.0
