	D21D00353	D21D00358T	D21D00362	D21D00364	E21D00361	N21D00347	N21D00348	P21D00345	P21D00352	P21D00354	P21D00356	P21D00357	P21D00359	P21D00365	X21D00316	X21D00317	X21D00318	X21D00355
BRCA2_E26_STA100646	15329.0	31938.0	50499.0	23356.0	21095.0	36296.0	17029.0	2004.0	22583.0	30034.0	32971.0	22635.0	26533.0	16534.0	23022.0	9383.0	19132.0	21687.0
BRCA2_E0_STA100647	7891.0	15695.0	23767.0	14328.0	16662.0	21508.0	8584.0	869.0	12762.0	14359.0	17025.0	10749.0	13003.0	10581.0	9513.0	4663.0	6712.0	10180.0
BRCA2_E27_STA100648	6648.0	13492.0	23932.0	9756.0	13525.0	21379.0	8338.0	672.0	16820.0	15023.0	15231.0	10225.0	14830.0	7642.0	11572.0	4940.0	7665.0	9900.0
BRCA2_E27_STA100649	1950.0	4883.0	9108.0	4287.0	1740.0	6407.0	1887.0	497.0	3014.0	3696.0	5410.0	5312.0	3560.0	2710.0	2576.0	1804.0	2128.0	3616.0
BRCA2_E27_STA100650	21503.0	46444.0	72621.0	36283.0	42013.0	57696.0	25184.0	3133.0	37343.0	44300.0	45366.0	31838.0	38658.0	27986.0	29239.0	15285.0	24534.0	30162.0
BRCA2_E27_STA100651	10381.0	21187.0	33457.0	15633.0	20387.0	24134.0	10360.0	1544.0	20194.0	20972.0	18776.0	12741.0	21092.0	11675.0	10899.0	5472.0	8864.0	14823.0
BRCA2_E27_STA100652	5496.0	12120.0	19682.0	10235.0	5486.0	19075.0	6196.0	863.0	8293.0	8750.0	12518.0	10987.0	10629.0	7547.0	6057.0	3445.0	6343.0	9473.0
BRCA2_E27_STA100653	24730.0	45863.0	74739.0	33675.0	38964.0	52130.0	32050.0	2518.0	37116.0	45238.0	44797.0	31357.0	47009.0	26304.0	32835.0	15437.0	24544.0	31211.0
BRCA2_E27_STA100654	7823.0	11208.0	21341.0	10977.0	11361.0	17044.0	6803.0	981.0	10500.0	10539.0	11661.0	8913.0	10660.0	7143.0	7247.0	3653.0	6344.0	9367.0
RB1_E2_STA100657	356.0	843.0	1617.0	1020.0	689.0	1502.0	488.0	54.0	608.0	783.0	950.0	864.0	699.0	522.0	704.0	375.0	607.0	652.0
RB1_E2_STA100658	4756.0	8884.0	17780.0	8729.0	9854.0	15018.0	6514.0	653.0	9687.0	9246.0	10026.0	7652.0	8461.0	5175.0	7187.0	3823.0	6095.0	6503.0
RB1_E2_STA100659	3050.0	4692.0	9560.0	4468.0	6727.0	7069.0	3086.0	287.0	5495.0	5433.0	4377.0	2806.0	4533.0	2214.0	3393.0	1653.0	2805.0	3602.0
RB1_E3_STA100660	4193.0	7524.0	12763.0	7149.0	7422.0	10860.0	4216.0	410.0	7633.0	6737.0	8573.0	5676.0	7714.0	4869.0	4908.0	3036.0	4281.0	5201.0
RB1_E3_STA100661	4111.0	6463.0	12557.0	6108.0	7237.0	9201.0	4614.0	446.0	7348.0	7719.0	6781.0	3942.0	8460.0	3853.0	5134.0	3199.0	4316.0	5077.0
RB1_E4_STA101840	6547.0	11130.0	18347.0	10468.0	12766.0	15832.0	8424.0	499.0	14523.0	11950.0	11629.0	7504.0	13991.0	6259.0	9482.0	4371.0	6540.0	8069.0
RB1_E4_STA101833	2393.0	3226.0	7125.0	3267.0	4426.0	5110.0	2953.0	143.0	4982.0	4600.0	3814.0	2771.0	4850.0	2135.0	3229.0	2317.0	2931.0	2758.0
RB1_E4_STA100664	1280.0	2088.0	5043.0	2709.0	2765.0	3618.0	1531.0	165.0	2343.0	2403.0	2534.0	1778.0	2579.0	1490.0	1730.0	1093.0	1851.0	1841.0
RB1_E5_STA102086	2277.0	3472.0	5524.0	3344.0	3382.0	4924.0	2375.0	172.0	3884.0	3821.0	3565.0	1371.0	5029.0	1930.0	2923.0	1504.0	1914.0	2410.0
RB1_E5_STA100666	3573.0	7577.0	13615.0	7358.0	7764.0	10178.0	4428.0	366.0	7307.0	6977.0	8332.0	3693.0	7724.0	4003.0	4812.0	3439.0	4541.0	4837.0
RB1_E6_STA100667	5796.0	7957.0	16210.0	9260.0	13511.0	12063.0	5892.0	414.0	11421.0	8559.0	9513.0	6358.0	10836.0	5416.0	7785.0	4485.0	6249.0	7533.0
RB1_E6_STA100668	14535.0	21349.0	34979.0	19334.0	27970.0	30453.0	15268.0	1547.0	27813.0	24046.0	27059.0	16455.0	23109.0	11860.0	18882.0	10794.0	14831.0	15703.0
RB1_E7_STA100669	5038.0	9205.0	16256.0	8703.0	12456.0	11356.0	5054.0	624.0	9200.0	9118.0	9416.0	6316.0	9375.0	5158.0	6509.0	3773.0	5654.0	6738.0
RB1_E7_STA100670	3939.0	6331.0	12264.0	6095.0	7236.0	10082.0	4555.0	473.0	8219.0	7534.0	7272.0	5282.0	7836.0	4767.0	6114.0	2867.0	4180.0	4929.0
RB1_E8_STA100671	5722.0	8291.0	15073.0	7793.0	10867.0	11286.0	6354.0	692.0	9612.0	8601.0	8567.0	6262.0	8309.0	4440.0	6839.0	3120.0	5195.0	6258.0
RB1_E8_STA100672	2712.0	4114.0	8043.0	4036.0	4500.0	6064.0	2860.0	380.0	3985.0	4850.0	4410.0	3439.0	3844.0	1859.0	4305.0	2277.0	2871.0	3239.0
RB1_E9_STA100674	2785.0	3965.0	7769.0	4301.0	5043.0	5833.0	2475.0	256.0	3682.0	4312.0	4135.0	2490.0	3745.0	2345.0	2653.0	1574.0	2094.0	2843.0
RB1_E9_STA100675	3717.0	8452.0	15718.0	9093.0	7709.0	13303.0	4711.0	628.0	7814.0	7723.0	9372.0	7055.0	8804.0	5575.0	5384.0	4121.0	5044.0	6812.0
RB1_E10_STA100676	2440.0	3641.0	7635.0	3627.0	3229.0	5293.0	2462.0	196.0	3604.0	3096.0	4158.0	2483.0	4344.0	2273.0	3063.0	1439.0	2240.0	2485.0
RB1_E10_STA100677	3680.0	5599.0	9987.0	5353.0	7664.0	8358.0	5083.0	386.0	7159.0	6351.0	6724.0	3726.0	6557.0	3476.0	5528.0	3179.0	4084.0	4393.0
RB1_E11_STA100678	1731.0	2755.0	5578.0	2989.0	2705.0	4031.0	1841.0	144.0	2099.0	2749.0	3209.0	2189.0	2871.0	1595.0	2143.0	1372.0	2236.0	2223.0
RB1_E11_STA101836	1564.0	3146.0	5404.0	3011.0	3256.0	4272.0	1973.0	267.0	3021.0	3447.0	2733.0	2368.0	2798.0	1692.0	2103.0	1060.0	1713.0	2219.0
RB1_E12_STA100680	3022.0	4577.0	7918.0	3798.0	2413.0	6029.0	2714.0	222.0	3937.0	3402.0	3766.0	3340.0	5328.0	2063.0	3903.0	2522.0	2513.0	3756.0
RB1_E12_STA100681	2724.0	4648.0	9537.0	4669.0	5443.0	6472.0	3158.0	338.0	4682.0	5436.0	4873.0	3644.0	4851.0	2640.0	3599.0	2378.0	3338.0	3528.0
RB1_E13_STA100682	11877.0	18393.0	31859.0	15428.0	20873.0	23063.0	13322.0	1273.0	21301.0	18900.0	18777.0	12724.0	17761.0	10736.0	14692.0	6758.0	11488.0	11679.0
RB1_E13_STA101824	2797.0	5651.0	9731.0	5540.0	4731.0	8041.0	3372.0	399.0	5348.0	5861.0	6598.0	4334.0	5946.0	3209.0	3418.0	2017.0	2697.0	3651.0
RB1_E14_STA100684	4410.0	10408.0	16499.0	7594.0	6538.0	12184.0	5793.0	1103.0	6798.0	10311.0	8793.0	7854.0	7936.0	5737.0	7397.0	4023.0	5909.0	8453.0
RB1_E15_STA102085	2417.0	4941.0	9958.0	4706.0	4579.0	8334.0	3479.0	479.0	4731.0	5280.0	5105.0	3597.0	4185.0	3036.0	3074.0	1895.0	2500.0	3838.0
RB1_E15_STA100687	1311.0	2175.0	4423.0	2114.0	2571.0	3963.0	1667.0	182.0	2238.0	1324.0	2279.0	1992.0	1942.0	1296.0	1790.0	897.0	1287.0	1736.0
RB1_E16_STA101843	1690.0	2839.0	5846.0	2716.0	3289.0	4903.0	1971.0	227.0	2988.0	1767.0	3144.0	2574.0	2513.0	1772.0	2319.0	1127.0	1738.0	2218.0
RB1_E16_STA100689	1877.0	3609.0	6421.0	2962.0	3207.0	4970.0	1967.0	223.0	3385.0	3032.0	3749.0	2652.0	4189.0	2052.0	2581.0	1492.0	1720.0	2203.0
RB1_E17_STA100690	1985.0	4534.0	7335.0	4516.0	4072.0	5848.0	2358.0	361.0	3438.0	3228.0	4493.0	3181.0	3636.0	2458.0	2059.0	1840.0	2054.0	2642.0
RB1_E17_STA100691	8114.0	12069.0	22915.0	10521.0	17572.0	16648.0	8339.0	634.0	12889.0	11217.0	12446.0	8664.0	13139.0	7157.0	8596.0	5413.0	6037.0	8668.0
RB1_E17_STA100692	3346.0	5995.0	12570.0	6635.0	7584.0	9386.0	3706.0	455.0	6527.0	6013.0	6923.0	5371.0	6011.0	4086.0	4097.0	2217.0	3669.0	4520.0
RB1_E18_STA100693	7030.0	9510.0	16309.0	8051.0	3749.0	13273.0	6204.0	564.0	10848.0	9888.0	10232.0	7484.0	10651.0	6869.0	7954.0	3031.0	5049.0	7262.0
RB1_E18_STA100694	5456.0	8713.0	14250.0	7586.0	9479.0	11738.0	4641.0	542.0	9538.0	8512.0	8126.0	5503.0	10370.0	5087.0	5575.0	2748.0	4738.0	5439.0
RB1_E19_STA100695	1383.0	2764.0	5028.0	2434.0	2150.0	4117.0	1589.0	166.0	2817.0	2850.0	2951.0	2272.0	3257.0	1842.0	2452.0	903.0	1810.0	1905.0
RB1_E19_STA101820	3497.0	5625.0	11518.0	5980.0	5265.0	10033.0	4002.0	459.0	5368.0	6400.0	6381.0	4456.0	6272.0	3616.0	5049.0	2197.0	4876.0	5279.0
RB1_E19_STA100697	3505.0	6094.0	12221.0	5412.0	7975.0	8776.0	3242.0	454.0	6112.0	6307.0	6590.0	4717.0	5683.0	3246.0	4100.0	1961.0	3767.0	4578.0
RB1_E20_STA100698	5956.0	13574.0	22167.0	9952.0	9188.0	17189.0	7651.0	757.0	9073.0	12676.0	13440.0	10104.0	10526.0	8015.0	9954.0	4593.0	8101.0	8904.0
RB1_E20_STA100699	6809.0	16023.0	26791.0	12974.0	11357.0	22063.0	9322.0	1072.0	11710.0	14305.0	16653.0	13498.0	12989.0	9655.0	10552.0	4766.0	9634.0	11010.0
RB1_E20_STA100700	15061.0	27544.0	51425.0	21428.0	39776.0	40642.0	19329.0	2063.0	32104.0	28208.0	27004.0	22003.0	25982.0	15967.0	20652.0	10878.0	16089.0	23104.0
RB1_E21_STA100702	3519.0	6128.0	8805.0	5392.0	4926.0	6357.0	3143.0	294.0	5961.0	6073.0	5655.0	3619.0	7194.0	3047.0	4100.0	1879.0	2954.0	3984.0
RB1_E21_STA101831	4731.0	7244.0	13282.0	7481.0	8657.0	11079.0	5187.0	434.0	9939.0	8399.0	8417.0	5099.0	8822.0	3917.0	6821.0	2735.0	4653.0	5425.0
RB1_E21_STA100704	1432.0	1894.0	3329.0	2274.0	2732.0	2851.0	1245.0	126.0	2562.0	2013.0	2229.0	1440.0	2623.0	1081.0	1706.0	820.0	1104.0	1539.0
RB1_E22_STA100706	4698.0	9669.0	17236.0	8724.0	12431.0	13184.0	5920.0	1013.0	10838.0	11387.0	11429.0	7096.0	9594.0	6301.0	7021.0	2802.0	5859.0	7463.0
RB1_E22_STA100707	4673.0	9945.0	18722.0	8264.0	10006.0	14225.0	5782.0	1016.0	10168.0	10464.0	10697.0	7884.0	9200.0	6283.0	6561.0	3268.0	5416.0	6891.0
RB1_E23_STA101818	11633.0	20267.0	37076.0	15794.0	28219.0	30031.0	13333.0	1673.0	24840.0	21624.0	20489.0	15653.0	21518.0	12624.0	14740.0	6134.0	10840.0	14774.0
RB1_E23_STA100709	3644.0	8921.0	16021.0	6846.0	8037.0	12135.0	5112.0	736.0	8242.0	8985.0	9262.0	7193.0	7698.0	4792.0	5585.0	2579.0	4989.0	5993.0
RB1_E24_STA100710	2080.0	3715.0	5252.0	3570.0	1218.0	4576.0	2248.0	208.0	3436.0	3776.0	3760.0	2475.0	3485.0	1904.0	2973.0	1890.0	2293.0	2279.0
RB1_E25_STA100711	1350.0	2557.0	4480.0	2288.0	2668.0	3527.0	1245.0	164.0	2598.0	2608.0	2663.0	1720.0	2582.0	1496.0	1190.0	732.0	1539.0	1643.0
RB1_E25_STA100712	15764.0	29935.0	49241.0	22531.0	24433.0	37945.0	19224.0	2068.0	28100.0	29417.0	31613.0	22323.0	29881.0	20371.0	21353.0	10626.0	17100.0	21825.0
RB1_E25_STA101817	14096.0	26223.0	43212.0	20700.0	27601.0	30959.0	15895.0	2414.0	24504.0	26586.0	28140.0	18172.0	24503.0	15736.0	18322.0	7979.0	14621.0	21084.0
RB1_E26_STA100714	1834.0	3094.0	4262.0	2477.0	2924.0	3448.0	1636.0	222.0	2847.0	2730.0	2619.0	1429.0	3305.0	1446.0	2617.0	1246.0	1448.0	1997.0
RB1_E27_STA100715	25893.0	41229.0	62494.0	28158.0	40994.0	45905.0	24049.0	3609.0	42681.0	43355.0	39418.0	26684.0	39449.0	25505.0	28895.0	12956.0	21788.0	26860.0
AKT1_E5_STA100038	1026.0	3372.0	12957.0	2198.0	7187.0	7150.0	3696.0	366.0	3674.0	3063.0	4095.0	5324.0	2056.0	1388.0	3973.0	1416.0	3667.0	4169.0
AKT1_E5_STA100039	2024.0	5556.0	22233.0	4014.0	17824.0	14217.0	8420.0	572.0	9846.0	5961.0	7906.0	8056.0	4507.0	2741.0	7453.0	2701.0	6643.0	6427.0
AKT1_E4_STA100040	2096.0	5786.0	20247.0	3317.0	14172.0	13703.0	6566.0	566.0	8133.0	6304.0	8149.0	10234.0	4252.0	3075.0	6192.0	2350.0	6600.0	6957.0
AKT1_E4_STA100041	1291.0	2420.0	10464.0	1885.0	8492.0	6559.0	3647.0	300.0	4213.0	3291.0	3451.0	4564.0	2509.0	1312.0	3485.0	1172.0	2861.0	3867.0
MAP2K1_E2_STA100042	339.0	1645.0	4430.0	822.0	2242.0	2688.0	917.0	121.0	1509.0	2082.0	1796.0	1625.0	1255.0	1064.0	1159.0	410.0	936.0	1829.0
MAP2K1_E2_STA100043	7450.0	26038.0	58149.0	10767.0	71249.0	37814.0	19818.0	2319.0	34532.0	36912.0	30104.0	22421.0	23321.0	15601.0	16768.0	6681.0	14057.0	22988.0
MAP2K1_E2_STA100044	188.0	1168.0	2531.0	655.0	1250.0	1874.0	802.0	78.0	1137.0	1168.0	1336.0	1197.0	1034.0	627.0	527.0	308.0	612.0	955.0
MAP2K1_E3_STA100045	2365.0	10080.0	17463.0	4183.0	12481.0	15833.0	7822.0	752.0	9771.0	11580.0	11527.0	8936.0	12850.0	7029.0	7711.0	2861.0	4958.0	8815.0
MAP2K1_E3_STA100046	2884.0	14691.0	25618.0	6587.0	17275.0	23242.0	8858.0	1323.0	12728.0	14879.0	17782.0	13610.0	15215.0	10487.0	8493.0	3562.0	7118.0	12515.0
MAP2K1_E3_STA100047	4373.0	16026.0	32878.0	7918.0	33379.0	24202.0	10112.0	1304.0	17605.0	21553.0	19121.0	13040.0	16888.0	9991.0	8927.0	3019.0	7159.0	12783.0
MAP2K1_E6_STA100048	2912.0	10253.0	26779.0	4747.0	30170.0	18990.0	8043.0	1087.0	17355.0	15389.0	13439.0	10754.0	12131.0	7681.0	7523.0	2778.0	5592.0	10806.0
MAP2K1_E6_STA100049	2623.0	10812.0	25375.0	5273.0	20467.0	19915.0	7240.0	1034.0	12444.0	12140.0	13136.0	11330.0	8543.0	8264.0	6535.0	2882.0	5755.0	9375.0
MAP2K1_E7_STA100050	5626.0	17833.0	40125.0	7579.0	45233.0	32862.0	14512.0	1884.0	20441.0	23551.0	20819.0	16903.0	14758.0	12030.0	12772.0	5034.0	11993.0	17063.0
MAP2K1_E7_STA100051	4143.0	14988.0	36744.0	7598.0	42505.0	26538.0	13054.0	1358.0	21097.0	20557.0	18690.0	15574.0	13592.0	9575.0	11762.0	4374.0	8792.0	14260.0
MAP2K1_E7_STA100052	3117.0	11291.0	28161.0	4719.0	35166.0	19926.0	9843.0	1121.0	14194.0	15698.0	12455.0	10552.0	10663.0	7197.0	8082.0	3318.0	6095.0	11089.0
MAP2K1_E7_STA100053	4088.0	21485.0	43633.0	8675.0	49416.0	37194.0	15422.0	1662.0	19342.0	24318.0	21811.0	18789.0	13364.0	11240.0	14376.0	4754.0	11779.0	18248.0
MAP2K1_E11_STA100054	1091.0	2497.0	6090.0	1685.0	4554.0	4254.0	1587.0	180.0	2604.0	2763.0	2821.0	2405.0	3173.0	1911.0	1555.0	922.0	1043.0	2513.0
MAP2K1_E11_STA100055	4785.0	18101.0	37233.0	8137.0	28653.0	25407.0	12842.0	1077.0	19459.0	24514.0	19885.0	15418.0	20288.0	10628.0	11390.0	3498.0	9081.0	12790.0
MAP2K1_E11_STA101612	5104.0	20402.0	40593.0	9144.0	37874.0	30558.0	13284.0	1627.0	23227.0	25410.0	23923.0	15805.0	19725.0	13630.0	12771.0	4909.0	10326.0	17585.0
IDH2_E4_STA100057	2577.0	11039.0	27608.0	3916.0	34757.0	18386.0	7401.0	1124.0	12167.0	13282.0	10942.0	14806.0	7043.0	5808.0	7677.0	2791.0	6306.0	10217.0
IDH2_E4_STA100058	1577.0	6551.0	17251.0	3081.0	15366.0	11860.0	4869.0	502.0	7255.0	8100.0	7753.0	10067.0	5160.0	3947.0	4476.0	1748.0	3898.0	5984.0
PALB2_E13_STA100716	450.0	1173.0	2915.0	950.0	1136.0	2265.0	1006.0	142.0	1449.0	1694.0	1911.0	1458.0	2026.0	972.0	1189.0	350.0	630.0	1210.0
PALB2_E13_STA100717	13985.0	29114.0	59949.0	16905.0	39063.0	41248.0	20798.0	2790.0	37018.0	34124.0	39728.0	24080.0	30843.0	21661.0	20133.0	6774.0	14593.0	23077.0
PALB2_E13_STA100718	6416.0	15489.0	28985.0	8828.0	13597.0	24921.0	9108.0	1610.0	17202.0	17886.0	20874.0	5256.0	15371.0	10667.0	9526.0	3392.0	7614.0	14482.0
PALB2_E12_STA100719	1349.0	4083.0	8725.0	2504.0	1787.0	7230.0	2403.0	332.0	3131.0	3406.0	5064.0	5182.0	2943.0	2683.0	2528.0	924.0	2313.0	3958.0
PALB2_E12_STA100720	4771.0	9579.0	20749.0	6374.0	9027.0	16555.0	8766.0	1131.0	10983.0	12171.0	13669.0	9598.0	9317.0	6595.0	8638.0	3383.0	5891.0	9959.0
PALB2_E12_STA100721	12728.0	25013.0	50917.0	14221.0	33355.0	37944.0	18490.0	2133.0	33628.0	29733.0	29098.0	20413.0	22709.0	17472.0	16664.0	5992.0	12794.0	20472.0
PALB2_E11_STA100722	3750.0	8968.0	17441.0	4863.0	8225.0	14556.0	6321.0	632.0	10385.0	9313.0	10387.0	8674.0	9541.0	5846.0	6503.0	2363.0	4465.0	7168.0
PALB2_E11_STA100723	1018.0	2659.0	5660.0	2179.0	1852.0	4927.0	1691.0	481.0	3145.0	2570.0	3882.0	2492.0	2766.0	1773.0	2033.0	1012.0	1687.0	2152.0
PALB2_E10_STA100724	6590.0	17649.0	34493.0	9061.0	16874.0	25692.0	12861.0	1128.0	17259.0	19788.0	20651.0	14101.0	14422.0	11291.0	13159.0	5558.0	8295.0	15255.0
PALB2_E10_STA100725	6050.0	13310.0	28071.0	8723.0	15640.0	20647.0	9484.0	931.0	14716.0	15749.0	15237.0	11081.0	13576.0	8338.0	9052.0	3847.0	6132.0	11146.0
PALB2_E9_STA100726	1398.0	2832.0	5996.0	1426.0	3739.0	4357.0	1696.0	261.0	2848.0	3689.0	3483.0	2405.0	2538.0	1635.0	1806.0	714.0	1550.0	2286.0
PALB2_E9_STA100727	5484.0	18598.0	33287.0	8428.0	13707.0	29137.0	12049.0	1665.0	13668.0	18813.0	20604.0	17894.0	14172.0	10909.0	13833.0	5821.0	11619.0	15912.0
PALB2_E8_STA100728	7425.0	18266.0	36884.0	9811.0	19557.0	31385.0	14542.0	1550.0	23036.0	21676.0	20226.0	17724.0	16540.0	9156.0	13576.0	5678.0	10272.0	13800.0
PALB2_E8_STA100729	1862.0	3974.0	8451.0	2742.0	3401.0	7056.0	2325.0	214.0	4331.0	3871.0	4657.0	3985.0	3497.0	1954.0	3014.0	1270.0	2020.0	3442.0
PALB2_E7_STA100730	6621.0	18816.0	35265.0	10283.0	12649.0	29173.0	11335.0	1527.0	14122.0	19514.0	23415.0	18699.0	15798.0	12101.0	10516.0	4963.0	9240.0	15046.0
PALB2_E7_STA100731	5069.0	11450.0	23628.0	6874.0	14029.0	17278.0	7251.0	1061.0	13732.0	12881.0	13184.0	10244.0	9453.0	6452.0	7123.0	3056.0	4982.0	8923.0
PALB2_E7_STA100732	4011.0	9451.0	19424.0	6399.0	12066.0	15202.0	7049.0	1044.0	11582.0	12684.0	10702.0	8159.0	10046.0	6061.0	6122.0	2512.0	4289.0	7641.0
PALB2_E6_STA100733	2470.0	6424.0	13649.0	4023.0	6477.0	11012.0	3782.0	481.0	7218.0	7307.0	8452.0	6451.0	6222.0	4129.0	4483.0	1913.0	3765.0	4761.0
PALB2_E5_STA100734	4539.0	11972.0	22565.0	7687.0	9974.0	17628.0	7038.0	1165.0	11194.0	13091.0	17577.0	11949.0	12539.0	9357.0	6980.0	3070.0	5187.0	10216.0
PALB2_E5_STA100735	7408.0	20818.0	35301.0	9840.0	17449.0	25743.0	11586.0	2173.0	21795.0	24777.0	24635.0	16547.0	20465.0	13966.0	10989.0	4097.0	8689.0	15114.0
PALB2_E5_STA100736	3608.0	8736.0	15395.0	4249.0	4778.0	10416.0	5131.0	961.0	7377.0	11192.0	9342.0	7265.0	8165.0	5273.0	5137.0	2464.0	3709.0	6187.0
PALB2_E5_STA101784	7051.0	18080.0	31487.0	8285.0	18245.0	24243.0	11330.0	1647.0	18853.0	21055.0	20772.0	13609.0	17408.0	12108.0	10004.0	3971.0	7752.0	13255.0
PALB2_E5_STA100738	1354.0	3352.0	7441.0	2042.0	2449.0	5038.0	1348.0	399.0	3249.0	3175.0	4682.0	4008.0	3365.0	2383.0	1564.0	748.0	1422.0	2694.0
PALB2_E5_STA100739	9924.0	33090.0	51420.0	17508.0	18833.0	48631.0	18246.0	3576.0	24909.0	29268.0	40036.0	28818.0	29493.0	23321.0	17511.0	7887.0	15314.0	22683.0
PALB2_E5_STA100740	6595.0	14793.0	31591.0	10136.0	16746.0	22696.0	8497.0	1833.0	16053.0	18349.0	19874.0	14300.0	16341.0	10677.0	8759.0	4330.0	6347.0	13112.0
PALB2_E5_STA100741	5718.0	12484.0	23934.0	7276.0	10451.0	19803.0	7970.0	1359.0	13285.0	14928.0	17065.0	10955.0	13717.0	8630.0	9539.0	3241.0	6030.0	9610.0
PALB2_E5_STA100742	8403.0	18852.0	36871.0	10776.0	16346.0	30103.0	12672.0	1836.0	20532.0	22199.0	25411.0	17089.0	22228.0	13047.0	14475.0	4937.0	9354.0	14809.0
PALB2_E5_STA100743	10679.0	24326.0	39451.0	13385.0	24730.0	33820.0	13171.0	2027.0	22349.0	23766.0	29216.0	20214.0	20965.0	14404.0	14361.0	6339.0	12629.0	17412.0
PALB2_E4_STA100744	2872.0	4606.0	11898.0	4011.0	7572.0	9388.0	1353.0	815.0	6089.0	5455.0	5488.0	1743.0	4058.0	3156.0	1571.0	638.0	1291.0	3831.0
PALB2_E4_STA100745	10782.0	29181.0	49943.0	16525.0	23417.0	49919.0	15956.0	2765.0	28367.0	30647.0	33996.0	22201.0	21866.0	18332.0	16560.0	6629.0	13553.0	22714.0
PALB2_E4_STA100746	5123.0	14372.0	28530.0	6811.0	9473.0	22016.0	9297.0	1254.0	11598.0	16851.0	17628.0	13378.0	12345.0	9304.0	9092.0	4388.0	7957.0	11807.0
PALB2_E4_STA100747	5290.0	15260.0	30280.0	7278.0	9800.0	23273.0	9612.0	1362.0	12174.0	17649.0	18650.0	14284.0	13025.0	9764.0	9557.0	4466.0	8348.0	12391.0
PALB2_E4_STA100748	8401.0	20320.0	38239.0	10356.0	18544.0	30984.0	12799.0	2256.0	22778.0	27369.0	27037.0	19162.0	23425.0	13888.0	14122.0	4981.0	10694.0	16673.0
PALB2_E4_STA100749	2261.0	5597.0	9851.0	3133.0	4168.0	7954.0	2900.0	430.0	5813.0	6096.0	6325.0	4964.0	6891.0	3463.0	3664.0	1115.0	2466.0	4295.0
PALB2_E4_STA100750	1995.0	3557.0	7283.0	2089.0	3966.0	6011.0	2064.0	352.0	4593.0	4567.0	5587.0	3351.0	4414.0	2386.0	2357.0	1259.0	1740.0	2905.0
PALB2_E4_STA100751	15959.0	30027.0	57034.0	18552.0	32207.0	44994.0	18766.0	2848.0	35563.0	36319.0	41764.0	24654.0	32297.0	22456.0	21132.0	7962.0	12742.0	24570.0
PALB2_E4_STA100752	7770.0	18155.0	32820.0	11456.0	17325.0	26309.0	9547.0	1473.0	19237.0	20663.0	24973.0	14235.0	19401.0	11726.0	11572.0	4402.0	8493.0	13081.0
PALB2_E4_STA100753	7143.0	18157.0	33001.0	10852.0	14825.0	26775.0	9250.0	1365.0	16185.0	18308.0	24522.0	14469.0	18100.0	11412.0	11553.0	4479.0	8642.0	13316.0
PALB2_E4_STA100754	2833.0	7707.0	14560.0	4227.0	4382.0	11769.0	4350.0	526.0	5913.0	7617.0	10454.0	7143.0	7167.0	5115.0	5715.0	3221.0	4540.0	6217.0
PALB2_E4_STA100755	2095.0	6448.0	11001.0	4333.0	3200.0	10110.0	2987.0	467.0	4663.0	5383.0	8260.0	5734.0	6043.0	3989.0	3233.0	1422.0	3287.0	5103.0
PALB2_E4_STA100756	2091.0	6448.0	10996.0	4333.0	3192.0	10088.0	2981.0	467.0	4661.0	5382.0	8251.0	5722.0	6040.0	3981.0	3220.0	1421.0	3284.0	5094.0
PALB2_E4_STA100757	9725.0	23762.0	36961.0	12276.0	18134.0	34794.0	13724.0	1524.0	25545.0	25540.0	28580.0	16809.0	26109.0	14106.0	13756.0	6572.0	11321.0	17048.0
PALB2_E4_STA100758	5922.0	13264.0	22902.0	7554.0	10904.0	18979.0	9040.0	1172.0	17505.0	14465.0	18181.0	10646.0	16393.0	8915.0	9439.0	4492.0	6395.0	10027.0
PALB2_E4_STA100759	4395.0	8945.0	16008.0	5243.0	8366.0	14548.0	5783.0	888.0	9413.0	10259.0	12350.0	7678.0	9858.0	6362.0	6988.0	2528.0	3817.0	7269.0
PALB2_E4_STA100760	534.0	1575.0	3882.0	1254.0	1536.0	3035.0	744.0	218.0	1771.0	2047.0	2718.0	1724.0	2085.0	1155.0	1158.0	632.0	1048.0	1740.0
PALB2_E4_STA100761	10408.0	25519.0	46147.0	13644.0	25794.0	36139.0	13335.0	2468.0	24241.0	27504.0	34085.0	19757.0	25544.0	17519.0	16430.0	6662.0	14527.0	18751.0
PALB2_E4_STA100762	1601.0	4089.0	7592.0	2139.0	3483.0	5801.0	2388.0	325.0	4284.0	5570.0	5411.0	3844.0	5212.0	2442.0	3295.0	1647.0	2453.0	3210.0
PALB2_E4_STA100763	1295.0	3312.0	5922.0	1716.0	3235.0	4399.0	2088.0	282.0	3771.0	4777.0	4185.0	3028.0	4439.0	1937.0	2898.0	1408.0	2086.0	2650.0
PALB2_E3_STA100765	3047.0	8239.0	15169.0	4410.0	6957.0	13752.0	5572.0	630.0	8477.0	9677.0	11136.0	8152.0	6690.0	5125.0	5436.0	2367.0	4859.0	7511.0
PALB2_E3_STA100766	9185.0	23312.0	45847.0	12143.0	25444.0	32046.0	14588.0	1951.0	24186.0	25151.0	27359.0	17698.0	20311.0	13297.0	15355.0	6759.0	10729.0	15207.0
PALB2_E3_STA100767	1377.0	2795.0	4751.0	1620.0	2169.0	3781.0	1542.0	140.0	3167.0	3482.0	3128.0	1966.0	3211.0	1552.0	2168.0	992.0	1322.0	2359.0
