	M21D00182	M21D00185	M21D00194	M21D00219	N21D00184	N21D00213	N21D00214	N21D00217	N21D00218	N21D00223	P21D00158	P21D00159	P21D00164	P21D00165	P21D00169	P21D00170	P21D00173	P21D00180	P21D00181	P21D00186	P21D00189	P21D00190	P21D00191	P21D00195	P21D00200	P21D00209	P21D00210	P21D00215	P21D00221	P21D00222	X21D00163
BRCA2_E18_STA100622	3274.0	4464.0	1557.0	188.0	2022.0	2313.0	3480.0	1667.0	942.0	2641.0	656.0	3707.0	5012.0	4082.0	5430.0	3535.0	1512.0	4178.0	1156.0	2241.0	6251.0	1347.0	2632.0	994.0	3021.0	4044.0	606.0	2154.0	3767.0	2426.0	174.0
BRCA2_E18_STA100623	8754.0	15880.0	7059.0	888.0	8304.0	5992.0	14772.0	5877.0	3584.0	9169.0	2203.0	9115.0	12629.0	9820.0	14933.0	10728.0	4876.0	12859.0	3524.0	6205.0	21011.0	4915.0	8137.0	4116.0	8123.0	10209.0	1923.0	7545.0	12884.0	8880.0	2264.0
BRCA2_E19_STA100624	10436.0	17125.0	6598.0	1233.0	8704.0	7062.0	17209.0	5813.0	3977.0	7569.0	2650.0	9684.0	15069.0	13287.0	18112.0	10826.0	4370.0	10303.0	3350.0	6223.0	18647.0	6250.0	8936.0	2929.0	9945.0	14053.0	2347.0	6531.0	12616.0	8902.0	3350.0
BRCA2_E19_STA100625	5758.0	9286.0	3747.0	654.0	3673.0	3254.0	8017.0	2890.0	2035.0	4142.0	1174.0	4966.0	7933.0	7453.0	8430.0	5101.0	2147.0	4453.0	1784.0	3136.0	8767.0	3166.0	3782.0	1856.0	4733.0	6811.0	1020.0	3121.0	6304.0	4542.0	914.0
BRCA2_E19_STA100626	6037.0	9906.0	4200.0	356.0	5058.0	5049.0	11225.0	4159.0	2596.0	5875.0	1485.0	8377.0	13154.0	9947.0	14726.0	9143.0	4090.0	5674.0	2264.0	4838.0	14049.0	4599.0	5908.0	2636.0	8314.0	8396.0	1302.0	5121.0	9923.0	7026.0	1419.0
BRCA2_E20_STA100627	4878.0	8073.0	2570.0	284.0	4447.0	3124.0	7328.0	2841.0	2210.0	4436.0	1144.0	5348.0	8420.0	7243.0	9597.0	5301.0	2190.0	3841.0	1940.0	3231.0	9767.0	3194.0	3814.0	1764.0	5035.0	6240.0	925.0	3299.0	6344.0	4451.0	998.0
BRCA2_E20_STA100628	3851.0	5435.0	2204.0	247.0	2752.0	2339.0	5988.0	2027.0	1255.0	3158.0	1011.0	3937.0	6485.0	4832.0	7271.0	4084.0	2008.0	3642.0	1627.0	2790.0	8126.0	2401.0	2950.0	1307.0	3891.0	4089.0	750.0	2932.0	5225.0	3633.0	755.0
BRCA2_E21_STA100629	2068.0	3196.0	1709.0	218.0	1614.0	1250.0	3408.0	1338.0	802.0	1897.0	454.0	2166.0	3310.0	2504.0	3280.0	2397.0	1250.0	2421.0	810.0	1561.0	4537.0	1352.0	1437.0	1097.0	2063.0	2485.0	410.0	1857.0	2640.0	2201.0	700.0
BRCA2_E21_STA100630	6447.0	9822.0	3645.0	382.0	4613.0	3519.0	7570.0	2880.0	2066.0	4758.0	1052.0	5788.0	8874.0	7561.0	9117.0	6261.0	3080.0	5519.0	2081.0	3547.0	10316.0	3210.0	4123.0	2165.0	5122.0	7158.0	1067.0	3990.0	6291.0	4754.0	1128.0
BRCA2_E22_STA100631	8554.0	12889.0	6246.0	596.0	10698.0	5001.0	15149.0	5519.0	2980.0	9115.0	2005.0	9478.0	14341.0	11106.0	20492.0	11312.0	5784.0	11208.0	4160.0	7834.0	23139.0	6400.0	10446.0	3282.0	9504.0	9552.0	2571.0	9022.0	16074.0	8288.0	1454.0
BRCA2_E22_STA100632	20712.0	28899.0	10835.0	1244.0	18711.0	10676.0	23828.0	10418.0	6173.0	16273.0	4237.0	18911.0	29929.0	25918.0	35604.0	20582.0	8773.0	20752.0	6980.0	13229.0	40160.0	9074.0	18483.0	6623.0	16822.0	20720.0	4587.0	15105.0	27318.0	14608.0	2421.0
BRCA2_E22_STA100633	4154.0	6027.0	2440.0	334.0	4100.0	2520.0	6352.0	2294.0	1379.0	3795.0	992.0	4176.0	6558.0	6327.0	7407.0	3864.0	1896.0	4682.0	1707.0	3313.0	9152.0	2213.0	4681.0	1326.0	4105.0	5179.0	1153.0	3228.0	6346.0	3233.0	833.0
BRCA2_E23_STA100634	2761.0	3694.0	1854.0	266.0	2270.0	1578.0	4284.0	1408.0	940.0	2228.0	580.0	2499.0	3947.0	3346.0	4272.0	3131.0	1471.0	3701.0	1049.0	2119.0	6252.0	1424.0	2034.0	898.0	2612.0	2963.0	506.0	2111.0	3353.0	2576.0	949.0
BRCA2_E23_STA100635	5343.0	8095.0	3839.0	659.0	5508.0	3384.0	8649.0	3183.0	1614.0	4634.0	1207.0	5377.0	8683.0	6666.0	9695.0	6519.0	2952.0	8151.0	2201.0	4369.0	12278.0	3174.0	5469.0	1941.0	5680.0	6265.0	1415.0	4684.0	8502.0	4715.0	1225.0
BRCA2_E23_STA100636	4476.0	6036.0	2420.0	289.0	3953.0	2572.0	5559.0	2177.0	1598.0	3220.0	958.0	4187.0	6689.0	5429.0	6731.0	4876.0	1884.0	4825.0	1766.0	3182.0	9208.0	2571.0	3936.0	1348.0	3666.0	4917.0	840.0	3219.0	5780.0	3190.0	874.0
BRCA2_E23_STA100637	4476.0	6036.0	2420.0	289.0	3953.0	2572.0	5559.0	2177.0	1598.0	3220.0	958.0	4187.0	6689.0	5429.0	6731.0	4876.0	1884.0	4825.0	1766.0	3182.0	9208.0	2571.0	3936.0	1348.0	3666.0	4917.0	840.0	3219.0	5780.0	3190.0	874.0
BRCA2_E24_STA100638	8297.0	10466.0	4559.0	680.0	6583.0	4634.0	10387.0	3727.0	2789.0	5529.0	1455.0	6701.0	12288.0	10231.0	13000.0	8139.0	3461.0	8695.0	2810.0	4773.0	15166.0	3867.0	7241.0	2516.0	5901.0	8916.0	1857.0	5646.0	9807.0	5930.0	1049.0
BRCA2_E24_STA100639	1948.0	2768.0	1265.0	145.0	2238.0	1284.0	3034.0	1044.0	729.0	2007.0	411.0	1865.0	3444.0	2917.0	3535.0	2324.0	1109.0	2736.0	934.0	1828.0	5024.0	1250.0	1588.0	865.0	2289.0	2142.0	450.0	1959.0	2837.0	1629.0	515.0
BRCA2_E25_STA100640	3122.0	4239.0	2129.0	238.0	4823.0	2072.0	5552.0	2088.0	1102.0	3530.0	796.0	3045.0	6103.0	4354.0	7340.0	4381.0	2088.0	3764.0	1527.0	3216.0	9284.0	2551.0	3697.0	1325.0	4291.0	3230.0	843.0	3695.0	6807.0	3189.0	1242.0
BRCA2_E25_STA101752	2623.0	3459.0	1502.0	224.0	2703.0	1585.0	3333.0	1320.0	818.0	1942.0	478.0	2791.0	4363.0	4282.0	4710.0	3038.0	1428.0	3673.0	1175.0	1930.0	6197.0	1715.0	2835.0	927.0	2762.0	3474.0	636.0	2074.0	3898.0	2175.0	641.0
BRCA2_E25_STA100642	9186.0	12411.0	5810.0	504.0	8027.0	5276.0	9648.0	4368.0	3185.0	6485.0	1717.0	8794.0	13889.0	12442.0	14761.0	9399.0	4371.0	10748.0	3569.0	5034.0	18526.0	5069.0	8435.0	3105.0	7947.0	11205.0	1917.0	6752.0	11820.0	7143.0	1398.0
BRCA2_E25_STA100643	12967.0	14258.0	6635.0	556.0	12834.0	6627.0	15387.0	6415.0	4330.0	10694.0	2130.0	9311.0	18657.0	17886.0	23803.0	11418.0	6274.0	11279.0	4953.0	7536.0	24473.0	7777.0	13141.0	4003.0	11532.0	14150.0	3140.0	9800.0	18830.0	8418.0	1068.0
BRCA2_E25_STA100644	3296.0	4707.0	2278.0	286.0	3285.0	1986.0	5234.0	1812.0	1060.0	3029.0	636.0	3064.0	5359.0	4240.0	5310.0	3664.0	1834.0	4370.0	1501.0	2238.0	8130.0	1946.0	2824.0	1322.0	3522.0	3872.0	713.0	3018.0	5092.0	2989.0	1062.0
BRCA2_E26_STA100645	22477.0	33298.0	12808.0	1551.0	20568.0	14518.0	29095.0	11584.0	7525.0	20625.0	4680.0	21408.0	33922.0	29626.0	42701.0	23326.0	11269.0	24754.0	8287.0	14140.0	47304.0	11304.0	20646.0	8584.0	20780.0	26911.0	4332.0	16146.0	30070.0	17798.0	2971.0
BRCA2_E26_STA100646	11262.0	15033.0	7268.0	648.0	12613.0	6401.0	15212.0	6154.0	3370.0	9935.0	2169.0	12158.0	18085.0	17019.0	23019.0	14241.0	7624.0	13297.0	4290.0	8876.0	26984.0	5807.0	12167.0	4362.0	11418.0	11981.0	2575.0	10114.0	17619.0	9655.0	1275.0
BRCA2_E0_STA100647	7324.0	12403.0	5473.0	974.0	7991.0	4881.0	13692.0	4906.0	2936.0	8706.0	2044.0	8125.0	12558.0	9056.0	14815.0	8678.0	4195.0	12974.0	3597.0	5748.0	18706.0	4578.0	7726.0	3278.0	7625.0	8554.0	1960.0	7383.0	11908.0	7897.0	2904.0
BRCA2_E27_STA100648	6054.0	9063.0	3270.0	338.0	5992.0	3911.0	8511.0	3235.0	2206.0	5886.0	1485.0	6173.0	11382.0	9757.0	11538.0	7250.0	3302.0	6607.0	2211.0	4860.0	14541.0	3225.0	6770.0	1913.0	6433.0	8385.0	1336.0	5054.0	8898.0	5122.0	771.0
BRCA2_E27_STA100649	1616.0	1603.0	1185.0	108.0	1984.0	708.0	2611.0	1115.0	603.0	1888.0	216.0	1382.0	2695.0	2034.0	3290.0	2023.0	1319.0	1780.0	713.0	1503.0	5521.0	1123.0	1711.0	679.0	1952.0	1732.0	349.0	1961.0	3333.0	1630.0	249.0
BRCA2_E27_STA100650	17939.0	24835.0	11518.0	680.0	16207.0	10598.0	22411.0	9723.0	6103.0	16801.0	3084.0	19146.0	27527.0	20344.0	32105.0	22567.0	10550.0	21920.0	8114.0	12911.0	38939.0	8437.0	16781.0	7563.0	17491.0	19157.0	3795.0	14218.0	24563.0	16136.0	1818.0
BRCA2_E27_STA100651	9379.0	13011.0	5779.0	606.0	9093.0	5297.0	12069.0	4687.0	3440.0	7502.0	1820.0	7683.0	14686.0	13571.0	15431.0	9797.0	4610.0	10357.0	3730.0	6890.0	19331.0	5697.0	8165.0	3534.0	8578.0	10495.0	1846.0	7101.0	13282.0	7118.0	1632.0
BRCA2_E27_STA100652	4202.0	4584.0	2866.0	250.0	4801.0	1982.0	6410.0	2879.0	1580.0	5136.0	886.0	3467.0	8103.0	6258.0	9225.0	5323.0	3208.0	5402.0	2529.0	4534.0	14443.0	2754.0	3828.0	2080.0	5710.0	4778.0	868.0	5225.0	7774.0	3917.0	765.0
BRCA2_E27_STA100653	19369.0	24607.0	10372.0	1160.0	19634.0	9596.0	23777.0	10405.0	6600.0	16803.0	3650.0	14405.0	30010.0	25615.0	36594.0	19832.0	10511.0	16232.0	6794.0	11577.0	37937.0	10750.0	16744.0	6584.0	18284.0	20761.0	3941.0	14142.0	25506.0	13274.0	1632.0
BRCA2_E27_STA100654	6223.0	7639.0	3442.0	523.0	5986.0	3256.0	8086.0	3206.0	2135.0	5657.0	1183.0	4658.0	8906.0	7466.0	11128.0	6066.0	2954.0	5497.0	2390.0	4428.0	11757.0	3744.0	5257.0	2329.0	5263.0	6640.0	1330.0	4716.0	8067.0	4071.0	1172.0
RB1_E2_STA100657	362.0	520.0	304.0	34.0	417.0	254.0	698.0	220.0	128.0	338.0	66.0	416.0	749.0	482.0	771.0	466.0	227.0	462.0	199.0	404.0	1568.0	248.0	408.0	110.0	516.0	350.0	100.0	446.0	593.0	434.0	260.0
RB1_E2_STA100658	3996.0	5471.0	2559.0	462.0	3592.0	2602.0	6168.0	1962.0	1401.0	3064.0	901.0	4141.0	6874.0	5658.0	7112.0	5191.0	2063.0	4790.0	1498.0	3171.0	11974.0	2279.0	3522.0	1292.0	4558.0	5129.0	937.0	3121.0	5643.0	4211.0	1579.0
RB1_E2_STA100659	2480.0	3773.0	1651.0	332.0	1894.0	1766.0	4059.0	1296.0	937.0	2240.0	711.0	2443.0	4478.0	3573.0	4316.0	2827.0	906.0	2288.0	709.0	1678.0	6197.0	1555.0	1959.0	826.0	2335.0	3212.0	446.0	1750.0	3211.0	2393.0	958.0
RB1_E3_STA100660	3925.0	4534.0	2711.0	434.0	3699.0	2455.0	6515.0	2022.0	1504.0	3435.0	810.0	3961.0	5496.0	4847.0	6421.0	4412.0	1821.0	5809.0	1411.0	2891.0	12557.0	2345.0	3477.0	1774.0	3878.0	4444.0	906.0	3203.0	5447.0	3663.0	1360.0
RB1_E3_STA100661	3630.0	4109.0	1994.0	386.0	3769.0	1966.0	4497.0	1565.0	1223.0	2698.0	747.0	2863.0	5401.0	4757.0	6909.0	3836.0	1433.0	3893.0	1575.0	2410.0	9777.0	2181.0	3264.0	975.0	3198.0	3949.0	931.0	2519.0	5116.0	2856.0	590.0
RB1_E4_STA101840	5869.0	6756.0	3134.0	475.0	5602.0	3215.0	7889.0	2718.0	1524.0	3936.0	1208.0	5652.0	7963.0	7367.0	9333.0	4514.0	2481.0	6263.0	1858.0	3796.0	15233.0	3074.0	4867.0	1530.0	5021.0	6862.0	1190.0	3761.0	6972.0	4148.0	1738.0
RB1_E4_STA101833	1725.0	2082.0	774.0	156.0	1419.0	1132.0	2561.0	760.0	562.0	1238.0	325.0	1985.0	3101.0	2529.0	3167.0	1724.0	691.0	1834.0	679.0	1267.0	4739.0	1072.0	1649.0	558.0	1583.0	2531.0	370.0	1176.0	2168.0	1288.0	464.0
RB1_E4_STA100664	1277.0	1706.0	849.0	116.0	1144.0	756.0	2044.0	612.0	454.0	1019.0	246.0	1462.0	1913.0	1886.0	2338.0	1578.0	646.0	1522.0	598.0	995.0	4407.0	805.0	1299.0	430.0	1164.0	1313.0	343.0	1094.0	2056.0	1119.0	486.0
RB1_E5_STA102086	1822.0	1771.0	877.0	160.0	1644.0	957.0	2197.0	857.0	560.0	1260.0	333.0	1449.0	2763.0	2247.0	3056.0	1602.0	734.0	1980.0	528.0	1238.0	5056.0	921.0	1525.0	460.0	1433.0	2421.0	356.0	1103.0	2121.0	1208.0	425.0
RB1_E5_STA100666	3582.0	4313.0	2621.0	308.0	3406.0	2299.0	5531.0	1859.0	1140.0	2887.0	737.0	3651.0	5654.0	4599.0	6392.0	4041.0	2014.0	5248.0	1281.0	2432.0	12335.0	2061.0	3292.0	1377.0	3239.0	4108.0	776.0	2863.0	5539.0	3429.0	1051.0
RB1_E6_STA100667	5734.0	7046.0	3735.0	814.0	5122.0	3094.0	8182.0	2474.0	1784.0	4009.0	1270.0	4727.0	7681.0	5725.0	8341.0	5198.0	2537.0	5871.0	1756.0	3544.0	13214.0	3407.0	4943.0	1640.0	4443.0	6636.0	1362.0	3983.0	7373.0	4796.0	1518.0
RB1_E6_STA100668	12461.0	16772.0	6928.0	1513.0	12628.0	7168.0	17982.0	5944.0	3869.0	10520.0	2830.0	11850.0	18025.0	16204.0	21908.0	12425.0	6039.0	14131.0	3982.0	8817.0	30934.0	6998.0	11789.0	4252.0	10936.0	14220.0	3435.0	8967.0	16390.0	10114.0	4440.0
RB1_E7_STA100669	5015.0	6384.0	3814.0	571.0	4746.0	3182.0	7802.0	2398.0	1665.0	3912.0	1022.0	4880.0	7125.0	5866.0	7945.0	5520.0	2653.0	7157.0	1956.0	1921.0	13253.0	3210.0	4445.0	1942.0	4202.0	5276.0	955.0	3946.0	6608.0	4534.0	1839.0
RB1_E7_STA100670	3516.0	4042.0	1992.0	323.0	3746.0	2166.0	4727.0	1741.0	1246.0	2888.0	706.0	2745.0	5353.0	4987.0	6341.0	3910.0	1763.0	4151.0	1544.0	2771.0	10417.0	1846.0	3436.0	1123.0	3385.0	4162.0	1009.0	2571.0	5075.0	2788.0	694.0
RB1_E8_STA100671	4957.0	7010.0	3156.0	638.0	4777.0	3051.0	8245.0	2163.0	1742.0	4230.0	1069.0	4855.0	7857.0	6546.0	8805.0	5547.0	1991.0	5621.0	1857.0	3516.0	14292.0	3609.0	4264.0	1752.0	4637.0	4088.0	1140.0	3560.0	6306.0	4558.0	2187.0
RB1_E8_STA100672	1942.0	2444.0	1478.0	122.0	1507.0	1257.0	2489.0	927.0	599.0	1341.0	404.0	1984.0	3112.0	2295.0	3061.0	2063.0	1050.0	2384.0	746.0	1280.0	5155.0	1276.0	1458.0	599.0	1765.0	2027.0	302.0	1416.0	2528.0	1464.0	385.0
RB1_E9_STA100674	1972.0	2881.0	1626.0	232.0	2157.0	1483.0	3752.0	1133.0	744.0	2011.0	438.0	2016.0	3505.0	2661.0	3776.0	2291.0	971.0	2650.0	950.0	1692.0	5992.0	1596.0	1842.0	730.0	1992.0	2254.0	436.0	1653.0	3014.0	1891.0	849.0
RB1_E9_STA100675	4519.0	4664.0	2744.0	354.0	4492.0	2542.0	6842.0	2188.0	1472.0	3879.0	905.0	3914.0	7556.0	5875.0	7747.0	4525.0	2709.0	5201.0	1934.0	3515.0	15039.0	2423.0	4058.0	1538.0	4710.0	4606.0	747.0	3667.0	6320.0	4322.0	1382.0
RB1_E10_STA100676	2304.0	2267.0	1251.0	222.0	2048.0	1280.0	3114.0	1028.0	790.0	1765.0	526.0	1582.0	3087.0	2829.0	4077.0	2090.0	770.0	2085.0	815.0	1461.0	6009.0	1560.0	1914.0	638.0	1867.0	2519.0	488.0	1582.0	2943.0	1320.0	470.0
RB1_E10_STA100677	3467.0	3577.0	1907.0	270.0	3012.0	1926.0	4228.0	1307.0	912.0	2129.0	700.0	3211.0	5149.0	4373.0	5153.0	3444.0	1358.0	3393.0	1144.0	2182.0	9187.0	2086.0	3058.0	890.0	2493.0	3630.0	605.0	2045.0	3577.0	2396.0	1238.0
RB1_E11_STA100678	1202.0	1648.0	980.0	146.0	1146.0	863.0	2199.0	648.0	470.0	1053.0	333.0	1378.0	2224.0	1756.0	2560.0	1616.0	709.0	1639.0	660.0	1089.0	4479.0	1088.0	1316.0	505.0	1550.0	1332.0	285.0	1126.0	1967.0	1292.0	445.0
RB1_E11_STA101836	1346.0	1630.0	1124.0	149.0	1120.0	945.0	2287.0	764.0	485.0	1125.0	350.0	1541.0	2650.0	2066.0	2326.0	1827.0	926.0	1826.0	506.0	952.0	4386.0	822.0	1143.0	505.0	1516.0	1909.0	291.0	1125.0	1866.0	1602.0	322.0
RB1_E12_STA100680	2387.0	1774.0	1042.0	80.0	2530.0	980.0	3132.0	998.0	787.0	1592.0	240.0	1266.0	2920.0	3158.0	4838.0	2021.0	890.0	1673.0	673.0	1895.0	5709.0	1446.0	2124.0	461.0	2106.0	2849.0	648.0	1345.0	3218.0	1383.0	428.0
RB1_E12_STA100681	2470.0	2931.0	1628.0	226.0	2273.0	1676.0	3934.0	1278.0	784.0	1895.0	588.0	2742.0	3899.0	3266.0	4480.0	2808.0	1323.0	3015.0	1058.0	1974.0	8668.0	1493.0	2219.0	734.0	2358.0	2735.0	490.0	1857.0	3785.0	2361.0	934.0
RB1_E13_STA100682	9386.0	12048.0	5328.0	776.0	8415.0	5180.0	12047.0	4141.0	3271.0	6334.0	2061.0	8231.0	13611.0	12073.0	15834.0	2469.0	3731.0	9604.0	3297.0	5656.0	22151.0	5202.0	7852.0	3013.0	7284.0	10946.0	2024.0	5733.0	10615.0	7425.0	1447.0
RB1_E13_STA101824	2344.0	2902.0	1532.0	182.0	2372.0	1431.0	3303.0	1389.0	807.0	2130.0	550.0	2474.0	3943.0	3234.0	4506.0	2854.0	1491.0	3312.0	1004.0	1818.0	8432.0	1539.0	1985.0	928.0	2584.0	3116.0	448.0	2109.0	3243.0	2405.0	781.0
RB1_E14_STA100684	3372.0	4790.0	2391.0	277.0	3278.0	2324.0	5387.0	2662.0	1665.0	3630.0	826.0	4154.0	6320.0	5400.0	7620.0	4643.0	2612.0	3410.0	1625.0	2906.0	10408.0	1989.0	3645.0	1876.0	4507.0	4436.0	1036.0	3257.0	6655.0	3780.0	722.0
RB1_E15_STA102085	1836.0	2846.0	1208.0	179.0	1821.0	1144.0	3331.0	1273.0	777.0	1916.0	466.0	2066.0	3714.0	3180.0	3632.0	2452.0	1284.0	1990.0	720.0	1381.0	6395.0	1385.0	1816.0	938.0	2333.0	2513.0	384.0	1683.0	2933.0	1916.0	596.0
RB1_E15_STA100687	570.0	1581.0	635.0	129.0	1323.0	615.0	1170.0	672.0	270.0	912.0	224.0	1131.0	2160.0	1799.0	1321.0	156.0	647.0	626.0	459.0	648.0	3380.0	1040.0	1405.0	367.0	1505.0	1702.0	344.0	933.0	1832.0	813.0	525.0
RB1_E16_STA101843	794.0	2047.0	895.0	167.0	1695.0	828.0	1632.0	899.0	366.0	1235.0	324.0	1453.0	2787.0	2361.0	1738.0	246.0	850.0	820.0	682.0	842.0	4435.0	1263.0	1779.0	468.0	2067.0	2188.0	408.0	1220.0	2391.0	1145.0	524.0
RB1_E16_STA100689	1790.0	2267.0	1085.0	196.0	1804.0	1212.0	2743.0	1015.0	714.0	1560.0	366.0	1476.0	2861.0	2528.0	3423.0	1815.0	1199.0	1582.0	804.0	1190.0	4960.0	1294.0	1738.0	564.0	2021.0	2322.0	436.0	1496.0	2502.0	1508.0	517.0
RB1_E17_STA100690	2420.0	2599.0	1712.0	193.0	2183.0	1198.0	3784.0	1312.0	864.0	1913.0	486.0	1838.0	3684.0	2732.0	3790.0	2549.0	1018.0	3196.0	1059.0	1893.0	7452.0	1753.0	1724.0	805.0	2671.0	2475.0	560.0	2193.0	3150.0	2016.0	881.0
RB1_E17_STA100691	7090.0	10541.0	4827.0	698.0	6831.0	4660.0	10396.0	3308.0	2848.0	5114.0	1504.0	6345.0	9518.0	8963.0	11204.0	7800.0	2866.0	8085.0	3112.0	4935.0	18499.0	4556.0	5644.0	2475.0	6084.0	8173.0	1575.0	4831.0	8158.0	5719.0	2040.0
RB1_E17_STA100692	3344.0	3985.0	2572.0	308.0	2729.0	1969.0	4562.0	1887.0	992.0	2916.0	677.0	3385.0	4604.0	4360.0	5207.0	3820.0	1634.0	4395.0	1549.0	2222.0	8839.0	1746.0	2350.0	1338.0	3025.0	3499.0	678.0	2600.0	4103.0	3008.0	864.0
RB1_E18_STA100693	5595.0	7010.0	3375.0	581.0	5998.0	3297.0	8489.0	2888.0	1772.0	4896.0	1366.0	5111.0	7557.0	7044.0	9700.0	5879.0	2381.0	6287.0	2159.0	4221.0	13826.0	3766.0	5779.0	1868.0	4728.0	6623.0	1432.0	4241.0	7375.0	4728.0	1752.0
RB1_E18_STA100694	5460.0	5549.0	2894.0	488.0	4948.0	2542.0	6261.0	2180.0	1699.0	3599.0	1005.0	3938.0	6856.0	6532.0	8580.0	4361.0	2243.0	5215.0	1946.0	3845.0	12291.0	2772.0	4546.0	1638.0	4087.0	5449.0	1108.0	3696.0	6587.0	3653.0	1286.0
RB1_E19_STA100695	1322.0	1458.0	696.0	87.0	1176.0	714.0	1824.0	612.0	374.0	941.0	211.0	1056.0	2142.0	1888.0	2543.0	1348.0	683.0	1192.0	557.0	1126.0	3477.0	820.0	1108.0	408.0	1320.0	1612.0	320.0	798.0	2071.0	1120.0	208.0
RB1_E19_STA101820	2044.0	2908.0	1495.0	151.0	2383.0	1534.0	3607.0	1194.0	808.0	1738.0	414.0	2610.0	4016.0	3360.0	4707.0	2895.0	1675.0	2576.0	1080.0	2138.0	7695.0	1507.0	2142.0	942.0	2859.0	2553.0	665.0	1901.0	3601.0	2215.0	618.0
RB1_E19_STA100697	2897.0	4860.0	2334.0	337.0	2495.0	2366.0	5131.0	1680.0	1310.0	2445.0	639.0	3205.0	5202.0	4002.0	5197.0	3641.0	1640.0	3258.0	1338.0	1998.0	7529.0	2024.0	2461.0	1351.0	3055.0	3267.0	789.0	2565.0	3951.0	2897.0	1062.0
RB1_E20_STA100698	4897.0	5793.0	3000.0	224.0	5395.0	2991.0	7724.0	2996.0	1732.0	4587.0	1018.0	5264.0	8804.0	7452.0	9388.0	5901.0	3497.0	5403.0	2083.0	4714.0	15916.0	3362.0	4793.0	2225.0	5930.0	5468.0	1355.0	4836.0	7807.0	4523.0	1154.0
RB1_E20_STA100699	6565.0	7006.0	4358.0	301.0	6406.0	3631.0	9810.0	4146.0	2340.0	6182.0	1274.0	6109.0	10663.0	8592.0	12147.0	7084.0	4532.0	6815.0	2629.0	5440.0	19236.0	3773.0	5649.0	2940.0	7170.0	7182.0	1485.0	6131.0	9772.0	5950.0	1414.0
RB1_E20_STA100700	15254.0	25648.0	8837.0	1179.0	12217.0	10031.0	23913.0	9205.0	5878.0	13144.0	3983.0	17322.0	24753.0	20642.0	27805.0	14774.0	7182.0	12616.0	4815.0	9848.0	30777.0	8345.0	12750.0	5832.0	15087.0	20681.0	3979.0	10405.0	18702.0	14611.0	2598.0
RB1_E21_STA100702	3372.0	3261.0	1774.0	176.0	3097.0	2071.0	4321.0	1372.0	1120.0	2283.0	712.0	2784.0	4701.0	3978.0	5487.0	2999.0	1324.0	3529.0	1174.0	2130.0	9229.0	2096.0	3045.0	909.0	2569.0	3674.0	718.0	2272.0	4002.0	2176.0	973.0
RB1_E21_STA101831	3662.0	4418.0	2342.0	243.0	3485.0	2403.0	4731.0	1607.0	1212.0	2702.0	742.0	3437.0	5630.0	5404.0	6252.0	4158.0	1693.0	4232.0	1228.0	2827.0	11220.0	1960.0	3411.0	1019.0	3220.0	4535.0	831.0	2635.0	5101.0	2862.0	1106.0
RB1_E21_STA100704	1102.0	1538.0	756.0	128.0	1143.0	716.0	1768.0	454.0	368.0	876.0	400.0	1082.0	1609.0	1633.0	2164.0	1308.0	458.0	1412.0	436.0	1031.0	3433.0	660.0	1179.0	450.0	1078.0	1511.0	336.0	810.0	1664.0	954.0	378.0
RB1_E22_STA100706	4484.0	6693.0	3347.0	635.0	4408.0	3137.0	7675.0	2771.0	1532.0	4336.0	1214.0	4563.0	8323.0	6459.0	7792.0	5760.0	2571.0	5310.0	2046.0	3959.0	13215.0	2812.0	4653.0	1792.0	5187.0	5403.0	1147.0	3972.0	7132.0	4641.0	1105.0
RB1_E22_STA100707	4121.0	6108.0	3351.0	432.0	4187.0	2924.0	6605.0	2296.0	1529.0	4393.0	1002.0	4791.0	7978.0	6417.0	7657.0	5093.0	2558.0	5287.0	2210.0	3625.0	13358.0	2782.0	4313.0	1937.0	4015.0	5387.0	1043.0	3886.0	6880.0	4438.0	1308.0
RB1_E23_STA101818	10688.0	15783.0	6814.0	1040.0	8622.0	6824.0	14856.0	5219.0	3432.0	8219.0	2060.0	9982.0	17097.0	13073.0	16036.0	10359.0	5016.0	10307.0	3991.0	5840.0	22749.0	3031.0	8778.0	3953.0	9081.0	12512.0	2441.0	6756.0	13104.0	9524.0	3163.0
RB1_E23_STA100709	3216.0	5012.0	2610.0	308.0	3081.0	2393.0	5220.0	2222.0	1357.0	3318.0	659.0	4368.0	6530.0	5795.0	6229.0	4065.0	2299.0	4488.0	1692.0	2728.0	11709.0	888.0	3001.0	1675.0	4397.0	4196.0	720.0	2855.0	6160.0	3723.0	652.0
RB1_E24_STA100710	1386.0	1619.0	969.0	98.0	1818.0	882.0	2301.0	712.0	375.0	1177.0	337.0	1587.0	2707.0	2465.0	2831.0	1706.0	808.0	2216.0	569.0	1341.0	5283.0	1162.0	1688.0	450.0	1488.0	1814.0	378.0	1285.0	2384.0	1407.0	606.0
RB1_E25_STA100711	1445.0	1733.0	1056.0	132.0	1471.0	913.0	2075.0	733.0	504.0	1229.0	306.0	1347.0	2249.0	2018.0	2123.0	1663.0	723.0	1941.0	664.0	988.0	5003.0	795.0	1157.0	693.0	1280.0	1650.0	386.0	1091.0	2053.0	1520.0	664.0
