	M21D00182	M21D00185	M21D00194	M21D00219	N21D00184	N21D00213	N21D00214	N21D00217	N21D00218	N21D00223	P21D00158	P21D00159	P21D00164	P21D00165	P21D00169	P21D00170	P21D00173	P21D00180	P21D00181	P21D00186	P21D00189	P21D00190	P21D00191	P21D00195	P21D00200	P21D00209	P21D00210	P21D00215	P21D00221	P21D00222	X21D00163
PDGFRA_E7_STA101425	5230.0	4525.0	2324.0	192.0	4247.0	11425.0	7218.0	2572.0	1554.0	4447.0	505.0	4294.0	8565.0	7848.0	8193.0	5357.0	2672.0	6475.0	2697.0	3643.0	8662.0	2603.0	3874.0	1743.0	25498.0	4471.0	777.0	4389.0	6520.0	5572.0	408.0
PDGFRA_E8_STA101426	8954.0	10157.0	4018.0	322.0	7090.0	20843.0	14037.0	4442.0	2440.0	6716.0	1257.0	8662.0	13112.0	14201.0	15577.0	9136.0	4558.0	9202.0	2946.0	5359.0	10936.0	5277.0	6592.0	2413.0	36001.0	9028.0	1664.0	5949.0	10552.0	9102.0	939.0
PDGFRA_E9_STA101427	11145.0	13423.0	4080.0	570.0	6780.0	21526.0	17593.0	4437.0	3237.0	7216.0	1245.0	7464.0	14669.0	14954.0	15076.0	9293.0	4087.0	9368.0	3600.0	6607.0	11342.0	5100.0	6892.0	3223.0	38105.0	9031.0	1700.0	6368.0	10432.0	9841.0	1298.0
PDGFRA_E10_STA101428	11590.0	16165.0	5540.0	492.0	6980.0	26065.0	26912.0	6766.0	3803.0	9236.0	1655.0	10253.0	18034.0	14871.0	16853.0	12182.0	6072.0	10380.0	4004.0	6212.0	13465.0	7348.0	7487.0	4421.0	51230.0	10298.0	1774.0	8224.0	12744.0	14774.0	923.0
PDGFRA_E11_STA101429	9952.0	10876.0	4433.0	441.0	6291.0	18754.0	15895.0	4836.0	3201.0	7488.0	1104.0	6865.0	13564.0	12560.0	12970.0	9580.0	4276.0	9412.0	3904.0	5592.0	11833.0	5679.0	6145.0	3467.0	41334.0	6806.0	1437.0	7276.0	10247.0	9652.0	1120.0
PDGFRA_E12_STA100207	22842.0	25384.0	9240.0	615.0	17145.0	45617.0	30465.0	10899.0	6001.0	17149.0	2782.0	19751.0	33022.0	30936.0	35425.0	23251.0	11134.0	24831.0	8571.0	15465.0	30511.0	11169.0	16771.0	7607.0	91909.0	17966.0	4119.0	17231.0	25456.0	21803.0	1843.0
PDGFRA_E12_STA101616	22914.0	25458.0	9274.0	618.0	17190.0	45746.0	30541.0	10930.0	6016.0	17197.0	2791.0	19805.0	33105.0	31033.0	35521.0	23318.0	11162.0	24911.0	8596.0	15505.0	30602.0	11209.0	16814.0	7632.0	92175.0	18018.0	4132.0	17277.0	25526.0	21874.0	1851.0
PDGFRA_E12_STA100209	14911.0	14944.0	5967.0	565.0	11243.0	28366.0	19855.0	5748.0	4108.0	9871.0	1565.0	11409.0	20072.0	18674.0	21896.0	12839.0	6052.0	14417.0	4467.0	8109.0	17378.0	6715.0	10224.0	4609.0	49364.0	11685.0	2237.0	9574.0	15452.0	12714.0	1070.0
PDGFRA_E13_STA101430	6663.0	6510.0	2476.0	136.0	4457.0	12820.0	11049.0	3768.0	1904.0	4602.0	822.0	5074.0	9517.0	10742.0	11975.0	6101.0	3321.0	4527.0	2065.0	3787.0	6522.0	4594.0	5799.0	1954.0	26331.0	5452.0	1346.0	4874.0	7406.0	5399.0	748.0
PDGFRA_E14_STA100210	2733.0	2465.0	1609.0	93.0	2039.0	4431.0	4534.0	1383.0	787.0	2457.0	262.0	1877.0	3515.0	3307.0	4176.0	2289.0	1483.0	3246.0	992.0	2242.0	4372.0	1401.0	1760.0	1084.0	12261.0	1914.0	516.0	2440.0	3569.0	2664.0	602.0
PDGFRA_E14_STA100211	9555.0	9736.0	4893.0	289.0	7081.0	18933.0	14243.0	4479.0	2603.0	7771.0	1137.0	7726.0	13141.0	12574.0	14549.0	9551.0	5125.0	11493.0	3969.0	6977.0	13091.0	4647.0	7286.0	3698.0	40504.0	7268.0	1793.0	7839.0	13199.0	9143.0	1611.0
PDGFRA_E14_STA100212	10294.0	12265.0	5398.0	600.0	7793.0	19894.0	16281.0	4937.0	2869.0	7812.0	1040.0	7949.0	14184.0	12158.0	14718.0	10481.0	4998.0	10324.0	4364.0	7296.0	12943.0	4691.0	7705.0	4179.0	40534.0	6567.0	1772.0	7910.0	11475.0	9910.0	1931.0
PDGFRA_E15_STA101431	11465.0	10083.0	4305.0	290.0	11183.0	20257.0	14926.0	5428.0	3435.0	10211.0	1022.0	7637.0	15929.0	14978.0	20949.0	10097.0	5753.0	9166.0	4408.0	8280.0	15172.0	5894.0	10096.0	3235.0	49375.0	8592.0	2443.0	8640.0	15134.0	9157.0	1264.0
PDGFRA_E16_STA101432	12813.0	12069.0	4561.0	507.0	11763.0	23041.0	18548.0	5990.0	3763.0	9691.0	1402.0	9300.0	16990.0	17846.0	20625.0	11821.0	6192.0	10007.0	4770.0	8957.0	15817.0	6210.0	10707.0	3393.0	51052.0	10272.0	2337.0	9766.0	15307.0	10692.0	1308.0
PDGFRA_E17_STA101433	11479.0	13472.0	5536.0	431.0	7224.0	22750.0	19873.0	6007.0	3377.0	8401.0	1312.0	8707.0	15256.0	14070.0	16506.0	10431.0	4708.0	9081.0	4208.0	7688.0	12837.0	5742.0	7338.0	3982.0	50323.0	9525.0	1615.0	7350.0	12414.0	11827.0	1127.0
PDGFRA_E18_STA100213	8025.0	9841.0	3575.0	223.0	4930.0	17273.0	17676.0	4494.0	2890.0	6655.0	1356.0	6509.0	12041.0	11737.0	11705.0	8378.0	3905.0	7043.0	2924.0	5006.0	9703.0	5183.0	5425.0	3028.0	38190.0	7396.0	1178.0	5574.0	8963.0	8552.0	746.0
PDGFRA_E18_STA100214	19760.0	22161.0	7522.0	321.0	13055.0	36213.0	40055.0	10254.0	5672.0	12825.0	2603.0	14268.0	26796.0	27353.0	31251.0	18510.0	8244.0	13274.0	6085.0	9551.0	17709.0	10959.0	12940.0	5406.0	76271.0	16749.0	2555.0	11782.0	19162.0	17490.0	1094.0
PDGFRA_E19_STA101434	2351.0	2812.0	1149.0	116.0	2203.0	5169.0	6331.0	1583.0	785.0	2473.0	242.0	2002.0	3902.0	3107.0	5261.0	2968.0	1549.0	2056.0	1295.0	2353.0	4100.0	1625.0	1861.0	1006.0	14233.0	1816.0	463.0	2634.0	3901.0	2970.0	186.0
PDGFRA_E20_STA101435	12654.0	15542.0	4790.0	367.0	8038.0	26525.0	24480.0	6650.0	4262.0	9536.0	1690.0	8842.0	16485.0	16086.0	21080.0	11740.0	5184.0	6975.0	3195.0	7321.0	12631.0	6794.0	8752.0	3926.0	53428.0	10084.0	1989.0	7894.0	13536.0	12175.0	832.0
PDGFRA_E21_STA101436	6113.0	7020.0	2936.0	85.0	5236.0	15402.0	16247.0	4148.0	2185.0	6011.0	997.0	5133.0	10186.0	10255.0	12951.0	7114.0	3655.0	4488.0	2895.0	4803.0	8605.0	4159.0	5588.0	2337.0	33899.0	5808.0	1601.0	5330.0	9582.0	7743.0	397.0
PDGFRA_E22_STA101437	15689.0	18494.0	4763.0	210.0	9428.0	27838.0	29793.0	7395.0	4122.0	11166.0	2184.0	11974.0	20289.0	20300.0	24650.0	14755.0	7029.0	10075.0	4587.0	8786.0	14959.0	7969.0	10917.0	3865.0	61910.0	12283.0	2047.0	9100.0	15942.0	14452.0	684.0
PDGFRA_E23_STA101438	8262.0	9950.0	3694.0	274.0	4322.0	18191.0	18381.0	4366.0	2402.0	6347.0	1310.0	7793.0	12420.0	11706.0	11847.0	8482.0	4373.0	6608.0	2863.0	5013.0	8493.0	4788.0	5330.0	2524.0	36525.0	6518.0	1200.0	5223.0	9315.0	8904.0	586.0
KIT_E1_STA101439	4263.0	8434.0	1338.0	159.0	2330.0	15203.0	9516.0	2513.0	1638.0	2859.0	1163.0	5673.0	9155.0	8649.0	9223.0	5604.0	2834.0	1920.0	1276.0	3746.0	2342.0	2857.0	4312.0	1482.0	27772.0	6590.0	1058.0	2446.0	6785.0	8444.0	1013.0
KIT_E2_STA101440	3463.0	2997.0	1919.0	151.0	3084.0	6355.0	3840.0	1875.0	1115.0	2870.0	372.0	2596.0	5567.0	5579.0	5075.0	3315.0	2200.0	4716.0	1647.0	2662.0	5157.0	1759.0	2322.0	1546.0	15438.0	2641.0	512.0	3242.0	4631.0	3451.0	158.0
KIT_E3_STA101441	6033.0	5090.0	2249.0	152.0	5065.0	9098.0	8983.0	3929.0	1903.0	6159.0	788.0	4338.0	9301.0	8558.0	11817.0	6291.0	3887.0	5345.0	2441.0	4422.0	9171.0	4178.0	4708.0	2212.0	32826.0	4617.0	880.0	5955.0	9062.0	5856.0	240.0
KIT_E4_STA101442	2892.0	1678.0	908.0	62.0	2296.0	3333.0	2279.0	1002.0	560.0	1668.0	210.0	1080.0	3003.0	3223.0	4597.0	1760.0	1093.0	1723.0	902.0	1665.0	3196.0	1231.0	1944.0	611.0	9366.0	1810.0	380.0	1815.0	3156.0	1605.0	102.0
KIT_E5_STA101443	19599.0	22327.0	9399.0	777.0	15036.0	33034.0	19340.0	7789.0	4438.0	13022.0	2474.0	14843.0	25398.0	24056.0	30448.0	19191.0	7867.0	22806.0	6073.0	14429.0	24066.0	8662.0	14786.0	5382.0	69534.0	13094.0	2727.0	14824.0	22652.0	18121.0	1329.0
KIT_E6_STA101444	5776.0	5064.0	2984.0	162.0	4530.0	9755.0	6228.0	2711.0	1838.0	4673.0	647.0	4420.0	8814.0	8274.0	9382.0	5491.0	2880.0	7452.0	2073.0	4387.0	8924.0	3141.0	4451.0	1594.0	25353.0	4086.0	939.0	5326.0	7199.0	5732.0	653.0
KIT_E7_STA101445	3776.0	3379.0	1431.0	218.0	2733.0	5892.0	3622.0	1333.0	812.0	2432.0	388.0	2121.0	4401.0	4785.0	5310.0	2794.0	1321.0	2727.0	1173.0	2519.0	3310.0	2144.0	2509.0	1099.0	13805.0	2940.0	554.0	2566.0	3884.0	2989.0	369.0
KIT_E8_STA100215	6955.0	8357.0	4079.0	344.0	4738.0	3838.0	10672.0	4309.0	2184.0	6510.0	1040.0	5699.0	9176.0	8235.0	10510.0	6503.0	3620.0	7374.0	2652.0	5149.0	8607.0	3881.0	4906.0	2688.0	32036.0	5331.0	1333.0	5557.0	8618.0	8332.0	605.0
KIT_E8_STA100216	11626.0	14114.0	5132.0	703.0	6946.0	5677.0	12729.0	4902.0	3300.0	7751.0	1504.0	8189.0	14729.0	13917.0	16031.0	9715.0	4635.0	10508.0	2850.0	6979.0	11938.0	4907.0	7550.0	3442.0	42013.0	9486.0	1655.0	6666.0	12003.0	10355.0	1069.0
KIT_E9_STA101621	13536.0	14988.0	5763.0	672.0	9348.0	5994.0	12435.0	4846.0	3013.0	8623.0	1464.0	10246.0	18634.0	18200.0	18208.0	12872.0	5251.0	12558.0	3575.0	7651.0	15226.0	5974.0	9326.0	3495.0	44830.0	11266.0	1951.0	8456.0	13581.0	10753.0	694.0
KIT_E9_STA100218	9502.0	9835.0	4213.0	506.0	7211.0	4100.0	9099.0	3607.0	2358.0	6365.0	953.0	6616.0	12262.0	12207.0	13357.0	9073.0	3701.0	8966.0	2479.0	6141.0	10728.0	4799.0	7361.0	2600.0	34695.0	6850.0	1504.0	6733.0	10057.0	7381.0	495.0
KIT_E9_STA100219	5840.0	7268.0	3579.0	512.0	4524.0	2948.0	7147.0	2953.0	1521.0	4815.0	823.0	4990.0	8796.0	7655.0	8667.0	6922.0	2481.0	6656.0	2208.0	4489.0	8380.0	3764.0	5005.0	2263.0	25835.0	4482.0	1036.0	4997.0	7853.0	5950.0	916.0
KIT_E10_STA100220	8187.0	10438.0	4810.0	554.0	6418.0	4383.0	9544.0	4128.0	2465.0	8144.0	1032.0	7928.0	10278.0	9940.0	11587.0	8215.0	4062.0	10439.0	2736.0	5950.0	14028.0	3991.0	5604.0	3575.0	31702.0	7345.0	1466.0	6819.0	10710.0	9054.0	876.0
KIT_E10_STA101446	17876.0	21244.0	8612.0	1121.0	14936.0	8324.0	19861.0	8065.0	5180.0	14342.0	2090.0	13971.0	24239.0	24110.0	25798.0	16805.0	8352.0	18586.0	6365.0	12711.0	23672.0	9152.0	13834.0	5967.0	67242.0	13836.0	3167.0	12929.0	20829.0	17300.0	1512.0
KIT_E10_STA100221	17876.0	21244.0	8612.0	1121.0	14936.0	8324.0	19861.0	8065.0	5180.0	14342.0	2090.0	13971.0	24239.0	24110.0	25798.0	16805.0	8352.0	18586.0	6365.0	12711.0	23672.0	9152.0	13834.0	5967.0	67242.0	13836.0	3167.0	12929.0	20829.0	17300.0	1512.0
KIT_E11_STA100222	4440.0	4628.0	1678.0	246.0	3838.0	1981.0	4275.0	1977.0	1288.0	3176.0	500.0	3133.0	5950.0	6584.0	6727.0	3840.0	1732.0	4162.0	1424.0	3305.0	5972.0	2215.0	3626.0	1218.0	17710.0	3732.0	818.0	3190.0	5389.0	3520.0	384.0
KIT_E11_STA100223	10168.0	9916.0	4206.0	471.0	7529.0	4990.0	10286.0	4503.0	2922.0	7085.0	1142.0	7358.0	12818.0	13373.0	14431.0	8123.0	4128.0	9647.0	3107.0	6443.0	11674.0	5052.0	7172.0	3173.0	36111.0	8275.0	1767.0	6757.0	10507.0	8324.0	835.0
KIT_E11_STA100224	9121.0	10724.0	4681.0	424.0	7509.0	4899.0	10478.0	4516.0	2318.0	6872.0	1242.0	7228.0	12733.0	12154.0	13563.0	10166.0	5114.0	10697.0	3207.0	6156.0	12952.0	5152.0	7696.0	3445.0	36721.0	6512.0	1825.0	7814.0	11040.0	9367.0	817.0
KIT_E12_STA101447	9179.0	8539.0	5269.0	428.0	8270.0	4121.0	9695.0	5223.0	2849.0	8209.0	831.0	7789.0	14030.0	14115.0	14712.0	10263.0	5234.0	13281.0	5207.0	7192.0	14411.0	4797.0	6829.0	3536.0	42536.0	7897.0	1440.0	8353.0	11977.0	8557.0	528.0
KIT_E13_STA100225	23119.0	24463.0	10244.0	877.0	19442.0	10537.0	21687.0	10376.0	6453.0	18054.0	2471.0	18749.0	30353.0	29832.0	34136.0	22161.0	9919.0	24305.0	7961.0	16179.0	26780.0	10995.0	17250.0	7278.0	85051.0	19046.0	3751.0	16029.0	23887.0	19204.0	1504.0
KIT_E13_STA101622	6092.0	7173.0	3218.0	346.0	5402.0	3475.0	6130.0	2516.0	1535.0	4344.0	524.0	5648.0	8439.0	8700.0	8547.0	7045.0	3404.0	8282.0	2682.0	4441.0	8816.0	2871.0	4916.0	2303.0	24188.0	4500.0	1072.0	4820.0	7022.0	5950.0	543.0
KIT_E14_STA100227	3620.0	3534.0	1596.0	214.0	3335.0	1704.0	3620.0	1563.0	938.0	2645.0	392.0	2406.0	4580.0	5434.0	5813.0	3457.0	1441.0	3719.0	1162.0	2604.0	4678.0	2292.0	2932.0	1078.0	14740.0	2806.0	715.0	2732.0	4810.0	2779.0	372.0
KIT_E14_STA100228	18099.0	23675.0	9964.0	1071.0	13890.0	8693.0	19086.0	7481.0	5511.0	13452.0	2385.0	13028.0	21356.0	21672.0	24507.0	16717.0	6230.0	20187.0	4956.0	10597.0	20839.0	8865.0	13841.0	5433.0	62813.0	14243.0	3288.0	13455.0	18322.0	15157.0	2541.0
KIT_E14_STA100229	14471.0	15048.0	6597.0	646.0	10326.0	6478.0	14300.0	5679.0	3961.0	8834.0	1589.0	9157.0	17108.0	16828.0	19542.0	12284.0	5160.0	13399.0	4352.0	8504.0	15699.0	6471.0	10393.0	3418.0	48516.0	10380.0	2178.0	9263.0	14506.0	11467.0	1554.0
KIT_E15_STA101448	9363.0	10960.0	4580.0	485.0	7569.0	4762.0	9554.0	4811.0	2654.0	7711.0	940.0	7693.0	12597.0	11106.0	13549.0	9876.0	4728.0	12110.0	2997.0	6086.0	12908.0	4156.0	6966.0	3795.0	37084.0	7125.0	1671.0	7285.0	11356.0	9978.0	807.0
KIT_E16_STA101449	13266.0	14495.0	6293.0	609.0	11198.0	6805.0	13316.0	6798.0	3490.0	11045.0	1534.0	11519.0	18389.0	17852.0	19748.0	13267.0	6795.0	14500.0	4367.0	9408.0	19679.0	5411.0	10813.0	4527.0	57878.0	9763.0	2537.0	11185.0	16066.0	11556.0	760.0
KIT_E17_STA100230	5491.0	5173.0	2361.0	276.0	3994.0	2438.0	4884.0	1636.0	1381.0	2923.0	533.0	3255.0	6359.0	6198.0	7244.0	4406.0	1950.0	5734.0	1650.0	3607.0	5872.0	2280.0	3667.0	1178.0	17730.0	4022.0	888.0	3500.0	5769.0	4069.0	579.0
KIT_E17_STA100231	10926.0	10896.0	5428.0	616.0	9366.0	4940.0	11759.0	4273.0	2728.0	7288.0	1100.0	7554.0	13916.0	13426.0	17127.0	10726.0	4746.0	13049.0	3444.0	8422.0	14753.0	5450.0	8015.0	2916.0	41135.0	7744.0	1893.0	8572.0	13571.0	9301.0	1133.0
KIT_E17_STA100232	13404.0	14855.0	6420.0	989.0	9079.0	5980.0	14873.0	5380.0	3736.0	8518.0	1537.0	7968.0	13309.0	13978.0	18089.0	11188.0	4724.0	13493.0	3471.0	7868.0	14744.0	6404.0	9493.0	3642.0	41767.0	9524.0	2178.0	8973.0	13661.0	4960.0	1683.0
KIT_E18_STA100233	4177.0	5880.0	2496.0	202.0	3905.0	2349.0	4680.0	1947.0	1322.0	2906.0	496.0	3316.0	7176.0	6647.0	6765.0	4973.0	2500.0	5777.0	2015.0	3737.0	6011.0	2560.0	3321.0	1467.0	19728.0	3176.0	744.0	3622.0	5632.0	4066.0	455.0
KIT_E18_STA100234	6366.0	6895.0	3754.0	248.0	5209.0	3230.0	6218.0	3124.0	1753.0	4664.0	749.0	5602.0	8902.0	8595.0	9489.0	6326.0	3187.0	8608.0	2599.0	3976.0	9448.0	2937.0	4333.0	2060.0	23979.0	4374.0	1028.0	4888.0	7257.0	5938.0	481.0
KIT_E19_STA101450	9130.0	10703.0	4990.0	356.0	8633.0	4661.0	9379.0	4587.0	2659.0	7207.0	936.0	7792.0	12910.0	12722.0	14280.0	10207.0	4832.0	12225.0	3572.0	7179.0	13202.0	4454.0	8388.0	3320.0	38199.0	6245.0	1937.0	8518.0	12148.0	8920.0	581.0
KIT_E20_STA101451	11712.0	11154.0	4203.0	386.0	9947.0	5803.0	11052.0	5123.0	3128.0	9258.0	1236.0	8695.0	18029.0	18199.0	19387.0	11224.0	5635.0	10971.0	3831.0	8072.0	13845.0	5343.0	9868.0	3591.0	49746.0	10587.0	1935.0	8439.0	14308.0	10502.0	419.0
KIT_E21_STA101452	21806.0	26871.0	9320.0	933.0	13018.0	9358.0	29958.0	9923.0	6177.0	16240.0	3449.0	16816.0	26343.0	27209.0	31950.0	20626.0	8145.0	17295.0	6109.0	10628.0	20515.0	12424.0	14437.0	6481.0	78317.0	17924.0	3155.0	14116.0	22306.0	20382.0	874.0
TERT_E16_STA101810	652.0	1433.0	228.0	21.0	230.0	699.0	1467.0	339.0	342.0	314.0	260.0	432.0	1497.0	1360.0	1112.0	977.0	579.0	262.0	124.0	510.0	836.0	1391.0	480.0	152.0	508.0	1832.0	228.0	386.0	549.0	1569.0	266.0
TERT_E16_STA101158	787.0	1807.0	285.0	10.0	278.0	894.0	2211.0	643.0	344.0	496.0	374.0	993.0	1623.0	2366.0	1823.0	1081.0	700.0	231.0	319.0	833.0	1004.0	1303.0	891.0	283.0	1343.0	1334.0	145.0	461.0	1331.0	3298.0	160.0
TERT_E15_STA102081	1294.0	2724.0	325.0	18.0	343.0	1216.0	2542.0	653.0	343.0	666.0	464.0	1397.0	2844.0	3369.0	2536.0	1201.0	752.0	269.0	271.0	1012.0	961.0	1301.0	999.0	325.0	1573.0	2279.0	217.0	409.0	1539.0	3687.0	143.0
TERT_E15_STA101160	3655.0	8344.0	1250.0	72.0	916.0	3936.0	8735.0	2136.0	1280.0	2107.0	1633.0	4500.0	9096.0	10209.0	7720.0	4548.0	2999.0	1094.0	1133.0	4289.0	4918.0	4750.0	3937.0	1314.0	5413.0	6329.0	806.0	1484.0	4994.0	13855.0	683.0
TERT_E15_STA101161	812.0	1539.0	361.0	12.0	262.0	920.0	2305.0	593.0	344.0	611.0	317.0	1110.0	2333.0	2597.0	1894.0	1237.0	833.0	274.0	312.0	1123.0	1486.0	1374.0	969.0	290.0	1581.0	1746.0	186.0	323.0	1443.0	3824.0	159.0
TERT_E14_STA101162	2805.0	5198.0	1036.0	76.0	700.0	2580.0	6080.0	1277.0	961.0	1282.0	1008.0	2372.0	4213.0	4875.0	3867.0	2555.0	1506.0	783.0	999.0	2503.0	2634.0	3386.0	2062.0	870.0	2617.0	3180.0	526.0	1088.0	2919.0	7078.0	803.0
TERT_E14_STA101163	4690.0	9590.0	1576.0	168.0	1214.0	4170.0	8904.0	2061.0	1768.0	2132.0	1988.0	3792.0	7508.0	9182.0	7310.0	4036.0	2406.0	1226.0	1163.0	3706.0	4373.0	6092.0	3776.0	1108.0	4099.0	6539.0	886.0	1767.0	4886.0	11242.0	820.0
TERT_E13_STA101164	3796.0	8724.0	1744.0	138.0	1124.0	4154.0	8606.0	2201.0	1481.0	2381.0	1641.0	4546.0	7441.0	9301.0	6954.0	3991.0	2668.0	1346.0	976.0	3384.0	4185.0	4331.0	2944.0	1305.0	4336.0	6620.0	789.0	1399.0	4378.0	11541.0	840.0
TERT_E12_STA101165	1460.0	2741.0	668.0	24.0	733.0	1385.0	3942.0	872.0	634.0	956.0	525.0	1549.0	3207.0	3549.0	3540.0	1706.0	1231.0	588.0	646.0	1748.0	2242.0	2952.0	1693.0	602.0	2112.0	1870.0	356.0	894.0	2390.0	4348.0	298.0
TERT_E12_STA101166	8356.0	13677.0	2360.0	134.0	2071.0	6726.0	13523.0	3481.0	2642.0	3113.0	2797.0	7153.0	13322.0	17218.0	12419.0	7603.0	4308.0	2098.0	1712.0	5747.0	7237.0	8248.0	5821.0	1728.0	7435.0	10667.0	1262.0	2857.0	6346.0	16151.0	1050.0
TERT_E11_STA101167	3595.0	6746.0	1222.0	56.0	940.0	3658.0	6352.0	1738.0	1243.0	1996.0	1023.0	3306.0	5648.0	7815.0	5841.0	3348.0	2057.0	1033.0	472.0	2431.0	3473.0	3840.0	3381.0	934.0	3833.0	5789.0	599.0	1186.0	3489.0	8594.0	736.0
TERT_E11_STA101168	5082.0	9190.0	1826.0	67.0	1507.0	4638.0	10741.0	2890.0	2034.0	3124.0	1555.0	5209.0	8989.0	11721.0	9687.0	4675.0	3601.0	1569.0	952.0	4062.0	5780.0	5475.0	5172.0	1519.0	6529.0	6610.0	899.0	2204.0	6157.0	14106.0	971.0
TERT_E11_STA101169	7200.0	12664.0	2248.0	83.0	2384.0	6340.0	17331.0	4913.0	2789.0	4928.0	2782.0	7264.0	16254.0	18800.0	16649.0	7597.0	5839.0	1881.0	1712.0	7992.0	10710.0	8003.0	7838.0	2582.0	11196.0	10140.0	1325.0	3586.0	11605.0	20960.0	1158.0
TERT_E11_STA101170	1089.0	1776.0	536.0	51.0	364.0	1142.0	2871.0	772.0	370.0	687.0	328.0	1048.0	2318.0	2670.0	2787.0	1248.0	962.0	271.0	349.0	1385.0	1283.0	2093.0	1166.0	446.0	1685.0	1547.0	214.0	632.0	1986.0	3309.0	213.0
TERT_E10_STA101171	1100.0	1898.0	458.0	28.0	338.0	1036.0	2515.0	647.0	355.0	897.0	413.0	1404.0	2099.0	2452.0	2633.0	1115.0	763.0	469.0	288.0	1276.0	1429.0	1585.0	1084.0	375.0	1543.0	1534.0	203.0	601.0	1605.0	2852.0	132.0
TERT_E10_STA101172	5714.0	9474.0	1938.0	120.0	1889.0	5121.0	8626.0	2973.0	1833.0	2497.0	1542.0	5613.0	9889.0	12722.0	9221.0	4822.0	2543.0	1846.0	1246.0	4113.0	6295.0	5676.0	4589.0	1512.0	5994.0	8678.0	935.0	2057.0	5952.0	12214.0	536.0
TERT_E9_STA101173	1708.0	2879.0	803.0	42.0	591.0	1753.0	3352.0	998.0	470.0	1030.0	551.0	1811.0	2950.0	3469.0	3188.0	1757.0	913.0	802.0	480.0	1412.0	1924.0	2343.0	1198.0	533.0	2086.0	2297.0	236.0	725.0	1866.0	4635.0	251.0
TERT_E9_STA101174	4204.0	7797.0	1213.0	34.0	1313.0	3408.0	7606.0	1856.0	1281.0	2674.0	1354.0	3686.0	7110.0	9405.0	7440.0	3806.0	2276.0	1263.0	887.0	3481.0	5147.0	4198.0	3398.0	1122.0	4376.0	5327.0	623.0	1769.0	4705.0	10042.0	476.0
TERT_E8_STA101814	407.0	960.0	151.0	18.0	100.0	535.0	957.0	196.0	144.0	228.0	188.0	449.0	985.0	1146.0	733.0	394.0	239.0	133.0	46.0	324.0	425.0	458.0	502.0	137.0	483.0	771.0	73.0	143.0	456.0	1220.0	122.0
TERT_E8_STA101176	3894.0	7160.0	1170.0	58.0	878.0	3848.0	8248.0	2465.0	1425.0	2283.0	1766.0	4696.0	8780.0	10756.0	7869.0	4326.0	3508.0	797.0	1286.0	3594.0	4752.0	4580.0	3348.0	1481.0	5554.0	6817.0	671.0	1546.0	4391.0	12855.0	664.0
TERT_E7_STA101177	1336.0	2719.0	417.0	14.0	338.0	1344.0	2916.0	840.0	676.0	608.0	606.0	1124.0	2596.0	2936.0	2335.0	1088.0	745.0	197.0	284.0	1075.0	989.0	1750.0	1151.0	393.0	1544.0	2181.0	232.0	528.0	1547.0	3649.0	208.0
TERT_E6_STA101178	5578.0	13410.0	2601.0	306.0	1550.0	6098.0	12653.0	3641.0	2540.0	3504.0	2519.0	5640.0	11996.0	14382.0	9353.0	5959.0	4049.0	1994.0	1422.0	4628.0	5788.0	8175.0	4868.0	1948.0	6516.0	9205.0	1073.0	2348.0	6639.0	18097.0	1586.0
TERT_E6_STA101179	5612.0	12820.0	2415.0	200.0	1491.0	6451.0	12530.0	3336.0	2450.0	2902.0	2682.0	6013.0	10821.0	11467.0	8681.0	6109.0	3671.0	1697.0	1452.0	4044.0	6273.0	7324.0	4587.0	2003.0	6088.0	7896.0	958.0	2402.0	5497.0	17895.0	1265.0
TERT_E5_STA101180	2411.0	5250.0	874.0	56.0	810.0	2876.0	5707.0	1600.0	1036.0	1379.0	1214.0	2649.0	4902.0	6897.0	5553.0	2411.0	1688.0	497.0	537.0	2383.0	1902.0	3672.0	2509.0	612.0	3190.0	4660.0	650.0	1099.0	2727.0	7514.0	550.0
TERT_E5_STA101181	1818.0	4456.0	617.0	60.0	647.0	2321.0	4322.0	834.0	816.0	879.0	701.0	2459.0	4107.0	5742.0	3839.0	2130.0	1312.0	457.0	448.0	1678.0	1859.0	2456.0	1869.0	544.0	2222.0	3624.0	377.0	771.0	2189.0	6156.0	530.0
TERT_E5_STA101182	4694.0	12013.0	1546.0	74.0	2372.0	5635.0	11870.0	2675.0	2035.0	2804.0	2146.0	6279.0	10680.0	14045.0	11034.0	5562.0	3546.0	1178.0	1152.0	4328.0	4368.0	6374.0	5097.0	1444.0	6046.0	9648.0	986.0	2109.0	6107.0	16095.0	951.0
TERT_E4_STA101183	3627.0	6729.0	932.0	134.0	1271.0	3428.0	7585.0	1953.0	1476.0	1793.0	1532.0	3498.0	7782.0	9440.0	7536.0	3046.0	1968.0	556.0	854.0	2662.0	2875.0	5564.0	3339.0	1100.0	4573.0	5715.0	735.0	1303.0	4449.0	9041.0	712.0
TERT_E4_STA101184	3650.0	7188.0	1246.0	128.0	1083.0	4055.0	8969.0	2134.0	1429.0	2162.0	1679.0	4296.0	8556.0	9958.0	7915.0	3596.0	2355.0	727.0	822.0	3310.0	3409.0	5607.0	3776.0	1269.0	5835.0	5460.0	817.0	1302.0	4604.0	11527.0	791.0
