	D21D00904T	D21D00908T	D21D00917T	D21D00921T	D21D00937	D21D00941T	D21D00942	D21D00943	D21D00948	D21D00949	D21D00952	N21D00923	N21D00932	N21D00946	U21D00938	X21D00911	X21D00918HPV
TERT_E15_STA101160	1507.0	22820.0	2534.0	5087.0	1649.0	7280.0	1022.0	10072.0	5351.0	1899.0	9801.0	15020.0	18659.0	10258.0	372.0	12292.0	8520.0
TERT_E15_STA101161	293.0	4152.0	663.0	1319.0	370.0	1921.0	411.0	2437.0	1123.0	452.0	2773.0	3264.0	4407.0	2247.0	126.0	2056.0	1803.0
TERT_E14_STA101162	1194.0	12861.0	2014.0	2715.0	1187.0	3550.0	937.0	5681.0	3995.0	1345.0	4973.0	8026.0	11037.0	6480.0	590.0	9350.0	6284.0
TERT_E14_STA101163	1881.0	17278.0	2501.0	3662.0	2249.0	4126.0	1153.0	9765.0	4447.0	1600.0	6829.0	11058.0	17740.0	10362.0	523.0	10240.0	6089.0
TERT_E13_STA101164	1427.0	20882.0	2876.0	4179.0	1737.0	6794.0	1039.0	9409.0	4827.0	1678.0	7312.0	11612.0	15649.0	7907.0	572.0	15271.0	8211.0
TERT_E12_STA101165	632.0	6068.0	1378.0	2089.0	812.0	3001.0	760.0	4088.0	2327.0	694.0	4823.0	5725.0	8023.0	5112.0	246.0	4607.0	3259.0
TERT_E12_STA101166	3196.0	35333.0	4278.0	8145.0	3732.0	8962.0	1998.0	16975.0	10079.0	2340.0	12762.0	23555.0	32239.0	17595.0	944.0	18861.0	12219.0
TERT_E11_STA101167	1235.0	14726.0	1770.0	4170.0	1953.0	3421.0	892.0	8608.0	4493.0	1747.0	6328.0	11478.0	15311.0	8536.0	404.0	8158.0	5322.0
TERT_E11_STA101168	1126.0	15734.0	2981.0	4590.0	1442.0	5769.0	1241.0	9358.0	4602.0	1700.0	9141.0	11425.0	19420.0	9769.0	699.0	8375.0	6473.0
TERT_E11_STA101169	1505.0	20866.0	4895.0	6546.0	1899.0	10976.0	1792.0	13145.0	6280.0	2302.0	14266.0	16634.0	28884.0	14568.0	1040.0	10826.0	9361.0
TERT_E11_STA101170	329.0	3994.0	1162.0	1397.0	378.0	1799.0	418.0	2580.0	1641.0	546.0	3369.0	4241.0	6186.0	3340.0	306.0	3249.0	2353.0
TERT_E10_STA101171	429.0	4093.0	963.0	1936.0	605.0	1934.0	557.0	3246.0	1652.0	518.0	3505.0	4202.0	5605.0	3332.0	167.0	2957.0	2314.0
TERT_E10_STA101172	3484.0	23220.0	4234.0	8162.0	2289.0	7738.0	2146.0	12972.0	9530.0	2263.0	12723.0	18217.0	28401.0	15979.0	882.0	17884.0	11798.0
TERT_E9_STA101173	629.0	6891.0	869.0	2450.0	605.0	1815.0	501.0	2924.0	2130.0	696.0	3105.0	4499.0	6018.0	3777.0	212.0	3831.0	3504.0
TERT_E9_STA101174	2419.0	14741.0	1843.0	5358.0	1243.0	4716.0	816.0	8532.0	4736.0	1328.0	8399.0	11434.0	15621.0	11700.0	623.0	8175.0	6476.0
TERT_E8_STA101814	179.0	2044.0	246.0	554.0	358.0	460.0	172.0	1042.0	569.0	175.0	830.0	1320.0	2411.0	1362.0	53.0	1284.0	849.0
TERT_E8_STA101176	1064.0	20710.0	2213.0	5783.0	1403.0	6535.0	1100.0	8992.0	4506.0	1263.0	10445.0	11957.0	17697.0	8306.0	586.0	11255.0	8488.0
TERT_E7_STA101177	550.0	6969.0	689.0	1584.0	1037.0	1813.0	384.0	3596.0	1839.0	779.0	2500.0	4511.0	7897.0	4336.0	249.0	3792.0	2670.0
TERT_E6_STA101178	2002.0	26917.0	3521.0	5337.0	2565.0	7970.0	1779.0	13508.0	7012.0	2492.0	9980.0	16068.0	22517.0	10956.0	1118.0	21702.0	12312.0
TERT_E6_STA101179	1262.0	27825.0	3189.0	5051.0	2349.0	7770.0	1298.0	10362.0	5964.0	2183.0	7770.0	11477.0	18388.0	8389.0	899.0	21845.0	12224.0
TERT_E5_STA101180	731.0	11079.0	1288.0	2229.0	1044.0	2357.0	619.0	6586.0	3031.0	1098.0	3622.0	7741.0	13170.0	6937.0	370.0	5427.0	3561.0
TERT_E5_STA101181	57.0	979.0	88.0	224.0	111.0	249.0	48.0	476.0	236.0	84.0	307.0	535.0	770.0	423.0	21.0	511.0	525.0
TERT_E5_STA101182	1034.0	16305.0	1905.0	3287.0	1486.0	3868.0	862.0	8611.0	4508.0	1265.0	6426.0	9499.0	15489.0	9843.0	542.0	8296.0	5893.0
TERT_E4_STA101183	1187.0	14677.0	1842.0	3154.0	1647.0	4167.0	759.0	8719.0	4248.0	1278.0	5615.0	11054.0	16690.0	10161.0	592.0	8496.0	5381.0
TERT_E4_STA101184	1218.0	18158.0	2314.0	4489.0	1781.0	6068.0	1220.0	8908.0	5537.0	1721.0	8116.0	13669.0	18340.0	10412.0	841.0	12006.0	8072.0
TERT_E4_STA101185	1879.0	33772.0	2671.0	5620.0	2647.0	9886.0	1574.0	12796.0	7655.0	3114.0	10509.0	16452.0	24826.0	15475.0	541.0	24616.0	12861.0
TERT_E3_STA101186	2773.0	39788.0	4158.0	9714.0	3410.0	9917.0	1889.0	16491.0	9552.0	2720.0	14669.0	23022.0	36164.0	18951.0	724.0	25049.0	13083.0
TERT_E3_STA101187	3418.0	52705.0	6222.0	11008.0	4027.0	15970.0	3301.0	22153.0	11230.0	4228.0	19353.0	29272.0	43937.0	22564.0	1698.0	34932.0	18635.0
TERT_E3_STA101188	3451.0	46049.0	5260.0	9863.0	3452.0	13203.0	2387.0	18768.0	13010.0	3406.0	15591.0	25899.0	36825.0	25228.0	1128.0	33577.0	19426.0
TERT_E2_STA101189	1237.0	32432.0	2654.0	4787.0	2111.0	7520.0	1120.0	12316.0	6700.0	2900.0	5874.0	9984.0	17740.0	9399.0	630.0	19890.0	11072.0
TERT_E2_STA101190	485.0	8810.0	958.0	1904.0	688.0	1950.0	334.0	3970.0	2398.0	748.0	2934.0	5053.0	8788.0	4642.0	113.0	5088.0	3075.0
TERT_E2_STA101191	4.0	92.0	10.0	23.0	18.0	26.0	6.0	57.0	30.0	14.0	38.0	75.0	158.0	56.0	2.0	58.0	41.0
TERT_E2_STA103246	708.0	19874.0	1883.0	3494.0	2032.0	6328.0	760.0	9856.0	5225.0	1855.0	6766.0	8543.0	15937.0	8277.0	334.0	12574.0	7900.0
TERT_E2_STA101193	82.0	1587.0	210.0	456.0	360.0	525.0	77.0	1131.0	640.0	286.0	829.0	1636.0	2999.0	1468.0	62.0	856.0	706.0
TERT_E2_STA101812	796.0	21676.0	1650.0	4045.0	1693.0	5630.0	737.0	8607.0	5295.0	1884.0	7823.0	12436.0	15112.0	7982.0	408.0	13664.0	8210.0
TERT_E2_STA101811	962.0	22810.0	2170.0	3131.0	1848.0	5758.0	1021.0	8851.0	5533.0	1851.0	7319.0	10324.0	14349.0	10629.0	278.0	16009.0	9829.0
TERT_E2_STA102079	840.0	19708.0	1386.0	3189.0	1419.0	4486.0	1087.0	8279.0	4836.0	1639.0	5267.0	10241.0	14300.0	8676.0	350.0	11126.0	6961.0
TERT_E2_STA101197	121.0	2232.0	295.0	502.0	195.0	898.0	99.0	1174.0	488.0	163.0	1311.0	1353.0	2262.0	1338.0	62.0	1375.0	743.0
TERT_E2_STA102080	45.0	797.0	81.0	159.0	77.0	168.0	19.0	380.0	169.0	47.0	241.0	500.0	756.0	428.0	20.0	345.0	213.0
TERT_E2_STA103243	9.0	176.0	12.0	43.0	34.0	39.0	8.0	82.0	27.0	33.0	60.0	172.0	197.0	75.0	2.0	84.0	78.0
TERT_E2_STA103247	229.0	4032.0	327.0	654.0	335.0	959.0	189.0	1832.0	1092.0	313.0	1459.0	2219.0	3492.0	2172.0	97.0	2014.0	1507.0
TERT_E2_STA102076	0.0	58.0	6.0	6.0	4.0	23.0	0.0	20.0	12.0	6.0	22.0	30.0	49.0	30.0	2.0	24.0	28.0
TERT_E2_STA101206	8.0	68.0	6.0	20.0	8.0	27.0	0.0	56.0	23.0	6.0	23.0	61.0	77.0	56.0	2.0	46.0	24.0
RICTOR_E38_STA101453	1004.0	1462.0	1374.0	2067.0	320.0	1224.0	498.0	966.0	1050.0	540.0	2360.0	2191.0	2533.0	1565.0	174.0	1656.0	1690.0
RICTOR_E37_STA101454	4967.0	8328.0	5009.0	10559.0	2344.0	4157.0	2017.0	4914.0	4297.0	2494.0	9452.0	13010.0	14340.0	8396.0	1252.0	9234.0	8387.0
RICTOR_E36_STA101455	377.0	720.0	1112.0	871.0	244.0	557.0	178.0	418.0	346.0	290.0	1016.0	988.0	1338.0	860.0	182.0	886.0	806.0
RICTOR_E35_STA101456	8038.0	11844.0	9087.0	15488.0	2971.0	6942.0	2743.0	6428.0	8850.0	4188.0	15827.0	13442.0	16642.0	10986.0	2038.0	13173.0	13477.0
RICTOR_E34_STA101457	1736.0	1790.0	2847.0	5362.0	1025.0	1778.0	815.0	3092.0	2511.0	1295.0	5057.0	5678.0	8626.0	5922.0	1106.0	1678.0	2300.0
RICTOR_E33_STA101458	7720.0	10682.0	16705.0	19531.0	4043.0	8686.0	3738.0	10636.0	8967.0	5389.0	19914.0	17685.0	27053.0	15134.0	3307.0	13144.0	16233.0
RICTOR_E32_STA101737	5133.0	6265.0	4395.0	8076.0	1937.0	2958.0	1338.0	3582.0	5351.0	1698.0	6517.0	8491.0	9770.0	6814.0	881.0	6397.0	7188.0
RICTOR_E31_STA101460	12227.0	17672.0	16272.0	21025.0	5193.0	11596.0	3579.0	10623.0	13948.0	7007.0	20729.0	18248.0	24641.0	20029.0	2943.0	21300.0	20245.0
RICTOR_E31_STA101461	5261.0	7914.0	8772.0	10928.0	2045.0	4936.0	2109.0	3994.0	6171.0	3374.0	11364.0	9464.0	11396.0	8599.0	1451.0	9121.0	10448.0
RICTOR_E30_STA101462	13136.0	14646.0	12901.0	22871.0	4496.0	9370.0	4390.0	12584.0	12333.0	5472.0	20498.0	19783.0	27861.0	18917.0	3444.0	17627.0	17785.0
RICTOR_E29_STA101740	31892.0	37580.0	32988.0	51356.0	11006.0	21507.0	8362.0	20987.0	31511.0	14446.0	39932.0	38899.0	64957.0	46421.0	7748.0	47360.0	43257.0
RICTOR_E28_STA101464	2930.0	5261.0	5015.0	6107.0	1195.0	2581.0	1313.0	2578.0	2927.0	1861.0	5909.0	5886.0	6690.0	4264.0	995.0	6197.0	6733.0
RICTOR_E26_STA101466	12117.0	13460.0	13409.0	18982.0	3859.0	7802.0	3247.0	8304.0	10918.0	4977.0	17011.0	16974.0	26244.0	16736.0	2659.0	15297.0	14193.0
RICTOR_E25_STA101467	5778.0	9530.0	6738.0	9717.0	2502.0	4217.0	1785.0	4845.0	5425.0	2601.0	9433.0	10446.0	15838.0	7648.0	1250.0	9873.0	9400.0
RICTOR_E24_STA101468	3399.0	5403.0	3433.0	6423.0	1296.0	1897.0	997.0	3113.0	3463.0	1462.0	5798.0	5718.0	6828.0	4861.0	910.0	5168.0	4950.0
RICTOR_E23_STA101469	12081.0	17527.0	13131.0	20996.0	4639.0	7988.0	4686.0	10953.0	12421.0	6027.0	16378.0	20902.0	31265.0	19645.0	3812.0	18715.0	18895.0
RICTOR_E22_STA101470	11939.0	18101.0	16389.0	20853.0	5175.0	9844.0	4198.0	10077.0	12252.0	8062.0	19843.0	19614.0	30474.0	18657.0	3815.0	20201.0	19983.0
RICTOR_E21_STA101471	21520.0	28790.0	25606.0	39639.0	8583.0	19016.0	8177.0	17416.0	24545.0	11907.0	37202.0	34985.0	48078.0	33719.0	7007.0	35632.0	34884.0
RICTOR_E20_STA101472	20402.0	25529.0	18823.0	34895.0	7862.0	13938.0	6232.0	17704.0	20334.0	8205.0	27735.0	32596.0	43341.0	29343.0	4722.0	31749.0	26441.0
RICTOR_E19_STA101744	2522.0	5553.0	5877.0	6104.0	1437.0	2151.0	1188.0	2139.0	2731.0	1871.0	5795.0	5341.0	6756.0	3657.0	901.0	4738.0	4871.0
RICTOR_E18_STA101474	12079.0	16461.0	15141.0	23640.0	4679.0	6784.0	2970.0	8727.0	11892.0	5789.0	16329.0	18796.0	31810.0	17671.0	3316.0	16584.0	17176.0
RICTOR_E17_STA101475	13511.0	16546.0	14222.0	22798.0	5532.0	9018.0	4313.0	10747.0	12382.0	6007.0	20090.0	23784.0	29666.0	20239.0	3734.0	17397.0	19283.0
RICTOR_E15_STA101477	7570.0	14830.0	12211.0	18649.0	3804.0	9124.0	4012.0	8954.0	7350.0	5087.0	19833.0	17020.0	25967.0	15399.0	2072.0	15811.0	15777.0
RICTOR_E14_STA101478	3018.0	4274.0	2329.0	5495.0	944.0	2135.0	1055.0	2661.0	2908.0	947.0	4821.0	5855.0	7724.0	4478.0	573.0	4940.0	5095.0
RICTOR_E13_STA101479	6326.0	9032.0	8007.0	11952.0	2565.0	5940.0	2211.0	4507.0	6388.0	3093.0	12949.0	12439.0	14935.0	10134.0	1255.0	11093.0	10446.0
RICTOR_E12_STA101480	6815.0	11489.0	9018.0	13446.0	2887.0	5150.0	2170.0	6721.0	7192.0	3048.0	10690.0	13798.0	19078.0	11132.0	1768.0	10811.0	11274.0
RICTOR_E11_STA101481	3372.0	5658.0	3364.0	6985.0	1738.0	2011.0	1348.0	3163.0	3281.0	2249.0	6263.0	8493.0	10351.0	5937.0	902.0	5070.0	5825.0
RICTOR_E10_STA101482	12646.0	19351.0	9869.0	24413.0	6448.0	13254.0	4743.0	11681.0	15907.0	7041.0	25455.0	21457.0	31904.0	21044.0	3230.0	22945.0	22458.0
RICTOR_E9_STA101483	5299.0	9824.0	4824.0	9483.0	2869.0	2136.0	1516.0	5549.0	5643.0	2571.0	8667.0	10274.0	12007.0	9122.0	1390.0	9774.0	8210.0
RICTOR_E8_STA101484	3394.0	4306.0	6570.0	6859.0	1464.0	3799.0	1791.0	3638.0	3954.0	2203.0	6676.0	6339.0	9186.0	6513.0	1398.0	5210.0	5544.0
RICTOR_E7_STA101485	3126.0	3215.0	3773.0	4522.0	1375.0	1384.0	1076.0	2700.0	2460.0	1673.0	3797.0	3876.0	6603.0	4313.0	644.0	3164.0	3898.0
RICTOR_E6_STA101486	800.0	1140.0	1498.0	1832.0	557.0	627.0	408.0	847.0	689.0	557.0	1659.0	1817.0	2701.0	1251.0	397.0	1419.0	1769.0
RICTOR_E5_STA101739	17497.0	25665.0	21968.0	34211.0	6344.0	14400.0	6411.0	17048.0	17533.0	8959.0	28459.0	30679.0	40108.0	27110.0	4127.0	26893.0	25296.0
RICTOR_E4_STA101488	16752.0	24015.0	17257.0	26113.0	7723.0	11414.0	4582.0	12152.0	16467.0	7952.0	26767.0	25342.0	34395.0	22655.0	4115.0	27142.0	27335.0
RICTOR_E3_STA101489	1856.0	2975.0	3510.0	4911.0	875.0	2183.0	1090.0	2107.0	1720.0	1164.0	4663.0	4093.0	5237.0	2556.0	605.0	3410.0	4010.0
RICTOR_E1_STA101491	1055.0	6381.0	1073.0	3643.0	834.0	2114.0	575.0	3447.0	2973.0	807.0	4617.0	5915.0	7985.0	5182.0	716.0	2936.0	3154.0
HIST1H3B_E1_STA100235	5397.0	18347.0	12220.0	12702.0	3380.0	10371.0	3440.0	8866.0	6013.0	5279.0	15248.0	14515.0	22197.0	11493.0	3348.0	11298.0	11013.0
HIST1H3B_E1_STA100236	3471.0	17485.0	5732.0	7122.0	1696.0	4815.0	1687.0	4546.0	4663.0	2230.0	9123.0	10676.0	12423.0	7299.0	1420.0	6387.0	7717.0
HIST1H3B_E1_STA100237	9522.0	52126.0	9512.0	16120.0	5457.0	11848.0	3457.0	13238.0	11697.0	5846.0	17972.0	26983.0	33424.0	23525.0	2466.0	21674.0	17976.0
HIST1H3B_E1_STA100238	5283.0	22026.0	4148.0	8059.0	2679.0	5605.0	1737.0	6902.0	5926.0	3705.0	9535.0	13059.0	17638.0	11001.0	1670.0	7375.0	7269.0
HIST1H3B_E1_STA100239	1296.0	6861.0	2015.0	3015.0	862.0	2494.0	766.0	2127.0	1644.0	1158.0	3427.0	4699.0	6376.0	3851.0	631.0	3367.0	2855.0
ROS1_E41_STA100240	20422.0	39480.0	25282.0	33424.0	9012.0	17832.0	5756.0	12588.0	22659.0	9653.0	32624.0	35566.0	28944.0	41576.0	5330.0	37746.0	34566.0
ROS1_E41_STA100241	8968.0	11131.0	9568.0	16786.0	3391.0	6884.0	3037.0	5077.0	8220.0	3318.0	14005.0	18011.0	11344.0	13712.0	2238.0	9590.0	11121.0
ROS1_E41_STA100242	26893.0	44788.0	26508.0	42363.0	11278.0	20713.0	7660.0	15939.0	27308.0	10508.0	32562.0	40779.0	35296.0	46933.0	6524.0	41831.0	36043.0
ROS1_E38_STA100243	3438.0	7082.0	5076.0	5699.0	1465.0	3540.0	1151.0	2370.0	3656.0	1856.0	6001.0	7148.0	5117.0	7255.0	1107.0	5903.0	5841.0
ROS1_E38_STA100244	7264.0	13700.0	8610.0	14274.0	2740.0	7165.0	2496.0	4178.0	7987.0	2643.0	11559.0	12333.0	8555.0	12050.0	1858.0	12362.0	11398.0
RAC1_E2_STA100245	4857.0	7546.0	5057.0	17789.0	5059.0	4396.0	1926.0	6330.0	5305.0	6512.0	15896.0	20731.0	16228.0	10036.0	1410.0	8815.0	6891.0
EGFR_E2_STA101493	4962.0	7849.0	5406.0	10316.0	1990.0	3687.0	1811.0	4657.0	4991.0	3073.0	9445.0	10402.0	61883.0	8494.0	1380.0	4905.0	5472.0
EGFR_E3_STA101494	8808.0	45113.0	14458.0	22743.0	5653.0	17160.0	5347.0	12158.0	15200.0	7564.0	29350.0	28273.0	146228.0	22333.0	3650.0	21196.0	19813.0
EGFR_E4_STA101495	1309.0	14689.0	3266.0	4797.0	1183.0	5002.0	1609.0	4998.0	2669.0	1931.0	9809.0	9423.0	51589.0	7591.0	1426.0	5748.0	4752.0
EGFR_E5_STA101496	11183.0	61169.0	10654.0	21661.0	5487.0	15734.0	5016.0	15282.0	15899.0	7319.0	22356.0	30348.0	185560.0	28373.0	3409.0	27974.0	18629.0
EGFR_E6_STA101497	5881.0	40052.0	6980.0	17158.0	3651.0	11399.0	3770.0	17684.0	10532.0	4852.0	21032.0	31792.0	267923.0	28202.0	3462.0	10561.0	10162.0
EGFR_E7_STA101498	12552.0	125739.0	15144.0	30568.0	7176.0	26914.0	7629.0	25971.0	25783.0	11335.0	40179.0	50058.0	399663.0	49864.0	6173.0	48701.0	33515.0
EGFR_E8_STA101499	1115.0	7882.0	1596.0	3193.0	1056.0	2096.0	674.0	3592.0	2070.0	1017.0	4183.0	5566.0	142321.0	6491.0	605.0	2327.0	2441.0
EGFR_E9_STA101500	9013.0	35445.0	10683.0	15695.0	3817.0	10098.0	4282.0	10620.0	9995.0	5547.0	15874.0	18857.0	439957.0	15223.0	2720.0	19434.0	14352.0
EGFR_E10_STA101501	4003.0	11627.0	4821.0	8226.0	2357.0	4666.0	1889.0	5368.0	5368.0	2876.0	9557.0	11496.0	221165.0	8926.0	1328.0	7988.0	6620.0
EGFR_E11_STA101502	838.0	5464.0	1817.0	2845.0	537.0	2129.0	674.0	2081.0	1285.0	809.0	3612.0	4218.0	73528.0	3080.0	589.0	2499.0	2051.0
EGFR_E12_STA100246	6294.0	12017.0	7125.0	12063.0	2704.0	5147.0	2384.0	7610.0	6222.0	2943.0	10260.0	13572.0	301047.0	12385.0	2236.0	7897.0	7625.0
EGFR_E12_STA100247	8472.0	23482.0	12727.0	15759.0	3163.0	10140.0	3788.0	8775.0	9324.0	4891.0	16966.0	18075.0	341379.0	15329.0	2510.0	15959.0	15011.0
EGFR_E12_STA100248	1354.0	4166.0	2935.0	3582.0	739.0	4538.0	949.0	2015.0	1671.0	1112.0	4163.0	7062.0	69879.0	2986.0	870.0	3898.0	3056.0
EGFR_E13_STA101503	4612.0	33008.0	7767.0	13822.0	2464.0	8491.0	3554.0	11632.0	8002.0	4082.0	19254.0	21966.0	400909.0	18760.0	1931.0	11558.0	11636.0
EGFR_E14_STA101504	8002.0	49620.0	7403.0	18245.0	3511.0	9294.0	3303.0	13248.0	11642.0	5325.0	18309.0	29021.0	469227.0	27076.0	2715.0	17797.0	14306.0
EGFR_E15_STA101505	3905.0	35100.0	6015.0	9658.0	2434.0	8637.0	2394.0	8225.0	7049.0	3551.0	12448.0	13133.0	271416.0	12085.0	1885.0	16198.0	12729.0
EGFR_E16_STA101506	4053.0	17652.0	5294.0	8820.0	2896.0	4478.0	2224.0	7539.0	6246.0	2884.0	9729.0	14358.0	331159.0	12671.0	1701.0	8427.0	6809.0
EGFR_E17_STA101507	3923.0	30033.0	3931.0	8752.0	2937.0	6368.0	2076.0	8824.0	7355.0	3172.0	10245.0	16029.0	316971.0	15083.0	1995.0	12875.0	9533.0
EGFR_E18_STA100249	2937.0	28743.0	3446.0	6882.0	1956.0	6913.0	1590.0	6252.0	5278.0	2553.0	8715.0	12789.0	232296.0	10353.0	1619.0	13418.0	8368.0
EGFR_E18_STA100250	1991.0	15920.0	2385.0	5508.0	1703.0	3968.0	1053.0	5947.0	3608.0	2015.0	7075.0	10725.0	212129.0	10832.0	1354.0	5947.0	5133.0
EGFR_E19_STA100251	4915.0	36678.0	8894.0	13762.0	3111.0	11264.0	3719.0	10897.0	8143.0	5011.0	21119.0	21349.0	398383.0	18484.0	2828.0	18995.0	13348.0
EGFR_E19_STA100252	3471.0	29915.0	6352.0	8812.0	2048.0	9696.0	2948.0	8193.0	6621.0	4005.0	14078.0	15806.0	274274.0	14721.0	2686.0	15225.0	10801.0
EGFR_E20_STA100253	6075.0	72274.0	7804.0	16059.0	5772.0	13341.0	4528.0	21716.0	14998.0	6319.0	23162.0	34654.0	794788.0	33643.0	3570.0	25571.0	19859.0
EGFR_E20_STA100254	5130.0	52620.0	7120.0	11973.0	4462.0	11854.0	2091.0	15198.0	10864.0	4752.0	20013.0	22458.0	516373.0	23125.0	2678.0	22789.0	18290.0
EGFR_E20_STA100255	10311.0	99237.0	14463.0	26465.0	7235.0	25650.0	6749.0	28401.0	21423.0	8333.0	40289.0	47168.0	1025805.0	45009.0	5267.0	49989.0	33728.0
EGFR_E20_STA100256	2189.0	27406.0	4453.0	5362.0	1678.0	6998.0	1353.0	7147.0	4741.0	2733.0	8843.0	9989.0	229659.0	9416.0	1469.0	15922.0	9999.0
EGFR_E21_STA100257	7227.0	64057.0	8589.0	16477.0	4029.0	14932.0	4831.0	15201.0	13039.0	5902.0	24665.0	28630.0	557788.0	22537.0	2953.0	27497.0	19205.0
EGFR_E21_STA100258	14358.0	135940.0	14442.0	30386.0	10881.0	25742.0	6544.0	37546.0	29743.0	11802.0	39147.0	59840.0	1295106.0	55745.0	5973.0	64307.0	36978.0
EGFR_E21_STA100259	3003.0	41183.0	4657.0	8651.0	2653.0	9116.0	2849.0	8778.0	7635.0	3763.0	13759.0	15718.0	320558.0	13048.0	1874.0	18740.0	13044.0
EGFR_E22_STA100260	9272.0	55187.0	16383.0	22990.0	5403.0	19718.0	6949.0	19466.0	16039.0	8727.0	28265.0	31612.0	747057.0	24230.0	4539.0	30858.0	24394.0
EGFR_E23_STA100261	5388.0	25025.0	10523.0	13621.0	2426.0	9119.0	3183.0	8692.0	6969.0	4515.0	18286.0	19659.0	381393.0	16586.0	3175.0	9903.0	8049.0
EGFR_E23_STA100262	12273.0	67298.0	15906.0	27061.0	4663.0	17073.0	6570.0	14014.0	15636.0	8663.0	30445.0	34278.0	568030.0	37555.0	4093.0	28780.0	23965.0
EGFR_E24_STA100263	4992.0	25297.0	5547.0	10329.0	3197.0	6231.0	2721.0	7463.0	7066.0	3715.0	11026.0	15308.0	253844.0	10968.0	1730.0	12231.0	10265.0
EGFR_E24_STA100264	8252.0	62664.0	13218.0	22249.0	5290.0	18114.0	5349.0	15991.0	13410.0	7183.0	25398.0	30687.0	606895.0	26268.0	4288.0	30480.0	21684.0
EGFR_E25_STA100265	7183.0	43500.0	7895.0	16087.0	4678.0	9723.0	4038.0	12918.0	11933.0	5424.0	18478.0	27520.0	514888.0	25572.0	3123.0	19296.0	13173.0
EGFR_E25_STA100266	12039.0	72121.0	16466.0	29858.0	5429.0	18571.0	7603.0	20269.0	18589.0	8488.0	38781.0	43440.0	786409.0	41739.0	4679.0	29755.0	25142.0
EGFR_E25_STA100267	4564.0	27243.0	6816.0	9221.0	2835.0	6674.0	2630.0	8132.0	6319.0	4539.0	12807.0	11506.0	270776.0	11102.0	1842.0	17080.0	11978.0
EGFR_E26_STA101508	19832.0	63679.0	24578.0	40960.0	11082.0	25482.0	8789.0	27664.0	26956.0	13304.0	40389.0	42104.0	1162093.0	48374.0	7338.0	40268.0	36389.0
EGFR_E27_STA101647	3742.0	23963.0	3737.0	6400.0	1900.0	4951.0	1330.0	8431.0	6038.0	2446.0	8024.0	12268.0	269040.0	13016.0	1473.0	8127.0	6458.0
EGFR_E28_STA101510	3195.0	32663.0	5359.0	9894.0	2113.0	8246.0	2252.0	7979.0	6383.0	3084.0	11532.0	12718.0	263622.0	10909.0	1755.0	14501.0	10614.0
MET_E2_STA100268	13984.0	93646.0	16288.0	28970.0	5898.0	13716.0	5412.0	12254.0	15065.0	8507.0	23925.0	32410.0	51394.0	26708.0	4004.0	26721.0	19955.0
MET_E2_STA100269	16098.0	105462.0	17859.0	30378.0	7470.0	15327.0	6884.0	9970.0	18707.0	10286.0	28460.0	33873.0	49054.0	29790.0	4516.0	34691.0	23940.0
MET_E2_STA101511	16128.0	105612.0	17894.0	30442.0	7475.0	15345.0	6892.0	9989.0	18739.0	10295.0	28515.0	33920.0	49122.0	29821.0	4521.0	34730.0	23969.0
MET_E2_STA100270	30647.0	212205.0	38777.0	59031.0	13913.0	34405.0	12004.0	21388.0	40254.0	20183.0	60328.0	67372.0	100676.0	61678.0	9390.0	68975.0	48436.0
MET_E2_STA100271	20681.0	134624.0	23194.0	45288.0	7804.0	20112.0	6855.0	14592.0	24756.0	12371.0	42379.0	50290.0	70801.0	44084.0	6869.0	38365.0	27581.0
MET_E2_STA100272	6058.0	49460.0	11230.0	16770.0	2736.0	10424.0	3403.0	5833.0	7519.0	4758.0	17436.0	18024.0	27034.0	15047.0	2275.0	15580.0	11782.0
MET_E2_STA100273	13669.0	100338.0	14364.0	29607.0	6271.0	14603.0	4583.0	9460.0	15036.0	7741.0	28393.0	34619.0	53749.0	32717.0	4491.0	26689.0	19290.0
MET_E2_STA100274	20085.0	129781.0	18078.0	36555.0	9501.0	18554.0	7580.0	13811.0	23911.0	12395.0	34122.0	39477.0	70059.0	39335.0	5748.0	48401.0	30434.0
MET_E2_STA100275	5614.0	25705.0	7504.0	12068.0	2530.0	7187.0	2929.0	3699.0	5974.0	3960.0	12792.0	10063.0	19549.0	8716.0	1992.0	14330.0	10181.0
MET_E2_STA100276	8962.0	28822.0	11026.0	16200.0	3725.0	6987.0	3782.0	6118.0	10307.0	5652.0	16795.0	15797.0	33720.0	15480.0	2436.0	13538.0	12191.0
MET_E2_STA100277	8320.0	37185.0	11825.0	16659.0	3653.0	10320.0	4380.0	5409.0	10629.0	6445.0	17464.0	15632.0	28093.0	14938.0	2595.0	18051.0	14478.0
MET_E2_STA100278	10591.0	36680.0	13091.0	19196.0	5276.0	10768.0	4420.0	6728.0	11286.0	7418.0	18335.0	15990.0	32983.0	19079.0	3471.0	19483.0	16544.0
MET_E2_STA100279	3729.0	20179.0	8627.0	10501.0	2497.0	6452.0	2564.0	3413.0	4435.0	4236.0	13147.0	11658.0	18298.0	9222.0	2148.0	8380.0	7301.0
MET_E2_STA100280	7631.0	46714.0	8515.0	14726.0	3570.0	7292.0	2721.0	5407.0	7580.0	5232.0	13002.0	16438.0	24679.0	13966.0	1965.0	15631.0	10116.0
