	D21D00904T	D21D00908T	D21D00917T	D21D00921T	D21D00937	D21D00941T	D21D00942	D21D00943	D21D00948	D21D00949	D21D00952	N21D00923	N21D00932	N21D00946	U21D00938	X21D00911	X21D00918HPV
PALB2_E4_STA100752	17045.0	28779.0	20353.0	31536.0	6772.0	16752.0	6509.0	13383.0	17457.0	8716.0	31378.0	34503.0	40074.0	30075.0	5087.0	28632.0	28615.0
PALB2_E4_STA100753	13678.0	22226.0	20072.0	25388.0	5613.0	15113.0	5746.0	10838.0	14683.0	7501.0	29765.0	28273.0	36520.0	26121.0	4800.0	22565.0	22962.0
PALB2_E4_STA100754	4234.0	6083.0	7232.0	8562.0	1613.0	5036.0	2390.0	3685.0	5149.0	2174.0	11351.0	10390.0	15199.0	9716.0	1938.0	4577.0	5706.0
PALB2_E4_STA100755	3281.0	5840.0	7582.0	7455.0	1349.0	5102.0	1612.0	3591.0	3893.0	1952.0	10525.0	8704.0	10940.0	6112.0	1720.0	5156.0	6422.0
PALB2_E4_STA100756	3281.0	5839.0	7573.0	7455.0	1345.0	5096.0	1608.0	3591.0	3891.0	1943.0	10505.0	8698.0	10940.0	6090.0	1717.0	5155.0	6417.0
PALB2_E4_STA100757	16671.0	23005.0	19424.0	29933.0	5448.0	14266.0	5390.0	12717.0	17698.0	6354.0	26072.0	31214.0	46976.0	33184.0	4247.0	17360.0	21008.0
PALB2_E4_STA100758	11330.0	15348.0	11616.0	20133.0	4419.0	9328.0	3845.0	8414.0	12004.0	5106.0	18803.0	21970.0	29614.0	19534.0	2919.0	13041.0	16213.0
PALB2_E4_STA100759	8118.0	12455.0	9402.0	14361.0	3909.0	6932.0	2499.0	7702.0	8183.0	5115.0	14071.0	17257.0	22358.0	17842.0	2234.0	10774.0	11246.0
PALB2_E4_STA100760	1065.0	1935.0	2717.0	2932.0	416.0	1460.0	650.0	1266.0	1297.0	612.0	3453.0	2745.0	3699.0	1942.0	456.0	1660.0	2257.0
PALB2_E4_STA100761	16393.0	34241.0	20924.0	26987.0	8018.0	17884.0	6487.0	13551.0	19760.0	10145.0	29748.0	27084.0	39730.0	29717.0	4263.0	29381.0	28367.0
PALB2_E4_STA100762	3147.0	5771.0	4320.0	7120.0	1091.0	3022.0	1741.0	2879.0	3787.0	1526.0	7087.0	8518.0	9630.0	5929.0	882.0	4651.0	4492.0
PALB2_E4_STA100763	2841.0	5069.0	3380.0	6091.0	977.0	2538.0	1414.0	2415.0	3403.0	1311.0	5919.0	7511.0	8444.0	5209.0	666.0	4145.0	3905.0
PALB2_E3_STA100765	4162.0	10084.0	7241.0	10615.0	2595.0	7756.0	2840.0	5908.0	5304.0	3305.0	13556.0	12758.0	17927.0	9677.0	1970.0	11031.0	10686.0
PALB2_E3_STA100766	18559.0	30346.0	18566.0	26303.0	7767.0	17577.0	5458.0	15752.0	18448.0	9132.0	27233.0	33464.0	50339.0	32899.0	4036.0	33060.0	27270.0
PALB2_E3_STA100767	2743.0	4595.0	3163.0	4612.0	1167.0	2187.0	1365.0	2190.0	2833.0	1130.0	5127.0	6732.0	8140.0	5514.0	610.0	3853.0	3906.0
PALB2_E2_STA100768	8003.0	13255.0	8637.0	16163.0	3368.0	8615.0	3561.0	8723.0	8481.0	3908.0	16401.0	19991.0	26451.0	17484.0	1923.0	10171.0	11920.0
PALB2_E1_STA100769	627.0	5347.0	2050.0	2177.0	673.0	2803.0	651.0	2085.0	2085.0	811.0	4770.0	4347.0	6252.0	2926.0	530.0	2236.0	2744.0
MAPK3_E4_STA100059	3066.0	21237.0	3467.0	6716.0	3825.0	6741.0	1689.0	10487.0	8131.0	3318.0	10457.0	16761.0	25776.0	14822.0	1305.0	12855.0	9336.0
MAPK3_E4_STA100060	4516.0	45795.0	6704.0	12312.0	5727.0	13783.0	2757.0	13400.0	13105.0	4393.0	19274.0	24218.0	35623.0	23141.0	2322.0	29200.0	20386.0
MAPK3_E3_STA100061	1061.0	7798.0	1601.0	3176.0	1353.0	3149.0	820.0	4006.0	3011.0	1134.0	4387.0	8754.0	11844.0	6038.0	573.0	4153.0	3307.0
MAPK3_E3_STA100062	887.0	8637.0	1838.0	2361.0	1031.0	3691.0	867.0	3068.0	2122.0	996.0	4322.0	5750.0	7531.0	3821.0	570.0	5957.0	4060.0
MAPK3_E3_STA100063	4579.0	39656.0	6605.0	13904.0	4220.0	15507.0	4285.0	12641.0	11232.0	4478.0	21259.0	27178.0	36486.0	23636.0	2368.0	22544.0	17697.0
MAPK3_E3_STA100064	2103.0	18492.0	4855.0	6626.0	1702.0	9002.0	2596.0	7862.0	5113.0	2409.0	13261.0	13223.0	22919.0	12009.0	1335.0	8798.0	8568.0
MAPK3_E2_STA101608	5897.0	52897.0	7019.0	14201.0	5457.0	17485.0	3742.0	14944.0	12781.0	5776.0	22890.0	25870.0	43042.0	22900.0	2509.0	31883.0	21058.0
MAPK3_E2_STA100066	6260.0	57933.0	7979.0	16992.0	6252.0	14464.0	3795.0	21864.0	15848.0	5502.0	25516.0	34415.0	57777.0	31795.0	1837.0	32646.0	23044.0
TP53_E12_STA100770	13172.0	81372.0	13978.0	25989.0	8599.0	22602.0	5940.0	22438.0	22262.0	6650.0	36423.0	53018.0	85062.0	56134.0	5251.0	35237.0	31103.0
TP53_E11_STA100771	5205.0	38957.0	6999.0	12769.0	3584.0	11612.0	2578.0	9028.0	9324.0	3535.0	16374.0	23528.0	33971.0	21355.0	2200.0	17955.0	16779.0
TP53_E11_STA100772	351.0	2947.0	775.0	1400.0	630.0	1230.0	352.0	964.0	994.0	323.0	2255.0	4285.0	6111.0	3538.0	247.0	972.0	1162.0
TP53_E9_STA100773	1325.0	4750.0	2044.0	2651.0	1339.0	2917.0	691.0	3176.0	2152.0	1012.0	3965.0	7346.0	12299.0	6256.0	809.0	2116.0	2634.0
TP53_E9_STA100774	8184.0	38600.0	10201.0	14429.0	4812.0	16254.0	4449.0	10711.0	10469.0	4655.0	20907.0	28305.0	42926.0	25673.0	3206.0	20057.0	19335.0
TP53_E9_STA100775	3027.0	16210.0	4059.0	7764.0	1717.0	6970.0	1812.0	6762.0	6136.0	2235.0	9856.0	20152.0	26221.0	17596.0	1405.0	6862.0	7870.0
TP53_E8_STA100776	2974.0	23574.0	7816.0	10180.0	3453.0	12824.0	4365.0	9885.0	6661.0	3747.0	17871.0	21884.0	31627.0	17963.0	2753.0	10577.0	11059.0
TP53_E8_STA100777	4691.0	23515.0	6216.0	8857.0	3174.0	8614.0	2610.0	8112.0	6910.0	3006.0	13458.0	21957.0	30140.0	18539.0	1873.0	10711.0	10540.0
TP53_E8_STA101648	1208.0	8006.0	2552.0	2770.0	1066.0	3389.0	769.0	2109.0	1877.0	930.0	4946.0	5649.0	7567.0	3999.0	571.0	3354.0	3801.0
TP53_E7_STA100779	5805.0	49429.0	6764.0	15953.0	4562.0	16371.0	3543.0	12074.0	14240.0	4013.0	20714.0	32861.0	48240.0	30941.0	2705.0	26850.0	22481.0
TP53_E7_STA100780	3459.0	23871.0	3942.0	8042.0	2002.0	5655.0	1126.0	7137.0	6254.0	1921.0	9887.0	19063.0	28257.0	17234.0	1383.0	9253.0	8618.0
TP53_E6_STA100782	2402.0	17123.0	2784.0	5310.0	1633.0	4238.0	1474.0	4871.0	4348.0	1643.0	7401.0	14262.0	20113.0	11451.0	876.0	6875.0	6431.0
TP53_E5_STA100783	1823.0	13673.0	2662.0	4626.0	1630.0	4506.0	1033.0	5314.0	4196.0	1547.0	6189.0	11791.0	20024.0	10977.0	952.0	5517.0	4898.0
TP53_E5_STA100784	3265.0	22795.0	5163.0	7983.0	2493.0	8329.0	2361.0	7154.0	3557.0	2251.0	11591.0	17270.0	23891.0	14142.0	1837.0	9258.0	11400.0
TP53_E5_STA100785	1649.0	16613.0	2672.0	4816.0	1669.0	6409.0	1593.0	5280.0	2388.0	1257.0	7757.0	11164.0	15897.0	7675.0	1167.0	9457.0	6550.0
TP53_E4_STA101646	355.0	2729.0	820.0	744.0	344.0	1370.0	309.0	870.0	717.0	474.0	2199.0	2455.0	3463.0	1756.0	127.0	1138.0	1128.0
TP53_E4_STA101641	2463.0	20701.0	2410.0	5245.0	1773.0	5806.0	1015.0	5331.0	5136.0	1756.0	9290.0	16174.0	18727.0	12793.0	706.0	7633.0	6079.0
TP53_E4_STA100788	2445.0	34341.0	5156.0	10919.0	3274.0	9732.0	1963.0	10590.0	8575.0	2838.0	17652.0	25499.0	39357.0	22908.0	1377.0	12484.0	11366.0
TP53_E2_STA100791	962.0	9272.0	1410.0	3137.0	960.0	3144.0	945.0	2392.0	2835.0	895.0	4381.0	7136.0	8939.0	5212.0	431.0	4254.0	3658.0
NF1_E1_STA103253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	6.0	0.0
NF1_E2_STA100793	9117.0	21609.0	15759.0	17750.0	4243.0	9412.0	4416.0	6696.0	7373.0	6537.0	19449.0	18069.0	26216.0	16751.0	3284.0	18647.0	13164.0
NF1_E2_STA100794	21017.0	48993.0	20890.0	35964.0	8502.0	16156.0	7157.0	12263.0	16481.0	11264.0	33398.0	39454.0	49510.0	32114.0	6033.0	41117.0	30065.0
NF1_E2_STA100795	2723.0	9123.0	3954.0	5017.0	1402.0	2857.0	1187.0	2048.0	2379.0	2137.0	4984.0	6396.0	6669.0	4342.0	954.0	8007.0	5479.0
NF1_E3_STA100796	1658.0	5063.0	4086.0	4218.0	888.0	2225.0	1015.0	1101.0	1244.0	1167.0	4294.0	4469.0	4967.0	2826.0	700.0	3867.0	2831.0
NF1_E3_STA100797	12112.0	31936.0	18470.0	25749.0	5932.0	13126.0	4364.0	6702.0	10718.0	7600.0	23522.0	23971.0	29387.0	19542.0	3817.0	28631.0	22378.0
NF1_E3_STA100798	3128.0	9012.0	4285.0	5056.0	1766.0	2573.0	846.0	1759.0	2512.0	1903.0	4889.0	5706.0	7373.0	4996.0	770.0	7623.0	5062.0
NF1_E4_STA100799	13560.0	45832.0	23379.0	24341.0	6218.0	16543.0	6805.0	8371.0	12480.0	11217.0	27066.0	28308.0	38861.0	29840.0	4690.0	33912.0	21855.0
NF1_E4_STA100800	22814.0	59700.0	20326.0	33595.0	7876.0	19341.0	6780.0	14248.0	17391.0	13995.0	32359.0	35912.0	51624.0	36016.0	4714.0	43579.0	27370.0
NF1_E4_STA100801	2191.0	7244.0	2731.0	3858.0	1052.0	1911.0	878.0	1331.0	1412.0	1526.0	3611.0	3694.0	4977.0	3300.0	548.0	5270.0	3371.0
NF1_E5_STA100802	3773.0	18640.0	4052.0	7260.0	1760.0	5411.0	1682.0	2807.0	3628.0	2255.0	7963.0	8928.0	10810.0	8530.0	968.0	13317.0	7649.0
NF1_E5_STA100803	1002.0	4775.0	2776.0	2832.0	652.0	2025.0	703.0	868.0	1288.0	872.0	3233.0	3572.0	4221.0	2603.0	622.0	3921.0	2635.0
NF1_E5_STA100804	1702.0	6114.0	2566.0	3328.0	772.0	1292.0	658.0	954.0	1434.0	1153.0	3026.0	4252.0	5432.0	3429.0	388.0	4310.0	2810.0
NF1_E6_STA100805	9493.0	30173.0	12512.0	14365.0	4131.0	8294.0	3233.0	5618.0	8020.0	6244.0	12882.0	19487.0	25770.0	16505.0	2088.0	24273.0	14945.0
NF1_E6_STA100806	13266.0	33473.0	16091.0	19425.0	5501.0	9057.0	3894.0	8411.0	9871.0	9361.0	19251.0	23402.0	33134.0	22892.0	3495.0	27755.0	18265.0
NF1_E7_STA100807	13579.0	40111.0	15385.0	24153.0	6686.0	10424.0	4616.0	8856.0	11208.0	8990.0	23523.0	27839.0	40799.0	26760.0	4235.0	31434.0	21336.0
NF1_E7_STA100808	2816.0	6369.0	3683.0	4723.0	581.0	1505.0	1235.0	1568.0	2101.0	1913.0	4794.0	5307.0	6324.0	3772.0	688.0	4943.0	3951.0
NF1_E8_STA100809	1849.0	4428.0	4959.0	4769.0	950.0	2751.0	1232.0	1946.0	1668.0	1820.0	6185.0	4521.0	5820.0	3573.0	752.0	3720.0	3585.0
NF1_E8_STA100810	22927.0	50420.0	27325.0	40149.0	8479.0	20954.0	6995.0	12047.0	18032.0	13931.0	39661.0	36560.0	46982.0	36369.0	6388.0	46671.0	34484.0
NF1_E8_STA100811	3937.0	10427.0	5077.0	6785.0	1643.0	2766.0	1428.0	2759.0	3014.0	2336.0	5533.0	8775.0	11065.0	6851.0	1120.0	6699.0	5107.0
NF1_E9_STA100812	1426.0	3972.0	3122.0	2832.0	805.0	1543.0	758.0	1074.0	1206.0	1480.0	3557.0	3619.0	5116.0	3518.0	662.0	3117.0	2921.0
NF1_E9_STA100813	19181.0	46498.0	25171.0	30794.0	8185.0	17150.0	7910.0	10830.0	15021.0	12860.0	32233.0	29769.0	45056.0	31827.0	4843.0	41374.0	29228.0
NF1_E9_STA101830	5433.0	12917.0	5979.0	7805.0	2360.0	3388.0	1547.0	2685.0	3615.0	3265.0	7648.0	8977.0	12577.0	7807.0	1073.0	8853.0	6796.0
NF1_E10_STA101819	11473.0	18284.0	15067.0	19141.0	4029.0	11380.0	4019.0	6406.0	7195.0	5508.0	20749.0	17132.0	25014.0	14631.0	3614.0	16563.0	14322.0
NF1_E10_STA100816	12314.0	28174.0	13982.0	21204.0	5137.0	8117.0	3663.0	6898.0	8675.0	6869.0	19069.0	23275.0	27992.0	18849.0	2981.0	19394.0	15903.0
NF1_E10_STA100817	3500.0	9155.0	5072.0	6958.0	1642.0	2157.0	1227.0	2249.0	2590.0	1994.0	5532.0	7991.0	9445.0	6002.0	1225.0	6046.0	4605.0
NF1_E11_STA100818	4402.0	12646.0	6741.0	8452.0	1953.0	2832.0	2058.0	2538.0	3783.0	2954.0	8510.0	8178.0	11133.0	6773.0	1489.0	11346.0	9047.0
NF1_E11_STA100819	4390.0	8624.0	4530.0	6988.0	1544.0	2993.0	1277.0	2516.0	2786.0	2279.0	6440.0	6943.0	10366.0	6902.0	1273.0	6704.0	5345.0
