	C21D00050	D21D00052	D21D00060T	D21D00065	D21D00066T	D21D00074T	K21D00053	M21D00054	M21D00075	N21D00042	N21D00061	O21D00086T	P20D02528	P21D00043	P21D00044	P21D00045	P21D00046	P21D00055	P21D00056	P21D00062	P21D00067	P21D00068	P21D00078	P21D00083	P21D00091	U21D00040	X21D00037	X21D00058T	X21D00069	X21D00077
PIK3CA_E2_STA101652	6748.0	3142.0	7693.0	3236.0	7315.0	6854.0	3230.0	6685.0	3453.0	6248.0	4500.0	2562.0	870.0	3453.0	5653.0	3476.0	4373.0	2023.0	2169.0	2132.0	8477.0	1404.0	399.0	826.0	329.0	4168.0	2250.0	3594.0	960.0	1183.0
PIK3CA_E2_STA100183	11236.0	6015.0	15840.0	5782.0	11795.0	12029.0	5547.0	13214.0	5479.0	11975.0	11920.0	5030.0	1627.0	7784.0	10893.0	6119.0	8388.0	3661.0	3391.0	3575.0	14544.0	3457.0	727.0	1539.0	578.0	8643.0	3697.0	7116.0	2169.0	2321.0
PIK3CA_E2_STA100184	4873.0	2398.0	5723.0	2377.0	5525.0	5027.0	2875.0	4400.0	2531.0	4592.0	6291.0	2128.0	650.0	3717.0	4338.0	2305.0	3229.0	1542.0	1506.0	1586.0	6761.0	1408.0	342.0	718.0	346.0	3403.0	1336.0	2623.0	968.0	1392.0
PIK3CA_E3_STA100185	4440.0	2171.0	5452.0	2223.0	5033.0	4210.0	3040.0	4157.0	2712.0	4604.0	5680.0	1965.0	550.0	3324.0	3856.0	1925.0	2929.0	1209.0	1199.0	1559.0	5922.0	1160.0	376.0	534.0	462.0	3208.0	1365.0	3112.0	772.0	1322.0
PIK3CA_E3_STA100186	13564.0	6867.0	17533.0	6594.0	12952.0	12519.0	8012.0	13952.0	7493.0	15730.0	15560.0	6083.0	1839.0	10573.0	12559.0	6120.0	8937.0	4568.0	3345.0	4612.0	17574.0	4071.0	814.0	1740.0	872.0	9643.0	3822.0	7807.0	2778.0	3560.0
PIK3CA_E3_STA100187	20175.0	8227.0	23498.0	9256.0	21274.0	19694.0	8850.0	20362.0	9802.0	19262.0	25578.0	7566.0	2030.0	13916.0	17250.0	8159.0	11998.0	5734.0	4946.0	6885.0	21002.0	5054.0	1100.0	2258.0	1484.0	12750.0	4924.0	11638.0	4039.0	5885.0
PIK3CA_E4_STA101651	6208.0	3537.0	6616.0	3030.0	6444.0	5321.0	2479.0	5861.0	2866.0	5514.0	5652.0	2203.0	617.0	3847.0	5275.0	2741.0	3934.0	1751.0	1468.0	1857.0	7028.0	1485.0	359.0	497.0	297.0	3412.0	1644.0	2953.0	1086.0	1237.0
PIK3CA_E5_STA101392	9303.0	5232.0	15655.0	4983.0	11815.0	9964.0	5904.0	15292.0	4103.0	12600.0	10996.0	4664.0	1404.0	8362.0	11704.0	5624.0	7537.0	3445.0	2714.0	3554.0	13855.0	3425.0	842.0	1709.0	680.0	8033.0	3926.0	6598.0	2204.0	2148.0
PIK3CA_E6_STA101393	4763.0	2129.0	6015.0	2146.0	4605.0	3651.0	1914.0	5140.0	1764.0	4677.0	6787.0	1845.0	415.0	3032.0	4320.0	1761.0	2828.0	1236.0	1424.0	1399.0	5995.0	1639.0	310.0	658.0	304.0	2959.0	1488.0	2429.0	870.0	1262.0
PIK3CA_E7_STA101394	5044.0	2698.0	6956.0	2623.0	6173.0	6040.0	2772.0	5479.0	3309.0	5154.0	6218.0	2400.0	646.0	3516.0	4938.0	2351.0	3512.0	1692.0	1203.0	1733.0	6708.0	1507.0	280.0	636.0	422.0	3910.0	1688.0	3684.0	1192.0	1223.0
PIK3CA_E8_STA101395	5536.0	2902.0	8888.0	2732.0	7172.0	6918.0	3324.0	6939.0	3361.0	6193.0	7247.0	2523.0	886.0	4423.0	6146.0	2985.0	4411.0	1948.0	1745.0	2027.0	8795.0	2001.0	428.0	745.0	339.0	4272.0	1812.0	3912.0	1570.0	1588.0
PIK3CA_E9_STA101396	11092.0	6187.0	17596.0	6358.0	14074.0	14705.0	8126.0	15007.0	7301.0	15978.0	15750.0	6856.0	1563.0	9586.0	12187.0	6048.0	8627.0	3641.0	3396.0	4297.0	15845.0	4042.0	880.0	1527.0	906.0	8745.0	3886.0	7519.0	3035.0	3394.0
PIK3CA_E10_STA100188	4193.0	1716.0	4372.0	1657.0	3672.0	3475.0	1856.0	3228.0	1777.0	3243.0	4184.0	1606.0	273.0	2090.0	2628.0	1641.0	2284.0	790.0	824.0	1124.0	3590.0	660.0	191.0	610.0	250.0	2479.0	981.0	2541.0	504.0	971.0
PIK3CA_E10_STA101626	1894.0	919.0	2640.0	921.0	2026.0	1660.0	1318.0	2340.0	986.0	2444.0	2078.0	919.0	196.0	1700.0	2031.0	936.0	1400.0	802.0	564.0	552.0	2655.0	569.0	136.0	231.0	150.0	1582.0	521.0	1305.0	447.0	412.0
PIK3CA_E10_STA100190	7216.0	3326.0	8945.0	3745.0	7318.0	6838.0	3545.0	6544.0	3149.0	5975.0	7117.0	3467.0	694.0	2748.0	5391.0	3584.0	4918.0	1905.0	2415.0	2259.0	8496.0	1935.0	542.0	786.0	368.0	4574.0	1565.0	4635.0	1219.0	1691.0
PIK3CA_E11_STA100191	7904.0	4469.0	11630.0	4139.0	8921.0	8144.0	5135.0	8885.0	3983.0	8249.0	13329.0	3741.0	1078.0	5872.0	8099.0	3925.0	4622.0	2954.0	1977.0	2735.0	10588.0	2778.0	549.0	1199.0	542.0	5340.0	2625.0	5581.0	1791.0	2213.0
PIK3CA_E11_STA100192	5590.0	2897.0	7426.0	2809.0	6515.0	6194.0	3413.0	6178.0	3162.0	5544.0	7495.0	2655.0	648.0	4746.0	5888.0	2513.0	3481.0	1852.0	1390.0	1947.0	8228.0	1668.0	336.0	651.0	389.0	3733.0	1939.0	3942.0	924.0	1591.0
PIK3CA_E12_STA101397	10497.0	5149.0	14300.0	5713.0	11983.0	12830.0	5666.0	12016.0	5816.0	11151.0	12278.0	5497.0	1393.0	7482.0	10519.0	5655.0	7365.0	3235.0	2666.0	3624.0	13990.0	3254.0	709.0	1132.0	544.0	8004.0	3317.0	7460.0	1944.0	2382.0
PIK3CA_E14_STA101649	11150.0	6581.0	16163.0	6327.0	13284.0	12910.0	6675.0	13023.0	7039.0	14335.0	13804.0	5051.0	1597.0	9034.0	11827.0	5621.0	7818.0	4030.0	3480.0	3680.0	15714.0	4142.0	1075.0	1575.0	890.0	8116.0	4284.0	7671.0	2388.0	2982.0
PIK3CA_E15_STA101650	10728.0	6095.0	15567.0	5255.0	12681.0	11670.0	6245.0	13871.0	5634.0	12560.0	11035.0	4660.0	1594.0	9622.0	11676.0	6226.0	8119.0	4410.0	2832.0	3545.0	16692.0	3071.0	724.0	1084.0	841.0	8286.0	3813.0	6275.0	2745.0	2214.0
PIK3CA_E16_STA101401	8428.0	4253.0	11298.0	3902.0	10075.0	8857.0	4321.0	9429.0	3988.0	8359.0	10287.0	3697.0	1022.0	7047.0	7918.0	3199.0	5198.0	3224.0	2076.0	2895.0	12241.0	2309.0	389.0	1121.0	650.0	5834.0	2240.0	5278.0	1832.0	2204.0
PIK3CA_E17_STA101402	13297.0	5777.0	15570.0	6741.0	13962.0	12718.0	5342.0	12176.0	6669.0	10602.0	11349.0	5249.0	1410.0	5218.0	10279.0	6214.0	9145.0	3702.0	3829.0	3648.0	15478.0	3473.0	921.0	1420.0	851.0	6615.0	3015.0	7441.0	2421.0	3072.0
PIK3CA_E18_STA101403	16190.0	10743.0	21975.0	9083.0	17271.0	17808.0	9450.0	20816.0	9286.0	24258.0	20425.0	7371.0	2077.0	13576.0	18122.0	8658.0	12317.0	7147.0	5126.0	5740.0	23886.0	5640.0	1389.0	2393.0	1472.0	12212.0	5896.0	11371.0	3709.0	3773.0
PIK3CA_E19_STA101404	7968.0	4078.0	8939.0	3360.0	7942.0	6630.0	3516.0	7503.0	3863.0	7245.0	7855.0	3293.0	655.0	4462.0	5931.0	3164.0	4857.0	2421.0	1774.0	2275.0	8845.0	2066.0	631.0	903.0	498.0	5410.0	2214.0	4706.0	1067.0	1722.0
PIK3CA_E20_STA101405	18804.0	10678.0	21470.0	9032.0	18828.0	15116.0	7400.0	20289.0	7901.0	17959.0	24458.0	6381.0	1835.0	12222.0	16758.0	7710.0	10712.0	5642.0	4718.0	6380.0	22881.0	4794.0	1405.0	2322.0	1576.0	12301.0	5741.0	8489.0	3340.0	3595.0
PIK3CA_E21_STA101406	9990.0	5143.0	14928.0	5592.0	13465.0	13611.0	6113.0	12164.0	6359.0	11515.0	12068.0	5584.0	1483.0	7705.0	10730.0	5822.0	7188.0	3464.0	3265.0	3918.0	14593.0	3418.0	652.0	1593.0	584.0	8042.0	3775.0	7174.0	2739.0	2344.0
PIK3CA_E21_STA100194	12360.0	7330.0	16203.0	6946.0	14099.0	15109.0	7823.0	12479.0	8170.0	13041.0	16044.0	6669.0	1808.0	7334.0	11262.0	6666.0	7741.0	3972.0	3139.0	4489.0	15908.0	4086.0	1153.0	2096.0	984.0	8786.0	4854.0	9038.0	2490.0	3506.0
PIK3CA_E21_STA100195	16368.0	8211.0	23022.0	8481.0	18895.0	19457.0	10365.0	18565.0	9614.0	20710.0	21010.0	7068.0	2510.0	13364.0	16129.0	7837.0	12031.0	5596.0	4233.0	6121.0	23882.0	6132.0	1448.0	2019.0	1150.0	12153.0	7114.0	9712.0	3887.0	4234.0
PIK3CA_E21_STA100196	2524.0	1333.0	3780.0	1477.0	2590.0	2581.0	1155.0	3181.0	1200.0	3055.0	2046.0	1641.0	282.0	1476.0	2058.0	1464.0	2047.0	814.0	1030.0	1074.0	3369.0	786.0	210.0	368.0	131.0	2178.0	1090.0	1972.0	544.0	526.0
FGFR3_E3_STA101676	20208.0	8394.0	5597.0	4711.0	8103.0	2432.0	403.0	7427.0	1318.0	6794.0	14564.0	769.0	352.0	3683.0	9162.0	1459.0	4857.0	1981.0	1925.0	3393.0	5028.0	2997.0	411.0	800.0	803.0	3529.0	1938.0	1285.0	652.0	723.0
FGFR3_E4_STA101409	9655.0	4117.0	3479.0	2452.0	4042.0	1071.0	217.0	4509.0	732.0	3989.0	8283.0	436.0	270.0	2072.0	4402.0	607.0	2325.0	1151.0	856.0	1550.0	3057.0	2056.0	132.0	372.0	449.0	1535.0	911.0	423.0	445.0	269.0
FGFR3_E5_STA101410	23195.0	11943.0	6821.0	6418.0	9105.0	2340.0	565.0	11791.0	1222.0	9179.0	31635.0	830.0	723.0	5261.0	12203.0	1330.0	4786.0	2965.0	2149.0	3631.0	6649.0	4543.0	398.0	1182.0	715.0	4271.0	2367.0	1450.0	1048.0	741.0
FGFR3_E6_STA101711	10125.0	5157.0	2573.0	2281.0	3020.0	704.0	197.0	4151.0	504.0	3593.0	8025.0	409.0	146.0	1732.0	2889.0	559.0	1564.0	1027.0	581.0	1613.0	1936.0	1854.0	247.0	474.0	348.0	1668.0	417.0	143.0	511.0	341.0
FGFR3_E7_STA102020	12523.0	6517.0	3242.0	3159.0	4563.0	1163.0	154.0	5874.0	845.0	5230.0	14703.0	368.0	390.0	2501.0	5687.0	514.0	2441.0	1252.0	1115.0	1679.0	3612.0	2109.0	316.0	421.0	491.0	1834.0	1049.0	556.0	445.0	364.0
FGFR3_E7_STA103215	15357.0	6753.0	3557.0	3878.0	5686.0	1067.0	274.0	5972.0	822.0	5342.0	12007.0	364.0	356.0	2773.0	5758.0	742.0	3109.0	1711.0	1459.0	2205.0	3416.0	2115.0	334.0	485.0	429.0	2383.0	1375.0	797.0	457.0	330.0
FGFR3_E7_STA101724	7144.0	3090.0	1646.0	2036.0	2973.0	561.0	78.0	3006.0	328.0	2415.0	6066.0	197.0	209.0	1256.0	2863.0	426.0	1513.0	847.0	780.0	1132.0	1644.0	1138.0	172.0	330.0	184.0	1123.0	704.0	514.0	266.0	198.0
FGFR3_E8_STA102041	4814.0	1831.0	1208.0	1007.0	1583.0	309.0	122.0	2112.0	232.0	1798.0	4130.0	119.0	173.0	861.0	2119.0	258.0	936.0	551.0	591.0	551.0	1131.0	603.0	91.0	113.0	125.0	720.0	476.0	177.0	241.0	130.0
FGFR3_E9_STA101705	3152.0	1278.0	1334.0	729.0	1294.0	175.0	135.0	1667.0	146.0	1038.0	4383.0	91.0	95.0	610.0	1479.0	165.0	690.0	351.0	341.0	461.0	892.0	549.0	83.0	101.0	171.0	456.0	285.0	112.0	176.0	112.0
FGFR3_E9_STA100201	16284.0	8069.0	5972.0	4361.0	6647.0	1884.0	426.0	8143.0	903.0	7059.0	19801.0	562.0	638.0	3717.0	8938.0	952.0	4074.0	1757.0	1541.0	2751.0	5157.0	3339.0	485.0	361.0	631.0	3069.0	1398.0	898.0	898.0	722.0
FGFR3_E9_STA101708	6668.0	3502.0	2012.0	1983.0	3035.0	824.0	126.0	3857.0	550.0	3201.0	8464.0	308.0	252.0	1594.0	4158.0	359.0	1804.0	1035.0	620.0	1249.0	1660.0	1508.0	151.0	305.0	155.0	1617.0	690.0	393.0	303.0	216.0
FGFR3_E10_STA101413	6839.0	4078.0	2414.0	1808.0	3142.0	681.0	240.0	4251.0	429.0	3401.0	8841.0	241.0	283.0	1311.0	3527.0	328.0	1566.0	809.0	767.0	980.0	1992.0	1662.0	230.0	291.0	230.0	1480.0	622.0	271.0	341.0	256.0
FGFR3_E11_STA101414	12246.0	5404.0	1760.0	2984.0	4037.0	1014.0	344.0	4650.0	817.0	4204.0	9382.0	474.0	336.0	1993.0	4978.0	602.0	2555.0	1410.0	1055.0	1975.0	2654.0	1938.0	212.0	390.0	529.0	2460.0	887.0	733.0	306.0	319.0
FGFR3_E13_STA101416	8055.0	3437.0	2878.0	1984.0	3376.0	976.0	257.0	4182.0	616.0	3783.0	7422.0	284.0	177.0	2287.0	4320.0	619.0	1911.0	879.0	801.0	1451.0	2764.0	1420.0	146.0	252.0	265.0	1456.0	898.0	323.0	297.0	229.0
FGFR3_E14_STA101714	7087.0	2761.0	1793.0	2081.0	1757.0	593.0	124.0	2404.0	426.0	2326.0	5245.0	240.0	134.0	977.0	2516.0	395.0	1459.0	652.0	544.0	955.0	1653.0	895.0	157.0	238.0	220.0	1029.0	691.0	315.0	261.0	186.0
FGFR3_E14_STA101712	5305.0	3108.0	1497.0	1666.0	2016.0	1031.0	232.0	2224.0	297.0	2053.0	8713.0	296.0	239.0	1064.0	2593.0	360.0	944.0	781.0	496.0	724.0	1531.0	1093.0	100.0	244.0	340.0	985.0	558.0	408.0	343.0	283.0
FGFR3_E15_STA101417	3030.0	1339.0	663.0	633.0	1031.0	229.0	37.0	976.0	111.0	901.0	2233.0	94.0	56.0	314.0	879.0	168.0	419.0	296.0	269.0	253.0	523.0	381.0	28.0	40.0	143.0	520.0	309.0	150.0	153.0	208.0
FGFR3_E16_STA101722	3720.0	1548.0	1143.0	1011.0	1720.0	493.0	97.0	2047.0	252.0	1807.0	3019.0	110.0	175.0	1018.0	2318.0	231.0	824.0	619.0	374.0	660.0	1162.0	618.0	103.0	122.0	137.0	898.0	416.0	195.0	224.0	133.0
FGFR3_E17_STA101418	7215.0	3678.0	2370.0	2023.0	2579.0	735.0	293.0	4038.0	413.0	3610.0	9033.0	277.0	248.0	1650.0	3629.0	657.0	2271.0	824.0	698.0	1206.0	1876.0	1724.0	162.0	232.0	273.0	1396.0	666.0	415.0	564.0	243.0
FGFR3_E18_STA101419	14946.0	6803.0	4458.0	4215.0	6752.0	1952.0	324.0	6652.0	1426.0	5883.0	15017.0	664.0	420.0	3212.0	7314.0	1402.0	3901.0	1763.0	1296.0	3045.0	4701.0	2873.0	315.0	540.0	544.0	3111.0	1593.0	1130.0	788.0	552.0
PDGFRA_E2_STA101420	8107.0	4143.0	10010.0	4514.0	9636.0	8216.0	2578.0	10937.0	3940.0	10390.0	10866.0	3240.0	1236.0	6625.0	9308.0	3938.0	5494.0	2533.0	4027.0	3670.0	14726.0	3588.0	611.0	1137.0	520.0	6514.0	3011.0	3052.0	1671.0	1395.0
PDGFRA_E3_STA101421	30085.0	8570.0	17898.0	7664.0	17951.0	15806.0	4585.0	23181.0	6850.0	20409.0	30108.0	6103.0	2281.0	13286.0	17345.0	6968.0	10963.0	4809.0	7730.0	6715.0	25824.0	6890.0	1556.0	1998.0	921.0	12397.0	5854.0	6182.0	3476.0	2297.0
PDGFRA_E4_STA101422	21042.0	7903.0	18695.0	8351.0	17710.0	19141.0	6604.0	22217.0	7658.0	23948.0	23924.0	7293.0	2530.0	11971.0	17831.0	8948.0	12900.0	4587.0	7844.0	7855.0	23772.0	7164.0	1219.0	2069.0	878.0	13350.0	5959.0	7749.0	3974.0	3475.0
PDGFRA_E5_STA101423	9214.0	3136.0	10814.0	3424.0	8324.0	7593.0	2410.0	13277.0	2901.0	10123.0	11451.0	3659.0	1439.0	5046.0	8739.0	4822.0	6547.0	2504.0	4381.0	3155.0	12332.0	3125.0	699.0	1067.0	458.0	7033.0	3228.0	3725.0	1887.0	1184.0
PDGFRA_E6_STA101424	8420.0	2863.0	6756.0	3255.0	6532.0	7252.0	2356.0	7133.0	3238.0	5927.0	9616.0	2788.0	738.0	3190.0	5672.0	3160.0	4617.0	1788.0	3283.0	2394.0	9209.0	1832.0	664.0	1128.0	408.0	4348.0	2353.0	2968.0	998.0	1054.0
PDGFRA_E7_STA101425	7734.0	2814.0	8330.0	3519.0	7575.0	8084.0	2499.0	9716.0	3279.0	7884.0	7477.0	3254.0	1226.0	5438.0	6554.0	4026.0	5992.0	2386.0	3812.0	3420.0	11699.0	2261.0	562.0	1225.0	432.0	6293.0	3389.0	3196.0	1135.0	1090.0
PDGFRA_E8_STA101426	11923.0	4978.0	14658.0	5846.0	13856.0	14024.0	5183.0	16398.0	6149.0	13502.0	15568.0	5167.0	1461.0	10165.0	13626.0	6078.0	9131.0	3817.0	5814.0	5263.0	20577.0	5222.0	1094.0	1382.0	550.0	9599.0	4064.0	4635.0	2680.0	2148.0
PDGFRA_E9_STA101427	19947.0	7448.0	13612.0	7080.0	15840.0	13876.0	4527.0	16886.0	7397.0	13210.0	24845.0	5064.0	1877.0	10287.0	15265.0	6070.0	9047.0	3928.0	6411.0	6457.0	22508.0	5450.0	1422.0	2478.0	1106.0	10447.0	5295.0	5833.0	3325.0	3864.0
PDGFRA_E10_STA101428	29398.0	10600.0	16049.0	11362.0	19022.0	13600.0	2848.0	17359.0	8637.0	13794.0	24901.0	5555.0	1333.0	8459.0	14954.0	6886.0	11574.0	4287.0	7524.0	7753.0	20562.0	5553.0	1360.0	1818.0	703.0	11104.0	5851.0	5475.0	2568.0	2684.0
PDGFRA_E11_STA101429	20821.0	7663.0	8509.0	8569.0	16802.0	9479.0	4036.0	16254.0	7887.0	15559.0	22509.0	6313.0	1574.0	9283.0	13740.0	6598.0	11231.0	4144.0	6763.0	6494.0	19345.0	5222.0	1267.0	2061.0	759.0	12022.0	5452.0	6539.0	2602.0	3000.0
PDGFRA_E12_STA100207	35859.0	10361.0	29383.0	12984.0	27073.0	29830.0	10184.0	35539.0	13832.0	33830.0	44376.0	11576.0	3888.0	20556.0	28712.0	13031.0	20048.0	7742.0	12505.0	11121.0	40603.0	10201.0	2353.0	4406.0	1346.0	20427.0	10659.0	12007.0	5761.0	5138.0
PDGFRA_E12_STA101616	35981.0	10388.0	29478.0	13039.0	27171.0	29924.0	10206.0	35646.0	13868.0	33935.0	44494.0	11615.0	3898.0	20607.0	28786.0	13079.0	20103.0	7765.0	12542.0	11154.0	40725.0	10236.0	2358.0	4425.0	1356.0	20488.0	10695.0	12044.0	5777.0	5155.0
PDGFRA_E12_STA100209	20603.0	7365.0	19813.0	8263.0	19340.0	21239.0	7193.0	22947.0	10000.0	23173.0	27816.0	7844.0	2606.0	13918.0	18341.0	8519.0	11816.0	4885.0	8324.0	7085.0	28699.0	7602.0	1979.0	3025.0	916.0	12761.0	6755.0	8185.0	3588.0	4203.0
PDGFRA_E13_STA101430	11961.0	3646.0	9614.0	3794.0	8483.0	6933.0	1899.0	11444.0	2712.0	9181.0	10641.0	2822.0	1184.0	5885.0	8885.0	3728.0	4343.0	2254.0	4065.0	3196.0	12611.0	3329.0	574.0	1145.0	360.0	6037.0	2810.0	2891.0	1465.0	1267.0
PDGFRA_E14_STA100210	5374.0	2226.0	4536.0	2412.0	4630.0	4635.0	1827.0	4965.0	2398.0	3754.0	5977.0	2305.0	479.0	1953.0	3551.0	2429.0	3916.0	1081.0	2453.0	1596.0	6731.0	1566.0	581.0	687.0	288.0	3140.0	1780.0	2590.0	644.0	1059.0
PDGFRA_E14_STA100211	16642.0	6446.0	14012.0	6570.0	14203.0	14981.0	5123.0	16399.0	7010.0	15203.0	19698.0	6637.0	1850.0	8144.0	12176.0	7230.0	11064.0	4041.0	7053.0	5789.0	20300.0	4955.0	1332.0	1773.0	802.0	10508.0	5539.0	7003.0	2474.0	2620.0
PDGFRA_E14_STA100212	24023.0	8017.0	17983.0	7920.0	16767.0	18978.0	5935.0	20501.0	9740.0	17097.0	31637.0	8284.0	2320.0	10700.0	15393.0	7927.0	11287.0	4883.0	7217.0	7625.0	23942.0	6578.0	1599.0	2384.0	983.0	11897.0	7053.0	8946.0	3627.0	3994.0
PDGFRA_E15_STA101431	11241.0	5528.0	19135.0	6056.0	14980.0	15903.0	5103.0	23111.0	5006.0	14598.0	18379.0	5650.0	2264.0	9379.0	16662.0	6659.0	11479.0	4230.0	8453.0	5509.0	26291.0	7254.0	1199.0	2522.0	713.0	11681.0	5383.0	6242.0	3457.0	2803.0
PDGFRA_E16_STA101432	12395.0	5799.0	17579.0	6592.0	16773.0	15716.0	7372.0	22514.0	6223.0	17907.0	15802.0	6001.0	2610.0	12440.0	16709.0	7872.0	11066.0	4926.0	7594.0	5582.0	24759.0	6902.0	1430.0	1723.0	849.0	12269.0	4950.0	7138.0	3154.0	3928.0
PDGFRA_E17_STA101433	15253.0	7180.0	16327.0	6152.0	14831.0	13446.0	5674.0	20712.0	5715.0	16675.0	19772.0	4482.0	1901.0	9009.0	14732.0	5875.0	11082.0	3600.0	7346.0	6233.0	19150.0	6078.0	1144.0	2375.0	605.0	11812.0	5366.0	6219.0	3270.0	2687.0
PDGFRA_E18_STA100213	23320.0	6797.0	11614.0	5835.0	13603.0	9091.0	2645.0	14755.0	4922.0	11292.0	18861.0	3949.0	1302.0	8076.0	11512.0	5037.0	8785.0	3137.0	5973.0	6154.0	15533.0	4280.0	918.0	1524.0	488.0	9873.0	4585.0	4791.0	1958.0	2016.0
PDGFRA_E18_STA100214	40205.0	12488.0	21773.0	10815.0	23716.0	17550.0	5073.0	32121.0	7221.0	23810.0	43654.0	6397.0	2675.0	16764.0	25539.0	8816.0	14080.0	6087.0	10613.0	10306.0	30956.0	8564.0	1971.0	2930.0	861.0	17810.0	7791.0	7790.0	4445.0	3078.0
PDGFRA_E19_STA101434	6362.0	2224.0	5912.0	2031.0	5138.0	4116.0	1184.0	6935.0	1703.0	4942.0	9186.0	1991.0	529.0	2537.0	4955.0	2205.0	3653.0	1150.0	2454.0	1947.0	6291.0	2438.0	309.0	577.0	263.0	3795.0	1726.0	1942.0	887.0	617.0
PDGFRA_E20_STA101435	26768.0	8841.0	18907.0	8720.0	19644.0	13186.0	3816.0	24723.0	5863.0	17616.0	31589.0	4840.0	2098.0	11620.0	19603.0	6736.0	11000.0	3978.0	7718.0	7480.0	23727.0	7754.0	1018.0	2124.0	1154.0	12755.0	5380.0	5830.0	3762.0	2622.0
PDGFRA_E21_STA101436	16670.0	4837.0	12729.0	5473.0	11483.0	7559.0	1765.0	15188.0	2592.0	9569.0	19258.0	3115.0	1418.0	6703.0	11650.0	4828.0	7494.0	2432.0	5062.0	4312.0	14496.0	3368.0	904.0	1131.0	522.0	9416.0	3757.0	2905.0	2195.0	1132.0
PDGFRA_E22_STA101437	28446.0	9063.0	21118.0	9171.0	21528.0	14206.0	3587.0	27040.0	6520.0	18504.0	35561.0	4697.0	2361.0	14453.0	20098.0	8078.0	12947.0	5376.0	9805.0	8283.0	25664.0	7925.0	1217.0	2139.0	727.0	14084.0	5466.0	4967.0	3536.0	1953.0
PDGFRA_E23_STA101438	21129.0	6862.0	12456.0	6747.0	13808.0	8645.0	2183.0	14198.0	4702.0	12822.0	23449.0	3324.0	1480.0	8435.0	12930.0	4895.0	8360.0	3522.0	5429.0	5939.0	15613.0	4784.0	897.0	1177.0	494.0	9612.0	4439.0	4455.0	2125.0	1675.0
KIT_E1_STA101439	14141.0	6159.0	9278.0	4299.0	8371.0	3305.0	457.0	12331.0	1652.0	5078.0	24000.0	956.0	900.0	6791.0	9592.0	1199.0	5799.0	510.0	4249.0	4272.0	9865.0	3911.0	681.0	783.0	549.0	4462.0	2158.0	1209.0	1354.0	576.0
KIT_E2_STA101440	8505.0	2214.0	5244.0	2465.0	5034.0	5391.0	1359.0	5713.0	2496.0	4861.0	7066.0	2024.0	672.0	2714.0	4337.0	2650.0	3978.0	1230.0	2904.0	1922.0	8863.0	1764.0	373.0	716.0	218.0	3306.0	2292.0	1846.0	959.0	807.0
KIT_E3_STA101441	14481.0	3677.0	9041.0	4467.0	9721.0	7074.0	1772.0	11684.0	3299.0	8231.0	9514.0	2815.0	1313.0	5169.0	7742.0	4427.0	6685.0	2196.0	4287.0	3761.0	11536.0	2860.0	502.0	1169.0	302.0	7922.0	3475.0	3268.0	1445.0	698.0
KIT_E4_STA101442	2277.0	1150.0	3786.0	1321.0	2549.0	2759.0	1264.0	5348.0	840.0	3896.0	3771.0	1210.0	582.0	2269.0	3057.0	1420.0	1979.0	814.0	1481.0	1210.0	4713.0	1581.0	272.0	342.0	129.0	2211.0	1058.0	1187.0	584.0	430.0
KIT_E5_STA101443	22202.0	11423.0	24344.0	11593.0	25295.0	28576.0	12113.0	29205.0	13733.0	29989.0	31905.0	12260.0	3708.0	17418.0	23432.0	13573.0	18208.0	7643.0	9986.0	9121.0	31729.0	7901.0	1530.0	3570.0	1602.0	17512.0	8981.0	13356.0	4644.0	4554.0
KIT_E6_STA101444	9107.0	3086.0	7538.0	3959.0	8687.0	8268.0	4185.0	8561.0	3903.0	8681.0	7707.0	4193.0	979.0	5118.0	7335.0	4261.0	6747.0	2759.0	4332.0	3233.0	10795.0	2606.0	500.0	1297.0	320.0	6239.0	3210.0	3782.0	1223.0	1123.0
KIT_E7_STA101445	3836.0	1970.0	5060.0	2061.0	4330.0	3717.0	2334.0	6564.0	1800.0	4783.0	5633.0	2129.0	599.0	3301.0	4978.0	2063.0	2843.0	1387.0	2070.0	1689.0	6394.0	2138.0	470.0	1002.0	216.0	3781.0	1623.0	2243.0	870.0	731.0
KIT_E8_STA100215	18478.0	6287.0	11823.0	6493.0	13014.0	9548.0	2727.0	12886.0	5381.0	10581.0	17512.0	4284.0	1260.0	5214.0	10404.0	5084.0	8234.0	2804.0	5292.0	5347.0	15217.0	4048.0	1088.0	1362.0	662.0	6999.0	4103.0	4973.0	1783.0	1864.0
KIT_E8_STA100216	15783.0	8175.0	15261.0	7548.0	16947.0	14444.0	5513.0	18731.0	7327.0	17703.0	25296.0	5857.0	2234.0	11150.0	14978.0	6184.0	9897.0	3960.0	3781.0	7039.0	21914.0	6612.0	1290.0	2261.0	1155.0	10129.0	6222.0	7073.0	3117.0	3238.0
KIT_E9_STA101621	12945.0	6474.0	13056.0	5342.0	14292.0	13843.0	5375.0	17881.0	6195.0	16226.0	15508.0	5619.0	1815.0	11294.0	14105.0	6361.0	8535.0	3943.0	7090.0	5839.0	20549.0	4640.0	822.0	2130.0	506.0	10395.0	4812.0	4993.0	2747.0	1918.0
