	C21D00050	D21D00052	D21D00060T	D21D00065	D21D00066T	D21D00074T	K21D00053	M21D00054	M21D00075	N21D00042	N21D00061	O21D00086T	P20D02528	P21D00043	P21D00044	P21D00045	P21D00046	P21D00055	P21D00056	P21D00062	P21D00067	P21D00068	P21D00078	P21D00083	P21D00091	U21D00040	X21D00037	X21D00058T	X21D00069	X21D00077
PTEN_E9_STA101842	12711.0	5054.0	13836.0	6076.0	13220.0	12021.0	5935.0	13841.0	5793.0	13005.0	10881.0	4714.0	1341.0	7956.0	11190.0	7481.0	6725.0	4044.0	3073.0	3872.0	13521.0	3835.0	811.0	1452.0	774.0	8488.0	3398.0	5319.0	1514.0	2893.0
PTEN_E9_STA100512	2582.0	1142.0	3774.0	1190.0	3057.0	2692.0	1736.0	3829.0	1216.0	3484.0	1958.0	1304.0	374.0	2370.0	3204.0	1967.0	1904.0	1326.0	1059.0	862.0	4376.0	986.0	271.0	307.0	175.0	2194.0	814.0	1412.0	393.0	601.0
PTEN_E9_STA100514	10912.0	4006.0	12038.0	5623.0	12632.0	11206.0	5516.0	11963.0	5589.0	10682.0	9118.0	4557.0	1247.0	6642.0	9557.0	6787.0	6441.0	4092.0	3849.0	3302.0	12413.0	3412.0	570.0	1298.0	692.0	8379.0	3530.0	5298.0	1563.0	2319.0
FGFR2_E18_STA101332	18238.0	6527.0	18773.0	8250.0	19850.0	15904.0	4163.0	21521.0	8498.0	17904.0	17199.0	5977.0	2059.0	13162.0	16490.0	8726.0	10269.0	5272.0	5711.0	6240.0	25412.0	6803.0	1646.0	1687.0	814.0	10762.0	5120.0	5623.0	2912.0	2675.0
FGFR2_E17_STA101333	16499.0	7492.0	19681.0	8301.0	18764.0	17223.0	5780.0	19734.0	7885.0	16958.0	14456.0	5852.0	1884.0	12116.0	14574.0	8723.0	10575.0	5156.0	6101.0	6048.0	24068.0	7134.0	1392.0	2294.0	1004.0	11192.0	5248.0	7095.0	3460.0	3099.0
FGFR2_E16_STA101334	10635.0	2686.0	7568.0	4053.0	8273.0	3440.0	739.0	7970.0	1705.0	4642.0	4479.0	1554.0	553.0	2231.0	5294.0	2943.0	4787.0	1860.0	2930.0	2046.0	6694.0	2254.0	520.0	818.0	194.0	3962.0	1348.0	2070.0	749.0	690.0
FGFR2_E15_STA101335	980.0	321.0	1516.0	589.0	1072.0	738.0	234.0	944.0	399.0	506.0	463.0	316.0	80.0	432.0	738.0	571.0	621.0	358.0	341.0	300.0	1098.0	300.0	56.0	92.0	46.0	812.0	296.0	382.0	118.0	121.0
FGFR2_E14_STA101735	18815.0	5999.0	14018.0	6601.0	14655.0	9210.0	2244.0	13505.0	5020.0	12957.0	9000.0	3403.0	1282.0	9202.0	13384.0	5967.0	8035.0	3508.0	4277.0	4415.0	14408.0	4290.0	881.0	1033.0	529.0	7896.0	3448.0	3559.0	1685.0	1666.0
FGFR2_E14_STA100013	26413.0	10477.0	21794.0	11283.0	22746.0	16089.0	4697.0	22524.0	8388.0	19697.0	18562.0	6417.0	1828.0	12226.0	19072.0	9719.0	13406.0	5265.0	6023.0	7722.0	21264.0	7178.0	1421.0	2022.0	1178.0	13836.0	6199.0	7506.0	2991.0	3851.0
FGFR2_E14_STA100014	20648.0	8710.0	22786.0	10455.0	21991.0	13026.0	6707.0	24231.0	6031.0	19041.0	15703.0	7114.0	2152.0	12658.0	20109.0	9762.0	11498.0	6095.0	6002.0	6135.0	23196.0	8953.0	1332.0	2988.0	952.0	13255.0	5427.0	6876.0	2785.0	3647.0
FGFR2_E13_STA101336	24688.0	7412.0	17331.0	6628.0	15760.0	9669.0	3314.0	20050.0	4742.0	14564.0	14040.0	4184.0	1438.0	9916.0	15213.0	6993.0	8704.0	4525.0	5087.0	4832.0	16929.0	5678.0	1062.0	1766.0	543.0	10711.0	4701.0	5263.0	2910.0	2155.0
FGFR2_E12_STA100015	12955.0	5662.0	17030.0	6736.0	15312.0	13526.0	4773.0	18433.0	5283.0	14371.0	10498.0	4743.0	1869.0	9225.0	13534.0	8442.0	9167.0	4090.0	4810.0	4617.0	18694.0	6068.0	1144.0	1594.0	673.0	8633.0	4629.0	5814.0	2471.0	2333.0
FGFR2_E12_STA100016	11080.0	4512.0	10398.0	5288.0	12924.0	9025.0	3214.0	12232.0	4623.0	9664.0	7518.0	3744.0	1245.0	7050.0	8919.0	5606.0	7916.0	2802.0	4136.0	3722.0	13637.0	3420.0	971.0	1135.0	543.0	7487.0	2960.0	4488.0	1614.0	1706.0
FGFR2_E11_STA101337	54582.0	21109.0	47909.0	21413.0	49827.0	30119.0	8623.0	50402.0	16140.0	38512.0	37368.0	12574.0	4275.0	26796.0	39828.0	22365.0	27092.0	12360.0	12770.0	12429.0	47580.0	15329.0	3469.0	4643.0	1731.0	27819.0	10425.0	10730.0	6672.0	4429.0
FGFR2_E10_STA101338	16663.0	5671.0	16337.0	6566.0	15351.0	10828.0	2655.0	16207.0	5290.0	11216.0	11774.0	4150.0	1791.0	8886.0	13136.0	6286.0	8809.0	3945.0	4192.0	4475.0	17490.0	4842.0	925.0	1534.0	483.0	8319.0	4296.0	4215.0	2335.0	1349.0
FGFR2_E9_STA100017	24172.0	8806.0	16788.0	9284.0	18454.0	12139.0	2409.0	14766.0	7124.0	11342.0	14021.0	4244.0	1249.0	6981.0	12353.0	7208.0	9624.0	4233.0	6004.0	6043.0	18557.0	5101.0	1268.0	2010.0	924.0	8668.0	4335.0	5515.0	2541.0	2468.0
FGFR2_E9_STA100018	3247.0	1065.0	3836.0	1218.0	3265.0	1821.0	495.0	3860.0	750.0	2438.0	2752.0	672.0	267.0	1724.0	2828.0	1400.0	1627.0	981.0	792.0	938.0	3795.0	1190.0	251.0	363.0	94.0	1910.0	913.0	873.0	449.0	318.0
FGFR2_E9_STA100019	31975.0	10483.0	23139.0	9875.0	26304.0	16975.0	4369.0	24469.0	8387.0	19473.0	20947.0	5693.0	2273.0	15018.0	20771.0	9983.0	12318.0	5510.0	6874.0	7791.0	26403.0	8113.0	1557.0	2198.0	1238.0	13813.0	6052.0	7076.0	3793.0	3806.0
FGFR2_E8_STA101339	1966.0	663.0	1396.0	711.0	1607.0	971.0	306.0	1672.0	482.0	1670.0	1137.0	501.0	205.0	898.0	1386.0	717.0	900.0	448.0	582.0	436.0	1751.0	467.0	105.0	168.0	57.0	934.0	426.0	462.0	174.0	191.0
FGFR2_E7_STA100020	4662.0	1567.0	3394.0	1701.0	3528.0	2189.0	625.0	3504.0	921.0	2392.0	2280.0	953.0	240.0	1550.0	2440.0	1465.0	2103.0	692.0	1290.0	1236.0	2949.0	909.0	162.0	187.0	167.0	2686.0	863.0	1281.0	368.0	475.0
FGFR2_E7_STA100021	16808.0	6394.0	9374.0	5938.0	12811.0	4028.0	1313.0	10400.0	3595.0	6772.0	7841.0	2193.0	652.0	3450.0	7653.0	4998.0	6507.0	2195.0	3626.0	3562.0	10539.0	2735.0	835.0	961.0	490.0	5387.0	2456.0	2989.0	1016.0	1047.0
FGFR2_E7_STA100022	32597.0	12864.0	20629.0	11603.0	23980.0	13962.0	3225.0	22579.0	6307.0	18254.0	24422.0	5436.0	2099.0	12875.0	18554.0	8331.0	11358.0	5633.0	6516.0	7167.0	23082.0	6764.0	1337.0	2583.0	1128.0	12459.0	4861.0	5750.0	2912.0	2345.0
FGFR2_E6_STA101340	20836.0	6858.0	19258.0	8478.0	17862.0	17201.0	4356.0	20961.0	7626.0	14627.0	13712.0	5915.0	2088.0	9880.0	14632.0	8555.0	11064.0	4467.0	6344.0	5316.0	20451.0	6439.0	1403.0	2310.0	772.0	10911.0	5282.0	6334.0	2801.0	2345.0
FGFR2_E5_STA101341	4767.0	1880.0	3891.0	2069.0	4492.0	2351.0	704.0	4043.0	1136.0	3806.0	3585.0	1016.0	275.0	2491.0	3550.0	1597.0	2234.0	1105.0	1188.0	1228.0	4368.0	1336.0	315.0	479.0	136.0	2583.0	904.0	1125.0	442.0	463.0
FGFR2_E4_STA101342	3226.0	964.0	3119.0	1248.0	2915.0	2146.0	707.0	2770.0	1089.0	2594.0	2652.0	877.0	306.0	1620.0	2661.0	1160.0	1650.0	826.0	1049.0	804.0	3115.0	915.0	214.0	351.0	76.0	1774.0	757.0	753.0	330.0	314.0
FGFR2_E3_STA101343	44234.0	17716.0	24942.0	16723.0	32980.0	16109.0	3489.0	26397.0	9114.0	20184.0	23366.0	5262.0	2101.0	11412.0	21877.0	12144.0	16396.0	6375.0	8668.0	9889.0	24511.0	8929.0	2511.0	2172.0	1484.0	13482.0	5654.0	7183.0	3303.0	2991.0
FGFR2_E2_STA101344	14940.0	4370.0	8954.0	5613.0	10138.0	5210.0	1263.0	9336.0	3046.0	7933.0	5328.0	2329.0	618.0	5623.0	7509.0	4341.0	6601.0	2724.0	3082.0	3305.0	10528.0	2970.0	767.0	736.0	412.0	5885.0	2890.0	3176.0	1239.0	1025.0
HRAS_E4_STA100023	11213.0	4986.0	6020.0	3112.0	4923.0	1265.0	283.0	4871.0	690.0	4329.0	16865.0	375.0	390.0	3225.0	6148.0	462.0	2245.0	841.0	1479.0	1545.0	3900.0	2546.0	386.0	454.0	431.0	1963.0	1115.0	451.0	602.0	424.0
HRAS_E4_STA101605	25465.0	11178.0	10930.0	6827.0	10289.0	3175.0	796.0	10132.0	1427.0	9018.0	35329.0	687.0	498.0	6187.0	12251.0	1201.0	4722.0	2169.0	3320.0	3457.0	7288.0	4421.0	482.0	914.0	841.0	4042.0	2302.0	1097.0	1320.0	904.0
HRAS_E4_STA100025	11769.0	4705.0	5042.0	2957.0	4232.0	1183.0	344.0	4403.0	739.0	4275.0	17404.0	334.0	338.0	1986.0	4869.0	589.0	1894.0	736.0	1431.0	1713.0	3408.0	2117.0	368.0	398.0	465.0	1812.0	977.0	717.0	492.0	577.0
HRAS_E3_STA100026	5108.0	1836.0	2758.0	1421.0	2419.0	639.0	132.0	2631.0	319.0	1696.0	5396.0	244.0	194.0	910.0	2258.0	240.0	1420.0	330.0	894.0	659.0	1206.0	843.0	134.0	258.0	253.0	971.0	601.0	395.0	262.0	242.0
HRAS_E3_STA100027	5006.0	2069.0	2368.0	1348.0	2127.0	496.0	158.0	2039.0	358.0	1408.0	4510.0	174.0	103.0	663.0	1959.0	257.0	1141.0	390.0	610.0	580.0	1478.0	811.0	96.0	80.0	126.0	786.0	472.0	166.0	192.0	148.0
HRAS_E2_STA100028	6751.0	3062.0	4057.0	2000.0	3884.0	904.0	301.0	4090.0	477.0	2977.0	10408.0	365.0	161.0	1514.0	3727.0	368.0	1659.0	724.0	1128.0	1017.0	2039.0	1327.0	158.0	378.0	266.0	1800.0	834.0	516.0	354.0	426.0
HRAS_E2_STA100029	21816.0	8785.0	15453.0	7041.0	11685.0	3638.0	861.0	11622.0	1683.0	9450.0	33755.0	891.0	626.0	7029.0	12959.0	1806.0	4839.0	1999.0	3778.0	3220.0	7784.0	4922.0	490.0	867.0	968.0	4448.0	2673.0	1745.0	1191.0	953.0
KRAS_E4_STA101627	8675.0	5111.0	11143.0	4145.0	11093.0	10592.0	4765.0	9167.0	4273.0	11296.0	8042.0	3713.0	1323.0	6673.0	9766.0	7533.0	8559.0	3894.0	3456.0	2899.0	11305.0	2810.0	473.0	1160.0	524.0	7584.0	2504.0	5232.0	1744.0	2245.0
KRAS_E4_STA100031	11602.0	5694.0	16517.0	5253.0	16078.0	13502.0	6555.0	12615.0	5634.0	12993.0	12418.0	4978.0	1458.0	9458.0	12522.0	9379.0	9487.0	4808.0	3930.0	3669.0	16538.0	4644.0	658.0	1617.0	460.0	8604.0	2754.0	5639.0	2665.0	2499.0
KRAS_E3_STA101630	2353.0	787.0	3394.0	936.0	2914.0	2083.0	1218.0	2666.0	904.0	2290.0	2091.0	673.0	328.0	1769.0	2320.0	1560.0	2146.0	862.0	757.0	613.0	3543.0	795.0	232.0	226.0	98.0	1763.0	631.0	923.0	457.0	376.0
KRAS_E3_STA100033	26179.0	13048.0	40883.0	12346.0	37106.0	29838.0	13121.0	35027.0	12343.0	29096.0	33088.0	11118.0	4390.0	19311.0	29382.0	20393.0	20508.0	10217.0	9710.0	8867.0	39855.0	11521.0	1557.0	3648.0	1485.0	22000.0	7822.0	13560.0	6565.0	6339.0
KRAS_E3_STA100034	10852.0	6329.0	11259.0	4692.0	11989.0	9482.0	4493.0	9088.0	4817.0	10390.0	9281.0	5029.0	1421.0	6122.0	7961.0	7093.0	8173.0	3134.0	3028.0	3204.0	12555.0	3661.0	659.0	1163.0	710.0	7575.0	3341.0	5615.0	1930.0	2671.0
KRAS_E3_STA100035	23683.0	13340.0	28406.0	10214.0	27382.0	23702.0	9752.0	24130.0	11894.0	24179.0	19269.0	10035.0	3252.0	14123.0	20849.0	14749.0	17344.0	7794.0	6365.0	7784.0	30015.0	8524.0	1630.0	2622.0	1279.0	14382.0	8087.0	10214.0	5557.0	5534.0
KRAS_E2_STA100036	3838.0	1885.0	5633.0	1973.0	5248.0	5132.0	2482.0	4153.0	2529.0	3963.0	2935.0	2214.0	607.0	2600.0	4145.0	3180.0	3698.0	1543.0	1378.0	1214.0	5418.0	1454.0	208.0	640.0	202.0	2988.0	1554.0	2151.0	870.0	1243.0
KRAS_E2_STA101625	4538.0	2749.0	6699.0	2557.0	6358.0	6834.0	2952.0	5538.0	3633.0	5227.0	5265.0	2719.0	877.0	3914.0	5374.0	3662.0	3906.0	1768.0	1621.0	1824.0	6714.0	2030.0	503.0	623.0	257.0	3788.0	1626.0	2804.0	1089.0	1590.0
BRCA2_E2_STA100515	4021.0	4716.0	15984.0	3680.0	4852.0	8907.0	5349.0	5025.0	4731.0	6851.0	8536.0	3488.0	510.0	3152.0	3880.0	4641.0	350.0	1926.0	2210.0	1146.0	6100.0	2710.0	722.0	370.0	296.0	5115.0	1513.0	1620.0	1032.0	2313.0
BRCA2_E3_STA100516	26256.0	14393.0	45917.0	16944.0	29656.0	24224.0	10501.0	23767.0	11167.0	24151.0	36467.0	8273.0	3256.0	15210.0	22370.0	13478.0	13708.0	5666.0	5475.0	8080.0	26632.0	7862.0	1356.0	2918.0	1021.0	16200.0	5819.0	8833.0	4828.0	5737.0
BRCA2_E3_STA100517	12028.0	6861.0	23474.0	7904.0	14354.0	12387.0	6197.0	12648.0	5990.0	12459.0	15171.0	4111.0	1431.0	7833.0	11720.0	6801.0	7179.0	3002.0	2897.0	3344.0	14868.0	4165.0	778.0	1212.0	562.0	8097.0	3332.0	3892.0	2588.0	2859.0
BRCA2_E3_STA101751	17181.0	10218.0	27961.0	11254.0	18552.0	14681.0	6712.0	15179.0	8311.0	15921.0	14320.0	5548.0	1795.0	9760.0	13887.0	9243.0	10736.0	4263.0	4648.0	4789.0	17812.0	4820.0	1263.0	1555.0	812.0	12171.0	4218.0	5419.0	3181.0	3380.0
BRCA2_E3_STA100519	17678.0	11108.0	35462.0	12544.0	21327.0	19498.0	8150.0	19422.0	9446.0	18188.0	21798.0	7763.0	2260.0	9904.0	17440.0	9968.0	10483.0	4084.0	4400.0	5814.0	23059.0	6536.0	1314.0	2037.0	934.0	12826.0	4479.0	6102.0	4169.0	5061.0
BRCA2_E4_STA100520	6565.0	3305.0	13445.0	4233.0	7171.0	5348.0	2710.0	6456.0	2499.0	5513.0	8761.0	1656.0	573.0	4118.0	5741.0	2841.0	3938.0	1584.0	1543.0	1791.0	7294.0	2203.0	350.0	627.0	366.0	4284.0	1290.0	1704.0	1234.0	1440.0
BRCA2_E4_STA100521	3503.0	1886.0	6213.0	2367.0	3917.0	3379.0	1223.0	3207.0	1353.0	2697.0	3461.0	934.0	198.0	1633.0	2789.0	2064.0	2449.0	762.0	925.0	1059.0	3624.0	1139.0	205.0	322.0	128.0	2078.0	786.0	1106.0	493.0	594.0
BRCA2_E5_STA100522	6307.0	3535.0	11331.0	3981.0	7068.0	5712.0	3717.0	6382.0	3078.0	5614.0	7824.0	1865.0	719.0	3526.0	5835.0	3161.0	3764.0	1474.0	1616.0	1657.0	7740.0	2153.0	362.0	555.0	358.0	3983.0	1175.0	2323.0	1058.0	1681.0
BRCA2_E6_STA100523	16615.0	7644.0	29464.0	9647.0	17520.0	16574.0	7602.0	16261.0	7113.0	15252.0	19772.0	6174.0	1565.0	8234.0	13983.0	9046.0	8956.0	3098.0	4040.0	3860.0	16110.0	5077.0	1061.0	1857.0	812.0	10454.0	3661.0	6107.0	2467.0	3447.0
BRCA2_E7_STA100524	19935.0	11939.0	34858.0	14710.0	21966.0	19271.0	9239.0	19232.0	9661.0	18711.0	25321.0	7208.0	1819.0	9297.0	16293.0	11053.0	11812.0	3820.0	4444.0	6304.0	18648.0	6935.0	1281.0	2029.0	1069.0	12376.0	4854.0	7001.0	3646.0	4404.0
BRCA2_E7_STA100525	11513.0	7341.0	22893.0	8172.0	14045.0	12754.0	6514.0	12881.0	6024.0	12810.0	18213.0	4341.0	1358.0	8238.0	11840.0	6929.0	7203.0	2874.0	2524.0	3857.0	15534.0	4309.0	714.0	1196.0	496.0	8104.0	2824.0	4561.0	2479.0	3357.0
BRCA2_E8_STA100526	6038.0	2980.0	13132.0	4359.0	7272.0	7024.0	3482.0	7611.0	3076.0	5816.0	8774.0	2649.0	754.0	4462.0	6174.0	3739.0	4322.0	1689.0	1562.0	2072.0	7866.0	2540.0	270.0	664.0	462.0	3816.0	1392.0	2077.0	1265.0	1538.0
BRCA2_E9_STA100527	5465.0	2725.0	8012.0	2865.0	5492.0	3435.0	1649.0	4403.0	1985.0	3823.0	5186.0	1328.0	488.0	2305.0	3426.0	2797.0	3324.0	785.0	1260.0	1543.0	5539.0	1125.0	371.0	626.0	228.0	3143.0	1463.0	1161.0	571.0	538.0
BRCA2_E9_STA100528	20116.0	13754.0	38891.0	13291.0	23098.0	16188.0	6523.0	24166.0	7191.0	20742.0	23834.0	6066.0	2133.0	11476.0	18775.0	11694.0	12538.0	4572.0	5904.0	5922.0	22278.0	6832.0	1279.0	2324.0	814.0	13684.0	5911.0	4508.0	3654.0	2261.0
BRCA2_E9_STA100529	39320.0	24178.0	51458.0	20475.0	31941.0	23189.0	8713.0	31079.0	10662.0	30878.0	44220.0	7535.0	3211.0	17736.0	27599.0	15250.0	15357.0	6374.0	6727.0	9841.0	34457.0	10318.0	2160.0	3026.0	1391.0	17995.0	7158.0	5418.0	6189.0	4405.0
BRCA2_E10_STA100530	6934.0	3233.0	10689.0	4023.0	7458.0	5490.0	2987.0	6110.0	3115.0	5744.0	6861.0	2254.0	556.0	3981.0	5368.0	3724.0	4554.0	1593.0	1721.0	1830.0	7595.0	1818.0	343.0	580.0	326.0	4345.0	1314.0	2270.0	1116.0	1450.0
BRCA2_E10_STA100531	10706.0	5324.0	18324.0	6478.0	12695.0	10565.0	4726.0	10825.0	4323.0	9815.0	11771.0	3300.0	1044.0	5814.0	9718.0	6359.0	7818.0	2621.0	2738.0	3525.0	13268.0	3299.0	564.0	1404.0	456.0	8211.0	2117.0	2971.0	1599.0	1785.0
BRCA2_E10_STA100532	2547.0	1554.0	5127.0	1663.0	3076.0	2560.0	1392.0	3050.0	1187.0	2913.0	2885.0	754.0	255.0	1788.0	2458.0	1606.0	1745.0	608.0	725.0	764.0	3455.0	779.0	170.0	366.0	118.0	1839.0	640.0	812.0	368.0	489.0
BRCA2_E10_STA100533	21394.0	11760.0	40481.0	13726.0	24256.0	22343.0	7864.0	23849.0	9228.0	21930.0	23829.0	6844.0	2626.0	13106.0	20091.0	12055.0	13644.0	5542.0	5437.0	6755.0	25450.0	7146.0	1340.0	2490.0	801.0	15625.0	5443.0	6625.0	4211.0	2936.0
BRCA2_E10_STA100534	12501.0	6856.0	18615.0	8104.0	12395.0	11284.0	4422.0	11151.0	5474.0	9707.0	10032.0	3524.0	1171.0	5268.0	8976.0	6358.0	7058.0	2394.0	3018.0	3378.0	14344.0	3489.0	834.0	1026.0	394.0	6296.0	2838.0	3093.0	2116.0	2487.0
BRCA2_E10_STA100535	13690.0	9267.0	35316.0	10763.0	20120.0	15873.0	7333.0	21005.0	6448.0	18760.0	19094.0	5985.0	2109.0	8712.0	17059.0	10366.0	11138.0	4008.0	4599.0	4817.0	22454.0	6401.0	1060.0	2048.0	630.0	12448.0	4251.0	4401.0	3629.0	3225.0
BRCA2_E10_STA100536	12722.0	8973.0	32295.0	9610.0	17614.0	16525.0	6693.0	20096.0	6544.0	16807.0	16943.0	5251.0	2382.0	10212.0	16745.0	9999.0	9030.0	3820.0	3995.0	4578.0	22175.0	5613.0	1042.0	2046.0	922.0	10469.0	3672.0	4689.0	3315.0	2831.0
BRCA2_E10_STA100537	9152.0	5918.0	20896.0	7603.0	13341.0	11502.0	5573.0	13223.0	5409.0	12740.0	12191.0	3806.0	1551.0	8525.0	10124.0	6798.0	6996.0	2734.0	3460.0	3178.0	15103.0	4012.0	816.0	998.0	477.0	8477.0	2779.0	3341.0	2196.0	2087.0
BRCA2_E10_STA100538	9424.0	5614.0	19554.0	6422.0	12037.0	10250.0	4134.0	12029.0	4739.0	10696.0	11051.0	3360.0	1271.0	6717.0	9642.0	6642.0	6730.0	2421.0	2668.0	3087.0	13060.0	3465.0	599.0	1655.0	589.0	6965.0	2655.0	2707.0	2179.0	1911.0
BRCA2_E10_STA100539	11116.0	7759.0	16951.0	7862.0	12770.0	11131.0	4251.0	9043.0	5596.0	8867.0	11638.0	3957.0	1250.0	4653.0	8074.0	5951.0	5864.0	2233.0	2602.0	3176.0	12549.0	3197.0	726.0	994.0	544.0	6138.0	2737.0	3981.0	2151.0	2276.0
BRCA2_E10_STA100540	23528.0	13705.0	39215.0	16085.0	26962.0	22892.0	8442.0	21257.0	10511.0	20393.0	23473.0	8299.0	2586.0	11309.0	17328.0	12811.0	13738.0	4753.0	5890.0	6824.0	27048.0	6447.0	1460.0	2557.0	1147.0	15174.0	5895.0	7327.0	4451.0	4675.0
BRCA2_E10_STA100541	34534.0	18418.0	57144.0	22116.0	37042.0	32093.0	13655.0	32334.0	15443.0	30095.0	48422.0	12374.0	3250.0	17435.0	27032.0	17469.0	19205.0	7200.0	7761.0	10177.0	36538.0	10855.0	2087.0	4065.0	1859.0	20769.0	7851.0	9967.0	7102.0	7757.0
BRCA2_E10_STA100542	13233.0	6791.0	27952.0	8705.0	15739.0	14064.0	6344.0	15125.0	5828.0	11835.0	22334.0	4941.0	1687.0	7441.0	13059.0	7080.0	7607.0	3196.0	3807.0	3978.0	17641.0	4876.0	880.0	1680.0	775.0	9050.0	3190.0	4021.0	2969.0	3024.0
BRCA2_E10_STA100543	8419.0	4022.0	16963.0	5264.0	9131.0	8426.0	3710.0	8979.0	3396.0	7198.0	14054.0	2966.0	895.0	4617.0	7397.0	4303.0	4804.0	1882.0	2311.0	2609.0	10628.0	2599.0	581.0	903.0	524.0	5550.0	1982.0	2709.0	1702.0	1770.0
BRCA2_E11_STA100544	12391.0	7245.0	19412.0	7533.0	14363.0	8188.0	4197.0	11324.0	3779.0	11717.0	14954.0	2916.0	980.0	8027.0	9568.0	5417.0	6884.0	2493.0	3169.0	3464.0	13005.0	3541.0	668.0	1222.0	696.0	7050.0	2601.0	2854.0	2170.0	2065.0
BRCA2_E11_STA100545	11765.0	6693.0	19877.0	7323.0	13374.0	8975.0	4170.0	11102.0	4125.0	9096.0	13215.0	3080.0	1135.0	5592.0	9858.0	5460.0	6688.0	2351.0	3142.0	3219.0	12766.0	3309.0	645.0	1372.0	599.0	6666.0	2680.0	2869.0	1886.0	2166.0
BRCA2_E11_STA100546	15986.0	8154.0	29917.0	11312.0	18884.0	14866.0	5656.0	17326.0	6353.0	11183.0	15258.0	5895.0	1434.0	4655.0	13807.0	9944.0	10602.0	4167.0	4304.0	4134.0	17578.0	5298.0	988.0	1679.0	1002.0	8261.0	2783.0	4534.0	2196.0	2819.0
BRCA2_E11_STA100547	12731.0	9109.0	30920.0	9644.0	16547.0	14099.0	6031.0	18732.0	6857.0	16412.0	18576.0	5048.0	1622.0	10450.0	14461.0	8450.0	8895.0	3531.0	3964.0	4666.0	18539.0	5809.0	1103.0	1805.0	981.0	10248.0	3908.0	4715.0	3296.0	3447.0
BRCA2_E11_STA100548	12967.0	8090.0	28512.0	9345.0	17623.0	15362.0	5823.0	16589.0	6585.0	15443.0	15416.0	4509.0	1627.0	9979.0	14179.0	8267.0	9160.0	4099.0	3743.0	4227.0	20479.0	4946.0	893.0	1202.0	866.0	10519.0	3546.0	3649.0	3214.0	2527.0
BRCA2_E11_STA100549	6999.0	4213.0	14958.0	5180.0	8681.0	7588.0	3477.0	8546.0	3209.0	8316.0	7666.0	2862.0	890.0	5621.0	7352.0	4467.0	5478.0	1910.0	2346.0	2233.0	9602.0	2584.0	496.0	867.0	390.0	5162.0	2037.0	2113.0	1635.0	1434.0
BRCA2_E11_STA100550	19065.0	9135.0	31669.0	12120.0	20715.0	15145.0	6573.0	15760.0	8962.0	18065.0	19848.0	5995.0	1381.0	10127.0	14849.0	9731.0	11763.0	4253.0	4148.0	5088.0	19705.0	5745.0	1229.0	1762.0	1014.0	12852.0	4179.0	6040.0	2806.0	3560.0
BRCA2_E11_STA100551	20561.0	12311.0	38007.0	14745.0	24389.0	12529.0	8741.0	24129.0	9940.0	22099.0	23928.0	7490.0	2827.0	12194.0	18532.0	12569.0	13860.0	4719.0	4894.0	6237.0	26216.0	6888.0	1159.0	2512.0	802.0	14824.0	4708.0	6137.0	3890.0	4377.0
BRCA2_E11_STA100552	9955.0	5392.0	21016.0	6813.0	13100.0	9915.0	4745.0	12050.0	4554.0	12114.0	13046.0	3541.0	1467.0	7500.0	10623.0	5526.0	6794.0	2902.0	3045.0	2990.0	13312.0	3498.0	653.0	1054.0	522.0	6780.0	2423.0	3238.0	1899.0	2049.0
BRCA2_E11_STA100553	21171.0	11752.0	40929.0	14033.0	25939.0	21936.0	10297.0	22999.0	10806.0	24082.0	24815.0	7198.0	2862.0	14837.0	20887.0	12186.0	13871.0	5219.0	5904.0	6411.0	28872.0	6879.0	1297.0	2334.0	1330.0	15732.0	5027.0	6555.0	4541.0	4679.0
BRCA2_E11_STA100554	12453.0	7250.0	23240.0	8497.0	14848.0	13496.0	5277.0	12763.0	6227.0	13606.0	15023.0	5387.0	1454.0	8188.0	11716.0	7716.0	8439.0	2921.0	3220.0	3622.0	16686.0	4136.0	851.0	1323.0	421.0	8904.0	3528.0	3780.0	2781.0	2537.0
BRCA2_E11_STA100555	12655.0	7407.0	24147.0	8683.0	14555.0	12731.0	7031.0	15232.0	6194.0	15051.0	15311.0	4206.0	1526.0	8193.0	11782.0	7521.0	7659.0	2989.0	3327.0	3536.0	15745.0	4385.0	790.0	1436.0	598.0	9862.0	3200.0	4032.0	2355.0	2971.0
BRCA2_E11_STA100556	5439.0	3025.0	10801.0	3849.0	6978.0	6488.0	2998.0	5960.0	3176.0	6175.0	6232.0	2300.0	772.0	3709.0	5088.0	3291.0	3416.0	1488.0	1566.0	1746.0	7101.0	1738.0	333.0	734.0	220.0	4317.0	1400.0	1902.0	1166.0	1315.0
BRCA2_E11_STA100557	6966.0	4124.0	11847.0	5242.0	8206.0	6962.0	3257.0	6136.0	3889.0	6747.0	6234.0	2847.0	794.0	3369.0	5285.0	4506.0	4732.0	1229.0	1866.0	1953.0	8824.0	1684.0	240.0	660.0	454.0	4044.0	1640.0	2507.0	1229.0	1709.0
BRCA2_E11_STA100558	10514.0	5473.0	24926.0	7951.0	14635.0	13634.0	6788.0	12713.0	6385.0	12263.0	14668.0	4004.0	1883.0	8632.0	11939.0	6935.0	7352.0	3117.0	3111.0	3271.0	16991.0	4008.0	743.0	1244.0	570.0	8223.0	3148.0	3670.0	2480.0	2667.0
