	C21D00575	D21D00569T	D21D00578T	D21D00591	D21D00593	D21D00597	D21D00609T	D21D00611T	M21D00568	M21D00589	N21D00564	N21D00580	N21D00608	P21D00567	P21D00573	P21D00584	P21D00586	P21D00588	P21D00594	P21D00595	P21D00596	P21D00598	P21D00599	P21D00605	P21D00606	T21D00581	X21D00548T	X21D00552	X21D00558	X21D00587	X21D00600
PTEN_E5_STA100498	6447.0	3416.0	5486.0	5295.0	4532.0	2746.0	366.0	5674.0	5517.0	4093.0	4740.0	7572.0	9080.0	1936.0	9280.0	4953.0	7800.0	9013.0	5205.0	970.0	3592.0	5400.0	6382.0	4120.0	3020.0	5273.0	2885.0	2683.0	1806.0	2951.0	236.0
PTEN_E5_STA100499	25432.0	23026.0	25772.0	23031.0	21173.0	18000.0	1578.0	27486.0	25905.0	22769.0	20891.0	28314.0	41126.0	10018.0	41420.0	25913.0	35353.0	39660.0	22318.0	5187.0	23255.0	27558.0	28387.0	19962.0	17258.0	29040.0	13620.0	10922.0	8321.0	12358.0	733.0
PTEN_E5_STA100500	7440.0	6400.0	7817.0	7833.0	7311.0	4765.0	386.0	7401.0	6428.0	7168.0	7354.0	7981.0	15180.0	2963.0	15254.0	7695.0	13550.0	14068.0	7030.0	1589.0	7108.0	9791.0	8994.0	5853.0	5373.0	9184.0	4161.0	3514.0	3258.0	4932.0	314.0
PTEN_E5_STA100501	3209.0	2834.0	2912.0	3060.0	2891.0	2799.0	342.0	3864.0	3379.0	2889.0	2804.0	5433.0	4717.0	1331.0	5303.0	3245.0	4943.0	5190.0	3494.0	788.0	2467.0	3288.0	3809.0	2420.0	2006.0	4434.0	2741.0	1501.0	1289.0	1845.0	206.0
PTEN_E6_STA100502	3704.0	2108.0	3662.0	3529.0	3315.0	1516.0	199.0	3582.0	2707.0	3075.0	3459.0	3685.0	7377.0	887.0	6315.0	3072.0	5462.0	5674.0	3671.0	895.0	2982.0	3292.0	3039.0	2457.0	2764.0	3671.0	1376.0	1337.0	1233.0	1563.0	96.0
PTEN_E6_STA100503	5272.0	5904.0	5749.0	5120.0	4869.0	2879.0	444.0	5084.0	5405.0	5619.0	5262.0	6993.0	10986.0	2172.0	9992.0	6277.0	8506.0	10243.0	6063.0	1425.0	5120.0	6234.0	5913.0	5116.0	4255.0	7410.0	3692.0	2684.0	1993.0	2997.0	243.0
PTEN_E6_STA100504	10212.0	7574.0	9355.0	8667.0	8374.0	6277.0	1002.0	10147.0	8572.0	8676.0	7985.0	10697.0	16582.0	3394.0	16223.0	10104.0	14960.0	16101.0	10498.0	1825.0	7525.0	9802.0	10860.0	7152.0	6339.0	13366.0	6691.0	4179.0	4319.0	4937.0	568.0
PTEN_E7_STA100505	5114.0	3378.0	4600.0	4642.0	4231.0	2879.0	514.0	4625.0	3715.0	3192.0	4111.0	6536.0	6704.0	1938.0	8011.0	4251.0	6733.0	6242.0	5432.0	1106.0	3195.0	4078.0	5160.0	3107.0	2291.0	5334.0	2912.0	1705.0	1823.0	2516.0	280.0
PTEN_E7_STA100506	7612.0	6627.0	6923.0	6776.0	5869.0	5705.0	948.0	8270.0	7180.0	6110.0	7094.0	9944.0	12177.0	3035.0	13451.0	8277.0	11116.0	11639.0	8037.0	1577.0	5433.0	7445.0	8030.0	5307.0	4511.0	10119.0	5663.0	3076.0	2509.0	3574.0	199.0
PTEN_E7_STA100507	3942.0	2380.0	3709.0	3781.0	3148.0	1429.0	406.0	3831.0	3035.0	2747.0	4210.0	5013.0	7352.0	1158.0	7184.0	2937.0	5726.0	6289.0	4283.0	944.0	3005.0	3801.0	3754.0	2765.0	2448.0	4541.0	1546.0	1608.0	1382.0	2528.0	242.0
PTEN_E8_STA101838	1835.0	1280.0	1210.0	1453.0	1197.0	870.0	142.0	1582.0	1324.0	1174.0	1269.0	1700.0	3002.0	528.0	2800.0	1404.0	2284.0	2745.0	1926.0	365.0	1096.0	1744.0	1599.0	1044.0	1162.0	1704.0	1261.0	824.0	519.0	937.0	56.0
PTEN_E8_STA100509	7067.0	6294.0	6326.0	5895.0	5089.0	4552.0	507.0	6579.0	7633.0	6164.0	6145.0	10080.0	10796.0	2921.0	12032.0	7002.0	10332.0	11022.0	6713.0	1850.0	5474.0	6495.0	6938.0	5426.0	4266.0	9252.0	5086.0	3223.0	2626.0	3773.0	261.0
PTEN_E8_STA101829	3915.0	2425.0	3272.0	4038.0	3003.0	2239.0	366.0	4411.0	4399.0	2724.0	3300.0	4945.0	5842.0	1723.0	6659.0	3469.0	5614.0	6089.0	3733.0	870.0	2424.0	3910.0	4564.0	2859.0	2010.0	4035.0	2144.0	1357.0	1435.0	1948.0	156.0
PTEN_E9_STA101842	7315.0	6055.0	7580.0	7463.0	6607.0	5674.0	689.0	9622.0	8115.0	7946.0	8025.0	11204.0	15113.0	3365.0	14917.0	8323.0	12677.0	13356.0	8559.0	2003.0	7039.0	8581.0	8181.0	6204.0	5336.0	11390.0	5970.0	3660.0	2840.0	3583.0	338.0
PTEN_E9_STA100512	1906.0	1922.0	1949.0	1527.0	1364.0	912.0	191.0	1564.0	1791.0	1838.0	1959.0	3296.0	3474.0	814.0	3398.0	1770.0	2927.0	3272.0	1862.0	304.0	1768.0	1940.0	1349.0	1369.0	1230.0	2861.0	1098.0	734.0	509.0	805.0	101.0
PTEN_E9_STA100514	7851.0	6011.0	6757.0	6893.0	6450.0	4566.0	567.0	8763.0	5552.0	5469.0	7111.0	8545.0	13340.0	2776.0	14563.0	7830.0	11599.0	13894.0	7427.0	1503.0	7085.0	7678.0	7482.0	5466.0	5034.0	9663.0	4981.0	3044.0	2831.0	3778.0	413.0
FGFR2_E18_STA101332	10299.0	12662.0	12419.0	11043.0	9417.0	4784.0	815.0	14788.0	15345.0	11369.0	10162.0	16166.0	22365.0	4011.0	22642.0	14021.0	16312.0	18125.0	9423.0	2450.0	15127.0	15129.0	12536.0	10122.0	8698.0	17237.0	8300.0	6110.0	3969.0	4690.0	260.0
FGFR2_E17_STA101333	8212.0	10404.0	11001.0	9533.0	7931.0	7152.0	794.0	11401.0	10890.0	9769.0	8597.0	13925.0	17285.0	3043.0	17780.0	11103.0	14437.0	13323.0	8156.0	2159.0	12816.0	11869.0	9640.0	7589.0	6894.0	15864.0	7073.0	5228.0	3169.0	4053.0	184.0
FGFR2_E16_STA101334	3011.0	2700.0	5002.0	4042.0	3425.0	1727.0	203.0	5201.0	3263.0	3064.0	3386.0	6242.0	8613.0	563.0	8781.0	3387.0	5986.0	3927.0	2702.0	943.0	5459.0	5054.0	2736.0	2700.0	3191.0	5024.0	1862.0	1703.0	755.0	1634.0	149.0
FGFR2_E15_STA101335	732.0	468.0	518.0	525.0	504.0	238.0	71.0	579.0	472.0	485.0	557.0	849.0	1408.0	183.0	1240.0	513.0	674.0	1193.0	590.0	146.0	543.0	525.0	595.0	412.0	382.0	655.0	256.0	273.0	187.0	320.0	32.0
FGFR2_E14_STA101735	7094.0	10848.0	10167.0	10230.0	7839.0	7606.0	662.0	15994.0	9754.0	8676.0	8503.0	17980.0	18863.0	3096.0	20950.0	10276.0	15501.0	12649.0	9028.0	2379.0	13329.0	13684.0	9284.0	7582.0	6186.0	16457.0	8856.0	4530.0	2764.0	3455.0	221.0
FGFR2_E14_STA100013	11104.0	12784.0	13456.0	12396.0	10498.0	10015.0	1023.0	17868.0	11382.0	10785.0	11618.0	20109.0	22858.0	3933.0	25939.0	12886.0	19187.0	14695.0	10697.0	3155.0	15345.0	15610.0	11273.0	8947.0	7351.0	20210.0	11144.0	5564.0	4052.0	4702.0	329.0
FGFR2_E14_STA100014	9628.0	11025.0	10761.0	9530.0	8809.0	7829.0	830.0	11875.0	8531.0	10197.0	9364.0	14795.0	19040.0	3761.0	20039.0	10901.0	14068.0	15453.0	8632.0	2844.0	15577.0	11961.0	7327.0	7639.0	7264.0	18743.0	8310.0	4941.0	3157.0	4322.0	358.0
FGFR2_E13_STA101336	7102.0	10870.0	11085.0	8706.0	7624.0	5912.0	816.0	12795.0	10743.0	10476.0	9228.0	17772.0	18778.0	2744.0	19271.0	10329.0	14544.0	12721.0	8024.0	2121.0	15553.0	11965.0	6851.0	7602.0	7311.0	19934.0	7729.0	4639.0	2744.0	4330.0	255.0
FGFR2_E12_STA100015	8161.0	9280.0	9243.0	8044.0	6630.0	5122.0	488.0	8282.0	8315.0	9373.0	7938.0	10660.0	16811.0	2633.0	16219.0	8883.0	12295.0	13751.0	7362.0	1881.0	11819.0	9308.0	7574.0	6949.0	5903.0	14659.0	5526.0	4493.0	2634.0	3042.0	281.0
FGFR2_E12_STA100016	6847.0	5908.0	7814.0	7258.0	5952.0	3953.0	472.0	8794.0	7953.0	6660.0	6620.0	9468.0	12755.0	2312.0	14311.0	6981.0	9509.0	9534.0	6157.0	1640.0	7791.0	8149.0	7644.0	6111.0	5050.0	7597.0	3732.0	2935.0	1892.0	3493.0	388.0
FGFR2_E11_STA101337	21893.0	27403.0	30139.0	25154.0	20402.0	19773.0	1758.0	35085.0	28261.0	25565.0	24755.0	43730.0	55931.0	6976.0	48180.0	31639.0	36770.0	38531.0	22358.0	5998.0	35144.0	32688.0	22101.0	20106.0	19641.0	46833.0	20906.0	11895.0	7297.0	8894.0	353.0
FGFR2_E10_STA101338	6236.0	8459.0	9370.0	7531.0	7373.0	5751.0	536.0	11059.0	8066.0	7604.0	6614.0	13286.0	16450.0	1946.0	18371.0	7843.0	12433.0	12134.0	6753.0	2296.0	10987.0	10473.0	8190.0	6018.0	5517.0	15197.0	6430.0	3234.0	2718.0	4162.0	198.0
FGFR2_E9_STA100017	7094.0	7382.0	9818.0	8246.0	6893.0	6320.0	786.0	11161.0	8556.0	6496.0	6865.0	13470.0	13682.0	2456.0	15803.0	7572.0	10741.0	10504.0	6484.0	1610.0	8744.0	9067.0	7681.0	6091.0	5212.0	11066.0	6456.0	3531.0	3026.0	4069.0	197.0
FGFR2_E9_STA100018	1166.0	1663.0	1735.0	1232.0	1140.0	857.0	45.0	1745.0	1614.0	1533.0	1229.0	2793.0	3421.0	352.0	3061.0	1489.0	2290.0	2319.0	1319.0	371.0	2354.0	1788.0	1234.0	1372.0	1163.0	2505.0	968.0	982.0	427.0	606.0	17.0
FGFR2_E9_STA100019	9670.0	11999.0	12844.0	10526.0	9257.0	8774.0	1057.0	16878.0	13992.0	11315.0	9674.0	20881.0	20449.0	3424.0	23556.0	12771.0	16762.0	14776.0	8746.0	2938.0	14479.0	13240.0	11161.0	9204.0	8219.0	19724.0	10601.0	5470.0	3443.0	4895.0	518.0
FGFR2_E8_STA101339	850.0	969.0	1077.0	975.0	938.0	790.0	61.0	1511.0	986.0	1106.0	942.0	1478.0	2133.0	293.0	2165.0	1060.0	1506.0	1242.0	792.0	215.0	1405.0	1203.0	1127.0	825.0	769.0	1658.0	634.0	446.0	285.0	452.0	24.0
FGFR2_E7_STA100020	1415.0	1078.0	1645.0	1641.0	1492.0	869.0	131.0	2082.0	1239.0	1455.0	1811.0	2531.0	3166.0	429.0	3485.0	1666.0	2755.0	2153.0	1232.0	303.0	1648.0	1990.0	1365.0	1426.0	1360.0	2075.0	893.0	760.0	398.0	711.0	102.0
FGFR2_E7_STA100021	4515.0	4135.0	5884.0	5742.0	4708.0	3680.0	320.0	7203.0	4670.0	4309.0	4542.0	8888.0	9724.0	979.0	10724.0	4323.0	7106.0	5891.0	3749.0	945.0	5322.0	5740.0	3975.0	3470.0	3015.0	7181.0	3381.0	2565.0	1530.0	2134.0	196.0
FGFR2_E7_STA100022	8627.0	12219.0	11984.0	9570.0	9296.0	10638.0	820.0	15573.0	12364.0	10516.0	9394.0	21723.0	18190.0	3245.0	22622.0	12610.0	17225.0	12609.0	7615.0	2368.0	14851.0	12730.0	7367.0	7820.0	7505.0	22946.0	12260.0	5430.0	3057.0	3634.0	283.0
FGFR2_E6_STA101340	10620.0	10722.0	11530.0	10895.0	8975.0	6401.0	949.0	14627.0	9465.0	11563.0	10661.0	11970.0	20689.0	3322.0	22010.0	10980.0	14617.0	18781.0	10008.0	2256.0	15562.0	13130.0	12396.0	8282.0	8070.0	17887.0	6636.0	5838.0	3620.0	5026.0	188.0
FGFR2_E5_STA101341	1982.0	2204.0	2508.0	1974.0	1830.0	1940.0	141.0	3193.0	2606.0	1938.0	2258.0	4249.0	4132.0	630.0	4435.0	2340.0	3391.0	2987.0	1682.0	560.0	2762.0	2832.0	1776.0	1710.0	1348.0	3525.0	1839.0	1196.0	796.0	892.0	32.0
FGFR2_E4_STA101342	1707.0	1913.0	1989.0	1517.0	1595.0	1235.0	129.0	2547.0	2129.0	1627.0	1865.0	3109.0	3587.0	556.0	4066.0	2046.0	2518.0	2386.0	1524.0	301.0	2397.0	2337.0	1473.0	1784.0	1249.0	2997.0	1473.0	992.0	650.0	655.0	48.0
FGFR2_E3_STA101343	10629.0	13512.0	18802.0	15559.0	14257.0	13086.0	972.0	23707.0	14350.0	13280.0	11659.0	24172.0	24569.0	2992.0	31430.0	13005.0	18578.0	15876.0	11423.0	2384.0	19332.0	18684.0	13327.0	11326.0	9587.0	20770.0	12190.0	5153.0	4051.0	5030.0	432.0
FGFR2_E2_STA101344	4292.0	4143.0	6599.0	5403.0	5043.0	3023.0	240.0	7906.0	5715.0	3956.0	4365.0	8758.0	10047.0	1404.0	11924.0	4773.0	7671.0	5893.0	3871.0	1165.0	6248.0	7111.0	5379.0	4554.0	3434.0	6799.0	2989.0	2372.0	1431.0	2308.0	89.0
HRAS_E4_STA100023	1002.0	3334.0	3542.0	2132.0	2026.0	4542.0	336.0	7294.0	2683.0	925.0	2152.0	9072.0	4175.0	600.0	7711.0	2552.0	7584.0	1391.0	1070.0	954.0	4439.0	6858.0	1204.0	2518.0	1772.0	7129.0	4108.0	863.0	677.0	557.0	400.0
HRAS_E4_STA101605	2225.0	7491.0	7064.0	4537.0	4088.0	11487.0	839.0	17347.0	6412.0	2189.0	4271.0	21052.0	8847.0	1268.0	16606.0	5777.0	15901.0	3010.0	2095.0	1766.0	9292.0	14446.0	2795.0	5792.0	4072.0	14367.0	10980.0	1763.0	1630.0	1441.0	1052.0
HRAS_E4_STA100025	903.0	2597.0	2035.0	1185.0	1226.0	3333.0	440.0	4447.0	1708.0	640.0	1393.0	7901.0	2610.0	526.0	5228.0	1970.0	5613.0	810.0	772.0	800.0	3277.0	3556.0	585.0	2075.0	1248.0	5672.0	4148.0	382.0	573.0	460.0	366.0
HRAS_E3_STA100026	376.0	889.0	1126.0	903.0	776.0	1027.0	125.0	2532.0	883.0	300.0	902.0	3153.0	2034.0	164.0	2993.0	725.0	3017.0	538.0	397.0	350.0	1358.0	2125.0	339.0	891.0	690.0	1919.0	1245.0	258.0	451.0	462.0	162.0
HRAS_E3_STA100027	347.0	732.0	1390.0	698.0	781.0	916.0	88.0	2416.0	878.0	331.0	620.0	3179.0	1682.0	258.0	3151.0	643.0	2727.0	423.0	491.0	336.0	1473.0	2457.0	356.0	865.0	587.0	1919.0	1164.0	214.0	374.0	250.0	174.0
HRAS_E2_STA100028	577.0	1652.0	1777.0	1222.0	833.0	2007.0	246.0	2984.0	1061.0	563.0	1283.0	4111.0	2446.0	279.0	4596.0	1345.0	4673.0	651.0	704.0	621.0	2497.0	2752.0	443.0	1212.0	1046.0	3740.0	2447.0	464.0	486.0	567.0	337.0
HRAS_E2_STA100029	1662.0	6431.0	6314.0	3925.0	2922.0	8386.0	799.0	12280.0	6690.0	1545.0	3958.0	17356.0	7549.0	1201.0	17171.0	4597.0	15345.0	2316.0	2078.0	2364.0	7374.0	11103.0	2179.0	4419.0	3372.0	13252.0	9522.0	1894.0	1936.0	1475.0	1161.0
KRAS_E4_STA101627	8727.0	5693.0	7303.0	48009.0	6646.0	4390.0	417.0	7241.0	10959.0	6997.0	7155.0	9613.0	16391.0	4859.0	17401.0	8092.0	11487.0	14605.0	9955.0	1742.0	6955.0	14730.0	10280.0	6296.0	5705.0	9091.0	8859.0	3391.0	2784.0	4598.0	234.0
KRAS_E4_STA100031	8337.0	7015.0	7875.0	45268.0	6200.0	4457.0	543.0	7204.0	13304.0	7123.0	6703.0	12019.0	14929.0	5107.0	16054.0	8364.0	12112.0	13237.0	9534.0	1545.0	6977.0	13133.0	8582.0	6701.0	5803.0	10649.0	10154.0	3609.0	2937.0	4201.0	202.0
KRAS_E3_STA101630	1352.0	1100.0	1588.0	11944.0	1401.0	848.0	88.0	1463.0	3149.0	1465.0	1753.0	2782.0	3482.0	998.0	3537.0	1493.0	2488.0	3122.0	1905.0	491.0	1547.0	3111.0	1858.0	1453.0	1389.0	2136.0	1570.0	789.0	459.0	895.0	130.0
KRAS_E3_STA100033	16184.0	15961.0	18106.0	116638.0	14513.0	11076.0	1096.0	17083.0	25393.0	17299.0	16887.0	26045.0	34024.0	10782.0	41818.0	18914.0	29215.0	30133.0	19448.0	4063.0	17490.0	29307.0	17929.0	13841.0	14200.0	28701.0	21890.0	9021.0	5801.0	10234.0	923.0
KRAS_E3_STA100034	5870.0	4194.0	5024.0	32716.0	4614.0	3279.0	490.0	4993.0	8798.0	4016.0	5142.0	7865.0	8741.0	3925.0	12341.0	5401.0	8139.0	8042.0	6286.0	1064.0	3879.0	8154.0	6156.0	3945.0	3255.0	5863.0	6197.0	2329.0	2153.0	3106.0	336.0
KRAS_E3_STA100035	12593.0	9992.0	11371.0	76268.0	10892.0	8325.0	1099.0	10669.0	14252.0	10726.0	10783.0	15734.0	19675.0	7344.0	25954.0	12492.0	20056.0	18314.0	12464.0	2245.0	11543.0	18258.0	13035.0	8826.0	8290.0	15075.0	15468.0	5753.0	5282.0	6528.0	336.0
KRAS_E2_STA100036	3032.0	2114.0	2222.0	23451.0	1975.0	1333.0	202.0	1956.0	3709.0	2174.0	2386.0	2678.0	4195.0	1749.0	6128.0	2843.0	4271.0	3951.0	3402.0	494.0	2290.0	4558.0	2977.0	1824.0	1527.0	2888.0	2851.0	1299.0	1162.0	1317.0	93.0
KRAS_E2_STA101625	4080.0	3277.0	3919.0	37880.0	3233.0	2692.0	343.0	3768.0	6232.0	3544.0	3473.0	5871.0	6800.0	2743.0	7872.0	4525.0	5814.0	6854.0	5303.0	952.0	3643.0	6175.0	4752.0	3002.0	2471.0	4681.0	5156.0	1594.0	1476.0	1775.0	188.0
BRCA2_E2_STA100515	1960.0	1503.0	6959.0	5115.0	253.0	4670.0	253.0	6643.0	4165.0	1992.0	4252.0	8161.0	4065.0	1575.0	5024.0	4692.0	7379.0	5000.0	1506.0	745.0	4490.0	6900.0	4940.0	2058.0	2313.0	6488.0	1274.0	1766.0	1077.0	1875.0	314.0
BRCA2_E3_STA100516	13537.0	8038.0	18762.0	16307.0	12846.0	14980.0	2060.0	23610.0	18070.0	12875.0	12897.0	17755.0	27090.0	4845.0	24667.0	13904.0	23356.0	15551.0	13860.0	2472.0	12917.0	24161.0	14523.0	8429.0	8380.0	19308.0	11295.0	5578.0	5209.0	6867.0	618.0
BRCA2_E3_STA100517	7226.0	4903.0	10640.0	8128.0	6574.0	7455.0	769.0	11765.0	13415.0	7157.0	6692.0	11479.0	13913.0	3465.0	12948.0	7310.0	12528.0	10012.0	7460.0	1578.0	7205.0	13482.0	8428.0	4787.0	4295.0	9148.0	5544.0	2980.0	3024.0	3132.0	193.0
BRCA2_E3_STA101751	12527.0	6246.0	18085.0	13467.0	11032.0	9678.0	1214.0	18927.0	19374.0	10164.0	11294.0	16123.0	21943.0	4855.0	20207.0	10255.0	16707.0	13973.0	12199.0	2526.0	9150.0	21244.0	15094.0	7509.0	6674.0	12406.0	6816.0	5086.0	4384.0	5938.0	603.0
BRCA2_E3_STA100519	8333.0	6308.0	13979.0	10711.0	8664.0	9266.0	1215.0	13835.0	14177.0	8350.0	8491.0	12107.0	17384.0	4286.0	15648.0	10295.0	16110.0	11151.0	7919.0	1714.0	8079.0	14724.0	10862.0	6321.0	5959.0	12413.0	7636.0	3836.0	3858.0	4878.0	336.0
BRCA2_E4_STA100520	2772.0	1950.0	4618.0	3502.0	2957.0	3251.0	429.0	5195.0	5230.0	3134.0	3119.0	5658.0	6576.0	1259.0	5719.0	3196.0	5860.0	4074.0	3053.0	811.0	3332.0	5597.0	2886.0	2493.0	1727.0	4383.0	2830.0	1526.0	1089.0	1600.0	182.0
BRCA2_E4_STA100521	1544.0	744.0	3192.0	2175.0	1770.0	1567.0	270.0	2929.0	2911.0	1629.0	1414.0	2642.0	4269.0	534.0	3263.0	1609.0	3136.0	2181.0	1924.0	381.0	1548.0	3450.0	1830.0	1004.0	1248.0	1987.0	933.0	659.0	597.0	799.0	90.0
BRCA2_E5_STA100522	2597.0	1907.0	4462.0	3238.0	2571.0	2945.0	457.0	4448.0	4841.0	2651.0	2434.0	5582.0	5264.0	1100.0	4979.0	2758.0	5554.0	3147.0	3157.0	584.0	2696.0	4771.0	2909.0	1814.0	1830.0	3971.0	2476.0	1235.0	954.0	1465.0	114.0
BRCA2_E6_STA100523	7074.0	4667.0	12134.0	9287.0	6895.0	7479.0	1046.0	11190.0	10374.0	7240.0	7329.0	10708.0	15409.0	2825.0	14019.0	8713.0	14477.0	9442.0	7710.0	1401.0	6709.0	13516.0	7810.0	4325.0	4344.0	11274.0	6606.0	3097.0	3107.0	4423.0	314.0
BRCA2_E7_STA100524	9146.0	5918.0	14051.0	10714.0	8033.0	10505.0	1395.0	14612.0	10848.0	8559.0	8839.0	12209.0	14791.0	3419.0	16313.0	9351.0	14511.0	10130.0	9054.0	1763.0	7852.0	14825.0	10362.0	5258.0	5542.0	13179.0	8064.0	3678.0	4005.0	4443.0	332.0
BRCA2_E7_STA100525	5647.0	4489.0	9954.0	7554.0	5616.0	7347.0	804.0	9881.0	10470.0	5844.0	6407.0	10629.0	11807.0	2891.0	10308.0	6097.0	9720.0	7580.0	5839.0	1175.0	5380.0	10550.0	6725.0	4518.0	3946.0	9639.0	5919.0	2930.0	2440.0	3271.0	312.0
BRCA2_E8_STA100526	2559.0	2106.0	4653.0	3021.0	2587.0	2275.0	341.0	4326.0	4284.0	2816.0	2329.0	4308.0	5044.0	1188.0	5730.0	2697.0	5077.0	3987.0	3100.0	657.0	2962.0	4944.0	3276.0	1811.0	1748.0	4259.0	2354.0	1544.0	1105.0	1569.0	140.0
BRCA2_E9_STA100527	2283.0	1362.0	3766.0	3462.0	2497.0	2334.0	202.0	4412.0	4550.0	2112.0	2764.0	3945.0	5245.0	1122.0	4906.0	2272.0	4494.0	3267.0	2171.0	666.0	2316.0	5098.0	3226.0	1644.0	1687.0	2617.0	1646.0	1066.0	1101.0	1132.0	64.0
BRCA2_E9_STA100528	10849.0	9265.0	20383.0	15330.0	11065.0	12953.0	1021.0	20002.0	16415.0	12737.0	13807.0	16851.0	28218.0	4815.0	23102.0	12242.0	24053.0	13878.0	9125.0	2490.0	12995.0	24252.0	11287.0	8171.0	7957.0	18223.0	9423.0	6071.0	4831.0	5406.0	436.0
BRCA2_E9_STA100529	12793.0	11471.0	26845.0	16131.0	12203.0	21207.0	1781.0	28807.0	25595.0	14998.0	14045.0	27019.0	23974.0	5737.0	25799.0	15086.0	26704.0	14410.0	10003.0	2755.0	15225.0	25841.0	12844.0	8967.0	7256.0	25457.0	15881.0	6409.0	6162.0	2883.0	526.0
BRCA2_E10_STA100530	3790.0	1812.0	5706.0	4450.0	3190.0	2816.0	460.0	6118.0	6688.0	3350.0	3854.0	5523.0	7912.0	1224.0	6471.0	3097.0	6720.0	4824.0	3997.0	638.0	2640.0	7209.0	4083.0	2716.0	2320.0	4021.0	2421.0	1651.0	1304.0	2301.0	172.0
BRCA2_E10_STA100531	6105.0	3218.0	10113.0	7432.0	5963.0	5341.0	496.0	10123.0	7807.0	5686.0	6095.0	8216.0	13435.0	1995.0	11115.0	5821.0	11202.0	7745.0	6223.0	1178.0	5824.0	11464.0	6841.0	4071.0	4136.0	7509.0	4437.0	2965.0	2306.0	3932.0	182.0
BRCA2_E10_STA100532	1469.0	1178.0	2581.0	1972.0	1466.0	1464.0	168.0	2714.0	3096.0	1690.0	1602.0	3090.0	3420.0	652.0	2668.0	1533.0	2690.0	2400.0	1564.0	386.0	1771.0	3069.0	1595.0	1143.0	1201.0	2509.0	1073.0	778.0	554.0	739.0	102.0
BRCA2_E10_STA100533	13344.0	8151.0	20810.0	16328.0	10975.0	11789.0	1186.0	20329.0	18801.0	13305.0	13304.0	15314.0	28522.0	5309.0	24127.0	12328.0	23477.0	18329.0	11726.0	2626.0	13595.0	24407.0	14680.0	9221.0	8856.0	16402.0	9014.0	6611.0	4828.0	6814.0	253.0
BRCA2_E10_STA100534	6694.0	3565.0	10988.0	7509.0	5972.0	5308.0	865.0	9912.0	11339.0	5988.0	6910.0	8763.0	11308.0	2826.0	11467.0	5910.0	10676.0	8149.0	6378.0	1420.0	5456.0	12418.0	8140.0	4535.0	3755.0	6672.0	3645.0	2975.0	2804.0	3764.0	212.0
BRCA2_E10_STA100535	10296.0	7251.0	16856.0	11872.0	9318.0	9665.0	731.0	14663.0	17021.0	11311.0	11623.0	16574.0	21272.0	4162.0	18292.0	10864.0	17660.0	16028.0	8852.0	2270.0	12542.0	14840.0	10442.0	7871.0	6631.0	14148.0	6753.0	5687.0	3497.0	5243.0	202.0
BRCA2_E10_STA100536	10131.0	6359.0	15729.0	11032.0	8613.0	8714.0	544.0	14042.0	14976.0	10469.0	10299.0	13514.0	19719.0	4062.0	16916.0	9568.0	16731.0	13629.0	9436.0	2394.0	10915.0	17671.0	9839.0	7267.0	6608.0	14303.0	6582.0	4624.0	3672.0	5238.0	234.0
BRCA2_E10_STA100537	7128.0	5462.0	11153.0	8081.0	6111.0	6881.0	663.0	11080.0	13344.0	7910.0	7656.0	12351.0	14699.0	3349.0	12005.0	7395.0	11475.0	9752.0	6264.0	1329.0	7200.0	14329.0	8589.0	5670.0	5179.0	9085.0	4985.0	3830.0	2636.0	3636.0	150.0
BRCA2_E10_STA100538	6277.0	4099.0	9849.0	8036.0	5963.0	5154.0	647.0	8911.0	8884.0	6291.0	7165.0	8066.0	14541.0	2109.0	11241.0	6423.0	10919.0	9122.0	6578.0	1111.0	6165.0	11766.0	6573.0	3988.0	4469.0	8159.0	4126.0	3465.0	2359.0	2884.0	187.0
BRCA2_E10_STA100539	5374.0	3010.0	7571.0	6390.0	4458.0	5139.0	708.0	7412.0	7744.0	4288.0	4976.0	7779.0	8635.0	2015.0	8495.0	4887.0	8069.0	5368.0	5161.0	965.0	4189.0	8055.0	6275.0	3364.0	2341.0	5112.0	3417.0	2076.0	2062.0	2533.0	154.0
BRCA2_E10_STA100540	12532.0	6920.0	19284.0	15315.0	11437.0	10240.0	1412.0	18901.0	18859.0	11215.0	12955.0	18694.0	23735.0	4875.0	21964.0	10764.0	20921.0	14153.0	11359.0	2334.0	10927.0	22170.0	14748.0	9022.0	7382.0	13336.0	7638.0	5183.0	4742.0	5992.0	328.0
BRCA2_E10_STA100541	14916.0	10338.0	24111.0	19645.0	15240.0	18752.0	2085.0	26342.0	22331.0	16005.0	15826.0	24607.0	28994.0	6426.0	27462.0	15984.0	28600.0	19933.0	14491.0	3151.0	16079.0	28312.0	18502.0	10129.0	10277.0	22833.0	13403.0	7438.0	6588.0	8129.0	776.0
BRCA2_E10_STA100542	6012.0	4914.0	10077.0	8161.0	6363.0	6703.0	809.0	10724.0	10789.0	6778.0	6909.0	11780.0	13874.0	2793.0	12135.0	6710.0	12402.0	8993.0	6151.0	1710.0	7344.0	13287.0	7383.0	4770.0	4624.0	10039.0	5587.0	3293.0	2766.0	3365.0	389.0
