	C21D00575	D21D00569T	D21D00578T	D21D00591	D21D00593	D21D00597	D21D00609T	D21D00611T	M21D00568	M21D00589	N21D00564	N21D00580	N21D00608	P21D00567	P21D00573	P21D00584	P21D00586	P21D00588	P21D00594	P21D00595	P21D00596	P21D00598	P21D00599	P21D00605	P21D00606	T21D00581	X21D00548T	X21D00552	X21D00558	X21D00587	X21D00600
NOTCH1_E11_STA101303	1328.0	3823.0	4634.0	3365.0	2231.0	4837.0	416.0	7007.0	2612.0	2123.0	2394.0	5803.0	5492.0	583.0	7697.0	2598.0	4491.0	1221.0	680.0	658.0	2850.0	3442.0	898.0	2164.0	1499.0	3600.0	3361.0	876.0	970.0	468.0	317.0
NOTCH1_E10_STA101304	240.0	434.0	853.0	606.0	394.0	458.0	134.0	1074.0	734.0	253.0	432.0	2195.0	1079.0	78.0	1536.0	458.0	1277.0	214.0	180.0	174.0	697.0	762.0	153.0	484.0	426.0	1126.0	878.0	159.0	158.0	175.0	92.0
NOTCH1_E10_STA101305	608.0	1937.0	2282.0	1551.0	1239.0	2083.0	250.0	3285.0	2126.0	837.0	1432.0	6473.0	2491.0	200.0	4204.0	1477.0	3679.0	721.0	383.0	560.0	2653.0	2216.0	444.0	1457.0	932.0	4533.0	3196.0	535.0	486.0	309.0	162.0
NOTCH1_E10_STA101681	256.0	663.0	743.0	525.0	475.0	766.0	118.0	1307.0	690.0	262.0	522.0	1888.0	960.0	111.0	1475.0	479.0	1226.0	186.0	175.0	182.0	736.0	686.0	161.0	460.0	388.0	1306.0	1403.0	198.0	153.0	159.0	105.0
NOTCH1_E9_STA101307	361.0	1025.0	1320.0	890.0	767.0	1359.0	151.0	1973.0	1415.0	411.0	930.0	4942.0	1566.0	106.0	2229.0	970.0	2101.0	306.0	202.0	439.0	1909.0	1327.0	331.0	1047.0	651.0	2612.0	2333.0	228.0	225.0	261.0	160.0
NOTCH1_E8_STA101688	732.0	1544.0	3058.0	2086.0	1968.0	1752.0	273.0	4344.0	3087.0	951.0	2437.0	10002.0	3850.0	299.0	6495.0	1459.0	3945.0	1032.0	592.0	677.0	2604.0	3088.0	1036.0	2097.0	1270.0	3686.0	2814.0	691.0	508.0	720.0	355.0
NOTCH1_E8_STA101310	986.0	3234.0	3966.0	2660.0	1853.0	4160.0	539.0	5667.0	2579.0	1590.0	2079.0	7919.0	4981.0	468.0	7146.0	2015.0	3971.0	783.0	605.0	1025.0	2557.0	1926.0	613.0	2111.0	1935.0	3861.0	4501.0	783.0	746.0	621.0	349.0
NOTCH1_E8_STA101311	510.0	1359.0	2564.0	2027.0	1785.0	2358.0	201.0	4273.0	2627.0	1017.0	1636.0	7571.0	3243.0	255.0	4735.0	1598.0	3534.0	723.0	664.0	629.0	2512.0	2977.0	751.0	1956.0	1394.0	3594.0	2991.0	393.0	479.0	514.0	239.0
NOTCH1_E7_STA101312	768.0	2313.0	2495.0	1628.0	1232.0	2568.0	421.0	3424.0	1867.0	957.0	1932.0	5801.0	3092.0	327.0	4497.0	1877.0	3743.0	741.0	640.0	642.0	2615.0	2231.0	714.0	1467.0	996.0	4303.0	4048.0	617.0	548.0	405.0	303.0
NOTCH1_E7_STA101699	347.0	1302.0	1505.0	943.0	874.0	1370.0	171.0	2399.0	1970.0	496.0	985.0	4790.0	1708.0	166.0	2811.0	943.0	2282.0	442.0	295.0	392.0	1525.0	1501.0	454.0	1061.0	740.0	2357.0	2405.0	388.0	245.0	270.0	216.0
NOTCH1_E6_STA101314	395.0	903.0	1340.0	802.0	699.0	802.0	183.0	1640.0	1111.0	422.0	1076.0	3941.0	1982.0	140.0	3372.0	818.0	2151.0	419.0	356.0	347.0	1323.0	1283.0	355.0	877.0	576.0	1750.0	1186.0	233.0	247.0	292.0	132.0
NOTCH1_E6_STA101315	352.0	1038.0	1176.0	783.0	689.0	844.0	135.0	1571.0	1043.0	531.0	891.0	3950.0	1887.0	166.0	3062.0	749.0	2079.0	468.0	339.0	360.0	1372.0	1241.0	328.0	886.0	576.0	1815.0	1463.0	225.0	334.0	256.0	104.0
NOTCH1_E6_STA101316	2946.0	7898.0	10619.0	7258.0	6485.0	10326.0	1161.0	16029.0	11111.0	3925.0	7445.0	31585.0	12937.0	1210.0	18432.0	7603.0	14686.0	3095.0	2558.0	2332.0	11489.0	10260.0	3440.0	7949.0	4506.0	15262.0	13550.0	2152.0	2050.0	1658.0	874.0
NOTCH1_E6_STA101317	1107.0	2725.0	4131.0	2859.0	2941.0	4086.0	462.0	6536.0	4171.0	1336.0	2512.0	11629.0	4920.0	408.0	7755.0	2474.0	5571.0	1198.0	1047.0	901.0	3826.0	4153.0	1542.0	2831.0	1760.0	5019.0	4735.0	647.0	883.0	734.0	380.0
NOTCH1_E5_STA101318	1910.0	8018.0	7732.0	5436.0	4774.0	9276.0	1861.0	11650.0	8661.0	2480.0	5259.0	25113.0	8660.0	916.0	15326.0	5742.0	12010.0	1718.0	2111.0	2112.0	8642.0	7326.0	2683.0	5496.0	3501.0	12286.0	15114.0	1600.0	1765.0	1471.0	1152.0
NOTCH1_E5_STA101319	1797.0	5454.0	6098.0	4195.0	3806.0	6290.0	959.0	8752.0	5154.0	2097.0	4654.0	15862.0	6247.0	694.0	10684.0	4067.0	8083.0	1676.0	1408.0	1185.0	5291.0	4872.0	2008.0	3401.0	2687.0	10026.0	9637.0	1562.0	1203.0	953.0	619.0
NOTCH1_E4_STA101657	149.0	556.0	726.0	491.0	486.0	510.0	48.0	1107.0	909.0	282.0	636.0	2477.0	1136.0	76.0	1438.0	412.0	1089.0	226.0	139.0	262.0	1016.0	873.0	209.0	583.0	410.0	1195.0	732.0	139.0	132.0	124.0	50.0
NOTCH1_E4_STA101321	710.0	2257.0	2638.0	2209.0	2153.0	2755.0	421.0	4207.0	2316.0	984.0	1921.0	6152.0	3905.0	304.0	5732.0	1950.0	3795.0	804.0	596.0	646.0	3066.0	2814.0	999.0	1687.0	1693.0	3791.0	3641.0	724.0	375.0	448.0	240.0
NOTCH1_E4_STA101322	527.0	1586.0	1759.0	1227.0	1242.0	1761.0	345.0	2545.0	1532.0	657.0	1303.0	4990.0	2379.0	164.0	3633.0	1115.0	3051.0	382.0	378.0	439.0	1830.0	1576.0	490.0	1078.0	945.0	3137.0	3072.0	487.0	357.0	438.0	310.0
NOTCH1_E4_STA102031	1223.0	5661.0	6198.0	4590.0	4058.0	6281.0	419.0	10822.0	7232.0	2767.0	4155.0	18617.0	8155.0	725.0	13757.0	4291.0	8541.0	1993.0	1436.0	1964.0	7327.0	7763.0	2224.0	4443.0	3179.0	10803.0	8936.0	1451.0	1235.0	1170.0	437.0
NOTCH1_E3_STA101679	183.0	780.0	1000.0	861.0	703.0	766.0	97.0	1395.0	1141.0	304.0	554.0	2375.0	1154.0	64.0	1702.0	761.0	960.0	202.0	284.0	173.0	807.0	1078.0	404.0	563.0	385.0	924.0	828.0	292.0	202.0	133.0	60.0
NOTCH1_E3_STA101325	852.0	2980.0	3979.0	3174.0	2597.0	3127.0	476.0	6318.0	4426.0	1402.0	3053.0	11946.0	4747.0	451.0	7389.0	2637.0	5271.0	966.0	1095.0	800.0	3608.0	3921.0	1426.0	2833.0	1732.0	4820.0	3853.0	1004.0	655.0	783.0	255.0
NOTCH1_E3_STA101326	1455.0	5800.0	6846.0	4597.0	3626.0	5514.0	775.0	9102.0	6623.0	2302.0	4369.0	18762.0	7823.0	713.0	12218.0	4252.0	9309.0	1651.0	1307.0	1326.0	6521.0	6271.0	1683.0	4575.0	3027.0	9183.0	8076.0	1679.0	1071.0	877.0	414.0
NOTCH1_E3_STA101327	640.0	2249.0	2772.0	1684.0	1545.0	2790.0	253.0	3639.0	2800.0	994.0	1728.0	8591.0	2834.0	370.0	4339.0	1730.0	3390.0	748.0	438.0	732.0	3027.0	2653.0	670.0	1816.0	1118.0	3898.0	4208.0	637.0	501.0	391.0	327.0
NOTCH1_E2_STA102039	2282.0	6457.0	7852.0	6069.0	4848.0	6940.0	909.0	10288.0	6941.0	2799.0	5159.0	18156.0	9977.0	1111.0	15539.0	6385.0	11599.0	2103.0	2383.0	2015.0	7503.0	8731.0	3167.0	5753.0	4202.0	12796.0	11675.0	2142.0	1667.0	1607.0	1031.0
NOTCH1_E2_STA101329	2514.0	7522.0	9837.0	6598.0	5342.0	8126.0	634.0	12891.0	10545.0	2848.0	6293.0	22093.0	11760.0	1306.0	18460.0	7656.0	13821.0	2777.0	2654.0	2076.0	9259.0	10298.0	3779.0	6382.0	5089.0	14059.0	13121.0	2557.0	2293.0	2219.0	913.0
NOTCH1_E2_STA101698	624.0	2068.0	2552.0	1596.0	1217.0	1934.0	108.0	3347.0	4129.0	816.0	1783.0	7756.0	3244.0	398.0	5001.0	2217.0	3825.0	754.0	878.0	701.0	2640.0	2843.0	1005.0	1559.0	1286.0	3961.0	3610.0	763.0	710.0	478.0	169.0
RET_E2_STA100435	299.0	357.0	435.0	430.0	349.0	494.0	34.0	524.0	526.0	298.0	216.0	938.0	935.0	212.0	1076.0	292.0	1092.0	342.0	281.0	187.0	741.0	856.0	246.0	468.0	240.0	833.0	335.0	186.0	220.0	153.0	10.0
RET_E2_STA100436	1273.0	2061.0	2447.0	2164.0	1741.0	2219.0	222.0	2719.0	1495.0	1427.0	1853.0	4154.0	4455.0	599.0	5303.0	1983.0	5089.0	1740.0	1062.0	521.0	3427.0	3371.0	1064.0	1737.0	1700.0	4358.0	2709.0	788.0	634.0	629.0	112.0
RET_E2_STA100437	222.0	320.0	382.0	304.0	315.0	181.0	13.0	608.0	269.0	163.0	264.0	806.0	597.0	68.0	844.0	273.0	751.0	197.0	102.0	83.0	400.0	446.0	147.0	276.0	181.0	475.0	170.0	79.0	96.0	79.0	17.0
RET_E3_STA100438	887.0	2363.0	1797.0	1489.0	1220.0	1826.0	62.0	2909.0	1326.0	1434.0	1407.0	5655.0	3712.0	397.0	4638.0	1761.0	4754.0	1396.0	561.0	512.0	2727.0	2260.0	602.0	1762.0	1348.0	4837.0	2368.0	614.0	509.0	461.0	151.0
RET_E3_STA100439	1754.0	4933.0	3804.0	3070.0	2641.0	4127.0	221.0	5995.0	2956.0	2801.0	2747.0	11530.0	7459.0	928.0	9907.0	3549.0	9369.0	2531.0	1285.0	1085.0	5626.0	4603.0	1299.0	3403.0	2549.0	9544.0	4977.0	1370.0	1019.0	922.0	233.0
RET_E3_STA100440	2966.0	7635.0	7007.0	5270.0	4824.0	6679.0	375.0	11972.0	5809.0	4176.0	5031.0	17527.0	12756.0	1773.0	17083.0	6107.0	14875.0	3696.0	2206.0	1999.0	9202.0	8532.0	2399.0	6526.0	4408.0	14204.0	6718.0	2234.0	1509.0	1317.0	341.0
RET_E3_STA100441	847.0	1877.0	1896.0	1436.0	1368.0	1628.0	94.0	2864.0	1063.0	1082.0	1227.0	3288.0	3919.0	269.0	4934.0	1448.0	4270.0	878.0	576.0	537.0	2480.0	2592.0	825.0	1562.0	1151.0	3124.0	1603.0	604.0	463.0	419.0	84.0
RET_E3_STA100442	2248.0	4383.0	4190.0	2948.0	2911.0	3632.0	128.0	6706.0	2729.0	2335.0	3777.0	9068.0	7966.0	1180.0	10867.0	4122.0	8916.0	2489.0	1371.0	970.0	5233.0	5141.0	1765.0	4083.0	2784.0	8738.0	4377.0	1230.0	1025.0	932.0	164.0
RET_E4_STA101662	912.0	2414.0	2245.0	1589.0	1506.0	2561.0	128.0	4066.0	1758.0	1348.0	1316.0	6130.0	4183.0	555.0	7341.0	2527.0	4864.0	1333.0	577.0	795.0	3366.0	3186.0	838.0	2144.0	1442.0	3914.0	2477.0	827.0	527.0	627.0	91.0
RET_E4_STA100444	767.0	2295.0	2420.0	1698.0	1396.0	2335.0	172.0	3822.0	1704.0	1364.0	1480.0	4939.0	4359.0	415.0	6587.0	2165.0	4621.0	1312.0	556.0	720.0	3174.0	3039.0	837.0	2192.0	1513.0	4056.0	2334.0	992.0	579.0	581.0	117.0
RET_E4_STA100445	707.0	2651.0	2925.0	1781.0	1706.0	2299.0	109.0	4098.0	2225.0	1556.0	2098.0	6545.0	5784.0	422.0	7601.0	2203.0	5496.0	1745.0	713.0	795.0	3685.0	3672.0	863.0	2294.0	1862.0	5866.0	2338.0	884.0	669.0	551.0	154.0
RET_E4_STA100446	1876.0	2839.0	3847.0	2903.0	2217.0	2976.0	261.0	6030.0	2577.0	2059.0	2571.0	9310.0	6227.0	920.0	9325.0	3013.0	7165.0	1755.0	901.0	988.0	3976.0	4373.0	1230.0	2783.0	2206.0	5843.0	3393.0	1017.0	745.0	644.0	363.0
RET_E5_STA100447	976.0	1569.0	2068.0	1587.0	1362.0	1748.0	155.0	2954.0	1492.0	826.0	1111.0	4105.0	2747.0	387.0	4553.0	1419.0	3308.0	747.0	621.0	548.0	1877.0	2137.0	860.0	1502.0	971.0	2674.0	2112.0	457.0	549.0	327.0	132.0
RET_E5_STA100448	1184.0	2639.0	3215.0	2135.0	1487.0	3271.0	230.0	4688.0	2717.0	1565.0	1790.0	7369.0	4601.0	704.0	6237.0	2384.0	5552.0	1454.0	785.0	803.0	3010.0	3172.0	900.0	2195.0	1505.0	5488.0	3578.0	1016.0	602.0	558.0	151.0
RET_E5_STA100449	3417.0	9534.0	9828.0	7546.0	5055.0	11014.0	744.0	14920.0	7581.0	4960.0	5897.0	23434.0	12030.0	2507.0	20638.0	8155.0	16570.0	4049.0	2678.0	2220.0	10285.0	9855.0	3686.0	7375.0	5252.0	16210.0	11082.0	2400.0	2366.0	1954.0	636.0
RET_E6_STA100450	1211.0	2758.0	2299.0	1760.0	1473.0	1899.0	171.0	2896.0	1616.0	1651.0	1358.0	4724.0	4742.0	782.0	5166.0	2370.0	4002.0	2075.0	962.0	568.0	3053.0	2184.0	1030.0	1812.0	1664.0	4771.0	1951.0	844.0	615.0	648.0	84.0
RET_E6_STA100451	4868.0	8017.0	8630.0	7218.0	6351.0	8160.0	350.0	12639.0	6312.0	5253.0	6374.0	15833.0	15396.0	2178.0	18258.0	8289.0	17939.0	5721.0	4421.0	1858.0	10120.0	10205.0	4892.0	7277.0	6027.0	14939.0	8048.0	2726.0	1910.0	1894.0	362.0
RET_E6_STA101723	2262.0	5001.0	4313.0	3661.0	3126.0	4755.0	274.0	7317.0	4673.0	2920.0	2835.0	11315.0	7120.0	1235.0	10093.0	4780.0	8534.0	3471.0	2198.0	1117.0	5450.0	5182.0	2783.0	3742.0	2796.0	7719.0	4843.0	1350.0	1042.0	989.0	174.0
RET_E6_STA100453	1374.0	3267.0	2721.0	2376.0	2056.0	3155.0	179.0	4736.0	2909.0	1884.0	1716.0	7195.0	4533.0	803.0	6445.0	3146.0	5404.0	2146.0	1439.0	708.0	3447.0	3256.0	1857.0	2368.0	1744.0	5040.0	3216.0	877.0	713.0	642.0	111.0
RET_E7_STA100454	1892.0	3820.0	3853.0	3131.0	3121.0	3987.0	201.0	7481.0	2559.0	2530.0	2506.0	8595.0	6648.0	1101.0	9768.0	3654.0	8620.0	2368.0	1092.0	928.0	5202.0	4651.0	1589.0	3690.0	2296.0	6989.0	4213.0	1126.0	951.0	828.0	151.0
RET_E7_STA100455	3764.0	8945.0	8114.0	6477.0	6027.0	9144.0	552.0	14372.0	6314.0	4519.0	4954.0	20435.0	14319.0	2298.0	19685.0	7417.0	15215.0	4673.0	2764.0	2278.0	10397.0	9450.0	3716.0	7193.0	4435.0	15586.0	9399.0	2583.0	2185.0	1477.0	471.0
RET_E7_STA100456	917.0	2052.0	1973.0	1472.0	1403.0	2135.0	102.0	3363.0	1598.0	1170.0	1029.0	6167.0	3475.0	591.0	4399.0	1763.0	4044.0	1044.0	622.0	582.0	2772.0	1983.0	678.0	1895.0	1361.0	3922.0	2472.0	540.0	461.0	446.0	106.0
RET_E7_STA101717	400.0	862.0	847.0	652.0	531.0	922.0	68.0	1295.0	519.0	334.0	569.0	1483.0	1171.0	197.0	1760.0	730.0	1782.0	376.0	332.0	190.0	957.0	954.0	361.0	695.0	443.0	1329.0	993.0	219.0	185.0	179.0	48.0
RET_E8_STA101700	1709.0	4467.0	4466.0	3819.0	3196.0	4575.0	251.0	8143.0	3349.0	2106.0	2543.0	12045.0	7294.0	1256.0	10885.0	3645.0	9492.0	2193.0	1816.0	1284.0	4770.0	5173.0	1922.0	3876.0	2442.0	7047.0	4400.0	1118.0	1085.0	993.0	232.0
RET_E8_STA102037	611.0	834.0	1048.0	774.0	666.0	888.0	81.0	1490.0	665.0	358.0	560.0	2680.0	1655.0	263.0	2352.0	781.0	2028.0	476.0	363.0	259.0	948.0	939.0	416.0	968.0	562.0	1460.0	839.0	253.0	305.0	267.0	64.0
RET_E9_STA100460	1298.0	3282.0	2671.0	1708.0	1612.0	3047.0	143.0	4071.0	2020.0	1219.0	1448.0	7520.0	3989.0	657.0	5441.0	2569.0	5625.0	1106.0	784.0	897.0	3377.0	2797.0	795.0	2600.0	1703.0	5512.0	3351.0	782.0	566.0	506.0	138.0
RET_E9_STA100461	4554.0	10095.0	8371.0	6911.0	5639.0	9718.0	692.0	14640.0	6858.0	4192.0	5183.0	22804.0	12349.0	2281.0	20207.0	7811.0	17725.0	3656.0	3200.0	2633.0	10461.0	8381.0	2883.0	7899.0	4438.0	18826.0	10734.0	2019.0	2399.0	1971.0	504.0
RET_E10_STA100462	1837.0	4770.0	3465.0	2880.0	2356.0	4108.0	294.0	6141.0	2551.0	2023.0	2412.0	10947.0	6103.0	913.0	9857.0	3764.0	8004.0	1601.0	1163.0	1145.0	5084.0	3504.0	1302.0	3549.0	2276.0	8145.0	5034.0	1078.0	968.0	855.0	210.0
RET_E10_STA101727	2374.0	6686.0	5415.0	4343.0	3513.0	7419.0	393.0	10474.0	4680.0	3417.0	3440.0	17324.0	9786.0	1608.0	13564.0	5391.0	12084.0	2823.0	1968.0	2156.0	7186.0	6681.0	1949.0	5231.0	3727.0	12896.0	7334.0	1470.0	1355.0	1309.0	208.0
RET_E11_STA100465	1215.0	2391.0	2144.0	1951.0	1531.0	2297.0	154.0	4090.0	1463.0	1592.0	1882.0	4793.0	3877.0	561.0	6632.0	2247.0	6051.0	1190.0	925.0	618.0	3418.0	2622.0	961.0	1875.0	1595.0	4760.0	2832.0	744.0	685.0	572.0	106.0
RET_E11_STA100466	629.0	1598.0	1423.0	1092.0	1026.0	1838.0	83.0	2197.0	1049.0	755.0	1125.0	3495.0	2550.0	444.0	3675.0	1418.0	3387.0	638.0	451.0	422.0	1735.0	1571.0	514.0	1257.0	791.0	2830.0	1845.0	382.0	368.0	342.0	97.0
RET_E11_STA100467	2075.0	4380.0	4835.0	4169.0	4070.0	5580.0	426.0	10357.0	3236.0	2493.0	3412.0	13353.0	7873.0	1123.0	13627.0	3844.0	10611.0	2276.0	1783.0	1335.0	5608.0	5382.0	1783.0	4326.0	2608.0	7464.0	4415.0	1135.0	1173.0	1176.0	284.0
RET_E11_STA102028	448.0	1220.0	1026.0	609.0	685.0	1268.0	96.0	1765.0	741.0	382.0	647.0	2793.0	1592.0	329.0	2572.0	975.0	1854.0	518.0	352.0	275.0	1366.0	1062.0	369.0	948.0	707.0	2098.0	1403.0	189.0	342.0	158.0	85.0
RET_E12_STA100469	1038.0	2311.0	1981.0	1274.0	1289.0	2149.0	123.0	3560.0	1901.0	1122.0	1088.0	5316.0	2669.0	602.0	4302.0	1720.0	4096.0	872.0	705.0	492.0	2367.0	2105.0	818.0	1671.0	992.0	4095.0	2693.0	476.0	506.0	453.0	170.0
RET_E12_STA100470	2775.0	4077.0	4774.0	3371.0	3425.0	3352.0	298.0	8016.0	3900.0	2507.0	3624.0	13134.0	7246.0	1526.0	11468.0	4068.0	10535.0	2346.0	1835.0	1230.0	4456.0	5095.0	2045.0	3824.0	2548.0	8440.0	4042.0	1324.0	1275.0	1456.0	347.0
RET_E13_STA100472	2213.0	4378.0	3951.0	2659.0	2666.0	5272.0	445.0	6867.0	2576.0	2044.0	2102.0	11389.0	5401.0	1155.0	8808.0	3909.0	8565.0	1920.0	1450.0	1179.0	4352.0	3810.0	1568.0	3990.0	2203.0	8273.0	5860.0	1060.0	1083.0	775.0	293.0
RET_E13_STA100473	452.0	692.0	718.0	446.0	735.0	610.0	30.0	1112.0	497.0	322.0	470.0	1661.0	1859.0	262.0	1805.0	575.0	2098.0	444.0	244.0	130.0	1200.0	958.0	242.0	732.0	630.0	1619.0	887.0	342.0	202.0	154.0	64.0
RET_E14_STA101664	894.0	2100.0	1842.0	1410.0	1307.0	1764.0	151.0	3297.0	1104.0	861.0	1166.0	3632.0	2994.0	339.0	5183.0	1923.0	4569.0	829.0	682.0	505.0	2379.0	2172.0	685.0	1450.0	1124.0	3722.0	2291.0	556.0	576.0	410.0	128.0
RET_E14_STA100476	464.0	1328.0	1134.0	733.0	696.0	894.0	56.0	1677.0	1221.0	672.0	871.0	3051.0	2100.0	278.0	2665.0	1032.0	2558.0	661.0	318.0	336.0	1684.0	1332.0	308.0	991.0	659.0	2261.0	1015.0	428.0	163.0	232.0	51.0
RET_E14_STA100477	2991.0	2671.0	7368.0	5232.0	4767.0	8014.0	300.0	12218.0	6076.0	4500.0	2624.0	19462.0	6458.0	1436.0	17456.0	5973.0	7823.0	3564.0	2513.0	1866.0	10143.0	7493.0	2691.0	6871.0	3720.0	14772.0	7881.0	2598.0	1189.0	1501.0	414.0
RET_E15_STA100478	1177.0	2039.0	1958.0	1490.0	1161.0	1703.0	95.0	2813.0	1257.0	1626.0	1438.0	5887.0	3742.0	509.0	4476.0	1854.0	4141.0	1398.0	706.0	568.0	2339.0	1948.0	589.0	1880.0	1262.0	4363.0	2122.0	568.0	541.0	411.0	36.0
RET_E15_STA101732	821.0	1093.0	1602.0	1139.0	1108.0	1050.0	65.0	2569.0	941.0	850.0	1170.0	3800.0	2713.0	403.0	4146.0	1058.0	2932.0	765.0	598.0	504.0	1788.0	1667.0	504.0	1249.0	905.0	2724.0	1189.0	405.0	349.0	373.0	127.0
RET_E16_STA100480	1319.0	1917.0	1933.0	1707.0	1610.0	1174.0	94.0	1927.0	1023.0	1481.0	1553.0	2336.0	4623.0	442.0	4526.0	1830.0	4927.0	2002.0	1112.0	362.0	2700.0	2091.0	1011.0	1415.0	1454.0	3530.0	900.0	946.0	761.0	654.0	80.0
RET_E17_STA100481	427.0	671.0	600.0	583.0	442.0	850.0	42.0	1113.0	520.0	380.0	431.0	1558.0	978.0	158.0	1434.0	803.0	1281.0	448.0	441.0	242.0	756.0	883.0	402.0	545.0	330.0	1522.0	936.0	177.0	236.0	167.0	18.0
RET_E17_STA100482	5884.0	11954.0	11515.0	8398.0	7517.0	10724.0	653.0	17256.0	9667.0	6963.0	7114.0	25876.0	18191.0	2931.0	23828.0	11332.0	21030.0	7480.0	4745.0	3157.0	12335.0	12237.0	5666.0	9347.0	6120.0	21824.0	12093.0	3701.0	3109.0	3110.0	696.0
RET_E17_STA100483	2890.0	6367.0	6128.0	4158.0	3793.0	5021.0	288.0	8690.0	4812.0	3859.0	4284.0	14375.0	11098.0	1615.0	11678.0	5634.0	11624.0	4029.0	2525.0	1610.0	6492.0	6943.0	3076.0	5242.0	3913.0	10642.0	4933.0	2009.0	1471.0	1213.0	382.0
RET_E18_STA100484	1841.0	3152.0	3628.0	2768.0	2259.0	3204.0	165.0	4708.0	2374.0	2127.0	2250.0	6415.0	5886.0	960.0	7827.0	3506.0	6403.0	2261.0	1575.0	648.0	3599.0	3660.0	2042.0	2726.0	1962.0	6227.0	3448.0	1304.0	846.0	978.0	116.0
RET_E18_STA100485	4553.0	7688.0	9316.0	7183.0	6590.0	6289.0	473.0	13205.0	7280.0	4941.0	5543.0	19322.0	14094.0	2748.0	18273.0	7316.0	14942.0	5527.0	3960.0	1700.0	8759.0	8190.0	4944.0	7455.0	4937.0	13285.0	6519.0	2142.0	2728.0	2480.0	274.0
RET_E19_STA100486	671.0	1392.0	1457.0	1252.0	1070.0	936.0	72.0	1582.0	887.0	1010.0	1080.0	2337.0	2978.0	416.0	3139.0	1336.0	2933.0	1170.0	667.0	248.0	1503.0	1365.0	818.0	979.0	1234.0	2361.0	1173.0	713.0	474.0	414.0	63.0
RET_E19_STA100487	3793.0	5427.0	6052.0	4042.0	4044.0	4320.0	327.0	7606.0	6335.0	3577.0	3625.0	9960.0	8904.0	1854.0	10960.0	5551.0	8899.0	4634.0	2667.0	1471.0	5719.0	6884.0	3708.0	5322.0	2903.0	8355.0	4480.0	2217.0	1989.0	1367.0	223.0
RET_E19_STA100488	1613.0	2128.0	1914.0	1594.0	1341.0	1351.0	164.0	2035.0	1987.0	1589.0	1669.0	3877.0	3828.0	938.0	3771.0	2040.0	3896.0	2112.0	1087.0	736.0	2372.0	2096.0	1205.0	1721.0	1375.0	3321.0	1430.0	824.0	636.0	894.0	200.0
RET_E20_STA100489	15812.0	19631.0	17144.0	15468.0	14634.0	13498.0	1652.0	18384.0	16993.0	15206.0	12704.0	26696.0	26525.0	8920.0	36375.0	20194.0	26115.0	21699.0	14952.0	3735.0	16626.0	18273.0	20885.0	14582.0	11415.0	27550.0	13602.0	7032.0	8096.0	7805.0	755.0
RET_E20_STA100490	11831.0	12046.0	15234.0	15016.0	13311.0	10115.0	1368.0	15376.0	13685.0	12477.0	9944.0	18942.0	21196.0	6589.0	27523.0	14634.0	18880.0	16734.0	12409.0	3080.0	13758.0	14511.0	16985.0	11377.0	9098.0	16839.0	8568.0	5650.0	6492.0	5172.0	629.0
RET_E20_STA100491	8082.0	9403.0	8241.0	8024.0	7002.0	6325.0	611.0	10311.0	9819.0	8393.0	6595.0	13888.0	15699.0	4382.0	18650.0	10209.0	14773.0	12075.0	7295.0	2223.0	8488.0	10318.0	10039.0	7662.0	5657.0	14470.0	6644.0	4084.0	4064.0	4056.0	458.0
PTEN_E1_STA100492	4577.0	6051.0	6788.0	5882.0	4028.0	4172.0	346.0	6962.0	7427.0	5307.0	6562.0	9205.0	12245.0	1801.0	15338.0	7230.0	10918.0	8076.0	3823.0	1775.0	7784.0	8389.0	5085.0	5814.0	4766.0	11722.0	5440.0	3368.0	1831.0	2809.0	408.0
PTEN_E2_STA100493	1953.0	1466.0	1761.0	2139.0	1765.0	1122.0	170.0	1647.0	1494.0	1886.0	1802.0	2578.0	3936.0	608.0	3861.0	2055.0	3625.0	3875.0	2282.0	386.0	1632.0	1959.0	2186.0	1626.0	1723.0	2444.0	1176.0	937.0	747.0	1283.0	98.0
PTEN_E2_STA100494	3510.0	2863.0	3314.0	3402.0	3073.0	2830.0	404.0	4290.0	3766.0	3265.0	3096.0	5262.0	6156.0	1632.0	6171.0	3949.0	5524.0	5631.0	3987.0	898.0	2386.0	3369.0	4299.0	3332.0	2239.0	4862.0	3169.0	730.0	1226.0	1642.0	225.0
PTEN_E3_STA100495	6941.0	4782.0	6152.0	6256.0	5705.0	4353.0	805.0	6812.0	5646.0	5337.0	5612.0	7426.0	12349.0	2470.0	11825.0	6447.0	10111.0	11222.0	6332.0	1413.0	258.0	6089.0	7536.0	4752.0	4478.0	8080.0	4521.0	2833.0	3019.0	3711.0	396.0
PTEN_E4_STA100496	11549.0	8117.0	10102.0	9844.0	8781.0	6365.0	1012.0	10510.0	9358.0	9586.0	8676.0	11827.0	18599.0	3819.0	19697.0	11477.0	16524.0	17934.0	12412.0	1968.0	8511.0	11170.0	11537.0	7471.0	7765.0	13672.0	7149.0	4327.0	4212.0	5847.0	304.0
PTEN_E0_STA100497	5200.0	4362.0	4405.0	4888.0	3894.0	3896.0	413.0	5317.0	5402.0	4751.0	4495.0	7551.0	8895.0	1891.0	9077.0	5322.0	8706.0	8697.0	5102.0	1122.0	4318.0	4841.0	5872.0	3817.0	3356.0	7480.0	4525.0	2045.0	2024.0	2785.0	384.0
